,date,value,name_B082YR37H7
74,2020-03-08,9349.0,Laundry Baskets
75,2020-03-09,10040.0,Laundry Baskets
76,2020-03-10,21758.0,Laundry Baskets
77,2020-03-11,36020.0,Laundry Baskets
78,2020-03-12,36020.0,Laundry Baskets
79,2020-03-13,36020.0,Laundry Baskets
80,2020-03-14,36020.0,Laundry Baskets
81,2020-03-15,66177.0,Laundry Baskets
82,2020-03-16,83143.0,Laundry Baskets
83,2020-03-17,83143.0,Laundry Baskets
84,2020-03-18,83143.0,Laundry Baskets
85,2020-03-19,83143.0,Laundry Baskets
86,2020-03-20,83143.0,Laundry Baskets
87,2020-03-21,83143.0,Laundry Baskets
88,2020-03-22,83143.0,Laundry Baskets
89,2020-03-23,10013.0,Laundry Baskets
90,2020-03-24,10013.0,Laundry Baskets
91,2020-03-25,10013.0,Laundry Baskets
92,2020-03-26,9360.0,Laundry Baskets
93,2020-03-27,6330.0,Laundry Baskets
94,2020-03-28,6884.0,Laundry Baskets
95,2020-03-29,6884.0,Laundry Baskets
96,2020-03-30,6884.0,Laundry Baskets
97,2020-03-31,18735.0,Laundry Baskets
98,2020-04-01,18735.0,Laundry Baskets
99,2020-04-02,18735.0,Laundry Baskets
100,2020-04-03,11895.0,Laundry Baskets
101,2020-04-04,6971.0,Laundry Baskets
102,2020-04-05,6971.0,Laundry Baskets
103,2020-04-06,6637.0,Laundry Baskets
104,2020-04-07,6704.0,Laundry Baskets
105,2020-04-08,6704.0,Laundry Baskets
106,2020-04-09,6704.0,Laundry Baskets
107,2020-04-10,7448.0,Laundry Baskets
108,2020-04-11,7541.0,Laundry Baskets
109,2020-04-12,7541.0,Laundry Baskets
110,2020-04-13,7541.0,Laundry Baskets
111,2020-04-14,7419.0,Laundry Baskets
112,2020-04-15,4171.0,Laundry Baskets
113,2020-04-16,4171.0,Laundry Baskets
114,2020-04-17,4171.0,Laundry Baskets
115,2020-04-18,4171.0,Laundry Baskets
116,2020-04-19,4995.0,Laundry Baskets
117,2020-04-20,4995.0,Laundry Baskets
118,2020-04-21,6909.0,Laundry Baskets
119,2020-04-22,6909.0,Laundry Baskets
120,2020-04-23,6909.0,Laundry Baskets
121,2020-04-24,5281.0,Laundry Baskets
122,2020-04-25,4713.0,Laundry Baskets
123,2020-04-26,8639.0,Laundry Baskets
124,2020-04-27,11448.0,Laundry Baskets
125,2020-04-28,11448.0,Laundry Baskets
126,2020-04-29,12380.0,Laundry Baskets
127,2020-04-30,13606.0,Laundry Baskets
128,2020-05-01,13606.0,Laundry Baskets
129,2020-05-02,13606.0,Laundry Baskets
130,2020-05-03,13606.0,Laundry Baskets
131,2020-05-04,13606.0,Laundry Baskets
132,2020-05-05,13606.0,Laundry Baskets
133,2020-05-06,14497.0,Laundry Baskets
134,2020-05-07,9605.0,Laundry Baskets
135,2020-05-08,8232.0,Laundry Baskets
136,2020-05-09,7870.0,Laundry Baskets
137,2020-05-10,9991.0,Laundry Baskets
138,2020-05-11,9991.0,Laundry Baskets
139,2020-05-12,9991.0,Laundry Baskets
140,2020-05-13,7962.0,Laundry Baskets
141,2020-05-14,7962.0,Laundry Baskets
142,2020-05-15,7962.0,Laundry Baskets
143,2020-05-16,7043.0,Laundry Baskets
144,2020-05-17,7043.0,Laundry Baskets
145,2020-05-18,6791.0,Laundry Baskets
146,2020-05-19,6262.0,Laundry Baskets
147,2020-05-20,6617.0,Laundry Baskets
148,2020-05-21,6617.0,Laundry Baskets
149,2020-05-22,6617.0,Laundry Baskets
150,2020-05-23,7336.0,Laundry Baskets
151,2020-05-24,7336.0,Laundry Baskets
152,2020-05-25,7039.0,Laundry Baskets
153,2020-05-26,7039.0,Laundry Baskets
154,2020-05-27,6126.0,Laundry Baskets
155,2020-05-28,6126.0,Laundry Baskets
156,2020-05-29,6126.0,Laundry Baskets
157,2020-05-30,6963.0,Laundry Baskets
158,2020-05-31,6963.0,Laundry Baskets
159,2020-06-01,6963.0,Laundry Baskets
160,2020-06-02,8012.0,Laundry Baskets
161,2020-06-03,6700.0,Laundry Baskets
162,2020-06-04,6381.0,Laundry Baskets
163,2020-06-05,6218.0,Laundry Baskets
164,2020-06-06,6218.0,Laundry Baskets
165,2020-06-07,6218.0,Laundry Baskets
166,2020-06-08,6335.0,Laundry Baskets
167,2020-06-09,6335.0,Laundry Baskets
168,2020-06-10,5767.0,Laundry Baskets
169,2020-06-11,5767.0,Laundry Baskets
170,2020-06-12,5767.0,Laundry Baskets
171,2020-06-13,6497.0,Laundry Baskets
172,2020-06-14,6497.0,Laundry Baskets
173,2020-06-15,6343.0,Laundry Baskets
174,2020-06-16,9397.0,Laundry Baskets
175,2020-06-17,13284.0,Laundry Baskets
176,2020-06-18,13284.0,Laundry Baskets
177,2020-06-19,15860.0,Laundry Baskets
178,2020-06-20,10143.0,Laundry Baskets
179,2020-06-21,10143.0,Laundry Baskets
180,2020-06-22,7081.0,Laundry Baskets
181,2020-06-23,6221.0,Laundry Baskets
182,2020-06-24,6221.0,Laundry Baskets
183,2020-06-25,6221.0,Laundry Baskets
184,2020-06-26,7877.0,Laundry Baskets
185,2020-06-27,7877.0,Laundry Baskets
186,2020-06-28,7877.0,Laundry Baskets
187,2020-06-29,9123.0,Laundry Baskets
188,2020-06-30,9123.0,Laundry Baskets
189,2020-07-01,8219.0,Laundry Baskets
190,2020-07-02,8175.0,Laundry Baskets
191,2020-07-03,7572.0,Laundry Baskets
192,2020-07-04,7572.0,Laundry Baskets
193,2020-07-05,7572.0,Laundry Baskets
194,2020-07-06,7919.0,Laundry Baskets
195,2020-07-07,6505.0,Laundry Baskets
196,2020-07-08,6120.0,Laundry Baskets
197,2020-07-09,6120.0,Laundry Baskets
198,2020-07-10,6120.0,Laundry Baskets
199,2020-07-11,6790.0,Laundry Baskets
200,2020-07-12,6790.0,Laundry Baskets
201,2020-07-13,6688.0,Laundry Baskets
202,2020-07-14,6688.0,Laundry Baskets
203,2020-07-15,6688.0,Laundry Baskets
204,2020-07-16,11141.0,Laundry Baskets
205,2020-07-17,11141.0,Laundry Baskets
206,2020-07-18,6281.0,Laundry Baskets
207,2020-07-19,6281.0,Laundry Baskets
208,2020-07-20,6884.0,Laundry Baskets
209,2020-07-21,7296.0,Laundry Baskets
210,2020-07-22,7582.0,Laundry Baskets
211,2020-07-23,7582.0,Laundry Baskets
212,2020-07-24,7582.0,Laundry Baskets
213,2020-07-25,8083.0,Laundry Baskets
214,2020-07-26,8083.0,Laundry Baskets
215,2020-07-27,31187.0,Laundry Baskets
216,2020-07-28,25331.0,Laundry Baskets
217,2020-07-29,13518.0,Laundry Baskets
218,2020-07-30,9856.0,Laundry Baskets
219,2020-07-31,11193.0,Laundry Baskets
220,2020-08-01,11193.0,Laundry Baskets
221,2020-08-02,11193.0,Laundry Baskets
222,2020-08-03,8552.0,Laundry Baskets
223,2020-08-04,9695.0,Laundry Baskets
224,2020-08-05,9695.0,Laundry Baskets
225,2020-08-06,8734.0,Laundry Baskets
226,2020-08-07,8734.0,Laundry Baskets
227,2020-08-08,5753.0,Laundry Baskets
228,2020-08-09,5753.0,Laundry Baskets
229,2020-08-10,5753.0,Laundry Baskets
230,2020-08-11,6950.0,Laundry Baskets
231,2020-08-12,7551.0,Laundry Baskets
232,2020-08-13,7147.0,Laundry Baskets
233,2020-08-14,7147.0,Laundry Baskets
234,2020-08-15,7147.0,Laundry Baskets
235,2020-08-16,7627.0,Laundry Baskets
236,2020-08-17,7470.0,Laundry Baskets
237,2020-08-18,6517.0,Laundry Baskets
238,2020-08-19,6517.0,Laundry Baskets
239,2020-08-20,6517.0,Laundry Baskets
240,2020-08-21,6867.0,Laundry Baskets
241,2020-08-22,6867.0,Laundry Baskets
242,2020-08-23,9370.0,Laundry Baskets
243,2020-08-24,10583.0,Laundry Baskets
244,2020-08-25,10583.0,Laundry Baskets
245,2020-08-26,10583.0,Laundry Baskets
246,2020-08-27,10583.0,Laundry Baskets
247,2020-08-28,15353.0,Laundry Baskets
248,2020-08-29,15353.0,Laundry Baskets
249,2020-08-30,15353.0,Laundry Baskets
250,2020-08-31,23737.0,Laundry Baskets
251,2020-09-01,15348.0,Laundry Baskets
252,2020-09-02,15348.0,Laundry Baskets
253,2020-09-03,15348.0,Laundry Baskets
254,2020-09-04,10508.0,Laundry Baskets
255,2020-09-05,10508.0,Laundry Baskets
256,2020-09-06,10508.0,Laundry Baskets
257,2020-09-07,10153.0,Laundry Baskets
258,2020-09-08,11401.0,Laundry Baskets
259,2020-09-09,11401.0,Laundry Baskets
260,2020-09-10,8846.0,Laundry Baskets
261,2020-09-11,8846.0,Laundry Baskets
262,2020-09-12,8846.0,Laundry Baskets
263,2020-09-13,5193.0,Laundry Baskets
264,2020-09-14,6530.0,Laundry Baskets
265,2020-09-15,6530.0,Laundry Baskets
266,2020-09-16,6530.0,Laundry Baskets
267,2020-09-17,6530.0,Laundry Baskets
268,2020-09-18,6604.0,Laundry Baskets
269,2020-09-19,6604.0,Laundry Baskets
270,2020-09-20,6604.0,Laundry Baskets
271,2020-09-21,6984.0,Laundry Baskets
272,2020-09-22,8371.0,Laundry Baskets
273,2020-09-23,8371.0,Laundry Baskets
274,2020-09-24,7889.0,Laundry Baskets
275,2020-09-25,6726.0,Laundry Baskets
276,2020-09-26,6726.0,Laundry Baskets
277,2020-09-27,8461.0,Laundry Baskets
278,2020-09-28,9350.0,Laundry Baskets
279,2020-09-29,11728.0,Laundry Baskets
280,2020-09-30,11728.0,Laundry Baskets
281,2020-10-01,11728.0,Laundry Baskets
282,2020-10-02,7743.0,Laundry Baskets
283,2020-10-03,7743.0,Laundry Baskets
284,2020-10-04,7743.0,Laundry Baskets
285,2020-10-05,6630.0,Laundry Baskets
286,2020-10-06,6630.0,Laundry Baskets
287,2020-10-07,6526.0,Laundry Baskets
288,2020-10-08,6526.0,Laundry Baskets
289,2020-10-09,6526.0,Laundry Baskets
290,2020-10-10,5541.0,Laundry Baskets
291,2020-10-11,5541.0,Laundry Baskets
292,2020-10-12,7323.0,Laundry Baskets
293,2020-10-13,8990.0,Laundry Baskets
294,2020-10-14,10168.0,Laundry Baskets
295,2020-10-15,10168.0,Laundry Baskets
296,2020-10-16,10168.0,Laundry Baskets
297,2020-10-17,8245.0,Laundry Baskets
298,2020-10-18,8245.0,Laundry Baskets
299,2020-10-19,8245.0,Laundry Baskets
300,2020-10-20,8331.0,Laundry Baskets
301,2020-10-21,8331.0,Laundry Baskets
302,2020-10-22,7898.0,Laundry Baskets
303,2020-10-23,8481.0,Laundry Baskets
304,2020-10-24,8481.0,Laundry Baskets
305,2020-10-25,8481.0,Laundry Baskets
306,2020-10-26,9939.0,Laundry Baskets
307,2020-10-27,9939.0,Laundry Baskets
308,2020-10-28,9939.0,Laundry Baskets
309,2020-10-29,7453.0,Laundry Baskets
310,2020-10-30,7237.0,Laundry Baskets
311,2020-10-31,7237.0,Laundry Baskets
312,2020-11-01,11530.0,Laundry Baskets
313,2020-11-02,9745.0,Laundry Baskets
314,2020-11-03,10837.0,Laundry Baskets
315,2020-11-04,8900.0,Laundry Baskets
316,2020-11-05,8900.0,Laundry Baskets
317,2020-11-06,8900.0,Laundry Baskets
318,2020-11-07,8205.0,Laundry Baskets
319,2020-11-08,8205.0,Laundry Baskets
320,2020-11-09,7176.0,Laundry Baskets
321,2020-11-10,5713.0,Laundry Baskets
322,2020-11-11,8303.0,Laundry Baskets
323,2020-11-12,8303.0,Laundry Baskets
324,2020-11-13,8303.0,Laundry Baskets
325,2020-11-14,8404.0,Laundry Baskets
326,2020-11-15,11791.0,Laundry Baskets
327,2020-11-16,11579.0,Laundry Baskets
328,2020-11-17,12073.0,Laundry Baskets
329,2020-11-18,11550.0,Laundry Baskets
330,2020-11-19,13460.0,Laundry Baskets
331,2020-11-20,21534.0,Laundry Baskets
332,2020-11-21,21534.0,Laundry Baskets
333,2020-11-22,21534.0,Laundry Baskets
334,2020-11-23,9011.0,Laundry Baskets
335,2020-11-24,8232.0,Laundry Baskets
336,2020-11-25,9526.0,Laundry Baskets
337,2020-11-26,7912.0,Laundry Baskets
338,2020-11-27,7912.0,Laundry Baskets
339,2020-11-28,7912.0,Laundry Baskets
340,2020-11-29,7912.0,Laundry Baskets
341,2020-11-30,7912.0,Laundry Baskets
342,2020-12-01,12845.0,Laundry Baskets
343,2020-12-02,10478.0,Laundry Baskets
344,2020-12-03,10478.0,Laundry Baskets
345,2020-12-04,8613.0,Laundry Baskets
346,2020-12-05,8613.0,Laundry Baskets
347,2020-12-06,10066.0,Laundry Baskets
348,2020-12-07,10066.0,Laundry Baskets
349,2020-12-08,10231.0,Laundry Baskets
350,2020-12-09,10231.0,Laundry Baskets
351,2020-12-10,12653.0,Laundry Baskets
352,2020-12-11,10858.0,Laundry Baskets
353,2020-12-12,10858.0,Laundry Baskets
354,2020-12-13,10858.0,Laundry Baskets
355,2020-12-14,8810.0,Laundry Baskets
356,2020-12-15,8810.0,Laundry Baskets
357,2020-12-16,12221.0,Laundry Baskets
358,2020-12-17,12164.0,Laundry Baskets
359,2020-12-18,11639.0,Laundry Baskets
360,2020-12-19,11099.0,Laundry Baskets
361,2020-12-20,11099.0,Laundry Baskets
362,2020-12-21,11099.0,Laundry Baskets
363,2020-12-22,10818.0,Laundry Baskets
364,2020-12-23,10860.0,Laundry Baskets
365,2020-12-24,10860.0,Laundry Baskets
366,2020-12-25,8927.0,Laundry Baskets
367,2020-12-26,8927.0,Laundry Baskets
368,2020-12-27,4825.0,Laundry Baskets
369,2020-12-28,4825.0,Laundry Baskets
370,2020-12-29,4825.0,Laundry Baskets
371,2020-12-30,4662.0,Laundry Baskets
372,2020-12-31,4662.0,Laundry Baskets
373,2021-01-01,3875.0,Laundry Baskets
374,2021-01-02,3875.0,Laundry Baskets
375,2021-01-03,4750.0,Laundry Baskets
376,2021-01-04,4750.0,Laundry Baskets
377,2021-01-05,4750.0,Laundry Baskets
378,2021-01-06,4271.0,Laundry Baskets
379,2021-01-07,4329.0,Laundry Baskets
380,2021-01-08,3743.0,Laundry Baskets
381,2021-01-09,3743.0,Laundry Baskets
382,2021-01-10,3743.0,Laundry Baskets
383,2021-01-11,3712.0,Laundry Baskets
384,2021-01-12,3548.0,Laundry Baskets
385,2021-01-13,3548.0,Laundry Baskets
386,2021-01-14,3863.0,Laundry Baskets
387,2021-01-15,3863.0,Laundry Baskets
388,2021-01-16,3646.0,Laundry Baskets
389,2021-01-17,3646.0,Laundry Baskets
390,2021-01-18,3354.0,Laundry Baskets
391,2021-01-19,3354.0,Laundry Baskets
392,2021-01-20,4663.0,Laundry Baskets
393,2021-01-21,4790.0,Laundry Baskets
394,2021-01-22,4790.0,Laundry Baskets
395,2021-01-23,4300.0,Laundry Baskets
396,2021-01-24,4300.0,Laundry Baskets
397,2021-01-25,4300.0,Laundry Baskets
398,2021-01-26,5617.0,Laundry Baskets
399,2021-01-27,4705.0,Laundry Baskets
400,2021-01-28,5461.0,Laundry Baskets
401,2021-01-29,4878.0,Laundry Baskets
402,2021-01-30,6322.0,Laundry Baskets
403,2021-01-31,6322.0,Laundry Baskets
404,2021-02-01,6342.0,Laundry Baskets
405,2021-02-02,6342.0,Laundry Baskets
406,2021-02-03,4944.0,Laundry Baskets
407,2021-02-04,4944.0,Laundry Baskets
408,2021-02-05,4944.0,Laundry Baskets
409,2021-02-06,942.0,Laundry Baskets
410,2021-02-07,1114.0,Laundry Baskets
411,2021-02-08,1593.0,Laundry Baskets
412,2021-02-09,1676.0,Laundry Baskets
413,2021-02-10,1659.0,Laundry Baskets
414,2021-02-11,1659.0,Laundry Baskets
415,2021-02-12,1659.0,Laundry Baskets
416,2021-02-13,2329.0,Laundry Baskets
417,2021-02-14,2835.0,Laundry Baskets
418,2021-02-15,3238.0,Laundry Baskets
419,2021-02-16,2655.0,Laundry Baskets
420,2021-02-17,2655.0,Laundry Baskets
421,2021-02-18,2668.0,Laundry Baskets
422,2021-02-19,3174.0,Laundry Baskets
423,2021-02-20,3118.0,Laundry Baskets
424,2021-02-21,3118.0,Laundry Baskets
425,2021-02-22,3620.0,Laundry Baskets
426,2021-02-23,5124.0,Laundry Baskets
427,2021-02-24,4195.0,Laundry Baskets
428,2021-02-25,4195.0,Laundry Baskets
429,2021-02-26,3856.0,Laundry Baskets
430,2021-02-27,3856.0,Laundry Baskets
431,2021-02-28,3856.0,Laundry Baskets
432,2021-03-01,4301.0,Laundry Baskets
433,2021-03-02,4433.0,Laundry Baskets
434,2021-03-03,4433.0,Laundry Baskets
435,2021-03-04,3914.0,Laundry Baskets
436,2021-03-05,4531.0,Laundry Baskets
437,2021-03-06,3109.0,Laundry Baskets
438,2021-03-07,3109.0,Laundry Baskets
439,2021-03-08,1699.0,Laundry Baskets
440,2021-03-09,1939.0,Laundry Baskets
441,2021-03-10,1920.0,Laundry Baskets
442,2021-03-11,1368.0,Laundry Baskets
443,2021-03-12,1582.0,Laundry Baskets
444,2021-03-13,1514.0,Laundry Baskets
445,2021-03-14,1514.0,Laundry Baskets
446,2021-03-15,1254.0,Laundry Baskets
447,2021-03-16,1431.0,Laundry Baskets
448,2021-03-17,1192.0,Laundry Baskets
449,2021-03-18,1192.0,Laundry Baskets
450,2021-03-19,2063.0,Laundry Baskets
451,2021-03-20,2467.0,Laundry Baskets
452,2021-03-21,7289.0,Laundry Baskets
453,2021-03-22,7289.0,Laundry Baskets
454,2021-03-23,3466.0,Laundry Baskets
455,2021-03-24,3250.0,Laundry Baskets
456,2021-03-25,2888.0,Laundry Baskets
457,2021-03-26,2850.0,Laundry Baskets
458,2021-03-27,2850.0,Laundry Baskets
459,2021-03-28,2509.0,Laundry Baskets
460,2021-03-29,2509.0,Laundry Baskets
461,2021-03-30,2509.0,Laundry Baskets
462,2021-03-31,2679.0,Laundry Baskets
463,2021-04-01,3027.0,Laundry Baskets
464,2021-04-02,2643.0,Laundry Baskets
465,2021-04-03,2643.0,Laundry Baskets
466,2021-04-04,3451.0,Laundry Baskets
467,2021-04-05,3451.0,Laundry Baskets
468,2021-04-06,3451.0,Laundry Baskets
469,2021-04-07,3935.0,Laundry Baskets
470,2021-04-08,4856.0,Laundry Baskets
471,2021-04-09,3692.0,Laundry Baskets
472,2021-04-10,3264.0,Laundry Baskets
473,2021-04-11,3774.0,Laundry Baskets
474,2021-04-12,3774.0,Laundry Baskets
475,2021-04-13,5877.0,Laundry Baskets
476,2021-04-14,9554.0,Laundry Baskets
477,2021-04-15,14239.0,Laundry Baskets
478,2021-04-16,22611.0,Laundry Baskets
479,2021-04-17,32859.0,Laundry Baskets
480,2021-04-18,38743.0,Laundry Baskets
481,2021-04-19,54847.0,Laundry Baskets
482,2021-04-20,54847.0,Laundry Baskets
483,2021-04-21,54847.0,Laundry Baskets
484,2021-04-22,57112.0,Laundry Baskets
485,2021-04-23,57112.0,Laundry Baskets
486,2021-04-24,14869.0,Laundry Baskets
487,2021-04-25,14869.0,Laundry Baskets
488,2021-04-26,2062.0,Laundry Baskets
489,2021-04-27,1996.0,Laundry Baskets
490,2021-04-28,1996.0,Laundry Baskets
491,2021-04-29,5535.0,Laundry Baskets
492,2021-04-30,7307.0,Laundry Baskets
493,2021-05-01,11858.0,Laundry Baskets
494,2021-05-02,11858.0,Laundry Baskets
495,2021-05-03,7274.0,Laundry Baskets
496,2021-05-04,7274.0,Laundry Baskets
497,2021-05-05,7274.0,Laundry Baskets
498,2021-05-06,7940.0,Laundry Baskets
499,2021-05-07,6148.0,Laundry Baskets
500,2021-05-08,4912.0,Laundry Baskets
501,2021-05-09,4168.0,Laundry Baskets
502,2021-05-10,3551.0,Laundry Baskets
503,2021-05-11,3551.0,Laundry Baskets
504,2021-05-12,3017.0,Laundry Baskets
505,2021-05-13,2389.0,Laundry Baskets
506,2021-05-14,4243.0,Laundry Baskets
507,2021-05-15,4243.0,Laundry Baskets
508,2021-05-16,8937.0,Laundry Baskets
509,2021-05-17,17159.0,Laundry Baskets
510,2021-05-18,16792.0,Laundry Baskets
511,2021-05-19,16891.0,Laundry Baskets
512,2021-05-20,16182.0,Laundry Baskets
513,2021-05-21,8272.0,Laundry Baskets
514,2021-05-22,9876.0,Laundry Baskets
515,2021-05-23,8602.0,Laundry Baskets
516,2021-05-24,8602.0,Laundry Baskets
517,2021-05-25,8836.0,Laundry Baskets
518,2021-05-26,9264.0,Laundry Baskets
519,2021-05-27,5084.0,Laundry Baskets
520,2021-05-28,5084.0,Laundry Baskets
521,2021-05-29,3543.0,Laundry Baskets
522,2021-05-30,4794.0,Laundry Baskets
523,2021-05-31,4675.0,Laundry Baskets
524,2021-06-01,5827.0,Laundry Baskets
525,2021-06-02,4974.0,Laundry Baskets
526,2021-06-03,4974.0,Laundry Baskets
527,2021-06-04,4672.0,Laundry Baskets
528,2021-06-05,5252.0,Laundry Baskets
529,2021-06-06,5252.0,Laundry Baskets
530,2021-06-07,4343.0,Laundry Baskets
531,2021-06-08,4164.0,Laundry Baskets
532,2021-06-09,4426.0,Laundry Baskets
533,2021-06-10,4328.0,Laundry Baskets
534,2021-06-11,4328.0,Laundry Baskets
535,2021-06-12,3884.0,Laundry Baskets
536,2021-06-13,4768.0,Laundry Baskets
537,2021-06-14,4927.0,Laundry Baskets
538,2021-06-15,4786.0,Laundry Baskets
539,2021-06-16,3712.0,Laundry Baskets
540,2021-06-17,3490.0,Laundry Baskets
541,2021-06-18,3490.0,Laundry Baskets
542,2021-06-19,2505.0,Laundry Baskets
543,2021-06-20,2505.0,Laundry Baskets
544,2021-06-21,2849.0,Laundry Baskets
545,2021-06-22,2849.0,Laundry Baskets
546,2021-06-23,2796.0,Laundry Baskets
547,2021-06-24,2796.0,Laundry Baskets
548,2021-06-25,2080.0,Laundry Baskets
549,2021-06-26,2080.0,Laundry Baskets
550,2021-06-27,2215.0,Laundry Baskets
551,2021-06-28,2215.0,Laundry Baskets
552,2021-06-29,3089.0,Laundry Baskets
553,2021-06-30,3053.0,Laundry Baskets
554,2021-07-01,2647.0,Laundry Baskets
555,2021-07-02,2647.0,Laundry Baskets
556,2021-07-03,2647.0,Laundry Baskets
557,2021-07-04,3703.0,Laundry Baskets
558,2021-07-05,3121.0,Laundry Baskets
559,2021-07-06,2880.0,Laundry Baskets
560,2021-07-07,2880.0,Laundry Baskets
561,2021-07-08,2990.0,Laundry Baskets
562,2021-07-09,2841.0,Laundry Baskets
563,2021-07-10,2841.0,Laundry Baskets
564,2021-07-11,2766.0,Laundry Baskets
