,date,value,name_B01N288GIX
185,2020-11-28,10706.0,Blends
186,2020-11-29,11071.0,Blends
187,2020-11-30,9748.0,Blends
188,2020-12-01,7588.0,Blends
189,2020-12-02,10056.0,Blends
190,2020-12-03,10056.0,Blends
191,2020-12-04,10056.0,Blends
192,2020-12-05,12812.0,Blends
193,2020-12-06,12697.0,Blends
194,2020-12-07,12256.0,Blends
195,2020-12-08,12256.0,Blends
196,2020-12-09,11018.0,Blends
197,2020-12-10,11018.0,Blends
198,2020-12-11,11018.0,Blends
199,2020-12-12,11662.0,Blends
200,2020-12-13,13630.0,Blends
201,2020-12-14,13630.0,Blends
202,2020-12-15,12261.0,Blends
203,2020-12-16,12261.0,Blends
204,2020-12-17,10819.0,Blends
205,2020-12-18,10819.0,Blends
206,2020-12-19,10819.0,Blends
207,2020-12-20,10303.0,Blends
208,2020-12-21,11402.0,Blends
209,2020-12-22,11643.0,Blends
210,2020-12-23,10658.0,Blends
211,2020-12-24,10327.0,Blends
212,2020-12-25,10711.0,Blends
213,2020-12-26,10711.0,Blends
214,2020-12-27,10711.0,Blends
215,2020-12-28,10740.0,Blends
216,2020-12-29,9450.0,Blends
217,2020-12-30,9450.0,Blends
218,2020-12-31,11020.0,Blends
219,2021-01-01,11020.0,Blends
220,2021-01-02,9328.0,Blends
221,2021-01-03,8396.0,Blends
222,2021-01-04,6888.0,Blends
223,2021-01-05,8160.0,Blends
224,2021-01-06,7149.0,Blends
225,2021-01-07,8231.0,Blends
226,2021-01-08,7815.0,Blends
227,2021-01-09,8882.0,Blends
228,2021-01-10,8882.0,Blends
229,2021-01-11,8882.0,Blends
230,2021-01-12,7110.0,Blends
231,2021-01-13,7362.0,Blends
232,2021-01-14,7362.0,Blends
233,2021-01-15,8203.0,Blends
234,2021-01-16,8233.0,Blends
235,2021-01-17,8233.0,Blends
236,2021-01-18,7811.0,Blends
237,2021-01-19,8068.0,Blends
238,2021-01-20,7143.0,Blends
239,2021-01-21,8150.0,Blends
240,2021-01-22,9233.0,Blends
241,2021-01-23,9233.0,Blends
242,2021-01-24,9395.0,Blends
243,2021-01-25,8406.0,Blends
244,2021-01-26,8406.0,Blends
245,2021-01-27,8406.0,Blends
246,2021-01-28,11596.0,Blends
247,2021-01-29,11596.0,Blends
248,2021-01-30,9494.0,Blends
249,2021-01-31,9494.0,Blends
250,2021-02-01,10151.0,Blends
251,2021-02-02,9405.0,Blends
252,2021-02-03,8365.0,Blends
253,2021-02-04,8345.0,Blends
254,2021-02-05,7222.0,Blends
255,2021-02-06,8503.0,Blends
256,2021-02-07,8736.0,Blends
257,2021-02-08,8641.0,Blends
258,2021-02-09,6848.0,Blends
259,2021-02-10,7710.0,Blends
260,2021-02-11,8129.0,Blends
261,2021-02-12,8977.0,Blends
262,2021-02-13,8977.0,Blends
263,2021-02-14,8977.0,Blends
264,2021-02-15,8215.0,Blends
265,2021-02-16,8215.0,Blends
266,2021-02-17,7325.0,Blends
267,2021-02-18,8191.0,Blends
268,2021-02-19,8191.0,Blends
269,2021-02-20,9013.0,Blends
270,2021-02-21,9013.0,Blends
271,2021-02-22,7972.0,Blends
272,2021-02-23,6885.0,Blends
273,2021-02-24,8451.0,Blends
274,2021-02-25,7887.0,Blends
275,2021-02-26,7699.0,Blends
276,2021-02-27,7699.0,Blends
277,2021-02-28,9959.0,Blends
278,2021-03-01,9959.0,Blends
279,2021-03-02,9959.0,Blends
280,2021-03-03,8973.0,Blends
281,2021-03-04,8553.0,Blends
282,2021-03-05,8553.0,Blends
283,2021-03-06,7968.0,Blends
284,2021-03-07,7968.0,Blends
285,2021-03-08,7968.0,Blends
286,2021-03-09,7686.0,Blends
287,2021-03-10,8270.0,Blends
288,2021-03-11,8804.0,Blends
289,2021-03-12,9174.0,Blends
290,2021-03-13,9174.0,Blends
291,2021-03-14,9174.0,Blends
292,2021-03-15,8524.0,Blends
293,2021-03-16,8524.0,Blends
294,2021-03-17,8402.0,Blends
295,2021-03-18,8402.0,Blends
296,2021-03-19,8927.0,Blends
297,2021-03-20,8927.0,Blends
298,2021-03-21,8927.0,Blends
299,2021-03-22,8894.0,Blends
300,2021-03-23,9098.0,Blends
301,2021-03-24,9098.0,Blends
302,2021-03-25,7672.0,Blends
303,2021-03-26,7672.0,Blends
304,2021-03-27,7672.0,Blends
305,2021-03-28,7672.0,Blends
306,2021-03-29,7640.0,Blends
307,2021-03-30,8567.0,Blends
308,2021-03-31,8404.0,Blends
309,2021-04-01,9609.0,Blends
310,2021-04-02,9609.0,Blends
311,2021-04-03,9609.0,Blends
312,2021-04-04,9972.0,Blends
313,2021-04-05,9972.0,Blends
314,2021-04-06,8983.0,Blends
315,2021-04-07,8983.0,Blends
316,2021-04-08,8983.0,Blends
317,2021-04-09,8736.0,Blends
318,2021-04-10,8736.0,Blends
319,2021-04-11,8297.0,Blends
320,2021-04-12,8297.0,Blends
321,2021-04-13,7329.0,Blends
322,2021-04-14,7329.0,Blends
323,2021-04-15,8071.0,Blends
324,2021-04-16,8071.0,Blends
325,2021-04-17,8404.0,Blends
326,2021-04-18,8404.0,Blends
327,2021-04-19,10236.0,Blends
328,2021-04-20,7653.0,Blends
329,2021-04-21,7385.0,Blends
330,2021-04-22,9168.0,Blends
331,2021-04-23,9268.0,Blends
332,2021-04-24,9550.0,Blends
333,2021-04-25,9550.0,Blends
334,2021-04-26,8884.0,Blends
335,2021-04-27,8884.0,Blends
336,2021-04-28,7145.0,Blends
337,2021-04-29,7363.0,Blends
338,2021-04-30,7363.0,Blends
339,2021-05-01,5733.0,Blends
340,2021-05-02,5733.0,Blends
341,2021-05-03,6775.0,Blends
342,2021-05-04,6775.0,Blends
343,2021-05-05,6835.0,Blends
344,2021-05-06,6835.0,Blends
345,2021-05-07,7090.0,Blends
346,2021-05-08,7857.0,Blends
347,2021-05-09,7857.0,Blends
348,2021-05-10,7119.0,Blends
349,2021-05-11,7769.0,Blends
350,2021-05-12,7769.0,Blends
351,2021-05-13,7060.0,Blends
352,2021-05-14,8155.0,Blends
353,2021-05-15,8155.0,Blends
354,2021-05-16,8155.0,Blends
355,2021-05-17,7678.0,Blends
356,2021-05-18,7700.0,Blends
357,2021-05-19,7700.0,Blends
358,2021-05-20,7691.0,Blends
359,2021-05-21,7698.0,Blends
360,2021-05-22,9076.0,Blends
361,2021-05-23,9076.0,Blends
362,2021-05-24,8164.0,Blends
363,2021-05-25,7877.0,Blends
364,2021-05-26,7877.0,Blends
365,2021-05-27,8904.0,Blends
366,2021-05-28,8904.0,Blends
367,2021-05-29,8956.0,Blends
368,2021-05-30,8956.0,Blends
369,2021-05-31,9826.0,Blends
370,2021-06-01,9826.0,Blends
371,2021-06-02,10182.0,Blends
372,2021-06-03,10182.0,Blends
373,2021-06-04,10182.0,Blends
374,2021-06-05,9297.0,Blends
375,2021-06-06,9297.0,Blends
376,2021-06-07,7377.0,Blends
377,2021-06-08,6940.0,Blends
378,2021-06-09,6940.0,Blends
379,2021-06-10,6940.0,Blends
380,2021-06-11,6940.0,Blends
381,2021-06-12,7604.0,Blends
382,2021-06-13,7945.0,Blends
383,2021-06-14,7945.0,Blends
384,2021-06-15,7945.0,Blends
385,2021-06-16,8724.0,Blends
386,2021-06-17,8635.0,Blends
387,2021-06-18,8635.0,Blends
388,2021-06-19,9784.0,Blends
389,2021-06-20,9784.0,Blends
390,2021-06-21,7870.0,Blends
391,2021-06-22,3622.0,Blends
392,2021-06-23,3622.0,Blends
393,2021-06-24,6137.0,Blends
394,2021-06-25,6137.0,Blends
395,2021-06-26,7350.0,Blends
396,2021-06-27,9098.0,Blends
397,2021-06-28,9098.0,Blends
398,2021-06-29,9076.0,Blends
399,2021-06-30,9076.0,Blends
400,2021-07-01,8446.0,Blends
401,2021-07-02,8446.0,Blends
402,2021-07-03,8630.0,Blends
403,2021-07-04,8630.0,Blends
404,2021-07-05,8630.0,Blends
405,2021-07-06,12032.0,Blends
406,2021-07-07,10300.0,Blends
407,2021-07-08,10300.0,Blends
408,2021-07-09,8699.0,Blends
409,2021-07-10,8699.0,Blends
410,2021-07-11,8122.0,Blends
