,date,value,name_B084Z1427D
76,2020-08-16,37686.0,Ornaments
77,2020-08-17,37686.0,Ornaments
78,2020-08-18,37686.0,Ornaments
79,2020-08-19,37686.0,Ornaments
80,2020-08-20,117526.0,Ornaments
81,2020-08-21,117526.0,Ornaments
82,2020-08-22,117526.0,Ornaments
83,2020-08-23,178356.0,Ornaments
84,2020-08-24,178356.0,Ornaments
85,2020-08-25,178356.0,Ornaments
86,2020-08-26,178356.0,Ornaments
87,2020-08-27,178356.0,Ornaments
88,2020-08-28,178356.0,Ornaments
89,2020-08-29,178356.0,Ornaments
90,2020-08-30,178356.0,Ornaments
91,2020-08-31,130899.0,Ornaments
92,2020-09-01,130899.0,Ornaments
93,2020-09-02,130899.0,Ornaments
94,2020-09-03,130899.0,Ornaments
95,2020-09-04,130899.0,Ornaments
96,2020-09-05,130899.0,Ornaments
97,2020-09-06,130899.0,Ornaments
98,2020-09-07,130899.0,Ornaments
99,2020-09-08,194575.0,Ornaments
100,2020-09-09,90213.0,Ornaments
101,2020-09-10,89552.0,Ornaments
102,2020-09-11,89552.0,Ornaments
103,2020-09-12,89552.0,Ornaments
104,2020-09-13,89552.0,Ornaments
105,2020-09-14,89552.0,Ornaments
106,2020-09-15,89552.0,Ornaments
107,2020-09-16,25702.0,Ornaments
108,2020-09-17,25702.0,Ornaments
109,2020-09-18,19132.0,Ornaments
110,2020-09-19,19132.0,Ornaments
111,2020-09-20,19132.0,Ornaments
112,2020-09-21,19132.0,Ornaments
113,2020-09-22,19132.0,Ornaments
114,2020-09-23,19132.0,Ornaments
115,2020-09-24,17963.0,Ornaments
116,2020-09-25,20430.0,Ornaments
117,2020-09-26,20430.0,Ornaments
118,2020-09-27,33761.0,Ornaments
119,2020-09-28,33761.0,Ornaments
120,2020-09-29,33761.0,Ornaments
121,2020-09-30,44183.0,Ornaments
122,2020-10-01,44183.0,Ornaments
123,2020-10-02,44183.0,Ornaments
124,2020-10-03,44183.0,Ornaments
125,2020-10-04,44183.0,Ornaments
126,2020-10-05,44183.0,Ornaments
127,2020-10-06,66377.0,Ornaments
128,2020-10-07,66377.0,Ornaments
129,2020-10-08,66377.0,Ornaments
130,2020-10-09,66377.0,Ornaments
131,2020-10-10,29636.0,Ornaments
132,2020-10-11,29636.0,Ornaments
133,2020-10-12,31500.0,Ornaments
134,2020-10-13,31500.0,Ornaments
135,2020-10-14,31500.0,Ornaments
136,2020-10-15,26342.0,Ornaments
137,2020-10-16,26342.0,Ornaments
138,2020-10-17,26342.0,Ornaments
139,2020-10-18,24001.0,Ornaments
140,2020-10-19,24001.0,Ornaments
141,2020-10-20,24001.0,Ornaments
142,2020-10-21,24001.0,Ornaments
143,2020-10-22,18972.0,Ornaments
144,2020-10-23,18420.0,Ornaments
145,2020-10-24,18420.0,Ornaments
146,2020-10-25,18420.0,Ornaments
147,2020-10-26,18420.0,Ornaments
148,2020-10-27,12353.0,Ornaments
149,2020-10-28,12353.0,Ornaments
150,2020-10-29,12353.0,Ornaments
151,2020-10-30,18098.0,Ornaments
152,2020-10-31,18098.0,Ornaments
153,2020-11-01,18098.0,Ornaments
154,2020-11-02,22961.0,Ornaments
155,2020-11-03,22961.0,Ornaments
156,2020-11-04,22961.0,Ornaments
157,2020-11-05,19209.0,Ornaments
158,2020-11-06,19209.0,Ornaments
159,2020-11-07,19209.0,Ornaments
160,2020-11-08,19209.0,Ornaments
161,2020-11-09,18238.0,Ornaments
162,2020-11-10,18238.0,Ornaments
163,2020-11-11,14942.0,Ornaments
164,2020-11-12,14942.0,Ornaments
165,2020-11-13,14942.0,Ornaments
166,2020-11-14,14942.0,Ornaments
167,2020-11-15,14942.0,Ornaments
168,2020-11-16,17743.0,Ornaments
169,2020-11-17,17743.0,Ornaments
170,2020-11-18,17743.0,Ornaments
171,2020-11-19,16467.0,Ornaments
172,2020-11-20,16467.0,Ornaments
173,2020-11-21,16467.0,Ornaments
174,2020-11-22,16467.0,Ornaments
175,2020-11-23,16467.0,Ornaments
176,2020-11-24,16847.0,Ornaments
177,2020-11-25,16847.0,Ornaments
178,2020-11-26,16847.0,Ornaments
179,2020-11-27,16847.0,Ornaments
180,2020-11-28,24882.0,Ornaments
181,2020-11-29,24882.0,Ornaments
182,2020-11-30,24882.0,Ornaments
183,2020-12-01,15591.0,Ornaments
184,2020-12-02,15591.0,Ornaments
185,2020-12-03,15591.0,Ornaments
186,2020-12-04,15591.0,Ornaments
187,2020-12-05,14919.0,Ornaments
188,2020-12-06,14919.0,Ornaments
189,2020-12-07,14919.0,Ornaments
190,2020-12-08,14919.0,Ornaments
191,2020-12-09,14919.0,Ornaments
192,2020-12-10,14919.0,Ornaments
193,2020-12-11,26974.0,Ornaments
194,2020-12-12,26974.0,Ornaments
195,2020-12-13,26974.0,Ornaments
196,2020-12-14,26974.0,Ornaments
197,2020-12-15,29494.0,Ornaments
198,2020-12-16,27612.0,Ornaments
199,2020-12-17,27612.0,Ornaments
200,2020-12-18,27612.0,Ornaments
201,2020-12-19,27612.0,Ornaments
202,2020-12-20,27612.0,Ornaments
203,2020-12-21,27812.0,Ornaments
204,2020-12-22,27812.0,Ornaments
205,2020-12-23,27812.0,Ornaments
206,2020-12-24,24398.0,Ornaments
207,2020-12-25,24398.0,Ornaments
208,2020-12-26,24398.0,Ornaments
209,2020-12-27,24398.0,Ornaments
210,2020-12-28,20231.0,Ornaments
211,2020-12-29,20231.0,Ornaments
212,2020-12-30,20231.0,Ornaments
213,2020-12-31,18357.0,Ornaments
214,2021-01-01,18357.0,Ornaments
215,2021-01-02,20485.0,Ornaments
216,2021-01-03,20485.0,Ornaments
217,2021-01-04,20485.0,Ornaments
218,2021-01-05,20485.0,Ornaments
219,2021-01-06,20485.0,Ornaments
220,2021-01-07,16324.0,Ornaments
221,2021-01-08,16324.0,Ornaments
222,2021-01-09,16324.0,Ornaments
223,2021-01-10,16324.0,Ornaments
224,2021-01-11,19220.0,Ornaments
225,2021-01-12,19220.0,Ornaments
226,2021-01-13,19220.0,Ornaments
227,2021-01-14,13988.0,Ornaments
228,2021-01-15,12211.0,Ornaments
229,2021-01-16,12211.0,Ornaments
230,2021-01-17,12211.0,Ornaments
231,2021-01-18,12211.0,Ornaments
232,2021-01-19,12211.0,Ornaments
233,2021-01-20,10628.0,Ornaments
234,2021-01-21,10628.0,Ornaments
235,2021-01-22,10628.0,Ornaments
236,2021-01-23,10628.0,Ornaments
237,2021-01-24,16367.0,Ornaments
238,2021-01-25,16367.0,Ornaments
239,2021-01-26,16367.0,Ornaments
240,2021-01-27,16367.0,Ornaments
241,2021-01-28,16367.0,Ornaments
242,2021-01-29,16367.0,Ornaments
243,2021-01-30,15571.0,Ornaments
244,2021-01-31,16706.0,Ornaments
245,2021-02-01,11981.0,Ornaments
246,2021-02-02,11981.0,Ornaments
247,2021-02-03,11981.0,Ornaments
248,2021-02-04,12424.0,Ornaments
249,2021-02-05,12424.0,Ornaments
250,2021-02-06,12424.0,Ornaments
251,2021-02-07,12424.0,Ornaments
252,2021-02-08,12085.0,Ornaments
253,2021-02-09,12085.0,Ornaments
254,2021-02-10,12085.0,Ornaments
255,2021-02-11,12085.0,Ornaments
256,2021-02-12,12085.0,Ornaments
257,2021-02-13,10820.0,Ornaments
258,2021-02-14,10820.0,Ornaments
259,2021-02-15,10820.0,Ornaments
260,2021-02-16,13149.0,Ornaments
261,2021-02-17,13149.0,Ornaments
262,2021-02-18,13149.0,Ornaments
263,2021-02-19,9406.0,Ornaments
264,2021-02-20,8859.0,Ornaments
265,2021-02-21,8859.0,Ornaments
266,2021-02-22,9585.0,Ornaments
267,2021-02-23,8242.0,Ornaments
268,2021-02-24,10085.0,Ornaments
269,2021-02-25,10085.0,Ornaments
270,2021-02-26,8241.0,Ornaments
271,2021-02-27,8241.0,Ornaments
272,2021-02-28,8241.0,Ornaments
273,2021-03-01,9531.0,Ornaments
274,2021-03-02,10157.0,Ornaments
275,2021-03-03,10157.0,Ornaments
276,2021-03-04,10157.0,Ornaments
277,2021-03-05,7230.0,Ornaments
278,2021-03-06,7230.0,Ornaments
279,2021-03-07,8755.0,Ornaments
280,2021-03-08,8755.0,Ornaments
281,2021-03-09,7781.0,Ornaments
282,2021-03-10,6670.0,Ornaments
283,2021-03-11,6670.0,Ornaments
284,2021-03-12,6670.0,Ornaments
285,2021-03-13,6027.0,Ornaments
286,2021-03-14,6027.0,Ornaments
287,2021-03-15,8653.0,Ornaments
288,2021-03-16,5647.0,Ornaments
289,2021-03-17,5647.0,Ornaments
290,2021-03-18,5647.0,Ornaments
291,2021-03-19,8547.0,Ornaments
292,2021-03-20,8547.0,Ornaments
293,2021-03-21,8547.0,Ornaments
294,2021-03-22,8953.0,Ornaments
295,2021-03-23,8953.0,Ornaments
296,2021-03-24,8953.0,Ornaments
297,2021-03-25,7602.0,Ornaments
298,2021-03-26,7602.0,Ornaments
299,2021-03-27,7602.0,Ornaments
300,2021-03-28,6863.0,Ornaments
301,2021-03-29,6863.0,Ornaments
302,2021-03-30,6243.0,Ornaments
303,2021-03-31,6243.0,Ornaments
304,2021-04-01,8465.0,Ornaments
305,2021-04-02,8465.0,Ornaments
306,2021-04-03,10396.0,Ornaments
307,2021-04-04,9562.0,Ornaments
308,2021-04-05,9238.0,Ornaments
309,2021-04-06,9238.0,Ornaments
310,2021-04-07,9238.0,Ornaments
311,2021-04-08,9288.0,Ornaments
312,2021-04-09,9288.0,Ornaments
313,2021-04-10,8592.0,Ornaments
314,2021-04-11,8592.0,Ornaments
315,2021-04-12,8592.0,Ornaments
316,2021-04-13,9831.0,Ornaments
317,2021-04-14,9515.0,Ornaments
318,2021-04-15,9515.0,Ornaments
319,2021-04-16,9515.0,Ornaments
320,2021-04-17,9515.0,Ornaments
321,2021-04-18,9515.0,Ornaments
322,2021-04-19,18140.0,Ornaments
323,2021-04-20,18140.0,Ornaments
324,2021-04-21,10439.0,Ornaments
325,2021-04-22,10439.0,Ornaments
326,2021-04-23,11494.0,Ornaments
327,2021-04-24,11494.0,Ornaments
328,2021-04-25,11494.0,Ornaments
329,2021-04-26,9945.0,Ornaments
330,2021-04-27,9945.0,Ornaments
331,2021-04-28,7362.0,Ornaments
332,2021-04-29,7362.0,Ornaments
333,2021-04-30,8296.0,Ornaments
334,2021-05-01,6875.0,Ornaments
335,2021-05-02,6875.0,Ornaments
336,2021-05-03,7887.0,Ornaments
337,2021-05-04,7887.0,Ornaments
338,2021-05-05,7038.0,Ornaments
339,2021-05-06,8193.0,Ornaments
340,2021-05-07,8193.0,Ornaments
341,2021-05-08,7973.0,Ornaments
342,2021-05-09,7973.0,Ornaments
343,2021-05-10,7721.0,Ornaments
344,2021-05-11,3690.0,Ornaments
345,2021-05-12,4685.0,Ornaments
346,2021-05-13,4685.0,Ornaments
347,2021-05-14,5742.0,Ornaments
348,2021-05-15,5742.0,Ornaments
349,2021-05-16,5216.0,Ornaments
350,2021-05-17,5835.0,Ornaments
351,2021-05-18,5835.0,Ornaments
352,2021-05-19,5027.0,Ornaments
353,2021-05-20,5532.0,Ornaments
354,2021-05-21,5318.0,Ornaments
355,2021-05-22,5318.0,Ornaments
356,2021-05-23,7558.0,Ornaments
357,2021-05-24,8053.0,Ornaments
358,2021-05-25,8053.0,Ornaments
359,2021-05-26,8053.0,Ornaments
360,2021-05-27,6391.0,Ornaments
361,2021-05-28,6391.0,Ornaments
362,2021-05-29,6391.0,Ornaments
363,2021-05-30,7598.0,Ornaments
364,2021-05-31,7598.0,Ornaments
365,2021-06-01,10452.0,Ornaments
366,2021-06-02,10452.0,Ornaments
367,2021-06-03,6336.0,Ornaments
368,2021-06-04,6336.0,Ornaments
369,2021-06-05,5652.0,Ornaments
370,2021-06-06,6760.0,Ornaments
371,2021-06-07,6760.0,Ornaments
372,2021-06-08,6599.0,Ornaments
373,2021-06-09,5653.0,Ornaments
374,2021-06-10,5833.0,Ornaments
375,2021-06-11,5833.0,Ornaments
376,2021-06-12,6566.0,Ornaments
377,2021-06-13,6566.0,Ornaments
378,2021-06-14,7910.0,Ornaments
379,2021-06-15,7910.0,Ornaments
380,2021-06-16,7910.0,Ornaments
381,2021-06-17,7263.0,Ornaments
382,2021-06-18,7263.0,Ornaments
383,2021-06-19,7155.0,Ornaments
384,2021-06-20,7155.0,Ornaments
385,2021-06-21,10230.0,Ornaments
386,2021-06-22,10230.0,Ornaments
387,2021-06-23,10230.0,Ornaments
388,2021-06-24,10974.0,Ornaments
389,2021-06-25,10974.0,Ornaments
390,2021-06-26,6571.0,Ornaments
391,2021-06-27,6571.0,Ornaments
392,2021-06-28,7974.0,Ornaments
393,2021-06-29,6914.0,Ornaments
394,2021-06-30,6914.0,Ornaments
395,2021-07-01,6973.0,Ornaments
396,2021-07-02,6973.0,Ornaments
397,2021-07-03,6532.0,Ornaments
398,2021-07-04,6832.0,Ornaments
399,2021-07-05,6832.0,Ornaments
400,2021-07-06,8769.0,Ornaments
401,2021-07-07,8769.0,Ornaments
402,2021-07-08,5390.0,Ornaments
403,2021-07-09,5390.0,Ornaments
404,2021-07-10,5390.0,Ornaments
405,2021-07-11,6929.0,Ornaments
