,date,value,name_B07RV6GY66
73,2020-07-17,8678.0,Repellents
74,2020-07-18,8678.0,Repellents
75,2020-07-19,8678.0,Repellents
76,2020-07-20,10948.0,Repellents
77,2020-07-21,10948.0,Repellents
78,2020-07-22,10948.0,Repellents
79,2020-07-23,10948.0,Repellents
80,2020-07-24,9630.0,Repellents
81,2020-07-25,9630.0,Repellents
82,2020-07-26,6656.0,Repellents
83,2020-07-27,6656.0,Repellents
84,2020-07-28,6656.0,Repellents
85,2020-07-29,6656.0,Repellents
86,2020-07-30,6656.0,Repellents
87,2020-07-31,6656.0,Repellents
88,2020-08-01,7841.0,Repellents
89,2020-08-02,7841.0,Repellents
90,2020-08-03,7841.0,Repellents
91,2020-08-04,7841.0,Repellents
92,2020-08-05,7841.0,Repellents
93,2020-08-06,7841.0,Repellents
94,2020-08-07,5532.0,Repellents
95,2020-08-08,5532.0,Repellents
96,2020-08-09,5532.0,Repellents
97,2020-08-10,6630.0,Repellents
98,2020-08-11,6630.0,Repellents
99,2020-08-12,6630.0,Repellents
100,2020-08-13,6630.0,Repellents
101,2020-08-14,8885.0,Repellents
102,2020-08-15,8885.0,Repellents
103,2020-08-16,8885.0,Repellents
104,2020-08-17,9881.0,Repellents
105,2020-08-18,9881.0,Repellents
106,2020-08-19,8040.0,Repellents
107,2020-08-20,8040.0,Repellents
108,2020-08-21,8040.0,Repellents
109,2020-08-22,8119.0,Repellents
110,2020-08-23,8119.0,Repellents
111,2020-08-24,8119.0,Repellents
112,2020-08-25,8119.0,Repellents
113,2020-08-26,7352.0,Repellents
114,2020-08-27,7352.0,Repellents
115,2020-08-28,7352.0,Repellents
116,2020-08-29,7866.0,Repellents
117,2020-08-30,7866.0,Repellents
118,2020-08-31,7866.0,Repellents
119,2020-09-01,8005.0,Repellents
120,2020-09-02,8005.0,Repellents
121,2020-09-03,8005.0,Repellents
122,2020-09-04,8005.0,Repellents
123,2020-09-05,8005.0,Repellents
124,2020-09-06,8005.0,Repellents
125,2020-09-07,10510.0,Repellents
126,2020-09-08,10510.0,Repellents
127,2020-09-09,10510.0,Repellents
128,2020-09-10,7340.0,Repellents
129,2020-09-11,7340.0,Repellents
130,2020-09-12,7340.0,Repellents
131,2020-09-13,7340.0,Repellents
132,2020-09-14,14412.0,Repellents
133,2020-09-15,14412.0,Repellents
134,2020-09-16,14412.0,Repellents
135,2020-09-17,14412.0,Repellents
136,2020-09-18,8011.0,Repellents
137,2020-09-19,8011.0,Repellents
138,2020-09-20,8011.0,Repellents
139,2020-09-21,7887.0,Repellents
140,2020-09-22,7887.0,Repellents
141,2020-09-23,7887.0,Repellents
142,2020-09-24,7887.0,Repellents
143,2020-09-25,9630.0,Repellents
144,2020-09-26,9630.0,Repellents
145,2020-09-27,9630.0,Repellents
146,2020-09-28,8372.0,Repellents
147,2020-09-29,8372.0,Repellents
148,2020-09-30,8372.0,Repellents
149,2020-10-01,8372.0,Repellents
150,2020-10-02,14168.0,Repellents
151,2020-10-03,14168.0,Repellents
152,2020-10-04,14168.0,Repellents
153,2020-10-05,14508.0,Repellents
154,2020-10-06,14508.0,Repellents
155,2020-10-07,14508.0,Repellents
156,2020-10-08,12525.0,Repellents
157,2020-10-09,12525.0,Repellents
158,2020-10-10,12525.0,Repellents
159,2020-10-11,12525.0,Repellents
160,2020-10-12,13100.0,Repellents
161,2020-10-13,13100.0,Repellents
162,2020-10-14,13100.0,Repellents
163,2020-10-15,16401.0,Repellents
164,2020-10-16,24712.0,Repellents
165,2020-10-17,24712.0,Repellents
166,2020-10-18,24712.0,Repellents
167,2020-10-19,25064.0,Repellents
168,2020-10-20,18163.0,Repellents
169,2020-10-21,13368.0,Repellents
170,2020-10-22,13368.0,Repellents
171,2020-10-23,13368.0,Repellents
172,2020-10-24,13368.0,Repellents
173,2020-10-25,13368.0,Repellents
174,2020-10-26,13368.0,Repellents
175,2020-10-27,9941.0,Repellents
176,2020-10-28,9941.0,Repellents
177,2020-10-29,9941.0,Repellents
178,2020-10-30,10412.0,Repellents
179,2020-10-31,10412.0,Repellents
180,2020-11-01,10412.0,Repellents
181,2020-11-02,10412.0,Repellents
182,2020-11-03,10412.0,Repellents
183,2020-11-04,14600.0,Repellents
184,2020-11-05,14600.0,Repellents
185,2020-11-06,14600.0,Repellents
186,2020-11-07,14833.0,Repellents
187,2020-11-08,14833.0,Repellents
188,2020-11-09,14833.0,Repellents
189,2020-11-10,14833.0,Repellents
190,2020-11-11,13419.0,Repellents
191,2020-11-12,13419.0,Repellents
192,2020-11-13,13419.0,Repellents
193,2020-11-14,13419.0,Repellents
194,2020-11-15,13419.0,Repellents
195,2020-11-16,18652.0,Repellents
196,2020-11-17,18652.0,Repellents
197,2020-11-18,18652.0,Repellents
198,2020-11-19,18652.0,Repellents
199,2020-11-20,18652.0,Repellents
200,2020-11-21,18652.0,Repellents
201,2020-11-22,18652.0,Repellents
202,2020-11-23,18652.0,Repellents
203,2020-11-24,18652.0,Repellents
204,2020-11-25,18652.0,Repellents
205,2020-11-26,18652.0,Repellents
206,2020-11-27,18652.0,Repellents
207,2020-11-28,19646.0,Repellents
208,2020-11-29,19646.0,Repellents
209,2020-11-30,19646.0,Repellents
210,2020-12-01,21564.0,Repellents
211,2020-12-02,21564.0,Repellents
212,2020-12-03,21564.0,Repellents
213,2020-12-04,21564.0,Repellents
214,2020-12-05,21564.0,Repellents
215,2020-12-06,13636.0,Repellents
216,2020-12-07,13636.0,Repellents
217,2020-12-08,14245.0,Repellents
218,2020-12-09,14245.0,Repellents
219,2020-12-10,14245.0,Repellents
220,2020-12-11,14245.0,Repellents
221,2020-12-12,14245.0,Repellents
222,2020-12-13,14245.0,Repellents
223,2020-12-14,14245.0,Repellents
224,2020-12-15,14245.0,Repellents
225,2020-12-16,12396.0,Repellents
226,2020-12-17,12396.0,Repellents
227,2020-12-18,12396.0,Repellents
228,2020-12-19,12396.0,Repellents
229,2020-12-20,12396.0,Repellents
230,2020-12-21,12396.0,Repellents
231,2020-12-22,12396.0,Repellents
232,2020-12-23,12396.0,Repellents
233,2020-12-24,12396.0,Repellents
234,2020-12-25,12396.0,Repellents
235,2020-12-26,10007.0,Repellents
236,2020-12-27,10007.0,Repellents
237,2020-12-28,10007.0,Repellents
238,2020-12-29,10007.0,Repellents
239,2020-12-30,14606.0,Repellents
240,2020-12-31,14606.0,Repellents
241,2021-01-01,14606.0,Repellents
242,2021-01-02,14606.0,Repellents
243,2021-01-03,14606.0,Repellents
244,2021-01-04,10231.0,Repellents
245,2021-01-05,10231.0,Repellents
246,2021-01-06,13132.0,Repellents
247,2021-01-07,13132.0,Repellents
248,2021-01-08,13132.0,Repellents
249,2021-01-09,12412.0,Repellents
250,2021-01-10,12412.0,Repellents
251,2021-01-11,12412.0,Repellents
252,2021-01-12,12203.0,Repellents
253,2021-01-13,8677.0,Repellents
254,2021-01-14,8677.0,Repellents
255,2021-01-15,8677.0,Repellents
256,2021-01-16,8677.0,Repellents
257,2021-01-17,8677.0,Repellents
258,2021-01-18,8677.0,Repellents
259,2021-01-19,9253.0,Repellents
260,2021-01-20,9253.0,Repellents
261,2021-01-21,9253.0,Repellents
262,2021-01-22,9253.0,Repellents
263,2021-01-23,9253.0,Repellents
264,2021-01-24,8724.0,Repellents
265,2021-01-25,8724.0,Repellents
266,2021-01-26,9925.0,Repellents
267,2021-01-27,9925.0,Repellents
268,2021-01-28,9925.0,Repellents
269,2021-01-29,19043.0,Repellents
270,2021-01-30,19043.0,Repellents
271,2021-01-31,19043.0,Repellents
272,2021-02-01,7975.0,Repellents
273,2021-02-02,7975.0,Repellents
274,2021-02-03,7975.0,Repellents
275,2021-02-04,7975.0,Repellents
276,2021-02-05,7953.0,Repellents
277,2021-02-06,7953.0,Repellents
278,2021-02-07,7953.0,Repellents
279,2021-02-08,7953.0,Repellents
280,2021-02-09,7953.0,Repellents
281,2021-02-10,5797.0,Repellents
282,2021-02-11,5797.0,Repellents
283,2021-02-12,5797.0,Repellents
284,2021-02-13,10505.0,Repellents
285,2021-02-14,10505.0,Repellents
286,2021-02-15,10505.0,Repellents
287,2021-02-16,6801.0,Repellents
288,2021-02-17,6801.0,Repellents
289,2021-02-18,6801.0,Repellents
290,2021-02-19,8578.0,Repellents
291,2021-02-20,8578.0,Repellents
292,2021-02-21,8578.0,Repellents
293,2021-02-22,8578.0,Repellents
294,2021-02-23,8578.0,Repellents
295,2021-02-24,8578.0,Repellents
296,2021-02-25,6481.0,Repellents
297,2021-02-26,6481.0,Repellents
298,2021-02-27,6481.0,Repellents
299,2021-02-28,6481.0,Repellents
300,2021-03-01,6481.0,Repellents
301,2021-03-02,7264.0,Repellents
302,2021-03-03,7264.0,Repellents
303,2021-03-04,7264.0,Repellents
304,2021-03-05,4668.0,Repellents
305,2021-03-06,4668.0,Repellents
306,2021-03-07,6027.0,Repellents
307,2021-03-08,6027.0,Repellents
308,2021-03-09,6027.0,Repellents
309,2021-03-10,4813.0,Repellents
310,2021-03-11,4813.0,Repellents
311,2021-03-12,4813.0,Repellents
312,2021-03-13,4874.0,Repellents
313,2021-03-14,4874.0,Repellents
314,2021-03-15,4874.0,Repellents
315,2021-03-16,6229.0,Repellents
316,2021-03-17,6229.0,Repellents
317,2021-03-18,6229.0,Repellents
318,2021-03-19,5148.0,Repellents
319,2021-03-20,5148.0,Repellents
320,2021-03-21,4899.0,Repellents
321,2021-03-22,4899.0,Repellents
322,2021-03-23,5041.0,Repellents
323,2021-03-24,5063.0,Repellents
324,2021-03-25,5063.0,Repellents
325,2021-03-26,5063.0,Repellents
326,2021-03-27,5063.0,Repellents
327,2021-03-28,5063.0,Repellents
328,2021-03-29,5063.0,Repellents
329,2021-03-30,5063.0,Repellents
330,2021-03-31,7571.0,Repellents
331,2021-04-01,7571.0,Repellents
332,2021-04-02,7571.0,Repellents
333,2021-04-03,6281.0,Repellents
334,2021-04-04,6281.0,Repellents
335,2021-04-05,6050.0,Repellents
336,2021-04-06,6050.0,Repellents
337,2021-04-07,6050.0,Repellents
338,2021-04-08,5697.0,Repellents
339,2021-04-09,5697.0,Repellents
340,2021-04-10,5697.0,Repellents
341,2021-04-11,5697.0,Repellents
342,2021-04-12,5495.0,Repellents
343,2021-04-13,5495.0,Repellents
344,2021-04-14,3305.0,Repellents
345,2021-04-15,5899.0,Repellents
346,2021-04-16,5899.0,Repellents
347,2021-04-17,5899.0,Repellents
348,2021-04-18,5899.0,Repellents
349,2021-04-19,5534.0,Repellents
350,2021-04-20,5534.0,Repellents
351,2021-04-21,3321.0,Repellents
352,2021-04-22,3321.0,Repellents
353,2021-04-23,2687.0,Repellents
354,2021-04-24,2687.0,Repellents
355,2021-04-25,2687.0,Repellents
356,2021-04-26,4304.0,Repellents
357,2021-04-27,4304.0,Repellents
358,2021-04-28,3751.0,Repellents
359,2021-04-29,3751.0,Repellents
360,2021-04-30,3269.0,Repellents
361,2021-05-01,3842.0,Repellents
362,2021-05-02,3842.0,Repellents
363,2021-05-03,5398.0,Repellents
364,2021-05-04,5398.0,Repellents
365,2021-05-05,4025.0,Repellents
366,2021-05-06,3546.0,Repellents
367,2021-05-07,3546.0,Repellents
368,2021-05-08,3523.0,Repellents
369,2021-05-09,3523.0,Repellents
370,2021-05-10,3817.0,Repellents
371,2021-05-11,3561.0,Repellents
372,2021-05-12,3561.0,Repellents
373,2021-05-13,5005.0,Repellents
374,2021-05-14,5005.0,Repellents
375,2021-05-15,5005.0,Repellents
376,2021-05-16,5711.0,Repellents
377,2021-05-17,5711.0,Repellents
378,2021-05-18,4701.0,Repellents
379,2021-05-19,4701.0,Repellents
380,2021-05-20,4473.0,Repellents
381,2021-05-21,4473.0,Repellents
382,2021-05-22,4473.0,Repellents
383,2021-05-23,4279.0,Repellents
384,2021-05-24,4141.0,Repellents
385,2021-05-25,4141.0,Repellents
386,2021-05-26,3056.0,Repellents
387,2021-05-27,3056.0,Repellents
388,2021-05-28,3056.0,Repellents
389,2021-05-29,3364.0,Repellents
390,2021-05-30,3364.0,Repellents
391,2021-05-31,3381.0,Repellents
392,2021-06-01,3381.0,Repellents
393,2021-06-02,2370.0,Repellents
394,2021-06-03,2082.0,Repellents
395,2021-06-04,2082.0,Repellents
396,2021-06-05,2082.0,Repellents
397,2021-06-06,2369.0,Repellents
398,2021-06-07,2369.0,Repellents
399,2021-06-08,2391.0,Repellents
400,2021-06-09,2437.0,Repellents
401,2021-06-10,2443.0,Repellents
402,2021-06-11,2443.0,Repellents
403,2021-06-12,2443.0,Repellents
404,2021-06-13,2883.0,Repellents
405,2021-06-14,3170.0,Repellents
406,2021-06-15,3170.0,Repellents
407,2021-06-16,3170.0,Repellents
408,2021-06-17,2804.0,Repellents
409,2021-06-18,2804.0,Repellents
410,2021-06-19,3393.0,Repellents
411,2021-06-20,3160.0,Repellents
412,2021-06-21,3160.0,Repellents
413,2021-06-22,3160.0,Repellents
414,2021-06-23,3560.0,Repellents
415,2021-06-24,3560.0,Repellents
416,2021-06-25,2655.0,Repellents
417,2021-06-26,2655.0,Repellents
418,2021-06-27,2702.0,Repellents
419,2021-06-28,2835.0,Repellents
420,2021-06-29,3632.0,Repellents
421,2021-06-30,3632.0,Repellents
422,2021-07-01,2472.0,Repellents
423,2021-07-02,2472.0,Repellents
424,2021-07-03,2472.0,Repellents
425,2021-07-04,3304.0,Repellents
426,2021-07-05,3304.0,Repellents
427,2021-07-06,2884.0,Repellents
428,2021-07-07,2884.0,Repellents
429,2021-07-08,2884.0,Repellents
430,2021-07-09,2506.0,Repellents
431,2021-07-10,2765.0,Repellents
