,date,value,name_B08BPCCQ9F
172,2020-12-22,9942.0,Traps
173,2020-12-23,15386.0,Traps
174,2020-12-24,15386.0,Traps
175,2020-12-25,15386.0,Traps
176,2020-12-26,12102.0,Traps
177,2020-12-27,18118.0,Traps
178,2020-12-28,18118.0,Traps
179,2020-12-29,13808.0,Traps
180,2020-12-30,13297.0,Traps
181,2020-12-31,13297.0,Traps
182,2021-01-01,13297.0,Traps
183,2021-01-02,13297.0,Traps
184,2021-01-03,9135.0,Traps
185,2021-01-04,9135.0,Traps
186,2021-01-05,9135.0,Traps
187,2021-01-06,7677.0,Traps
188,2021-01-07,7677.0,Traps
189,2021-01-08,7677.0,Traps
190,2021-01-09,7137.0,Traps
191,2021-01-10,7137.0,Traps
192,2021-01-11,7137.0,Traps
193,2021-01-12,11049.0,Traps
194,2021-01-13,7112.0,Traps
195,2021-01-14,10210.0,Traps
196,2021-01-15,10210.0,Traps
197,2021-01-16,10978.0,Traps
198,2021-01-17,10978.0,Traps
199,2021-01-18,11812.0,Traps
200,2021-01-19,9658.0,Traps
201,2021-01-20,9658.0,Traps
202,2021-01-21,9658.0,Traps
203,2021-01-22,9322.0,Traps
204,2021-01-23,9322.0,Traps
205,2021-01-24,9322.0,Traps
206,2021-01-25,9255.0,Traps
207,2021-01-26,9255.0,Traps
208,2021-01-27,9255.0,Traps
209,2021-01-28,12062.0,Traps
210,2021-01-29,12062.0,Traps
211,2021-01-30,12062.0,Traps
212,2021-01-31,16043.0,Traps
213,2021-02-01,16043.0,Traps
214,2021-02-02,16043.0,Traps
215,2021-02-03,20799.0,Traps
216,2021-02-04,20799.0,Traps
217,2021-02-05,19118.0,Traps
218,2021-02-06,15494.0,Traps
219,2021-02-07,15494.0,Traps
220,2021-02-08,15494.0,Traps
221,2021-02-09,15494.0,Traps
222,2021-02-10,24108.0,Traps
223,2021-02-11,24108.0,Traps
224,2021-02-12,16011.0,Traps
225,2021-02-13,16011.0,Traps
226,2021-02-14,16011.0,Traps
227,2021-02-15,16011.0,Traps
228,2021-02-16,28160.0,Traps
229,2021-02-17,27120.0,Traps
230,2021-02-18,25667.0,Traps
231,2021-02-19,25667.0,Traps
232,2021-02-20,25667.0,Traps
233,2021-02-21,25667.0,Traps
234,2021-02-22,30717.0,Traps
235,2021-02-23,30717.0,Traps
236,2021-02-24,23731.0,Traps
237,2021-02-25,23731.0,Traps
238,2021-02-26,32029.0,Traps
239,2021-02-27,20826.0,Traps
240,2021-02-28,20826.0,Traps
241,2021-03-01,17324.0,Traps
242,2021-03-02,23921.0,Traps
243,2021-03-03,18753.0,Traps
244,2021-03-04,24935.0,Traps
245,2021-03-05,28687.0,Traps
246,2021-03-06,18517.0,Traps
247,2021-03-07,18517.0,Traps
248,2021-03-08,18690.0,Traps
249,2021-03-09,19378.0,Traps
250,2021-03-10,19200.0,Traps
251,2021-03-11,19200.0,Traps
252,2021-03-12,19200.0,Traps
253,2021-03-13,19200.0,Traps
254,2021-03-14,19200.0,Traps
255,2021-03-15,23132.0,Traps
256,2021-03-16,23132.0,Traps
257,2021-03-17,23132.0,Traps
258,2021-03-18,23132.0,Traps
259,2021-03-19,18393.0,Traps
260,2021-03-20,18393.0,Traps
261,2021-03-21,35301.0,Traps
262,2021-03-22,35301.0,Traps
263,2021-03-23,29349.0,Traps
264,2021-03-24,27118.0,Traps
265,2021-03-25,25057.0,Traps
266,2021-03-26,25057.0,Traps
267,2021-03-27,25057.0,Traps
268,2021-03-28,25057.0,Traps
269,2021-03-29,25057.0,Traps
270,2021-03-30,21672.0,Traps
271,2021-03-31,29902.0,Traps
272,2021-04-01,30988.0,Traps
273,2021-04-02,30988.0,Traps
274,2021-04-03,30988.0,Traps
275,2021-04-04,25363.0,Traps
276,2021-04-05,25363.0,Traps
277,2021-04-06,25363.0,Traps
278,2021-04-07,25363.0,Traps
279,2021-04-08,25363.0,Traps
280,2021-04-09,24105.0,Traps
281,2021-04-10,24105.0,Traps
282,2021-04-11,24105.0,Traps
283,2021-04-12,24105.0,Traps
284,2021-04-13,24105.0,Traps
285,2021-04-14,29381.0,Traps
286,2021-04-15,29381.0,Traps
287,2021-04-16,29381.0,Traps
288,2021-04-17,29381.0,Traps
289,2021-04-18,29381.0,Traps
290,2021-04-19,29381.0,Traps
291,2021-04-20,14776.0,Traps
292,2021-04-21,14776.0,Traps
293,2021-04-22,14776.0,Traps
294,2021-04-23,16554.0,Traps
295,2021-04-24,16554.0,Traps
296,2021-04-25,16554.0,Traps
297,2021-04-26,16554.0,Traps
298,2021-04-27,39659.0,Traps
299,2021-04-28,39659.0,Traps
300,2021-04-29,20499.0,Traps
301,2021-04-30,20499.0,Traps
302,2021-05-01,20499.0,Traps
303,2021-05-02,31823.0,Traps
304,2021-05-03,31823.0,Traps
305,2021-05-04,31823.0,Traps
306,2021-05-05,32603.0,Traps
307,2021-05-06,32603.0,Traps
308,2021-05-07,28547.0,Traps
309,2021-05-08,28547.0,Traps
310,2021-05-09,28547.0,Traps
311,2021-05-10,28547.0,Traps
312,2021-05-11,16814.0,Traps
313,2021-05-12,14709.0,Traps
314,2021-05-13,14709.0,Traps
315,2021-05-14,14709.0,Traps
316,2021-05-15,14709.0,Traps
317,2021-05-16,15418.0,Traps
318,2021-05-17,15418.0,Traps
319,2021-05-18,15418.0,Traps
320,2021-05-19,15418.0,Traps
321,2021-05-20,15727.0,Traps
322,2021-05-21,15727.0,Traps
323,2021-05-22,15727.0,Traps
324,2021-05-23,15727.0,Traps
325,2021-05-24,16191.0,Traps
326,2021-05-25,16191.0,Traps
327,2021-05-26,20415.0,Traps
328,2021-05-27,20415.0,Traps
329,2021-05-28,21215.0,Traps
330,2021-05-29,21215.0,Traps
331,2021-05-30,21215.0,Traps
332,2021-05-31,21215.0,Traps
333,2021-06-01,21215.0,Traps
334,2021-06-02,18157.0,Traps
335,2021-06-03,18157.0,Traps
336,2021-06-04,18157.0,Traps
337,2021-06-05,26312.0,Traps
338,2021-06-06,26312.0,Traps
339,2021-06-07,26312.0,Traps
340,2021-06-08,26312.0,Traps
341,2021-06-09,25282.0,Traps
342,2021-06-10,15613.0,Traps
343,2021-06-11,15613.0,Traps
344,2021-06-12,15613.0,Traps
345,2021-06-13,14737.0,Traps
346,2021-06-14,14737.0,Traps
347,2021-06-15,14737.0,Traps
348,2021-06-16,14737.0,Traps
349,2021-06-17,20147.0,Traps
350,2021-06-18,20147.0,Traps
351,2021-06-19,20147.0,Traps
352,2021-06-20,18602.0,Traps
353,2021-06-21,18298.0,Traps
354,2021-06-22,18298.0,Traps
355,2021-06-23,18298.0,Traps
356,2021-06-24,15300.0,Traps
357,2021-06-25,15300.0,Traps
358,2021-06-26,13870.0,Traps
359,2021-06-27,13870.0,Traps
360,2021-06-28,13870.0,Traps
361,2021-06-29,15305.0,Traps
362,2021-06-30,15305.0,Traps
363,2021-07-01,15305.0,Traps
364,2021-07-02,22058.0,Traps
365,2021-07-03,22058.0,Traps
366,2021-07-04,22058.0,Traps
367,2021-07-05,22058.0,Traps
368,2021-07-06,16370.0,Traps
369,2021-07-07,16370.0,Traps
370,2021-07-08,16370.0,Traps
371,2021-07-09,11009.0,Traps
