,date,value,name_B076VKQWFF
46,2018-08-28,17038.0,Bath Pillows
47,2018-08-29,17038.0,Bath Pillows
48,2018-08-30,17182.0,Bath Pillows
49,2018-08-31,17182.0,Bath Pillows
50,2018-09-01,18536.0,Bath Pillows
51,2018-09-02,18536.0,Bath Pillows
52,2018-09-03,17797.0,Bath Pillows
53,2018-09-04,17797.0,Bath Pillows
54,2018-09-05,19677.0,Bath Pillows
55,2018-09-06,19677.0,Bath Pillows
56,2018-09-07,20975.0,Bath Pillows
57,2018-09-08,19707.0,Bath Pillows
58,2018-09-09,21664.0,Bath Pillows
59,2018-09-10,21664.0,Bath Pillows
60,2018-09-11,27676.0,Bath Pillows
61,2018-09-12,19424.0,Bath Pillows
62,2018-09-13,23631.0,Bath Pillows
63,2018-09-14,20771.0,Bath Pillows
64,2018-09-15,20771.0,Bath Pillows
65,2018-09-16,21144.0,Bath Pillows
66,2018-09-17,21144.0,Bath Pillows
67,2018-09-18,21144.0,Bath Pillows
68,2018-09-19,21144.0,Bath Pillows
69,2018-09-20,17639.0,Bath Pillows
70,2018-09-21,17639.0,Bath Pillows
71,2018-09-22,16144.0,Bath Pillows
72,2018-09-23,16144.0,Bath Pillows
73,2018-09-24,21196.0,Bath Pillows
74,2018-09-25,19161.0,Bath Pillows
75,2018-09-26,19161.0,Bath Pillows
76,2018-09-27,19634.0,Bath Pillows
77,2018-09-28,14952.0,Bath Pillows
78,2018-09-29,14952.0,Bath Pillows
79,2018-09-30,12029.0,Bath Pillows
80,2018-10-01,16910.0,Bath Pillows
81,2018-10-02,16910.0,Bath Pillows
82,2018-10-03,27298.0,Bath Pillows
83,2018-10-04,18929.0,Bath Pillows
84,2018-10-05,18029.0,Bath Pillows
85,2018-10-06,18029.0,Bath Pillows
86,2018-10-07,13358.0,Bath Pillows
87,2018-10-08,19085.0,Bath Pillows
88,2018-10-09,19595.0,Bath Pillows
89,2018-10-10,19595.0,Bath Pillows
90,2018-10-11,14689.0,Bath Pillows
91,2018-10-12,14689.0,Bath Pillows
92,2018-10-13,13713.0,Bath Pillows
93,2018-10-14,14638.0,Bath Pillows
94,2018-10-15,14638.0,Bath Pillows
95,2018-10-16,19356.0,Bath Pillows
96,2018-10-17,20519.0,Bath Pillows
97,2018-10-18,20519.0,Bath Pillows
98,2018-10-19,27607.0,Bath Pillows
99,2018-10-20,27607.0,Bath Pillows
100,2018-10-21,23792.0,Bath Pillows
101,2018-10-22,22590.0,Bath Pillows
102,2018-10-23,21054.0,Bath Pillows
103,2018-10-24,21054.0,Bath Pillows
104,2018-10-25,28162.0,Bath Pillows
105,2018-10-26,22868.0,Bath Pillows
106,2018-10-27,23930.0,Bath Pillows
107,2018-10-28,23930.0,Bath Pillows
108,2018-10-29,25958.0,Bath Pillows
109,2018-10-30,25958.0,Bath Pillows
110,2018-10-31,24527.0,Bath Pillows
111,2018-11-01,24527.0,Bath Pillows
112,2018-11-02,24527.0,Bath Pillows
113,2018-11-03,24527.0,Bath Pillows
114,2018-11-04,24527.0,Bath Pillows
115,2018-11-05,24527.0,Bath Pillows
116,2018-11-06,21801.0,Bath Pillows
117,2018-11-07,20041.0,Bath Pillows
118,2018-11-08,20041.0,Bath Pillows
119,2018-11-09,18117.0,Bath Pillows
120,2018-11-10,18117.0,Bath Pillows
121,2018-11-11,18117.0,Bath Pillows
122,2018-11-12,18117.0,Bath Pillows
123,2018-11-13,18117.0,Bath Pillows
124,2018-11-14,22148.0,Bath Pillows
125,2018-11-15,22148.0,Bath Pillows
126,2018-11-16,30687.0,Bath Pillows
127,2018-11-17,30687.0,Bath Pillows
128,2018-11-18,26298.0,Bath Pillows
129,2018-11-19,26298.0,Bath Pillows
130,2018-11-20,26298.0,Bath Pillows
131,2018-11-21,26021.0,Bath Pillows
132,2018-11-22,26021.0,Bath Pillows
133,2018-11-23,26021.0,Bath Pillows
134,2018-11-24,26021.0,Bath Pillows
135,2018-11-25,17894.0,Bath Pillows
136,2018-11-26,17894.0,Bath Pillows
137,2018-11-27,17894.0,Bath Pillows
138,2018-11-28,13472.0,Bath Pillows
139,2018-11-29,13472.0,Bath Pillows
140,2018-11-30,11024.0,Bath Pillows
141,2018-12-01,11767.0,Bath Pillows
142,2018-12-02,10099.0,Bath Pillows
143,2018-12-03,10099.0,Bath Pillows
144,2018-12-04,10099.0,Bath Pillows
145,2018-12-05,11069.0,Bath Pillows
146,2018-12-06,9323.0,Bath Pillows
147,2018-12-07,9323.0,Bath Pillows
148,2018-12-08,9323.0,Bath Pillows
149,2018-12-09,11712.0,Bath Pillows
150,2018-12-10,7717.0,Bath Pillows
151,2018-12-11,7583.0,Bath Pillows
152,2018-12-12,7915.0,Bath Pillows
153,2018-12-13,10262.0,Bath Pillows
154,2018-12-14,9033.0,Bath Pillows
155,2018-12-15,9344.0,Bath Pillows
156,2018-12-16,9344.0,Bath Pillows
157,2018-12-17,6095.0,Bath Pillows
158,2018-12-18,6095.0,Bath Pillows
159,2018-12-19,4688.0,Bath Pillows
160,2018-12-20,3695.0,Bath Pillows
161,2018-12-21,3892.0,Bath Pillows
162,2018-12-22,3941.0,Bath Pillows
163,2018-12-23,5149.0,Bath Pillows
164,2018-12-24,5392.0,Bath Pillows
165,2018-12-25,5392.0,Bath Pillows
166,2018-12-26,9689.0,Bath Pillows
167,2018-12-27,8216.0,Bath Pillows
168,2018-12-28,8216.0,Bath Pillows
169,2018-12-29,8555.0,Bath Pillows
170,2018-12-30,6511.0,Bath Pillows
171,2018-12-31,6511.0,Bath Pillows
172,2019-01-01,8163.0,Bath Pillows
173,2019-01-02,8465.0,Bath Pillows
174,2019-01-03,8465.0,Bath Pillows
175,2019-01-04,8465.0,Bath Pillows
176,2019-01-05,10034.0,Bath Pillows
177,2019-01-06,10649.0,Bath Pillows
178,2019-01-07,10382.0,Bath Pillows
179,2019-01-08,10382.0,Bath Pillows
180,2019-01-09,10604.0,Bath Pillows
181,2019-01-10,11857.0,Bath Pillows
182,2019-01-11,10471.0,Bath Pillows
183,2019-01-12,10471.0,Bath Pillows
184,2019-01-13,12654.0,Bath Pillows
185,2019-01-14,10398.0,Bath Pillows
186,2019-01-15,11713.0,Bath Pillows
187,2019-01-16,11392.0,Bath Pillows
188,2019-01-17,12952.0,Bath Pillows
189,2019-01-18,12952.0,Bath Pillows
190,2019-01-19,12952.0,Bath Pillows
191,2019-01-20,6871.0,Bath Pillows
192,2019-01-21,6871.0,Bath Pillows
193,2019-01-22,6871.0,Bath Pillows
194,2019-01-23,10406.0,Bath Pillows
195,2019-01-24,10406.0,Bath Pillows
196,2019-01-25,13246.0,Bath Pillows
197,2019-01-26,14455.0,Bath Pillows
198,2019-01-27,14455.0,Bath Pillows
199,2019-01-28,12997.0,Bath Pillows
200,2019-01-29,12997.0,Bath Pillows
201,2019-01-30,9753.0,Bath Pillows
202,2019-01-31,10327.0,Bath Pillows
203,2019-02-01,10327.0,Bath Pillows
204,2019-02-02,11474.0,Bath Pillows
205,2019-02-03,11474.0,Bath Pillows
206,2019-02-04,13973.0,Bath Pillows
207,2019-02-05,13973.0,Bath Pillows
208,2019-02-06,14227.0,Bath Pillows
209,2019-02-07,12585.0,Bath Pillows
210,2019-02-08,12440.0,Bath Pillows
211,2019-02-09,8257.0,Bath Pillows
212,2019-02-10,7824.0,Bath Pillows
213,2019-02-11,10160.0,Bath Pillows
214,2019-02-12,10160.0,Bath Pillows
215,2019-02-13,8214.0,Bath Pillows
216,2019-02-14,11232.0,Bath Pillows
217,2019-02-15,10129.0,Bath Pillows
218,2019-02-16,10129.0,Bath Pillows
219,2019-02-17,10129.0,Bath Pillows
220,2019-02-18,11172.0,Bath Pillows
221,2019-02-19,12067.0,Bath Pillows
222,2019-02-20,12067.0,Bath Pillows
223,2019-02-21,13105.0,Bath Pillows
224,2019-02-22,13105.0,Bath Pillows
225,2019-02-23,9491.0,Bath Pillows
226,2019-02-24,8047.0,Bath Pillows
227,2019-02-25,8047.0,Bath Pillows
228,2019-02-26,10607.0,Bath Pillows
229,2019-02-27,10607.0,Bath Pillows
230,2019-02-28,13249.0,Bath Pillows
231,2019-03-01,15896.0,Bath Pillows
232,2019-03-02,9771.0,Bath Pillows
233,2019-03-03,9771.0,Bath Pillows
234,2019-03-04,22235.0,Bath Pillows
235,2019-03-05,16227.0,Bath Pillows
236,2019-03-06,18218.0,Bath Pillows
237,2019-03-07,18218.0,Bath Pillows
238,2019-03-08,18218.0,Bath Pillows
239,2019-03-09,18218.0,Bath Pillows
240,2019-03-10,18554.0,Bath Pillows
241,2019-03-11,18554.0,Bath Pillows
242,2019-03-12,18554.0,Bath Pillows
243,2019-03-13,16948.0,Bath Pillows
244,2019-03-14,19948.0,Bath Pillows
245,2019-03-15,22658.0,Bath Pillows
246,2019-03-16,17744.0,Bath Pillows
247,2019-03-17,20297.0,Bath Pillows
248,2019-03-18,23949.0,Bath Pillows
249,2019-03-19,20994.0,Bath Pillows
250,2019-03-20,15699.0,Bath Pillows
251,2019-03-21,20259.0,Bath Pillows
252,2019-03-22,19137.0,Bath Pillows
253,2019-03-23,19137.0,Bath Pillows
254,2019-03-24,14728.0,Bath Pillows
255,2019-03-25,17560.0,Bath Pillows
256,2019-03-26,16906.0,Bath Pillows
257,2019-03-27,15660.0,Bath Pillows
258,2019-03-28,15660.0,Bath Pillows
259,2019-03-29,15905.0,Bath Pillows
260,2019-03-30,19589.0,Bath Pillows
261,2019-03-31,16369.0,Bath Pillows
262,2019-04-01,16369.0,Bath Pillows
263,2019-04-02,18289.0,Bath Pillows
264,2019-04-03,12682.0,Bath Pillows
265,2019-04-04,12682.0,Bath Pillows
266,2019-04-05,12682.0,Bath Pillows
267,2019-04-06,13758.0,Bath Pillows
268,2019-04-07,13656.0,Bath Pillows
269,2019-04-08,18256.0,Bath Pillows
270,2019-04-09,18805.0,Bath Pillows
271,2019-04-10,18805.0,Bath Pillows
272,2019-04-11,16711.0,Bath Pillows
273,2019-04-12,16711.0,Bath Pillows
274,2019-04-13,15463.0,Bath Pillows
275,2019-04-14,13746.0,Bath Pillows
276,2019-04-15,15414.0,Bath Pillows
277,2019-04-16,17213.0,Bath Pillows
278,2019-04-17,17213.0,Bath Pillows
279,2019-04-18,16436.0,Bath Pillows
280,2019-04-19,16436.0,Bath Pillows
281,2019-04-20,13233.0,Bath Pillows
282,2019-04-21,13233.0,Bath Pillows
283,2019-04-22,15829.0,Bath Pillows
284,2019-04-23,15829.0,Bath Pillows
285,2019-04-24,19710.0,Bath Pillows
286,2019-04-25,19009.0,Bath Pillows
287,2019-04-26,19009.0,Bath Pillows
288,2019-04-27,18319.0,Bath Pillows
289,2019-04-28,14738.0,Bath Pillows
290,2019-04-29,15901.0,Bath Pillows
291,2019-04-30,17755.0,Bath Pillows
292,2019-05-01,15473.0,Bath Pillows
293,2019-05-02,21078.0,Bath Pillows
294,2019-05-03,14399.0,Bath Pillows
295,2019-05-04,10628.0,Bath Pillows
296,2019-05-05,12342.0,Bath Pillows
297,2019-05-06,12526.0,Bath Pillows
298,2019-05-07,12526.0,Bath Pillows
299,2019-05-08,8198.0,Bath Pillows
300,2019-05-09,6525.0,Bath Pillows
301,2019-05-10,6079.0,Bath Pillows
302,2019-05-11,7764.0,Bath Pillows
303,2019-05-12,7958.0,Bath Pillows
304,2019-05-13,12055.0,Bath Pillows
305,2019-05-14,12987.0,Bath Pillows
306,2019-05-15,16132.0,Bath Pillows
307,2019-05-16,19202.0,Bath Pillows
308,2019-05-17,16589.0,Bath Pillows
309,2019-05-18,20259.0,Bath Pillows
310,2019-05-19,18695.0,Bath Pillows
311,2019-05-20,16241.0,Bath Pillows
312,2019-05-21,13368.0,Bath Pillows
313,2019-05-22,21828.0,Bath Pillows
314,2019-05-23,22772.0,Bath Pillows
315,2019-05-24,28786.0,Bath Pillows
316,2019-05-25,33728.0,Bath Pillows
317,2019-05-26,35570.0,Bath Pillows
318,2019-05-27,21667.0,Bath Pillows
319,2019-05-28,21667.0,Bath Pillows
320,2019-05-29,30809.0,Bath Pillows
321,2019-05-30,23273.0,Bath Pillows
322,2019-05-31,29269.0,Bath Pillows
323,2019-06-01,25396.0,Bath Pillows
324,2019-06-02,29828.0,Bath Pillows
325,2019-06-03,23698.0,Bath Pillows
326,2019-06-04,24045.0,Bath Pillows
327,2019-06-05,25084.0,Bath Pillows
328,2019-06-06,29692.0,Bath Pillows
329,2019-06-07,30376.0,Bath Pillows
330,2019-06-08,30257.0,Bath Pillows
331,2019-06-09,23839.0,Bath Pillows
332,2019-06-10,26704.0,Bath Pillows
333,2019-06-11,32844.0,Bath Pillows
334,2019-06-12,24430.0,Bath Pillows
335,2019-06-13,32782.0,Bath Pillows
336,2019-06-14,25905.0,Bath Pillows
337,2019-06-15,26786.0,Bath Pillows
338,2019-06-16,22921.0,Bath Pillows
339,2019-06-17,25649.0,Bath Pillows
340,2019-06-18,25132.0,Bath Pillows
341,2019-06-19,27742.0,Bath Pillows
342,2019-06-20,33406.0,Bath Pillows
343,2019-06-21,31161.0,Bath Pillows
344,2019-06-22,31161.0,Bath Pillows
345,2019-06-23,18866.0,Bath Pillows
346,2019-06-24,17156.0,Bath Pillows
347,2019-06-25,20557.0,Bath Pillows
348,2019-06-26,20576.0,Bath Pillows
349,2019-06-27,24370.0,Bath Pillows
350,2019-06-28,31902.0,Bath Pillows
351,2019-06-29,39941.0,Bath Pillows
352,2019-06-30,45315.0,Bath Pillows
353,2019-07-01,24075.0,Bath Pillows
354,2019-07-02,26886.0,Bath Pillows
355,2019-07-03,25612.0,Bath Pillows
356,2019-07-04,22533.0,Bath Pillows
357,2019-07-05,19494.0,Bath Pillows
358,2019-07-06,30702.0,Bath Pillows
359,2019-07-07,36782.0,Bath Pillows
360,2019-07-08,23116.0,Bath Pillows
361,2019-07-09,37125.0,Bath Pillows
362,2019-07-10,36714.0,Bath Pillows
363,2019-07-11,32094.0,Bath Pillows
364,2019-07-12,26799.0,Bath Pillows
365,2019-07-13,43863.0,Bath Pillows
366,2019-07-14,49705.0,Bath Pillows
367,2019-07-15,39422.0,Bath Pillows
368,2019-07-16,57430.0,Bath Pillows
369,2019-07-17,57430.0,Bath Pillows
370,2019-07-18,36147.0,Bath Pillows
371,2019-07-19,33404.0,Bath Pillows
372,2019-07-20,28437.0,Bath Pillows
373,2019-07-21,29882.0,Bath Pillows
374,2019-07-22,24768.0,Bath Pillows
375,2019-07-23,25735.0,Bath Pillows
376,2019-07-24,23086.0,Bath Pillows
377,2019-07-25,35420.0,Bath Pillows
378,2019-07-26,23857.0,Bath Pillows
379,2019-07-27,26089.0,Bath Pillows
380,2019-07-28,26591.0,Bath Pillows
381,2019-07-29,27706.0,Bath Pillows
382,2019-07-30,27706.0,Bath Pillows
383,2019-07-31,34042.0,Bath Pillows
384,2019-08-01,25843.0,Bath Pillows
385,2019-08-02,23714.0,Bath Pillows
386,2019-08-03,25945.0,Bath Pillows
387,2019-08-04,24007.0,Bath Pillows
388,2019-08-05,20717.0,Bath Pillows
389,2019-08-06,37074.0,Bath Pillows
390,2019-08-07,22577.0,Bath Pillows
391,2019-08-08,21138.0,Bath Pillows
392,2019-08-09,15148.0,Bath Pillows
393,2019-08-10,15559.0,Bath Pillows
394,2019-08-11,25103.0,Bath Pillows
395,2019-08-12,20132.0,Bath Pillows
396,2019-08-13,20728.0,Bath Pillows
397,2019-08-14,25218.0,Bath Pillows
398,2019-08-15,21276.0,Bath Pillows
399,2019-08-16,23773.0,Bath Pillows
400,2019-08-17,22438.0,Bath Pillows
401,2019-08-18,18301.0,Bath Pillows
402,2019-08-19,24126.0,Bath Pillows
403,2019-08-20,30935.0,Bath Pillows
404,2019-08-21,22156.0,Bath Pillows
405,2019-08-22,30250.0,Bath Pillows
406,2019-08-23,32415.0,Bath Pillows
407,2019-08-24,21767.0,Bath Pillows
408,2019-08-25,30248.0,Bath Pillows
409,2019-08-26,26494.0,Bath Pillows
410,2019-08-27,25555.0,Bath Pillows
411,2019-08-28,24273.0,Bath Pillows
412,2019-08-29,18099.0,Bath Pillows
413,2019-08-30,23529.0,Bath Pillows
414,2019-08-31,20930.0,Bath Pillows
415,2019-09-01,22673.0,Bath Pillows
416,2019-09-02,19234.0,Bath Pillows
417,2019-09-03,20906.0,Bath Pillows
418,2019-09-04,19257.0,Bath Pillows
419,2019-09-05,19257.0,Bath Pillows
420,2019-09-06,19257.0,Bath Pillows
421,2019-09-07,19691.0,Bath Pillows
422,2019-09-08,23425.0,Bath Pillows
423,2019-09-09,25480.0,Bath Pillows
424,2019-09-10,30168.0,Bath Pillows
425,2019-09-11,25781.0,Bath Pillows
426,2019-09-12,30338.0,Bath Pillows
427,2019-09-13,20097.0,Bath Pillows
428,2019-09-14,26265.0,Bath Pillows
429,2019-09-15,56821.0,Bath Pillows
430,2019-09-16,56821.0,Bath Pillows
431,2019-09-17,104531.0,Bath Pillows
432,2019-09-18,104531.0,Bath Pillows
433,2019-09-19,104531.0,Bath Pillows
434,2019-09-20,104531.0,Bath Pillows
435,2019-09-21,104531.0,Bath Pillows
436,2019-09-22,104531.0,Bath Pillows
437,2019-09-23,23473.0,Bath Pillows
438,2019-09-24,14216.0,Bath Pillows
439,2019-09-25,21454.0,Bath Pillows
440,2019-09-26,22262.0,Bath Pillows
441,2019-09-27,22972.0,Bath Pillows
442,2019-09-28,28428.0,Bath Pillows
443,2019-09-29,21329.0,Bath Pillows
444,2019-09-30,24906.0,Bath Pillows
445,2019-10-01,35841.0,Bath Pillows
446,2019-10-02,31175.0,Bath Pillows
447,2019-10-03,19878.0,Bath Pillows
448,2019-10-04,25439.0,Bath Pillows
449,2019-10-05,22237.0,Bath Pillows
450,2019-10-06,23015.0,Bath Pillows
451,2019-10-07,29012.0,Bath Pillows
452,2019-10-08,27624.0,Bath Pillows
453,2019-10-09,33823.0,Bath Pillows
454,2019-10-10,33823.0,Bath Pillows
455,2019-10-11,33823.0,Bath Pillows
456,2019-10-12,24506.0,Bath Pillows
457,2019-10-13,20750.0,Bath Pillows
458,2019-10-14,24863.0,Bath Pillows
459,2019-10-15,22205.0,Bath Pillows
460,2019-10-16,28608.0,Bath Pillows
461,2019-10-17,28467.0,Bath Pillows
462,2019-10-18,20470.0,Bath Pillows
463,2019-10-19,26224.0,Bath Pillows
464,2019-10-20,18576.0,Bath Pillows
465,2019-10-21,22876.0,Bath Pillows
466,2019-10-22,19651.0,Bath Pillows
467,2019-10-23,21159.0,Bath Pillows
468,2019-10-24,28773.0,Bath Pillows
469,2019-10-25,24579.0,Bath Pillows
470,2019-10-26,23672.0,Bath Pillows
471,2019-10-27,20259.0,Bath Pillows
472,2019-10-28,29069.0,Bath Pillows
473,2019-10-29,19666.0,Bath Pillows
474,2019-10-30,17957.0,Bath Pillows
475,2019-10-31,22211.0,Bath Pillows
476,2019-11-01,16080.0,Bath Pillows
477,2019-11-02,20202.0,Bath Pillows
478,2019-11-03,20326.0,Bath Pillows
479,2019-11-04,23843.0,Bath Pillows
480,2019-11-05,23434.0,Bath Pillows
481,2019-11-06,19810.0,Bath Pillows
482,2019-11-07,20028.0,Bath Pillows
483,2019-11-08,20028.0,Bath Pillows
484,2019-11-09,20028.0,Bath Pillows
485,2019-11-10,14999.0,Bath Pillows
486,2019-11-11,14999.0,Bath Pillows
487,2019-11-12,14999.0,Bath Pillows
488,2019-11-13,17518.0,Bath Pillows
489,2019-11-14,17518.0,Bath Pillows
490,2019-11-15,17518.0,Bath Pillows
491,2019-11-16,12332.0,Bath Pillows
492,2019-11-17,12332.0,Bath Pillows
493,2019-11-18,12332.0,Bath Pillows
494,2019-11-19,12332.0,Bath Pillows
495,2019-11-20,15572.0,Bath Pillows
496,2019-11-21,15572.0,Bath Pillows
497,2019-11-22,15572.0,Bath Pillows
498,2019-11-23,14989.0,Bath Pillows
499,2019-11-24,14989.0,Bath Pillows
500,2019-11-25,19948.0,Bath Pillows
501,2019-11-26,19948.0,Bath Pillows
502,2019-11-27,19948.0,Bath Pillows
503,2019-11-28,20544.0,Bath Pillows
504,2019-11-29,17973.0,Bath Pillows
505,2019-11-30,17973.0,Bath Pillows
506,2019-12-01,17973.0,Bath Pillows
507,2019-12-02,67530.0,Bath Pillows
508,2019-12-03,67530.0,Bath Pillows
509,2019-12-04,67530.0,Bath Pillows
510,2019-12-05,26675.0,Bath Pillows
511,2019-12-06,26675.0,Bath Pillows
512,2019-12-07,26675.0,Bath Pillows
513,2019-12-08,30294.0,Bath Pillows
514,2019-12-09,37932.0,Bath Pillows
515,2019-12-10,37932.0,Bath Pillows
516,2019-12-11,37932.0,Bath Pillows
517,2019-12-12,34560.0,Bath Pillows
518,2019-12-13,34560.0,Bath Pillows
519,2019-12-14,34560.0,Bath Pillows
520,2019-12-15,34560.0,Bath Pillows
521,2019-12-16,8534.0,Bath Pillows
522,2019-12-17,8887.0,Bath Pillows
523,2019-12-18,8887.0,Bath Pillows
524,2019-12-19,8040.0,Bath Pillows
525,2019-12-20,8040.0,Bath Pillows
526,2019-12-21,8040.0,Bath Pillows
527,2019-12-22,5623.0,Bath Pillows
528,2019-12-23,4887.0,Bath Pillows
529,2019-12-24,4734.0,Bath Pillows
530,2019-12-25,4793.0,Bath Pillows
531,2019-12-26,4875.0,Bath Pillows
532,2019-12-27,4953.0,Bath Pillows
533,2019-12-28,8372.0,Bath Pillows
534,2019-12-29,8372.0,Bath Pillows
535,2019-12-30,8372.0,Bath Pillows
536,2019-12-31,6886.0,Bath Pillows
537,2020-01-01,6886.0,Bath Pillows
538,2020-01-02,6886.0,Bath Pillows
539,2020-01-03,8403.0,Bath Pillows
540,2020-01-04,8403.0,Bath Pillows
541,2020-01-05,8403.0,Bath Pillows
542,2020-01-06,24091.0,Bath Pillows
543,2020-01-07,24091.0,Bath Pillows
544,2020-01-08,37685.0,Bath Pillows
545,2020-01-09,55118.0,Bath Pillows
546,2020-01-10,55118.0,Bath Pillows
547,2020-01-11,55118.0,Bath Pillows
548,2020-01-12,55118.0,Bath Pillows
549,2020-01-13,55118.0,Bath Pillows
550,2020-01-14,85608.0,Bath Pillows
551,2020-01-15,85608.0,Bath Pillows
552,2020-01-16,91550.0,Bath Pillows
553,2020-01-17,98054.0,Bath Pillows
554,2020-01-18,98054.0,Bath Pillows
555,2020-01-19,98054.0,Bath Pillows
556,2020-01-20,110777.0,Bath Pillows
557,2020-01-21,72168.0,Bath Pillows
558,2020-01-22,72168.0,Bath Pillows
559,2020-01-23,72168.0,Bath Pillows
560,2020-01-24,72168.0,Bath Pillows
561,2020-01-25,72168.0,Bath Pillows
562,2020-01-26,72168.0,Bath Pillows
563,2020-01-27,72168.0,Bath Pillows
564,2020-01-28,123812.0,Bath Pillows
565,2020-01-29,123812.0,Bath Pillows
566,2020-01-30,90646.0,Bath Pillows
567,2020-01-31,90646.0,Bath Pillows
568,2020-02-01,90646.0,Bath Pillows
569,2020-02-02,90646.0,Bath Pillows
570,2020-02-03,90646.0,Bath Pillows
571,2020-02-04,20775.0,Bath Pillows
572,2020-02-05,24950.0,Bath Pillows
573,2020-02-06,24950.0,Bath Pillows
574,2020-02-07,17006.0,Bath Pillows
575,2020-02-08,17006.0,Bath Pillows
576,2020-02-09,17090.0,Bath Pillows
577,2020-02-10,17090.0,Bath Pillows
578,2020-02-11,17090.0,Bath Pillows
579,2020-02-12,9463.0,Bath Pillows
580,2020-02-13,9463.0,Bath Pillows
581,2020-02-14,9463.0,Bath Pillows
582,2020-02-15,13893.0,Bath Pillows
583,2020-02-16,12940.0,Bath Pillows
584,2020-02-17,12940.0,Bath Pillows
585,2020-02-18,15633.0,Bath Pillows
586,2020-02-19,15452.0,Bath Pillows
587,2020-02-20,15452.0,Bath Pillows
588,2020-02-21,15452.0,Bath Pillows
589,2020-02-22,8868.0,Bath Pillows
590,2020-02-23,8868.0,Bath Pillows
591,2020-02-24,8868.0,Bath Pillows
592,2020-02-25,8868.0,Bath Pillows
593,2020-02-26,43059.0,Bath Pillows
594,2020-02-27,43059.0,Bath Pillows
595,2020-02-28,88508.0,Bath Pillows
596,2020-02-29,88508.0,Bath Pillows
597,2020-03-01,105630.0,Bath Pillows
598,2020-03-02,105630.0,Bath Pillows
599,2020-03-03,161188.0,Bath Pillows
600,2020-03-04,161188.0,Bath Pillows
601,2020-03-05,166557.0,Bath Pillows
602,2020-03-06,166557.0,Bath Pillows
603,2020-03-07,166557.0,Bath Pillows
604,2020-03-08,166557.0,Bath Pillows
605,2020-03-09,166557.0,Bath Pillows
606,2020-03-10,166557.0,Bath Pillows
607,2020-03-11,166557.0,Bath Pillows
608,2020-03-12,166557.0,Bath Pillows
609,2020-03-13,166557.0,Bath Pillows
610,2020-03-14,166557.0,Bath Pillows
611,2020-03-15,166557.0,Bath Pillows
612,2020-03-16,166557.0,Bath Pillows
613,2020-03-17,166557.0,Bath Pillows
614,2020-03-18,166557.0,Bath Pillows
615,2020-03-19,166557.0,Bath Pillows
616,2020-03-20,166557.0,Bath Pillows
617,2020-03-21,166557.0,Bath Pillows
618,2020-03-22,166557.0,Bath Pillows
619,2020-03-23,166557.0,Bath Pillows
620,2020-03-24,166557.0,Bath Pillows
621,2020-03-25,166557.0,Bath Pillows
622,2020-03-26,166557.0,Bath Pillows
623,2020-03-27,166557.0,Bath Pillows
624,2020-03-28,166557.0,Bath Pillows
625,2020-03-29,166557.0,Bath Pillows
626,2020-03-30,166557.0,Bath Pillows
627,2020-03-31,166557.0,Bath Pillows
628,2020-04-01,166557.0,Bath Pillows
629,2020-04-02,166557.0,Bath Pillows
630,2020-04-03,166557.0,Bath Pillows
631,2020-04-04,166557.0,Bath Pillows
632,2020-04-05,166557.0,Bath Pillows
633,2020-04-06,166557.0,Bath Pillows
