,date,value,name_B07X8Z5CXX
156,2020-10-28,4710.0,Multivitamins
157,2020-10-29,4710.0,Multivitamins
158,2020-10-30,4823.0,Multivitamins
159,2020-10-31,4815.0,Multivitamins
160,2020-11-01,4815.0,Multivitamins
161,2020-11-02,4815.0,Multivitamins
162,2020-11-03,4945.0,Multivitamins
163,2020-11-04,4945.0,Multivitamins
164,2020-11-05,4945.0,Multivitamins
165,2020-11-06,4845.0,Multivitamins
166,2020-11-07,4620.0,Multivitamins
167,2020-11-08,4620.0,Multivitamins
168,2020-11-09,4689.0,Multivitamins
169,2020-11-10,4689.0,Multivitamins
170,2020-11-11,4689.0,Multivitamins
171,2020-11-12,4896.0,Multivitamins
172,2020-11-13,4896.0,Multivitamins
173,2020-11-14,4896.0,Multivitamins
174,2020-11-15,5423.0,Multivitamins
175,2020-11-16,5423.0,Multivitamins
176,2020-11-17,4722.0,Multivitamins
177,2020-11-18,4722.0,Multivitamins
178,2020-11-19,4722.0,Multivitamins
179,2020-11-20,4722.0,Multivitamins
180,2020-11-21,5540.0,Multivitamins
181,2020-11-22,5540.0,Multivitamins
182,2020-11-23,5862.0,Multivitamins
183,2020-11-24,5862.0,Multivitamins
184,2020-11-25,5419.0,Multivitamins
185,2020-11-26,5419.0,Multivitamins
186,2020-11-27,5419.0,Multivitamins
187,2020-11-28,5419.0,Multivitamins
188,2020-11-29,5822.0,Multivitamins
189,2020-11-30,5822.0,Multivitamins
190,2020-12-01,5822.0,Multivitamins
191,2020-12-02,5822.0,Multivitamins
192,2020-12-03,5612.0,Multivitamins
193,2020-12-04,5612.0,Multivitamins
194,2020-12-05,5321.0,Multivitamins
195,2020-12-06,5321.0,Multivitamins
196,2020-12-07,5321.0,Multivitamins
197,2020-12-08,5784.0,Multivitamins
198,2020-12-09,5784.0,Multivitamins
199,2020-12-10,4870.0,Multivitamins
200,2020-12-11,4870.0,Multivitamins
201,2020-12-12,4870.0,Multivitamins
202,2020-12-13,4870.0,Multivitamins
203,2020-12-14,5045.0,Multivitamins
204,2020-12-15,5045.0,Multivitamins
205,2020-12-16,5045.0,Multivitamins
206,2020-12-17,5165.0,Multivitamins
207,2020-12-18,5165.0,Multivitamins
208,2020-12-19,4326.0,Multivitamins
209,2020-12-20,4326.0,Multivitamins
210,2020-12-21,4326.0,Multivitamins
211,2020-12-22,4273.0,Multivitamins
212,2020-12-23,4273.0,Multivitamins
213,2020-12-24,4408.0,Multivitamins
214,2020-12-25,4408.0,Multivitamins
215,2020-12-26,4578.0,Multivitamins
216,2020-12-27,4578.0,Multivitamins
217,2020-12-28,4541.0,Multivitamins
218,2020-12-29,4541.0,Multivitamins
219,2020-12-30,4541.0,Multivitamins
220,2020-12-31,4718.0,Multivitamins
221,2021-01-01,4718.0,Multivitamins
222,2021-01-02,4718.0,Multivitamins
223,2021-01-03,4238.0,Multivitamins
224,2021-01-04,4571.0,Multivitamins
225,2021-01-05,4462.0,Multivitamins
226,2021-01-06,4996.0,Multivitamins
227,2021-01-07,4996.0,Multivitamins
228,2021-01-08,4996.0,Multivitamins
229,2021-01-09,4287.0,Multivitamins
230,2021-01-10,4287.0,Multivitamins
231,2021-01-11,4192.0,Multivitamins
232,2021-01-12,4192.0,Multivitamins
233,2021-01-13,4192.0,Multivitamins
234,2021-01-14,5002.0,Multivitamins
235,2021-01-15,5002.0,Multivitamins
236,2021-01-16,4246.0,Multivitamins
237,2021-01-17,4246.0,Multivitamins
238,2021-01-18,5062.0,Multivitamins
239,2021-01-19,5062.0,Multivitamins
240,2021-01-20,4710.0,Multivitamins
241,2021-01-21,4710.0,Multivitamins
242,2021-01-22,4710.0,Multivitamins
243,2021-01-23,3930.0,Multivitamins
244,2021-01-24,3930.0,Multivitamins
245,2021-01-25,6294.0,Multivitamins
246,2021-01-26,7036.0,Multivitamins
247,2021-01-27,7036.0,Multivitamins
248,2021-01-28,7036.0,Multivitamins
249,2021-01-29,6627.0,Multivitamins
250,2021-01-30,6627.0,Multivitamins
251,2021-01-31,6627.0,Multivitamins
252,2021-02-01,8412.0,Multivitamins
253,2021-02-02,8412.0,Multivitamins
254,2021-02-03,8412.0,Multivitamins
255,2021-02-04,11168.0,Multivitamins
256,2021-02-05,11168.0,Multivitamins
257,2021-02-06,11168.0,Multivitamins
258,2021-02-07,5250.0,Multivitamins
259,2021-02-08,5250.0,Multivitamins
260,2021-02-09,6098.0,Multivitamins
261,2021-02-10,6098.0,Multivitamins
262,2021-02-11,6289.0,Multivitamins
263,2021-02-12,6289.0,Multivitamins
264,2021-02-13,6289.0,Multivitamins
265,2021-02-14,6289.0,Multivitamins
266,2021-02-15,4373.0,Multivitamins
267,2021-02-16,4373.0,Multivitamins
268,2021-02-17,4373.0,Multivitamins
269,2021-02-18,4916.0,Multivitamins
270,2021-02-19,4916.0,Multivitamins
271,2021-02-20,4362.0,Multivitamins
272,2021-02-21,4362.0,Multivitamins
273,2021-02-22,4362.0,Multivitamins
274,2021-02-23,4303.0,Multivitamins
275,2021-02-24,4303.0,Multivitamins
276,2021-02-25,4303.0,Multivitamins
277,2021-02-26,4632.0,Multivitamins
278,2021-02-27,4632.0,Multivitamins
279,2021-02-28,4632.0,Multivitamins
280,2021-03-01,4701.0,Multivitamins
281,2021-03-02,4701.0,Multivitamins
282,2021-03-03,4413.0,Multivitamins
283,2021-03-04,4695.0,Multivitamins
284,2021-03-05,4772.0,Multivitamins
285,2021-03-06,4772.0,Multivitamins
286,2021-03-07,4319.0,Multivitamins
287,2021-03-08,4832.0,Multivitamins
288,2021-03-09,4479.0,Multivitamins
289,2021-03-10,4479.0,Multivitamins
290,2021-03-11,4479.0,Multivitamins
291,2021-03-12,4806.0,Multivitamins
292,2021-03-13,4806.0,Multivitamins
293,2021-03-14,3828.0,Multivitamins
294,2021-03-15,3828.0,Multivitamins
295,2021-03-16,3828.0,Multivitamins
296,2021-03-17,4906.0,Multivitamins
297,2021-03-18,4906.0,Multivitamins
298,2021-03-19,4906.0,Multivitamins
299,2021-03-20,4343.0,Multivitamins
300,2021-03-21,4343.0,Multivitamins
301,2021-03-22,4343.0,Multivitamins
302,2021-03-23,4447.0,Multivitamins
303,2021-03-24,4447.0,Multivitamins
304,2021-03-25,4502.0,Multivitamins
305,2021-03-26,4502.0,Multivitamins
306,2021-03-27,4502.0,Multivitamins
307,2021-03-28,3933.0,Multivitamins
308,2021-03-29,3933.0,Multivitamins
309,2021-03-30,3933.0,Multivitamins
310,2021-03-31,4464.0,Multivitamins
311,2021-04-01,4464.0,Multivitamins
312,2021-04-02,4761.0,Multivitamins
313,2021-04-03,4761.0,Multivitamins
314,2021-04-04,4761.0,Multivitamins
315,2021-04-05,4922.0,Multivitamins
316,2021-04-06,4922.0,Multivitamins
317,2021-04-07,4499.0,Multivitamins
318,2021-04-08,4499.0,Multivitamins
319,2021-04-09,4346.0,Multivitamins
320,2021-04-10,4346.0,Multivitamins
321,2021-04-11,4346.0,Multivitamins
322,2021-04-12,4580.0,Multivitamins
323,2021-04-13,4580.0,Multivitamins
324,2021-04-14,4983.0,Multivitamins
325,2021-04-15,4983.0,Multivitamins
326,2021-04-16,4983.0,Multivitamins
327,2021-04-17,4535.0,Multivitamins
328,2021-04-18,4535.0,Multivitamins
329,2021-04-19,4870.0,Multivitamins
330,2021-04-20,5124.0,Multivitamins
331,2021-04-21,4569.0,Multivitamins
332,2021-04-22,4569.0,Multivitamins
333,2021-04-23,4139.0,Multivitamins
334,2021-04-24,4139.0,Multivitamins
335,2021-04-25,4139.0,Multivitamins
336,2021-04-26,5215.0,Multivitamins
337,2021-04-27,5215.0,Multivitamins
338,2021-04-28,4779.0,Multivitamins
339,2021-04-29,4779.0,Multivitamins
340,2021-04-30,4945.0,Multivitamins
341,2021-05-01,4652.0,Multivitamins
342,2021-05-02,4652.0,Multivitamins
343,2021-05-03,4579.0,Multivitamins
344,2021-05-04,4579.0,Multivitamins
345,2021-05-05,4579.0,Multivitamins
346,2021-05-06,5034.0,Multivitamins
347,2021-05-07,5034.0,Multivitamins
348,2021-05-08,4971.0,Multivitamins
349,2021-05-09,4971.0,Multivitamins
350,2021-05-10,4938.0,Multivitamins
351,2021-05-11,4938.0,Multivitamins
352,2021-05-12,5312.0,Multivitamins
353,2021-05-13,5312.0,Multivitamins
354,2021-05-14,5000.0,Multivitamins
355,2021-05-15,5000.0,Multivitamins
356,2021-05-16,5857.0,Multivitamins
357,2021-05-17,5857.0,Multivitamins
358,2021-05-18,4886.0,Multivitamins
359,2021-05-19,4886.0,Multivitamins
360,2021-05-20,4527.0,Multivitamins
361,2021-05-21,4118.0,Multivitamins
362,2021-05-22,4309.0,Multivitamins
363,2021-05-23,4044.0,Multivitamins
364,2021-05-24,4913.0,Multivitamins
365,2021-05-25,4913.0,Multivitamins
366,2021-05-26,4093.0,Multivitamins
367,2021-05-27,4766.0,Multivitamins
368,2021-05-28,4766.0,Multivitamins
369,2021-05-29,4204.0,Multivitamins
370,2021-05-30,4204.0,Multivitamins
371,2021-05-31,4203.0,Multivitamins
372,2021-06-01,4203.0,Multivitamins
373,2021-06-02,4479.0,Multivitamins
374,2021-06-03,4857.0,Multivitamins
375,2021-06-04,4857.0,Multivitamins
376,2021-06-05,4137.0,Multivitamins
377,2021-06-06,4137.0,Multivitamins
378,2021-06-07,4137.0,Multivitamins
379,2021-06-08,4333.0,Multivitamins
380,2021-06-09,4333.0,Multivitamins
381,2021-06-10,3957.0,Multivitamins
382,2021-06-11,3957.0,Multivitamins
383,2021-06-12,4935.0,Multivitamins
384,2021-06-13,4935.0,Multivitamins
385,2021-06-14,4935.0,Multivitamins
386,2021-06-15,4355.0,Multivitamins
387,2021-06-16,4355.0,Multivitamins
388,2021-06-17,5145.0,Multivitamins
389,2021-06-18,5145.0,Multivitamins
390,2021-06-19,5145.0,Multivitamins
391,2021-06-20,6485.0,Multivitamins
392,2021-06-21,5628.0,Multivitamins
393,2021-06-22,6325.0,Multivitamins
394,2021-06-23,6325.0,Multivitamins
395,2021-06-24,6325.0,Multivitamins
396,2021-06-25,5939.0,Multivitamins
397,2021-06-26,5939.0,Multivitamins
398,2021-06-27,5939.0,Multivitamins
399,2021-06-28,6485.0,Multivitamins
400,2021-06-29,6485.0,Multivitamins
401,2021-06-30,7052.0,Multivitamins
402,2021-07-01,7052.0,Multivitamins
403,2021-07-02,1292.0,Multivitamins
404,2021-07-03,1292.0,Multivitamins
405,2021-07-04,3243.0,Multivitamins
406,2021-07-05,3243.0,Multivitamins
407,2021-07-06,3243.0,Multivitamins
408,2021-07-07,4569.0,Multivitamins
409,2021-07-08,4569.0,Multivitamins
410,2021-07-09,6249.0,Multivitamins
411,2021-07-10,6664.0,Multivitamins
