,date,value,name_B06XG3BVY3
127,2020-09-28,1864.0,Supplements & Vitamins
128,2020-09-29,2119.0,Supplements & Vitamins
129,2020-09-30,2119.0,Supplements & Vitamins
130,2020-10-01,2695.0,Supplements & Vitamins
131,2020-10-02,2695.0,Supplements & Vitamins
132,2020-10-03,2695.0,Supplements & Vitamins
133,2020-10-04,2514.0,Supplements & Vitamins
134,2020-10-05,2514.0,Supplements & Vitamins
135,2020-10-06,2699.0,Supplements & Vitamins
136,2020-10-07,2503.0,Supplements & Vitamins
137,2020-10-08,2503.0,Supplements & Vitamins
138,2020-10-09,2503.0,Supplements & Vitamins
139,2020-10-10,2503.0,Supplements & Vitamins
140,2020-10-11,2310.0,Supplements & Vitamins
141,2020-10-12,2310.0,Supplements & Vitamins
142,2020-10-13,2310.0,Supplements & Vitamins
143,2020-10-14,2556.0,Supplements & Vitamins
144,2020-10-15,2556.0,Supplements & Vitamins
145,2020-10-16,2556.0,Supplements & Vitamins
146,2020-10-17,1826.0,Supplements & Vitamins
147,2020-10-18,1826.0,Supplements & Vitamins
148,2020-10-19,1826.0,Supplements & Vitamins
149,2020-10-20,2378.0,Supplements & Vitamins
150,2020-10-21,2081.0,Supplements & Vitamins
151,2020-10-22,2081.0,Supplements & Vitamins
152,2020-10-23,2081.0,Supplements & Vitamins
153,2020-10-24,2250.0,Supplements & Vitamins
154,2020-10-25,2347.0,Supplements & Vitamins
155,2020-10-26,2485.0,Supplements & Vitamins
156,2020-10-27,2485.0,Supplements & Vitamins
157,2020-10-28,2485.0,Supplements & Vitamins
158,2020-10-29,2242.0,Supplements & Vitamins
159,2020-10-30,2242.0,Supplements & Vitamins
160,2020-10-31,2242.0,Supplements & Vitamins
161,2020-11-01,2242.0,Supplements & Vitamins
162,2020-11-02,2023.0,Supplements & Vitamins
163,2020-11-03,2023.0,Supplements & Vitamins
164,2020-11-04,2023.0,Supplements & Vitamins
165,2020-11-05,2023.0,Supplements & Vitamins
166,2020-11-06,2452.0,Supplements & Vitamins
167,2020-11-07,2452.0,Supplements & Vitamins
168,2020-11-08,2452.0,Supplements & Vitamins
169,2020-11-09,2351.0,Supplements & Vitamins
170,2020-11-10,2098.0,Supplements & Vitamins
171,2020-11-11,2218.0,Supplements & Vitamins
172,2020-11-12,2218.0,Supplements & Vitamins
173,2020-11-13,2218.0,Supplements & Vitamins
174,2020-11-14,2218.0,Supplements & Vitamins
175,2020-11-15,2402.0,Supplements & Vitamins
176,2020-11-16,2402.0,Supplements & Vitamins
177,2020-11-17,2402.0,Supplements & Vitamins
178,2020-11-18,2402.0,Supplements & Vitamins
179,2020-11-19,2362.0,Supplements & Vitamins
180,2020-11-20,2362.0,Supplements & Vitamins
181,2020-11-21,2362.0,Supplements & Vitamins
182,2020-11-22,2475.0,Supplements & Vitamins
183,2020-11-23,2710.0,Supplements & Vitamins
184,2020-11-24,2710.0,Supplements & Vitamins
185,2020-11-25,2560.0,Supplements & Vitamins
186,2020-11-26,2560.0,Supplements & Vitamins
187,2020-11-27,2560.0,Supplements & Vitamins
188,2020-11-28,2900.0,Supplements & Vitamins
189,2020-11-29,2900.0,Supplements & Vitamins
190,2020-11-30,2036.0,Supplements & Vitamins
191,2020-12-01,2190.0,Supplements & Vitamins
192,2020-12-02,2190.0,Supplements & Vitamins
193,2020-12-03,2190.0,Supplements & Vitamins
194,2020-12-04,2553.0,Supplements & Vitamins
195,2020-12-05,2553.0,Supplements & Vitamins
196,2020-12-06,2553.0,Supplements & Vitamins
197,2020-12-07,2705.0,Supplements & Vitamins
198,2020-12-08,3147.0,Supplements & Vitamins
199,2020-12-09,2912.0,Supplements & Vitamins
200,2020-12-10,3002.0,Supplements & Vitamins
201,2020-12-11,2958.0,Supplements & Vitamins
202,2020-12-12,3097.0,Supplements & Vitamins
203,2020-12-13,3221.0,Supplements & Vitamins
204,2020-12-14,3216.0,Supplements & Vitamins
205,2020-12-15,3586.0,Supplements & Vitamins
206,2020-12-16,2758.0,Supplements & Vitamins
207,2020-12-17,2906.0,Supplements & Vitamins
208,2020-12-18,2885.0,Supplements & Vitamins
209,2020-12-19,2885.0,Supplements & Vitamins
210,2020-12-20,3008.0,Supplements & Vitamins
211,2020-12-21,3037.0,Supplements & Vitamins
212,2020-12-22,2633.0,Supplements & Vitamins
213,2020-12-23,2633.0,Supplements & Vitamins
214,2020-12-24,2767.0,Supplements & Vitamins
215,2020-12-25,2573.0,Supplements & Vitamins
216,2020-12-26,2868.0,Supplements & Vitamins
217,2020-12-27,2643.0,Supplements & Vitamins
218,2020-12-28,2490.0,Supplements & Vitamins
219,2020-12-29,2443.0,Supplements & Vitamins
220,2020-12-30,2447.0,Supplements & Vitamins
221,2020-12-31,2442.0,Supplements & Vitamins
222,2021-01-01,2180.0,Supplements & Vitamins
223,2021-01-02,2099.0,Supplements & Vitamins
224,2021-01-03,2298.0,Supplements & Vitamins
225,2021-01-04,2298.0,Supplements & Vitamins
226,2021-01-05,2298.0,Supplements & Vitamins
227,2021-01-06,1979.0,Supplements & Vitamins
228,2021-01-07,1979.0,Supplements & Vitamins
229,2021-01-08,2080.0,Supplements & Vitamins
230,2021-01-09,2080.0,Supplements & Vitamins
231,2021-01-10,2063.0,Supplements & Vitamins
232,2021-01-11,2243.0,Supplements & Vitamins
233,2021-01-12,2149.0,Supplements & Vitamins
234,2021-01-13,2262.0,Supplements & Vitamins
235,2021-01-14,2319.0,Supplements & Vitamins
236,2021-01-15,2319.0,Supplements & Vitamins
237,2021-01-16,2319.0,Supplements & Vitamins
238,2021-01-17,2319.0,Supplements & Vitamins
239,2021-01-18,2083.0,Supplements & Vitamins
240,2021-01-19,2083.0,Supplements & Vitamins
241,2021-01-20,2083.0,Supplements & Vitamins
242,2021-01-21,2083.0,Supplements & Vitamins
243,2021-01-22,2274.0,Supplements & Vitamins
244,2021-01-23,2274.0,Supplements & Vitamins
245,2021-01-24,2359.0,Supplements & Vitamins
246,2021-01-25,2589.0,Supplements & Vitamins
247,2021-01-26,2461.0,Supplements & Vitamins
248,2021-01-27,2461.0,Supplements & Vitamins
249,2021-01-28,2174.0,Supplements & Vitamins
250,2021-01-29,2174.0,Supplements & Vitamins
251,2021-01-30,2174.0,Supplements & Vitamins
252,2021-01-31,2629.0,Supplements & Vitamins
253,2021-02-01,2629.0,Supplements & Vitamins
254,2021-02-02,2629.0,Supplements & Vitamins
255,2021-02-03,2332.0,Supplements & Vitamins
256,2021-02-04,2332.0,Supplements & Vitamins
257,2021-02-05,2332.0,Supplements & Vitamins
258,2021-02-06,2686.0,Supplements & Vitamins
259,2021-02-07,2686.0,Supplements & Vitamins
260,2021-02-08,2171.0,Supplements & Vitamins
261,2021-02-09,2171.0,Supplements & Vitamins
262,2021-02-10,2364.0,Supplements & Vitamins
263,2021-02-11,2364.0,Supplements & Vitamins
264,2021-02-12,2364.0,Supplements & Vitamins
265,2021-02-13,2318.0,Supplements & Vitamins
266,2021-02-14,2318.0,Supplements & Vitamins
267,2021-02-15,2318.0,Supplements & Vitamins
268,2021-02-16,2303.0,Supplements & Vitamins
269,2021-02-17,2303.0,Supplements & Vitamins
270,2021-02-18,2303.0,Supplements & Vitamins
271,2021-02-19,2653.0,Supplements & Vitamins
272,2021-02-20,2653.0,Supplements & Vitamins
273,2021-02-21,2498.0,Supplements & Vitamins
274,2021-02-22,2498.0,Supplements & Vitamins
275,2021-02-23,2498.0,Supplements & Vitamins
276,2021-02-24,2770.0,Supplements & Vitamins
277,2021-02-25,2673.0,Supplements & Vitamins
278,2021-02-26,2303.0,Supplements & Vitamins
279,2021-02-27,2740.0,Supplements & Vitamins
280,2021-02-28,2720.0,Supplements & Vitamins
281,2021-03-01,2504.0,Supplements & Vitamins
282,2021-03-02,2771.0,Supplements & Vitamins
283,2021-03-03,2456.0,Supplements & Vitamins
284,2021-03-04,2956.0,Supplements & Vitamins
285,2021-03-05,2766.0,Supplements & Vitamins
286,2021-03-06,2785.0,Supplements & Vitamins
287,2021-03-07,2785.0,Supplements & Vitamins
288,2021-03-08,3079.0,Supplements & Vitamins
289,2021-03-09,2750.0,Supplements & Vitamins
290,2021-03-10,2623.0,Supplements & Vitamins
291,2021-03-11,2718.0,Supplements & Vitamins
292,2021-03-12,3194.0,Supplements & Vitamins
293,2021-03-13,2946.0,Supplements & Vitamins
294,2021-03-14,2946.0,Supplements & Vitamins
295,2021-03-15,2998.0,Supplements & Vitamins
296,2021-03-16,2715.0,Supplements & Vitamins
297,2021-03-17,2983.0,Supplements & Vitamins
298,2021-03-18,2617.0,Supplements & Vitamins
299,2021-03-19,3283.0,Supplements & Vitamins
300,2021-03-20,3300.0,Supplements & Vitamins
301,2021-03-21,3300.0,Supplements & Vitamins
302,2021-03-22,3007.0,Supplements & Vitamins
303,2021-03-23,2342.0,Supplements & Vitamins
304,2021-03-24,3074.0,Supplements & Vitamins
305,2021-03-25,3442.0,Supplements & Vitamins
306,2021-03-26,2709.0,Supplements & Vitamins
307,2021-03-27,3195.0,Supplements & Vitamins
308,2021-03-28,3195.0,Supplements & Vitamins
309,2021-03-29,2830.0,Supplements & Vitamins
310,2021-03-30,3148.0,Supplements & Vitamins
311,2021-03-31,3030.0,Supplements & Vitamins
312,2021-04-01,3067.0,Supplements & Vitamins
313,2021-04-02,3293.0,Supplements & Vitamins
314,2021-04-03,3293.0,Supplements & Vitamins
315,2021-04-04,3299.0,Supplements & Vitamins
316,2021-04-05,3299.0,Supplements & Vitamins
317,2021-04-06,3299.0,Supplements & Vitamins
318,2021-04-07,2778.0,Supplements & Vitamins
319,2021-04-08,2778.0,Supplements & Vitamins
320,2021-04-09,2980.0,Supplements & Vitamins
321,2021-04-10,2760.0,Supplements & Vitamins
322,2021-04-11,2760.0,Supplements & Vitamins
323,2021-04-12,3281.0,Supplements & Vitamins
324,2021-04-13,3281.0,Supplements & Vitamins
325,2021-04-14,3281.0,Supplements & Vitamins
326,2021-04-15,2759.0,Supplements & Vitamins
327,2021-04-16,2759.0,Supplements & Vitamins
328,2021-04-17,2397.0,Supplements & Vitamins
329,2021-04-18,2397.0,Supplements & Vitamins
330,2021-04-19,2723.0,Supplements & Vitamins
331,2021-04-20,2723.0,Supplements & Vitamins
332,2021-04-21,2313.0,Supplements & Vitamins
333,2021-04-22,2313.0,Supplements & Vitamins
334,2021-04-23,2363.0,Supplements & Vitamins
335,2021-04-24,2363.0,Supplements & Vitamins
336,2021-04-25,2891.0,Supplements & Vitamins
337,2021-04-26,2891.0,Supplements & Vitamins
338,2021-04-27,2858.0,Supplements & Vitamins
339,2021-04-28,2858.0,Supplements & Vitamins
340,2021-04-29,2860.0,Supplements & Vitamins
341,2021-04-30,2860.0,Supplements & Vitamins
342,2021-05-01,2860.0,Supplements & Vitamins
343,2021-05-02,2833.0,Supplements & Vitamins
344,2021-05-03,2833.0,Supplements & Vitamins
345,2021-05-04,2583.0,Supplements & Vitamins
346,2021-05-05,2583.0,Supplements & Vitamins
347,2021-05-06,2693.0,Supplements & Vitamins
348,2021-05-07,2693.0,Supplements & Vitamins
349,2021-05-08,2495.0,Supplements & Vitamins
350,2021-05-09,2495.0,Supplements & Vitamins
351,2021-05-10,2612.0,Supplements & Vitamins
352,2021-05-11,2612.0,Supplements & Vitamins
353,2021-05-12,2612.0,Supplements & Vitamins
354,2021-05-13,2346.0,Supplements & Vitamins
355,2021-05-14,2633.0,Supplements & Vitamins
356,2021-05-15,2633.0,Supplements & Vitamins
357,2021-05-16,2633.0,Supplements & Vitamins
358,2021-05-17,2735.0,Supplements & Vitamins
359,2021-05-18,2735.0,Supplements & Vitamins
360,2021-05-19,2918.0,Supplements & Vitamins
361,2021-05-20,2566.0,Supplements & Vitamins
362,2021-05-21,2566.0,Supplements & Vitamins
363,2021-05-22,3047.0,Supplements & Vitamins
364,2021-05-23,2717.0,Supplements & Vitamins
365,2021-05-24,3026.0,Supplements & Vitamins
366,2021-05-25,2732.0,Supplements & Vitamins
367,2021-05-26,2641.0,Supplements & Vitamins
368,2021-05-27,2596.0,Supplements & Vitamins
369,2021-05-28,2557.0,Supplements & Vitamins
370,2021-05-29,2808.0,Supplements & Vitamins
371,2021-05-30,2876.0,Supplements & Vitamins
372,2021-05-31,3020.0,Supplements & Vitamins
373,2021-06-01,3009.0,Supplements & Vitamins
374,2021-06-02,2415.0,Supplements & Vitamins
375,2021-06-03,2841.0,Supplements & Vitamins
376,2021-06-04,3015.0,Supplements & Vitamins
377,2021-06-05,2585.0,Supplements & Vitamins
378,2021-06-06,3301.0,Supplements & Vitamins
379,2021-06-07,2788.0,Supplements & Vitamins
380,2021-06-08,3053.0,Supplements & Vitamins
381,2021-06-09,2598.0,Supplements & Vitamins
382,2021-06-10,2662.0,Supplements & Vitamins
383,2021-06-11,2792.0,Supplements & Vitamins
384,2021-06-12,2482.0,Supplements & Vitamins
385,2021-06-13,2576.0,Supplements & Vitamins
386,2021-06-14,2549.0,Supplements & Vitamins
387,2021-06-15,2778.0,Supplements & Vitamins
388,2021-06-16,2698.0,Supplements & Vitamins
389,2021-06-17,2866.0,Supplements & Vitamins
390,2021-06-18,2958.0,Supplements & Vitamins
391,2021-06-19,2677.0,Supplements & Vitamins
392,2021-06-20,2957.0,Supplements & Vitamins
393,2021-06-21,2632.0,Supplements & Vitamins
394,2021-06-22,3019.0,Supplements & Vitamins
395,2021-06-23,3420.0,Supplements & Vitamins
396,2021-06-24,3034.0,Supplements & Vitamins
397,2021-06-25,3267.0,Supplements & Vitamins
398,2021-06-26,2675.0,Supplements & Vitamins
399,2021-06-27,2892.0,Supplements & Vitamins
400,2021-06-28,2756.0,Supplements & Vitamins
401,2021-06-29,3029.0,Supplements & Vitamins
402,2021-06-30,2887.0,Supplements & Vitamins
403,2021-07-01,2887.0,Supplements & Vitamins
404,2021-07-02,2850.0,Supplements & Vitamins
405,2021-07-03,2779.0,Supplements & Vitamins
406,2021-07-04,2478.0,Supplements & Vitamins
407,2021-07-05,3013.0,Supplements & Vitamins
408,2021-07-06,2548.0,Supplements & Vitamins
409,2021-07-07,3258.0,Supplements & Vitamins
410,2021-07-08,2565.0,Supplements & Vitamins
411,2021-07-09,3206.0,Supplements & Vitamins
412,2021-07-10,2835.0,Supplements & Vitamins
413,2021-07-11,3475.0,Supplements & Vitamins
