,date,value,name_B08GSRZ4XB
38,2020-10-06,14044.0,Sheet & Pillowcase Sets
39,2020-10-07,14044.0,Sheet & Pillowcase Sets
40,2020-10-08,14044.0,Sheet & Pillowcase Sets
41,2020-10-09,14044.0,Sheet & Pillowcase Sets
42,2020-10-10,17629.0,Sheet & Pillowcase Sets
43,2020-10-11,14178.0,Sheet & Pillowcase Sets
44,2020-10-12,11573.0,Sheet & Pillowcase Sets
45,2020-10-13,11177.0,Sheet & Pillowcase Sets
46,2020-10-14,3980.0,Sheet & Pillowcase Sets
47,2020-10-15,3303.0,Sheet & Pillowcase Sets
48,2020-10-16,7378.0,Sheet & Pillowcase Sets
49,2020-10-17,7378.0,Sheet & Pillowcase Sets
50,2020-10-18,7378.0,Sheet & Pillowcase Sets
51,2020-10-19,7378.0,Sheet & Pillowcase Sets
52,2020-10-20,34594.0,Sheet & Pillowcase Sets
53,2020-10-21,34594.0,Sheet & Pillowcase Sets
54,2020-10-22,35358.0,Sheet & Pillowcase Sets
55,2020-10-23,35358.0,Sheet & Pillowcase Sets
56,2020-10-24,35358.0,Sheet & Pillowcase Sets
57,2020-10-25,22262.0,Sheet & Pillowcase Sets
58,2020-10-26,17807.0,Sheet & Pillowcase Sets
59,2020-10-27,15259.0,Sheet & Pillowcase Sets
60,2020-10-28,10629.0,Sheet & Pillowcase Sets
61,2020-10-29,9532.0,Sheet & Pillowcase Sets
62,2020-10-30,9606.0,Sheet & Pillowcase Sets
63,2020-10-31,9606.0,Sheet & Pillowcase Sets
64,2020-11-01,9257.0,Sheet & Pillowcase Sets
65,2020-11-02,11656.0,Sheet & Pillowcase Sets
66,2020-11-03,11656.0,Sheet & Pillowcase Sets
67,2020-11-04,19640.0,Sheet & Pillowcase Sets
68,2020-11-05,19640.0,Sheet & Pillowcase Sets
69,2020-11-06,12758.0,Sheet & Pillowcase Sets
70,2020-11-07,12758.0,Sheet & Pillowcase Sets
71,2020-11-08,12758.0,Sheet & Pillowcase Sets
72,2020-11-09,12758.0,Sheet & Pillowcase Sets
73,2020-11-10,16684.0,Sheet & Pillowcase Sets
74,2020-11-11,17516.0,Sheet & Pillowcase Sets
75,2020-11-12,16091.0,Sheet & Pillowcase Sets
76,2020-11-13,16091.0,Sheet & Pillowcase Sets
77,2020-11-14,16091.0,Sheet & Pillowcase Sets
78,2020-11-15,16091.0,Sheet & Pillowcase Sets
79,2020-11-16,20089.0,Sheet & Pillowcase Sets
80,2020-11-17,19459.0,Sheet & Pillowcase Sets
81,2020-11-18,19459.0,Sheet & Pillowcase Sets
82,2020-11-19,19459.0,Sheet & Pillowcase Sets
83,2020-11-20,20255.0,Sheet & Pillowcase Sets
84,2020-11-21,16441.0,Sheet & Pillowcase Sets
85,2020-11-22,16441.0,Sheet & Pillowcase Sets
86,2020-11-23,18178.0,Sheet & Pillowcase Sets
87,2020-11-24,18178.0,Sheet & Pillowcase Sets
88,2020-11-25,18178.0,Sheet & Pillowcase Sets
89,2020-11-26,20426.0,Sheet & Pillowcase Sets
90,2020-11-27,14882.0,Sheet & Pillowcase Sets
91,2020-11-28,15542.0,Sheet & Pillowcase Sets
92,2020-11-29,18935.0,Sheet & Pillowcase Sets
93,2020-11-30,20118.0,Sheet & Pillowcase Sets
94,2020-12-01,23140.0,Sheet & Pillowcase Sets
95,2020-12-02,39129.0,Sheet & Pillowcase Sets
96,2020-12-03,48843.0,Sheet & Pillowcase Sets
97,2020-12-04,48843.0,Sheet & Pillowcase Sets
98,2020-12-05,65025.0,Sheet & Pillowcase Sets
99,2020-12-06,84475.0,Sheet & Pillowcase Sets
100,2020-12-07,69455.0,Sheet & Pillowcase Sets
101,2020-12-08,72475.0,Sheet & Pillowcase Sets
102,2020-12-09,88994.0,Sheet & Pillowcase Sets
103,2020-12-10,88994.0,Sheet & Pillowcase Sets
104,2020-12-11,69137.0,Sheet & Pillowcase Sets
105,2020-12-12,91916.0,Sheet & Pillowcase Sets
106,2020-12-13,91916.0,Sheet & Pillowcase Sets
107,2020-12-14,91916.0,Sheet & Pillowcase Sets
108,2020-12-15,58674.0,Sheet & Pillowcase Sets
109,2020-12-16,82552.0,Sheet & Pillowcase Sets
110,2020-12-17,82552.0,Sheet & Pillowcase Sets
111,2020-12-18,67083.0,Sheet & Pillowcase Sets
112,2020-12-19,50891.0,Sheet & Pillowcase Sets
113,2020-12-20,46059.0,Sheet & Pillowcase Sets
114,2020-12-21,39008.0,Sheet & Pillowcase Sets
115,2020-12-22,47225.0,Sheet & Pillowcase Sets
116,2020-12-23,47225.0,Sheet & Pillowcase Sets
117,2020-12-24,42286.0,Sheet & Pillowcase Sets
118,2020-12-25,40431.0,Sheet & Pillowcase Sets
119,2020-12-26,40431.0,Sheet & Pillowcase Sets
120,2020-12-27,40431.0,Sheet & Pillowcase Sets
121,2020-12-28,33176.0,Sheet & Pillowcase Sets
122,2020-12-29,33176.0,Sheet & Pillowcase Sets
123,2020-12-30,33176.0,Sheet & Pillowcase Sets
124,2020-12-31,33176.0,Sheet & Pillowcase Sets
125,2021-01-01,33176.0,Sheet & Pillowcase Sets
126,2021-01-02,26132.0,Sheet & Pillowcase Sets
127,2021-01-03,26132.0,Sheet & Pillowcase Sets
128,2021-01-04,26132.0,Sheet & Pillowcase Sets
129,2021-01-05,18987.0,Sheet & Pillowcase Sets
130,2021-01-06,20190.0,Sheet & Pillowcase Sets
131,2021-01-07,20190.0,Sheet & Pillowcase Sets
132,2021-01-08,15792.0,Sheet & Pillowcase Sets
133,2021-01-09,15792.0,Sheet & Pillowcase Sets
134,2021-01-10,15792.0,Sheet & Pillowcase Sets
135,2021-01-11,20695.0,Sheet & Pillowcase Sets
136,2021-01-12,20695.0,Sheet & Pillowcase Sets
137,2021-01-13,20695.0,Sheet & Pillowcase Sets
138,2021-01-14,20695.0,Sheet & Pillowcase Sets
139,2021-01-15,22050.0,Sheet & Pillowcase Sets
140,2021-01-16,22050.0,Sheet & Pillowcase Sets
141,2021-01-17,22050.0,Sheet & Pillowcase Sets
142,2021-01-18,12725.0,Sheet & Pillowcase Sets
143,2021-01-19,12725.0,Sheet & Pillowcase Sets
144,2021-01-20,12725.0,Sheet & Pillowcase Sets
145,2021-01-21,14249.0,Sheet & Pillowcase Sets
146,2021-01-22,14249.0,Sheet & Pillowcase Sets
147,2021-01-23,40089.0,Sheet & Pillowcase Sets
148,2021-01-24,40089.0,Sheet & Pillowcase Sets
149,2021-01-25,15775.0,Sheet & Pillowcase Sets
150,2021-01-26,15775.0,Sheet & Pillowcase Sets
151,2021-01-27,13893.0,Sheet & Pillowcase Sets
152,2021-01-28,13770.0,Sheet & Pillowcase Sets
153,2021-01-29,13770.0,Sheet & Pillowcase Sets
154,2021-01-30,13770.0,Sheet & Pillowcase Sets
155,2021-01-31,14797.0,Sheet & Pillowcase Sets
156,2021-02-01,11815.0,Sheet & Pillowcase Sets
157,2021-02-02,11815.0,Sheet & Pillowcase Sets
158,2021-02-03,20113.0,Sheet & Pillowcase Sets
159,2021-02-04,20113.0,Sheet & Pillowcase Sets
160,2021-02-05,20113.0,Sheet & Pillowcase Sets
161,2021-02-06,20113.0,Sheet & Pillowcase Sets
162,2021-02-07,20113.0,Sheet & Pillowcase Sets
163,2021-02-08,20964.0,Sheet & Pillowcase Sets
164,2021-02-09,20964.0,Sheet & Pillowcase Sets
165,2021-02-10,20964.0,Sheet & Pillowcase Sets
166,2021-02-11,33029.0,Sheet & Pillowcase Sets
167,2021-02-12,33029.0,Sheet & Pillowcase Sets
168,2021-02-13,33029.0,Sheet & Pillowcase Sets
169,2021-02-14,33029.0,Sheet & Pillowcase Sets
170,2021-02-15,28571.0,Sheet & Pillowcase Sets
171,2021-02-16,28571.0,Sheet & Pillowcase Sets
172,2021-02-17,28571.0,Sheet & Pillowcase Sets
173,2021-02-18,34707.0,Sheet & Pillowcase Sets
174,2021-02-19,34707.0,Sheet & Pillowcase Sets
175,2021-02-20,31059.0,Sheet & Pillowcase Sets
176,2021-02-21,31059.0,Sheet & Pillowcase Sets
177,2021-02-22,31059.0,Sheet & Pillowcase Sets
178,2021-02-23,31059.0,Sheet & Pillowcase Sets
179,2021-02-24,80576.0,Sheet & Pillowcase Sets
180,2021-02-25,116475.0,Sheet & Pillowcase Sets
181,2021-02-26,116475.0,Sheet & Pillowcase Sets
182,2021-02-27,149992.0,Sheet & Pillowcase Sets
183,2021-02-28,168433.0,Sheet & Pillowcase Sets
184,2021-03-01,168433.0,Sheet & Pillowcase Sets
185,2021-03-02,168433.0,Sheet & Pillowcase Sets
186,2021-03-03,99372.0,Sheet & Pillowcase Sets
187,2021-03-04,99372.0,Sheet & Pillowcase Sets
188,2021-03-05,76803.0,Sheet & Pillowcase Sets
189,2021-03-06,76803.0,Sheet & Pillowcase Sets
190,2021-03-07,76803.0,Sheet & Pillowcase Sets
191,2021-03-08,38112.0,Sheet & Pillowcase Sets
192,2021-03-09,35628.0,Sheet & Pillowcase Sets
193,2021-03-10,35628.0,Sheet & Pillowcase Sets
194,2021-03-11,43861.0,Sheet & Pillowcase Sets
195,2021-03-12,43861.0,Sheet & Pillowcase Sets
196,2021-03-13,43861.0,Sheet & Pillowcase Sets
197,2021-03-14,43861.0,Sheet & Pillowcase Sets
198,2021-03-15,43861.0,Sheet & Pillowcase Sets
199,2021-03-16,38812.0,Sheet & Pillowcase Sets
200,2021-03-17,38812.0,Sheet & Pillowcase Sets
201,2021-03-18,38812.0,Sheet & Pillowcase Sets
202,2021-03-19,38812.0,Sheet & Pillowcase Sets
203,2021-03-20,38812.0,Sheet & Pillowcase Sets
204,2021-03-21,38812.0,Sheet & Pillowcase Sets
205,2021-03-22,48483.0,Sheet & Pillowcase Sets
206,2021-03-23,48483.0,Sheet & Pillowcase Sets
207,2021-03-24,48483.0,Sheet & Pillowcase Sets
208,2021-03-25,48483.0,Sheet & Pillowcase Sets
209,2021-03-26,47613.0,Sheet & Pillowcase Sets
210,2021-03-27,49352.0,Sheet & Pillowcase Sets
211,2021-03-28,49352.0,Sheet & Pillowcase Sets
212,2021-03-29,49352.0,Sheet & Pillowcase Sets
213,2021-03-30,49352.0,Sheet & Pillowcase Sets
214,2021-03-31,49352.0,Sheet & Pillowcase Sets
215,2021-04-01,49352.0,Sheet & Pillowcase Sets
216,2021-04-02,49352.0,Sheet & Pillowcase Sets
217,2021-04-03,49352.0,Sheet & Pillowcase Sets
218,2021-04-04,49352.0,Sheet & Pillowcase Sets
219,2021-04-05,49352.0,Sheet & Pillowcase Sets
220,2021-04-06,39199.0,Sheet & Pillowcase Sets
221,2021-04-07,39199.0,Sheet & Pillowcase Sets
222,2021-04-08,34959.0,Sheet & Pillowcase Sets
223,2021-04-09,34959.0,Sheet & Pillowcase Sets
224,2021-04-10,14249.0,Sheet & Pillowcase Sets
225,2021-04-11,14249.0,Sheet & Pillowcase Sets
226,2021-04-12,25102.0,Sheet & Pillowcase Sets
227,2021-04-13,25102.0,Sheet & Pillowcase Sets
228,2021-04-14,25102.0,Sheet & Pillowcase Sets
229,2021-04-15,17060.0,Sheet & Pillowcase Sets
230,2021-04-16,17060.0,Sheet & Pillowcase Sets
231,2021-04-17,17060.0,Sheet & Pillowcase Sets
232,2021-04-18,27578.0,Sheet & Pillowcase Sets
233,2021-04-19,27578.0,Sheet & Pillowcase Sets
234,2021-04-20,27578.0,Sheet & Pillowcase Sets
235,2021-04-21,26925.0,Sheet & Pillowcase Sets
236,2021-04-22,26925.0,Sheet & Pillowcase Sets
237,2021-04-23,26925.0,Sheet & Pillowcase Sets
238,2021-04-24,26925.0,Sheet & Pillowcase Sets
239,2021-04-25,26925.0,Sheet & Pillowcase Sets
240,2021-04-26,29633.0,Sheet & Pillowcase Sets
241,2021-04-27,29633.0,Sheet & Pillowcase Sets
242,2021-04-28,30875.0,Sheet & Pillowcase Sets
243,2021-04-29,30875.0,Sheet & Pillowcase Sets
244,2021-04-30,30875.0,Sheet & Pillowcase Sets
245,2021-05-01,27324.0,Sheet & Pillowcase Sets
246,2021-05-02,27324.0,Sheet & Pillowcase Sets
247,2021-05-03,26251.0,Sheet & Pillowcase Sets
248,2021-05-04,26251.0,Sheet & Pillowcase Sets
249,2021-05-05,36179.0,Sheet & Pillowcase Sets
250,2021-05-06,36179.0,Sheet & Pillowcase Sets
251,2021-05-07,36179.0,Sheet & Pillowcase Sets
252,2021-05-08,27189.0,Sheet & Pillowcase Sets
253,2021-05-09,27189.0,Sheet & Pillowcase Sets
254,2021-05-10,27189.0,Sheet & Pillowcase Sets
255,2021-05-11,47648.0,Sheet & Pillowcase Sets
256,2021-05-12,47648.0,Sheet & Pillowcase Sets
257,2021-05-13,44994.0,Sheet & Pillowcase Sets
258,2021-05-14,44994.0,Sheet & Pillowcase Sets
259,2021-05-15,25867.0,Sheet & Pillowcase Sets
260,2021-05-16,18912.0,Sheet & Pillowcase Sets
261,2021-05-17,18912.0,Sheet & Pillowcase Sets
262,2021-05-18,33218.0,Sheet & Pillowcase Sets
263,2021-05-19,33218.0,Sheet & Pillowcase Sets
264,2021-05-20,37811.0,Sheet & Pillowcase Sets
265,2021-05-21,37811.0,Sheet & Pillowcase Sets
266,2021-05-22,42934.0,Sheet & Pillowcase Sets
267,2021-05-23,33917.0,Sheet & Pillowcase Sets
268,2021-05-24,30701.0,Sheet & Pillowcase Sets
269,2021-05-25,30701.0,Sheet & Pillowcase Sets
270,2021-05-26,45157.0,Sheet & Pillowcase Sets
271,2021-05-27,46904.0,Sheet & Pillowcase Sets
272,2021-05-28,39162.0,Sheet & Pillowcase Sets
273,2021-05-29,39162.0,Sheet & Pillowcase Sets
274,2021-05-30,39162.0,Sheet & Pillowcase Sets
275,2021-05-31,37725.0,Sheet & Pillowcase Sets
276,2021-06-01,39347.0,Sheet & Pillowcase Sets
277,2021-06-02,37286.0,Sheet & Pillowcase Sets
278,2021-06-03,33601.0,Sheet & Pillowcase Sets
279,2021-06-04,48795.0,Sheet & Pillowcase Sets
280,2021-06-05,48795.0,Sheet & Pillowcase Sets
281,2021-06-06,53641.0,Sheet & Pillowcase Sets
282,2021-06-07,36036.0,Sheet & Pillowcase Sets
283,2021-06-08,41153.0,Sheet & Pillowcase Sets
284,2021-06-09,38483.0,Sheet & Pillowcase Sets
285,2021-06-10,48988.0,Sheet & Pillowcase Sets
286,2021-06-11,48988.0,Sheet & Pillowcase Sets
287,2021-06-12,45828.0,Sheet & Pillowcase Sets
288,2021-06-13,32322.0,Sheet & Pillowcase Sets
289,2021-06-14,41632.0,Sheet & Pillowcase Sets
290,2021-06-15,41632.0,Sheet & Pillowcase Sets
291,2021-06-16,32168.0,Sheet & Pillowcase Sets
292,2021-06-17,32168.0,Sheet & Pillowcase Sets
293,2021-06-18,42845.0,Sheet & Pillowcase Sets
294,2021-06-19,42845.0,Sheet & Pillowcase Sets
295,2021-06-20,29398.0,Sheet & Pillowcase Sets
296,2021-06-21,5421.0,Sheet & Pillowcase Sets
297,2021-06-22,5421.0,Sheet & Pillowcase Sets
298,2021-06-23,3221.0,Sheet & Pillowcase Sets
299,2021-06-24,3221.0,Sheet & Pillowcase Sets
300,2021-06-25,7650.0,Sheet & Pillowcase Sets
301,2021-06-26,10196.0,Sheet & Pillowcase Sets
302,2021-06-27,10196.0,Sheet & Pillowcase Sets
303,2021-06-28,15108.0,Sheet & Pillowcase Sets
304,2021-06-29,13224.0,Sheet & Pillowcase Sets
305,2021-06-30,13224.0,Sheet & Pillowcase Sets
306,2021-07-01,17016.0,Sheet & Pillowcase Sets
307,2021-07-02,17016.0,Sheet & Pillowcase Sets
308,2021-07-03,16577.0,Sheet & Pillowcase Sets
309,2021-07-04,16577.0,Sheet & Pillowcase Sets
310,2021-07-05,14792.0,Sheet & Pillowcase Sets
311,2021-07-06,14792.0,Sheet & Pillowcase Sets
312,2021-07-07,18378.0,Sheet & Pillowcase Sets
313,2021-07-08,18442.0,Sheet & Pillowcase Sets
314,2021-07-09,19992.0,Sheet & Pillowcase Sets
315,2021-07-10,20082.0,Sheet & Pillowcase Sets
