,date,value,name_B01L9U99DI
104,2018-10-25,1434.0,Cups
105,2018-10-26,1434.0,Cups
106,2018-10-27,1434.0,Cups
107,2018-10-28,1434.0,Cups
108,2018-10-29,3224.0,Cups
109,2018-10-30,3224.0,Cups
110,2018-10-31,3224.0,Cups
111,2018-11-01,3224.0,Cups
112,2018-11-02,3224.0,Cups
113,2018-11-03,3224.0,Cups
114,2018-11-04,3224.0,Cups
115,2018-11-05,4107.0,Cups
116,2018-11-06,4107.0,Cups
117,2018-11-07,4107.0,Cups
118,2018-11-08,4107.0,Cups
119,2018-11-09,4107.0,Cups
120,2018-11-10,4107.0,Cups
121,2018-11-11,4107.0,Cups
122,2018-11-12,4107.0,Cups
123,2018-11-13,1422.0,Cups
124,2018-11-14,1484.0,Cups
125,2018-11-15,1484.0,Cups
126,2018-11-16,1484.0,Cups
127,2018-11-17,1484.0,Cups
128,2018-11-18,1484.0,Cups
129,2018-11-19,1484.0,Cups
130,2018-11-20,1484.0,Cups
131,2018-11-21,1484.0,Cups
132,2018-11-22,1484.0,Cups
133,2018-11-23,1484.0,Cups
134,2018-11-24,5056.0,Cups
135,2018-11-25,4499.0,Cups
136,2018-11-26,4478.0,Cups
137,2018-11-27,4478.0,Cups
138,2018-11-28,4478.0,Cups
139,2018-11-29,4478.0,Cups
140,2018-11-30,2450.0,Cups
141,2018-12-01,2450.0,Cups
142,2018-12-02,4814.0,Cups
143,2018-12-03,5522.0,Cups
144,2018-12-04,5522.0,Cups
145,2018-12-05,3248.0,Cups
146,2018-12-06,3248.0,Cups
147,2018-12-07,3079.0,Cups
148,2018-12-08,4020.0,Cups
149,2018-12-09,4020.0,Cups
150,2018-12-10,5106.0,Cups
151,2018-12-11,5106.0,Cups
152,2018-12-12,5106.0,Cups
153,2018-12-13,4264.0,Cups
154,2018-12-14,4264.0,Cups
155,2018-12-15,5850.0,Cups
156,2018-12-16,5850.0,Cups
157,2018-12-17,9270.0,Cups
158,2018-12-18,7262.0,Cups
159,2018-12-19,4810.0,Cups
160,2018-12-20,4258.0,Cups
161,2018-12-21,4258.0,Cups
162,2018-12-22,5129.0,Cups
163,2018-12-23,5730.0,Cups
164,2018-12-24,4916.0,Cups
165,2018-12-25,4916.0,Cups
166,2018-12-26,6132.0,Cups
167,2018-12-27,4861.0,Cups
168,2018-12-28,4861.0,Cups
169,2018-12-29,4272.0,Cups
170,2018-12-30,4272.0,Cups
171,2018-12-31,4422.0,Cups
172,2019-01-01,3821.0,Cups
173,2019-01-02,4837.0,Cups
174,2019-01-03,2797.0,Cups
175,2019-01-04,3542.0,Cups
176,2019-01-05,3492.0,Cups
177,2019-01-06,4084.0,Cups
178,2019-01-07,4914.0,Cups
179,2019-01-08,2647.0,Cups
180,2019-01-09,2236.0,Cups
181,2019-01-10,2316.0,Cups
182,2019-01-11,2107.0,Cups
183,2019-01-12,2619.0,Cups
184,2019-01-13,3797.0,Cups
185,2019-01-14,3641.0,Cups
186,2019-01-15,3772.0,Cups
187,2019-01-16,3772.0,Cups
188,2019-01-17,2162.0,Cups
189,2019-01-18,2802.0,Cups
190,2019-01-19,2957.0,Cups
191,2019-01-20,5426.0,Cups
192,2019-01-21,5474.0,Cups
193,2019-01-22,3184.0,Cups
194,2019-01-23,3248.0,Cups
195,2019-01-24,2802.0,Cups
196,2019-01-25,3367.0,Cups
197,2019-01-26,2203.0,Cups
198,2019-01-27,4810.0,Cups
199,2019-01-28,5459.0,Cups
200,2019-01-29,5417.0,Cups
201,2019-01-30,2445.0,Cups
202,2019-01-31,2076.0,Cups
203,2019-02-01,2172.0,Cups
204,2019-02-02,2948.0,Cups
205,2019-02-03,4009.0,Cups
206,2019-02-04,5044.0,Cups
207,2019-02-05,2839.0,Cups
208,2019-02-06,2934.0,Cups
209,2019-02-07,2630.0,Cups
210,2019-02-08,2287.0,Cups
211,2019-02-09,3284.0,Cups
212,2019-02-10,3284.0,Cups
213,2019-02-11,3284.0,Cups
214,2019-02-12,3833.0,Cups
215,2019-02-13,3833.0,Cups
216,2019-02-14,3297.0,Cups
217,2019-02-15,3297.0,Cups
218,2019-02-16,3297.0,Cups
219,2019-02-17,4299.0,Cups
220,2019-02-18,4598.0,Cups
221,2019-02-19,4598.0,Cups
222,2019-02-20,4598.0,Cups
223,2019-02-21,2921.0,Cups
224,2019-02-22,2921.0,Cups
225,2019-02-23,2921.0,Cups
226,2019-02-24,2842.0,Cups
227,2019-02-25,2842.0,Cups
228,2019-02-26,2848.0,Cups
229,2019-02-27,2848.0,Cups
230,2019-02-28,2382.0,Cups
231,2019-03-01,2384.0,Cups
232,2019-03-02,2384.0,Cups
233,2019-03-03,3579.0,Cups
234,2019-03-04,3579.0,Cups
235,2019-03-05,3488.0,Cups
236,2019-03-06,3263.0,Cups
237,2019-03-07,2477.0,Cups
238,2019-03-08,2477.0,Cups
239,2019-03-09,3217.0,Cups
240,2019-03-10,4557.0,Cups
241,2019-03-11,4557.0,Cups
242,2019-03-12,4557.0,Cups
243,2019-03-13,4557.0,Cups
244,2019-03-14,4557.0,Cups
245,2019-03-15,4557.0,Cups
246,2019-03-16,4002.0,Cups
247,2019-03-17,4881.0,Cups
248,2019-03-18,5561.0,Cups
249,2019-03-19,3786.0,Cups
250,2019-03-20,3590.0,Cups
251,2019-03-21,3590.0,Cups
252,2019-03-22,3055.0,Cups
253,2019-03-23,3055.0,Cups
254,2019-03-24,5389.0,Cups
255,2019-03-25,5389.0,Cups
256,2019-03-26,3605.0,Cups
257,2019-03-27,2684.0,Cups
258,2019-03-28,2684.0,Cups
259,2019-03-29,2684.0,Cups
260,2019-03-30,3538.0,Cups
261,2019-03-31,5006.0,Cups
262,2019-04-01,5006.0,Cups
263,2019-04-02,5006.0,Cups
264,2019-04-03,4034.0,Cups
265,2019-04-04,4034.0,Cups
266,2019-04-05,4034.0,Cups
267,2019-04-06,4034.0,Cups
268,2019-04-07,4034.0,Cups
269,2019-04-08,5176.0,Cups
270,2019-04-09,3286.0,Cups
271,2019-04-10,3286.0,Cups
272,2019-04-11,3957.0,Cups
273,2019-04-12,5390.0,Cups
274,2019-04-13,5390.0,Cups
275,2019-04-14,5618.0,Cups
276,2019-04-15,5618.0,Cups
277,2019-04-16,5618.0,Cups
278,2019-04-17,5618.0,Cups
279,2019-04-18,5618.0,Cups
280,2019-04-19,5618.0,Cups
281,2019-04-20,3568.0,Cups
282,2019-04-21,5120.0,Cups
283,2019-04-22,5120.0,Cups
284,2019-04-23,5120.0,Cups
285,2019-04-24,2850.0,Cups
286,2019-04-25,2850.0,Cups
287,2019-04-26,2850.0,Cups
288,2019-04-27,2752.0,Cups
289,2019-04-28,2752.0,Cups
290,2019-04-29,2752.0,Cups
291,2019-04-30,2752.0,Cups
292,2019-05-01,2752.0,Cups
293,2019-05-02,2683.0,Cups
294,2019-05-03,2491.0,Cups
295,2019-05-04,2491.0,Cups
296,2019-05-05,3747.0,Cups
297,2019-05-06,3747.0,Cups
298,2019-05-07,4063.0,Cups
299,2019-05-08,4809.0,Cups
300,2019-05-09,3310.0,Cups
301,2019-05-10,3775.0,Cups
302,2019-05-11,3056.0,Cups
303,2019-05-12,5944.0,Cups
304,2019-05-13,6075.0,Cups
305,2019-05-14,3481.0,Cups
306,2019-05-15,3481.0,Cups
307,2019-05-16,3195.0,Cups
308,2019-05-17,3274.0,Cups
309,2019-05-18,4228.0,Cups
310,2019-05-19,4229.0,Cups
311,2019-05-20,4229.0,Cups
312,2019-05-21,4229.0,Cups
313,2019-05-22,3371.0,Cups
314,2019-05-23,3446.0,Cups
315,2019-05-24,2698.0,Cups
316,2019-05-25,2698.0,Cups
317,2019-05-26,5281.0,Cups
318,2019-05-27,6086.0,Cups
319,2019-05-28,7460.0,Cups
320,2019-05-29,5291.0,Cups
321,2019-05-30,3338.0,Cups
322,2019-05-31,3356.0,Cups
323,2019-06-01,3413.0,Cups
324,2019-06-02,4306.0,Cups
325,2019-06-03,5546.0,Cups
326,2019-06-04,5063.0,Cups
327,2019-06-05,3184.0,Cups
328,2019-06-06,2881.0,Cups
329,2019-06-07,3368.0,Cups
330,2019-06-08,2836.0,Cups
331,2019-06-09,2836.0,Cups
332,2019-06-10,2836.0,Cups
333,2019-06-11,3289.0,Cups
334,2019-06-12,5260.0,Cups
335,2019-06-13,5302.0,Cups
336,2019-06-14,4112.0,Cups
337,2019-06-15,4181.0,Cups
338,2019-06-16,4181.0,Cups
339,2019-06-17,4181.0,Cups
340,2019-06-18,4762.0,Cups
341,2019-06-19,5283.0,Cups
342,2019-06-20,5283.0,Cups
343,2019-06-21,4061.0,Cups
344,2019-06-22,4061.0,Cups
345,2019-06-23,5379.0,Cups
346,2019-06-24,8475.0,Cups
347,2019-06-25,8475.0,Cups
348,2019-06-26,4751.0,Cups
349,2019-06-27,4751.0,Cups
350,2019-06-28,4751.0,Cups
351,2019-06-29,4157.0,Cups
352,2019-06-30,4157.0,Cups
353,2019-07-01,4951.0,Cups
354,2019-07-02,4406.0,Cups
355,2019-07-03,4406.0,Cups
356,2019-07-04,5692.0,Cups
357,2019-07-05,5692.0,Cups
358,2019-07-06,5692.0,Cups
359,2019-07-07,6865.0,Cups
360,2019-07-08,6865.0,Cups
361,2019-07-09,6865.0,Cups
362,2019-07-10,5325.0,Cups
363,2019-07-11,4768.0,Cups
364,2019-07-12,4668.0,Cups
365,2019-07-13,4668.0,Cups
366,2019-07-14,4668.0,Cups
367,2019-07-15,7841.0,Cups
368,2019-07-16,6800.0,Cups
369,2019-07-17,7099.0,Cups
370,2019-07-18,7099.0,Cups
371,2019-07-19,6557.0,Cups
372,2019-07-20,5863.0,Cups
373,2019-07-21,9095.0,Cups
374,2019-07-22,9095.0,Cups
375,2019-07-23,4298.0,Cups
376,2019-07-24,4149.0,Cups
377,2019-07-25,4960.0,Cups
378,2019-07-26,4960.0,Cups
379,2019-07-27,4262.0,Cups
380,2019-07-28,7429.0,Cups
381,2019-07-29,7429.0,Cups
382,2019-07-30,6626.0,Cups
383,2019-07-31,3689.0,Cups
384,2019-08-01,5179.0,Cups
385,2019-08-02,5179.0,Cups
386,2019-08-03,5604.0,Cups
387,2019-08-04,9183.0,Cups
388,2019-08-05,8073.0,Cups
389,2019-08-06,5193.0,Cups
390,2019-08-07,3114.0,Cups
391,2019-08-08,3114.0,Cups
392,2019-08-09,3114.0,Cups
393,2019-08-10,4147.0,Cups
394,2019-08-11,4147.0,Cups
395,2019-08-12,4147.0,Cups
396,2019-08-13,4528.0,Cups
397,2019-08-14,6236.0,Cups
398,2019-08-15,6236.0,Cups
399,2019-08-16,5303.0,Cups
400,2019-08-17,5182.0,Cups
401,2019-08-18,5182.0,Cups
402,2019-08-19,5902.0,Cups
403,2019-08-20,5902.0,Cups
404,2019-08-21,5925.0,Cups
405,2019-08-22,5872.0,Cups
406,2019-08-23,4925.0,Cups
407,2019-08-24,5606.0,Cups
408,2019-08-25,5606.0,Cups
409,2019-08-26,9714.0,Cups
410,2019-08-27,9714.0,Cups
411,2019-08-28,9714.0,Cups
412,2019-08-29,9714.0,Cups
413,2019-08-30,4826.0,Cups
414,2019-08-31,4865.0,Cups
415,2019-09-01,4865.0,Cups
416,2019-09-02,4865.0,Cups
417,2019-09-03,8451.0,Cups
418,2019-09-04,6508.0,Cups
419,2019-09-05,4524.0,Cups
420,2019-09-06,4670.0,Cups
421,2019-09-07,3984.0,Cups
422,2019-09-08,6073.0,Cups
423,2019-09-09,6073.0,Cups
424,2019-09-10,6073.0,Cups
425,2019-09-11,6073.0,Cups
426,2019-09-12,6073.0,Cups
427,2019-09-13,6073.0,Cups
428,2019-09-14,6073.0,Cups
429,2019-09-15,6395.0,Cups
430,2019-09-16,6532.0,Cups
431,2019-09-17,4835.0,Cups
432,2019-09-18,2971.0,Cups
433,2019-09-19,3563.0,Cups
434,2019-09-20,3187.0,Cups
435,2019-09-21,3594.0,Cups
436,2019-09-22,4430.0,Cups
437,2019-09-23,4830.0,Cups
438,2019-09-24,4079.0,Cups
439,2019-09-25,3180.0,Cups
440,2019-09-26,3455.0,Cups
441,2019-09-27,4426.0,Cups
442,2019-09-28,3344.0,Cups
443,2019-09-29,4870.0,Cups
444,2019-09-30,4080.0,Cups
445,2019-10-01,4080.0,Cups
446,2019-10-02,4080.0,Cups
447,2019-10-03,3211.0,Cups
448,2019-10-04,3911.0,Cups
449,2019-10-05,3911.0,Cups
450,2019-10-06,3911.0,Cups
451,2019-10-07,3911.0,Cups
452,2019-10-08,4241.0,Cups
453,2019-10-09,4241.0,Cups
454,2019-10-10,4241.0,Cups
455,2019-10-11,3045.0,Cups
456,2019-10-12,3971.0,Cups
457,2019-10-13,3971.0,Cups
458,2019-10-14,6752.0,Cups
459,2019-10-15,6752.0,Cups
460,2019-10-16,3620.0,Cups
461,2019-10-17,3646.0,Cups
462,2019-10-18,3880.0,Cups
463,2019-10-19,3880.0,Cups
464,2019-10-20,5434.0,Cups
465,2019-10-21,5434.0,Cups
466,2019-10-22,4848.0,Cups
467,2019-10-23,3616.0,Cups
468,2019-10-24,3505.0,Cups
469,2019-10-25,3521.0,Cups
470,2019-10-26,3521.0,Cups
471,2019-10-27,5587.0,Cups
472,2019-10-28,8676.0,Cups
473,2019-10-29,3060.0,Cups
474,2019-10-30,3019.0,Cups
475,2019-10-31,3868.0,Cups
476,2019-11-01,3655.0,Cups
477,2019-11-02,3655.0,Cups
478,2019-11-03,5116.0,Cups
479,2019-11-04,5116.0,Cups
480,2019-11-05,4164.0,Cups
481,2019-11-06,2626.0,Cups
482,2019-11-07,2626.0,Cups
483,2019-11-08,2626.0,Cups
484,2019-11-09,2626.0,Cups
485,2019-11-10,2626.0,Cups
486,2019-11-11,6213.0,Cups
487,2019-11-12,6213.0,Cups
488,2019-11-13,3727.0,Cups
489,2019-11-14,3727.0,Cups
490,2019-11-15,3727.0,Cups
491,2019-11-16,3675.0,Cups
492,2019-11-17,3675.0,Cups
493,2019-11-18,10665.0,Cups
494,2019-11-19,7956.0,Cups
495,2019-11-20,6385.0,Cups
496,2019-11-21,6385.0,Cups
497,2019-11-22,6385.0,Cups
498,2019-11-23,6385.0,Cups
499,2019-11-24,6385.0,Cups
500,2019-11-25,9527.0,Cups
501,2019-11-26,9527.0,Cups
502,2019-11-27,5017.0,Cups
503,2019-11-28,7816.0,Cups
504,2019-11-29,7816.0,Cups
505,2019-11-30,7816.0,Cups
506,2019-12-01,17545.0,Cups
507,2019-12-02,17545.0,Cups
508,2019-12-03,17545.0,Cups
509,2019-12-04,9741.0,Cups
510,2019-12-05,15956.0,Cups
511,2019-12-06,15956.0,Cups
512,2019-12-07,15956.0,Cups
513,2019-12-08,39176.0,Cups
514,2019-12-09,49387.0,Cups
515,2019-12-10,49387.0,Cups
516,2019-12-11,49387.0,Cups
517,2019-12-12,49387.0,Cups
518,2019-12-13,49387.0,Cups
519,2019-12-14,19195.0,Cups
520,2019-12-15,19195.0,Cups
521,2019-12-16,19195.0,Cups
522,2019-12-17,12548.0,Cups
523,2019-12-18,12548.0,Cups
524,2019-12-19,12548.0,Cups
525,2019-12-20,12548.0,Cups
526,2019-12-21,12548.0,Cups
527,2019-12-22,12055.0,Cups
528,2019-12-23,12055.0,Cups
529,2019-12-24,12055.0,Cups
530,2019-12-25,12055.0,Cups
531,2019-12-26,12055.0,Cups
532,2019-12-27,12055.0,Cups
533,2019-12-28,10915.0,Cups
534,2019-12-29,10915.0,Cups
535,2019-12-30,10915.0,Cups
536,2019-12-31,10915.0,Cups
537,2020-01-01,10915.0,Cups
538,2020-01-02,4111.0,Cups
539,2020-01-03,4111.0,Cups
540,2020-01-04,4111.0,Cups
541,2020-01-05,4111.0,Cups
542,2020-01-06,3092.0,Cups
543,2020-01-07,3092.0,Cups
544,2020-01-08,2250.0,Cups
545,2020-01-09,2250.0,Cups
546,2020-01-10,2250.0,Cups
547,2020-01-11,2250.0,Cups
548,2020-01-12,2250.0,Cups
549,2020-01-13,6731.0,Cups
550,2020-01-14,6731.0,Cups
551,2020-01-15,6731.0,Cups
552,2020-01-16,2919.0,Cups
553,2020-01-17,2919.0,Cups
554,2020-01-18,2919.0,Cups
555,2020-01-19,6247.0,Cups
556,2020-01-20,6247.0,Cups
557,2020-01-21,6247.0,Cups
558,2020-01-22,4689.0,Cups
559,2020-01-23,4689.0,Cups
560,2020-01-24,4689.0,Cups
561,2020-01-25,4689.0,Cups
562,2020-01-26,4689.0,Cups
563,2020-01-27,5193.0,Cups
564,2020-01-28,5193.0,Cups
565,2020-01-29,5193.0,Cups
566,2020-01-30,4416.0,Cups
567,2020-01-31,4416.0,Cups
568,2020-02-01,4416.0,Cups
569,2020-02-02,5322.0,Cups
570,2020-02-03,5322.0,Cups
571,2020-02-04,6267.0,Cups
572,2020-02-05,6267.0,Cups
573,2020-02-06,3635.0,Cups
574,2020-02-07,3635.0,Cups
575,2020-02-08,5636.0,Cups
576,2020-02-09,5636.0,Cups
577,2020-02-10,5636.0,Cups
578,2020-02-11,3840.0,Cups
579,2020-02-12,3840.0,Cups
580,2020-02-13,3840.0,Cups
581,2020-02-14,3840.0,Cups
582,2020-02-15,5532.0,Cups
583,2020-02-16,5532.0,Cups
584,2020-02-17,5532.0,Cups
585,2020-02-18,4286.0,Cups
586,2020-02-19,4286.0,Cups
587,2020-02-20,4286.0,Cups
588,2020-02-21,4286.0,Cups
589,2020-02-22,4286.0,Cups
590,2020-02-23,4286.0,Cups
591,2020-02-24,-1.0,Cups
592,2020-02-25,-1.0,Cups
593,2020-02-26,-1.0,Cups
594,2020-02-27,3293.0,Cups
595,2020-02-28,3293.0,Cups
596,2020-02-29,3293.0,Cups
597,2020-03-01,9161.0,Cups
598,2020-03-02,9161.0,Cups
599,2020-03-03,9161.0,Cups
600,2020-03-04,9161.0,Cups
601,2020-03-05,9161.0,Cups
602,2020-03-06,4650.0,Cups
603,2020-03-07,4949.0,Cups
604,2020-03-08,4949.0,Cups
605,2020-03-09,4949.0,Cups
606,2020-03-10,-1.0,Cups
