,date,value,name_B0855H277D
61,2020-05-01,69047.0,Moth Protection
62,2020-05-02,69047.0,Moth Protection
63,2020-05-03,69047.0,Moth Protection
64,2020-05-04,69047.0,Moth Protection
65,2020-05-05,69047.0,Moth Protection
66,2020-05-06,250213.0,Moth Protection
67,2020-05-07,250213.0,Moth Protection
68,2020-05-08,250213.0,Moth Protection
69,2020-05-09,250213.0,Moth Protection
70,2020-05-10,250213.0,Moth Protection
71,2020-05-11,357614.0,Moth Protection
72,2020-05-12,357614.0,Moth Protection
73,2020-05-13,357614.0,Moth Protection
74,2020-05-14,357614.0,Moth Protection
75,2020-05-15,357614.0,Moth Protection
76,2020-05-16,357614.0,Moth Protection
77,2020-05-17,357614.0,Moth Protection
78,2020-05-18,162456.0,Moth Protection
79,2020-05-19,162456.0,Moth Protection
80,2020-05-20,162456.0,Moth Protection
81,2020-05-21,162456.0,Moth Protection
82,2020-05-22,162456.0,Moth Protection
83,2020-05-23,162456.0,Moth Protection
84,2020-05-24,162456.0,Moth Protection
85,2020-05-25,162456.0,Moth Protection
86,2020-05-26,57718.0,Moth Protection
87,2020-05-27,57718.0,Moth Protection
88,2020-05-28,57718.0,Moth Protection
89,2020-05-29,77327.0,Moth Protection
90,2020-05-30,77327.0,Moth Protection
91,2020-05-31,77327.0,Moth Protection
92,2020-06-01,77327.0,Moth Protection
93,2020-06-02,77327.0,Moth Protection
94,2020-06-03,87171.0,Moth Protection
95,2020-06-04,87171.0,Moth Protection
96,2020-06-05,87171.0,Moth Protection
97,2020-06-06,148723.0,Moth Protection
98,2020-06-07,148723.0,Moth Protection
99,2020-06-08,68558.0,Moth Protection
100,2020-06-09,68558.0,Moth Protection
101,2020-06-10,68558.0,Moth Protection
102,2020-06-11,68558.0,Moth Protection
103,2020-06-12,68558.0,Moth Protection
104,2020-06-13,68558.0,Moth Protection
105,2020-06-14,68558.0,Moth Protection
106,2020-06-15,88357.0,Moth Protection
107,2020-06-16,88357.0,Moth Protection
108,2020-06-17,69352.0,Moth Protection
109,2020-06-18,69352.0,Moth Protection
110,2020-06-19,75204.0,Moth Protection
111,2020-06-20,66951.0,Moth Protection
112,2020-06-21,66951.0,Moth Protection
113,2020-06-22,66951.0,Moth Protection
114,2020-06-23,66951.0,Moth Protection
115,2020-06-24,66951.0,Moth Protection
116,2020-06-25,66951.0,Moth Protection
117,2020-06-26,66951.0,Moth Protection
118,2020-06-27,66951.0,Moth Protection
119,2020-06-28,66951.0,Moth Protection
120,2020-06-29,66951.0,Moth Protection
121,2020-06-30,50028.0,Moth Protection
122,2020-07-01,50028.0,Moth Protection
123,2020-07-02,50028.0,Moth Protection
124,2020-07-03,50028.0,Moth Protection
125,2020-07-04,50028.0,Moth Protection
126,2020-07-05,50028.0,Moth Protection
127,2020-07-06,50391.0,Moth Protection
128,2020-07-07,50391.0,Moth Protection
129,2020-07-08,50391.0,Moth Protection
130,2020-07-09,50391.0,Moth Protection
131,2020-07-10,50391.0,Moth Protection
132,2020-07-11,50391.0,Moth Protection
133,2020-07-12,50391.0,Moth Protection
134,2020-07-13,102712.0,Moth Protection
135,2020-07-14,102712.0,Moth Protection
136,2020-07-15,62297.0,Moth Protection
137,2020-07-16,62297.0,Moth Protection
138,2020-07-17,62297.0,Moth Protection
139,2020-07-18,62297.0,Moth Protection
140,2020-07-19,62297.0,Moth Protection
141,2020-07-20,62297.0,Moth Protection
142,2020-07-21,57707.0,Moth Protection
143,2020-07-22,57707.0,Moth Protection
144,2020-07-23,57707.0,Moth Protection
145,2020-07-24,57707.0,Moth Protection
146,2020-07-25,57707.0,Moth Protection
147,2020-07-26,57592.0,Moth Protection
148,2020-07-27,57592.0,Moth Protection
149,2020-07-28,71646.0,Moth Protection
150,2020-07-29,71646.0,Moth Protection
151,2020-07-30,71646.0,Moth Protection
152,2020-07-31,46540.0,Moth Protection
153,2020-08-01,46540.0,Moth Protection
154,2020-08-02,46540.0,Moth Protection
155,2020-08-03,46540.0,Moth Protection
156,2020-08-04,46540.0,Moth Protection
157,2020-08-05,46540.0,Moth Protection
158,2020-08-06,46540.0,Moth Protection
159,2020-08-07,266706.0,Moth Protection
160,2020-08-08,266706.0,Moth Protection
161,2020-08-09,266706.0,Moth Protection
162,2020-08-10,291441.0,Moth Protection
163,2020-08-11,291441.0,Moth Protection
164,2020-08-12,291441.0,Moth Protection
165,2020-08-13,291441.0,Moth Protection
166,2020-08-14,291441.0,Moth Protection
167,2020-08-15,40313.0,Moth Protection
168,2020-08-16,40313.0,Moth Protection
169,2020-08-17,28667.0,Moth Protection
170,2020-08-18,28667.0,Moth Protection
171,2020-08-19,28667.0,Moth Protection
172,2020-08-20,28667.0,Moth Protection
173,2020-08-21,28667.0,Moth Protection
174,2020-08-22,28667.0,Moth Protection
175,2020-08-23,28667.0,Moth Protection
176,2020-08-24,71836.0,Moth Protection
177,2020-08-25,71836.0,Moth Protection
178,2020-08-26,71836.0,Moth Protection
179,2020-08-27,61829.0,Moth Protection
180,2020-08-28,61829.0,Moth Protection
181,2020-08-29,61829.0,Moth Protection
182,2020-08-30,61829.0,Moth Protection
183,2020-08-31,95720.0,Moth Protection
184,2020-09-01,95720.0,Moth Protection
185,2020-09-02,95720.0,Moth Protection
186,2020-09-03,95720.0,Moth Protection
187,2020-09-04,82919.0,Moth Protection
188,2020-09-05,82919.0,Moth Protection
189,2020-09-06,82919.0,Moth Protection
190,2020-09-07,82919.0,Moth Protection
191,2020-09-08,82919.0,Moth Protection
192,2020-09-09,82919.0,Moth Protection
193,2020-09-10,77463.0,Moth Protection
194,2020-09-11,99807.0,Moth Protection
195,2020-09-12,99807.0,Moth Protection
196,2020-09-13,99807.0,Moth Protection
197,2020-09-14,99807.0,Moth Protection
198,2020-09-15,99807.0,Moth Protection
199,2020-09-16,99807.0,Moth Protection
200,2020-09-17,99807.0,Moth Protection
201,2020-09-18,99807.0,Moth Protection
202,2020-09-19,99807.0,Moth Protection
203,2020-09-20,99807.0,Moth Protection
204,2020-09-21,99807.0,Moth Protection
205,2020-09-22,99807.0,Moth Protection
206,2020-09-23,264505.0,Moth Protection
207,2020-09-24,264505.0,Moth Protection
208,2020-09-25,264505.0,Moth Protection
209,2020-09-26,264505.0,Moth Protection
210,2020-09-27,264505.0,Moth Protection
211,2020-09-28,264505.0,Moth Protection
212,2020-09-29,264505.0,Moth Protection
213,2020-09-30,264505.0,Moth Protection
214,2020-10-01,264505.0,Moth Protection
215,2020-10-02,264505.0,Moth Protection
216,2020-10-03,264505.0,Moth Protection
217,2020-10-04,264505.0,Moth Protection
218,2020-10-05,264505.0,Moth Protection
219,2020-10-06,264505.0,Moth Protection
220,2020-10-07,264505.0,Moth Protection
221,2020-10-08,264505.0,Moth Protection
222,2020-10-09,264505.0,Moth Protection
223,2020-10-10,264505.0,Moth Protection
224,2020-10-11,264505.0,Moth Protection
225,2020-10-12,264505.0,Moth Protection
226,2020-10-13,540589.0,Moth Protection
227,2020-10-14,540589.0,Moth Protection
228,2020-10-15,540589.0,Moth Protection
229,2020-10-16,540589.0,Moth Protection
230,2020-10-17,540589.0,Moth Protection
231,2020-10-18,540589.0,Moth Protection
232,2020-10-19,540589.0,Moth Protection
233,2020-10-20,540589.0,Moth Protection
234,2020-10-21,809372.0,Moth Protection
235,2020-10-22,809372.0,Moth Protection
236,2020-10-23,809372.0,Moth Protection
237,2020-10-24,809372.0,Moth Protection
238,2020-10-25,809372.0,Moth Protection
239,2020-10-26,809372.0,Moth Protection
240,2020-10-27,809372.0,Moth Protection
241,2020-10-28,809372.0,Moth Protection
242,2020-10-29,809372.0,Moth Protection
243,2020-10-30,809372.0,Moth Protection
244,2020-10-31,809372.0,Moth Protection
245,2020-11-01,809372.0,Moth Protection
246,2020-11-02,673139.0,Moth Protection
247,2020-11-03,673139.0,Moth Protection
248,2020-11-04,754185.0,Moth Protection
249,2020-11-05,754185.0,Moth Protection
250,2020-11-06,754185.0,Moth Protection
251,2020-11-07,754185.0,Moth Protection
252,2020-11-08,754185.0,Moth Protection
253,2020-11-09,754185.0,Moth Protection
254,2020-11-10,795315.0,Moth Protection
255,2020-11-11,795315.0,Moth Protection
256,2020-11-12,795315.0,Moth Protection
257,2020-11-13,795315.0,Moth Protection
258,2020-11-14,795315.0,Moth Protection
259,2020-11-15,795315.0,Moth Protection
260,2020-11-16,795315.0,Moth Protection
261,2020-11-17,795315.0,Moth Protection
262,2020-11-18,817654.0,Moth Protection
263,2020-11-19,817654.0,Moth Protection
264,2020-11-20,817654.0,Moth Protection
265,2020-11-21,817654.0,Moth Protection
266,2020-11-22,817654.0,Moth Protection
267,2020-11-23,817654.0,Moth Protection
268,2020-11-24,817654.0,Moth Protection
269,2020-11-25,817654.0,Moth Protection
270,2020-11-26,817654.0,Moth Protection
271,2020-11-27,836030.0,Moth Protection
272,2020-11-28,836030.0,Moth Protection
273,2020-11-29,836030.0,Moth Protection
274,2020-11-30,836030.0,Moth Protection
275,2020-12-01,836030.0,Moth Protection
276,2020-12-02,836030.0,Moth Protection
277,2020-12-03,836030.0,Moth Protection
278,2020-12-04,836030.0,Moth Protection
279,2020-12-05,928439.0,Moth Protection
280,2020-12-06,928439.0,Moth Protection
281,2020-12-07,928439.0,Moth Protection
282,2020-12-08,928439.0,Moth Protection
283,2020-12-09,928439.0,Moth Protection
284,2020-12-10,928439.0,Moth Protection
285,2020-12-11,928439.0,Moth Protection
286,2020-12-12,928439.0,Moth Protection
287,2020-12-13,928439.0,Moth Protection
288,2020-12-14,928439.0,Moth Protection
289,2020-12-15,928439.0,Moth Protection
290,2020-12-16,928439.0,Moth Protection
291,2020-12-17,928439.0,Moth Protection
292,2020-12-18,928439.0,Moth Protection
293,2020-12-19,928439.0,Moth Protection
294,2020-12-20,928439.0,Moth Protection
295,2020-12-21,928439.0,Moth Protection
296,2020-12-22,885771.0,Moth Protection
297,2020-12-23,885771.0,Moth Protection
298,2020-12-24,885771.0,Moth Protection
299,2020-12-25,757101.0,Moth Protection
300,2020-12-26,757101.0,Moth Protection
301,2020-12-27,757101.0,Moth Protection
302,2020-12-28,757101.0,Moth Protection
303,2020-12-29,757101.0,Moth Protection
304,2020-12-30,814005.0,Moth Protection
305,2020-12-31,814005.0,Moth Protection
306,2021-01-01,814005.0,Moth Protection
307,2021-01-02,814005.0,Moth Protection
308,2021-01-03,814005.0,Moth Protection
309,2021-01-04,814005.0,Moth Protection
310,2021-01-05,814005.0,Moth Protection
311,2021-01-06,858419.0,Moth Protection
312,2021-01-07,858419.0,Moth Protection
313,2021-01-08,858419.0,Moth Protection
314,2021-01-09,858419.0,Moth Protection
315,2021-01-10,858419.0,Moth Protection
316,2021-01-11,858419.0,Moth Protection
317,2021-01-12,858419.0,Moth Protection
318,2021-01-13,858419.0,Moth Protection
319,2021-01-14,858419.0,Moth Protection
320,2021-01-15,784470.0,Moth Protection
321,2021-01-16,784470.0,Moth Protection
322,2021-01-17,784470.0,Moth Protection
323,2021-01-18,784470.0,Moth Protection
324,2021-01-19,784470.0,Moth Protection
325,2021-01-20,797858.0,Moth Protection
326,2021-01-21,797858.0,Moth Protection
327,2021-01-22,785464.0,Moth Protection
328,2021-01-23,785464.0,Moth Protection
329,2021-01-24,785464.0,Moth Protection
330,2021-01-25,785464.0,Moth Protection
331,2021-01-26,785464.0,Moth Protection
332,2021-01-27,785464.0,Moth Protection
333,2021-01-28,785464.0,Moth Protection
334,2021-01-29,785464.0,Moth Protection
335,2021-01-30,785464.0,Moth Protection
336,2021-01-31,785464.0,Moth Protection
337,2021-02-01,785464.0,Moth Protection
338,2021-02-02,785464.0,Moth Protection
339,2021-02-03,825949.0,Moth Protection
340,2021-02-04,825949.0,Moth Protection
341,2021-02-05,813989.0,Moth Protection
342,2021-02-06,813989.0,Moth Protection
343,2021-02-07,813989.0,Moth Protection
344,2021-02-08,813412.0,Moth Protection
345,2021-02-09,813412.0,Moth Protection
346,2021-02-10,813412.0,Moth Protection
347,2021-02-11,813412.0,Moth Protection
348,2021-02-12,813412.0,Moth Protection
349,2021-02-13,813412.0,Moth Protection
350,2021-02-14,813412.0,Moth Protection
351,2021-02-15,813412.0,Moth Protection
352,2021-02-16,813412.0,Moth Protection
353,2021-02-17,813412.0,Moth Protection
354,2021-02-18,813412.0,Moth Protection
355,2021-02-19,813412.0,Moth Protection
356,2021-02-20,813412.0,Moth Protection
357,2021-02-21,813412.0,Moth Protection
358,2021-02-22,808605.0,Moth Protection
359,2021-02-23,808605.0,Moth Protection
360,2021-02-24,808605.0,Moth Protection
361,2021-02-25,808605.0,Moth Protection
362,2021-02-26,808605.0,Moth Protection
363,2021-02-27,808605.0,Moth Protection
364,2021-02-28,808605.0,Moth Protection
365,2021-03-01,808605.0,Moth Protection
366,2021-03-02,808605.0,Moth Protection
367,2021-03-03,808605.0,Moth Protection
368,2021-03-04,808605.0,Moth Protection
369,2021-03-05,853375.0,Moth Protection
370,2021-03-06,853375.0,Moth Protection
371,2021-03-07,853375.0,Moth Protection
372,2021-03-08,853375.0,Moth Protection
373,2021-03-09,853375.0,Moth Protection
374,2021-03-10,853375.0,Moth Protection
375,2021-03-11,853375.0,Moth Protection
376,2021-03-12,853375.0,Moth Protection
377,2021-03-13,853375.0,Moth Protection
378,2021-03-14,853375.0,Moth Protection
379,2021-03-15,853375.0,Moth Protection
380,2021-03-16,853375.0,Moth Protection
381,2021-03-17,903449.0,Moth Protection
382,2021-03-18,903449.0,Moth Protection
383,2021-03-19,903449.0,Moth Protection
384,2021-03-20,903449.0,Moth Protection
385,2021-03-21,915447.0,Moth Protection
386,2021-03-22,915447.0,Moth Protection
387,2021-03-23,915447.0,Moth Protection
388,2021-03-24,941240.0,Moth Protection
389,2021-03-25,941240.0,Moth Protection
390,2021-03-26,921119.0,Moth Protection
391,2021-03-27,921119.0,Moth Protection
392,2021-03-28,921119.0,Moth Protection
393,2021-03-29,921119.0,Moth Protection
394,2021-03-30,921119.0,Moth Protection
395,2021-03-31,921119.0,Moth Protection
396,2021-04-01,921119.0,Moth Protection
397,2021-04-02,921119.0,Moth Protection
398,2021-04-03,914725.0,Moth Protection
399,2021-04-04,903699.0,Moth Protection
400,2021-04-05,902859.0,Moth Protection
401,2021-04-06,902859.0,Moth Protection
402,2021-04-07,902859.0,Moth Protection
403,2021-04-08,902859.0,Moth Protection
404,2021-04-09,902859.0,Moth Protection
405,2021-04-10,902859.0,Moth Protection
406,2021-04-11,902859.0,Moth Protection
407,2021-04-12,902859.0,Moth Protection
408,2021-04-13,902859.0,Moth Protection
409,2021-04-14,902859.0,Moth Protection
410,2021-04-15,902859.0,Moth Protection
411,2021-04-16,902859.0,Moth Protection
412,2021-04-17,902859.0,Moth Protection
413,2021-04-18,902859.0,Moth Protection
414,2021-04-19,902859.0,Moth Protection
415,2021-04-20,902859.0,Moth Protection
416,2021-04-21,902859.0,Moth Protection
417,2021-04-22,902859.0,Moth Protection
418,2021-04-23,902859.0,Moth Protection
419,2021-04-24,902859.0,Moth Protection
420,2021-04-25,902859.0,Moth Protection
421,2021-04-26,902859.0,Moth Protection
422,2021-04-27,902859.0,Moth Protection
423,2021-04-28,902859.0,Moth Protection
424,2021-04-29,902859.0,Moth Protection
425,2021-04-30,947304.0,Moth Protection
426,2021-05-01,947304.0,Moth Protection
427,2021-05-02,947304.0,Moth Protection
428,2021-05-03,947304.0,Moth Protection
429,2021-05-04,947304.0,Moth Protection
430,2021-05-05,947304.0,Moth Protection
431,2021-05-06,947304.0,Moth Protection
432,2021-05-07,947304.0,Moth Protection
433,2021-05-08,958985.0,Moth Protection
434,2021-05-09,958985.0,Moth Protection
435,2021-05-10,958985.0,Moth Protection
436,2021-05-11,958985.0,Moth Protection
437,2021-05-12,28777.0,Moth Protection
438,2021-05-13,28777.0,Moth Protection
439,2021-05-14,28777.0,Moth Protection
440,2021-05-15,28777.0,Moth Protection
441,2021-05-16,34027.0,Moth Protection
442,2021-05-17,34027.0,Moth Protection
443,2021-05-18,34027.0,Moth Protection
444,2021-05-19,26303.0,Moth Protection
445,2021-05-20,26210.0,Moth Protection
446,2021-05-21,26210.0,Moth Protection
447,2021-05-22,26210.0,Moth Protection
448,2021-05-23,17170.0,Moth Protection
449,2021-05-24,17170.0,Moth Protection
450,2021-05-25,17170.0,Moth Protection
451,2021-05-26,23891.0,Moth Protection
452,2021-05-27,23891.0,Moth Protection
453,2021-05-28,23891.0,Moth Protection
454,2021-05-29,22199.0,Moth Protection
455,2021-05-30,15226.0,Moth Protection
456,2021-05-31,15226.0,Moth Protection
457,2021-06-01,15226.0,Moth Protection
458,2021-06-02,15226.0,Moth Protection
459,2021-06-03,18513.0,Moth Protection
460,2021-06-04,18513.0,Moth Protection
461,2021-06-05,18513.0,Moth Protection
462,2021-06-06,18513.0,Moth Protection
463,2021-06-07,17957.0,Moth Protection
464,2021-06-08,17957.0,Moth Protection
465,2021-06-09,19270.0,Moth Protection
466,2021-06-10,19270.0,Moth Protection
467,2021-06-11,19270.0,Moth Protection
468,2021-06-12,12542.0,Moth Protection
469,2021-06-13,16576.0,Moth Protection
470,2021-06-14,16576.0,Moth Protection
471,2021-06-15,16576.0,Moth Protection
472,2021-06-16,19363.0,Moth Protection
473,2021-06-17,18842.0,Moth Protection
474,2021-06-18,18842.0,Moth Protection
475,2021-06-19,18842.0,Moth Protection
476,2021-06-20,18842.0,Moth Protection
477,2021-06-21,18842.0,Moth Protection
478,2021-06-22,15713.0,Moth Protection
479,2021-06-23,15713.0,Moth Protection
480,2021-06-24,15713.0,Moth Protection
481,2021-06-25,15713.0,Moth Protection
482,2021-06-26,16757.0,Moth Protection
483,2021-06-27,16757.0,Moth Protection
484,2021-06-28,16757.0,Moth Protection
485,2021-06-29,16757.0,Moth Protection
486,2021-06-30,20146.0,Moth Protection
487,2021-07-01,20146.0,Moth Protection
488,2021-07-02,18695.0,Moth Protection
489,2021-07-03,18695.0,Moth Protection
490,2021-07-04,16880.0,Moth Protection
491,2021-07-05,16880.0,Moth Protection
492,2021-07-06,16880.0,Moth Protection
493,2021-07-07,16880.0,Moth Protection
494,2021-07-08,15459.0,Moth Protection
495,2021-07-09,15459.0,Moth Protection
496,2021-07-10,19622.0,Moth Protection
