,date,value,name_B08CMJ8X2X
140,2020-12-01,87282.0,Floor Fans
141,2020-12-02,81023.0,Floor Fans
142,2020-12-03,81023.0,Floor Fans
143,2020-12-04,81023.0,Floor Fans
144,2020-12-05,107972.0,Floor Fans
145,2020-12-06,107972.0,Floor Fans
146,2020-12-07,107972.0,Floor Fans
147,2020-12-08,107972.0,Floor Fans
148,2020-12-09,107972.0,Floor Fans
149,2020-12-10,134444.0,Floor Fans
150,2020-12-11,134444.0,Floor Fans
151,2020-12-12,134444.0,Floor Fans
152,2020-12-13,134444.0,Floor Fans
153,2020-12-14,134444.0,Floor Fans
154,2020-12-15,134444.0,Floor Fans
155,2020-12-16,126935.0,Floor Fans
156,2020-12-17,126935.0,Floor Fans
157,2020-12-18,126935.0,Floor Fans
158,2020-12-19,126935.0,Floor Fans
159,2020-12-20,126935.0,Floor Fans
160,2020-12-21,72468.0,Floor Fans
161,2020-12-22,92029.0,Floor Fans
162,2020-12-23,73568.0,Floor Fans
163,2020-12-24,96584.0,Floor Fans
164,2020-12-25,96584.0,Floor Fans
165,2020-12-26,96584.0,Floor Fans
166,2020-12-27,96584.0,Floor Fans
167,2020-12-28,96584.0,Floor Fans
168,2020-12-29,96584.0,Floor Fans
169,2020-12-30,64519.0,Floor Fans
170,2020-12-31,64519.0,Floor Fans
171,2021-01-01,64519.0,Floor Fans
172,2021-01-02,54348.0,Floor Fans
173,2021-01-03,54348.0,Floor Fans
174,2021-01-04,54348.0,Floor Fans
175,2021-01-05,62824.0,Floor Fans
176,2021-01-06,62824.0,Floor Fans
177,2021-01-07,62824.0,Floor Fans
178,2021-01-08,62824.0,Floor Fans
179,2021-01-09,65513.0,Floor Fans
180,2021-01-10,65513.0,Floor Fans
181,2021-01-11,61953.0,Floor Fans
182,2021-01-12,65993.0,Floor Fans
183,2021-01-13,65993.0,Floor Fans
184,2021-01-14,65993.0,Floor Fans
185,2021-01-15,65993.0,Floor Fans
186,2021-01-16,46873.0,Floor Fans
187,2021-01-17,46873.0,Floor Fans
188,2021-01-18,46873.0,Floor Fans
189,2021-01-19,65990.0,Floor Fans
190,2021-01-20,65990.0,Floor Fans
191,2021-01-21,65990.0,Floor Fans
192,2021-01-22,65990.0,Floor Fans
193,2021-01-23,65990.0,Floor Fans
194,2021-01-24,65990.0,Floor Fans
195,2021-01-25,68424.0,Floor Fans
196,2021-01-26,68424.0,Floor Fans
197,2021-01-27,68424.0,Floor Fans
198,2021-01-28,71165.0,Floor Fans
199,2021-01-29,71165.0,Floor Fans
200,2021-01-30,71165.0,Floor Fans
201,2021-01-31,71165.0,Floor Fans
202,2021-02-01,57280.0,Floor Fans
203,2021-02-02,57280.0,Floor Fans
204,2021-02-03,88107.0,Floor Fans
205,2021-02-04,88107.0,Floor Fans
206,2021-02-05,88107.0,Floor Fans
207,2021-02-06,88107.0,Floor Fans
208,2021-02-07,88107.0,Floor Fans
209,2021-02-08,88107.0,Floor Fans
210,2021-02-09,70407.0,Floor Fans
211,2021-02-10,70407.0,Floor Fans
212,2021-02-11,70407.0,Floor Fans
213,2021-02-12,70407.0,Floor Fans
214,2021-02-13,70407.0,Floor Fans
215,2021-02-14,70407.0,Floor Fans
216,2021-02-15,70407.0,Floor Fans
217,2021-02-16,70407.0,Floor Fans
218,2021-02-17,84002.0,Floor Fans
219,2021-02-18,84002.0,Floor Fans
220,2021-02-19,62548.0,Floor Fans
221,2021-02-20,62548.0,Floor Fans
222,2021-02-21,62548.0,Floor Fans
223,2021-02-22,79876.0,Floor Fans
224,2021-02-23,52822.0,Floor Fans
225,2021-02-24,55490.0,Floor Fans
226,2021-02-25,55490.0,Floor Fans
227,2021-02-26,55490.0,Floor Fans
228,2021-02-27,55490.0,Floor Fans
229,2021-02-28,55490.0,Floor Fans
230,2021-03-01,31318.0,Floor Fans
231,2021-03-02,43114.0,Floor Fans
232,2021-03-03,43114.0,Floor Fans
233,2021-03-04,43114.0,Floor Fans
234,2021-03-05,43114.0,Floor Fans
235,2021-03-06,47707.0,Floor Fans
236,2021-03-07,47707.0,Floor Fans
237,2021-03-08,50657.0,Floor Fans
238,2021-03-09,50657.0,Floor Fans
239,2021-03-10,50657.0,Floor Fans
240,2021-03-11,50657.0,Floor Fans
241,2021-03-12,50657.0,Floor Fans
242,2021-03-13,50657.0,Floor Fans
243,2021-03-14,50657.0,Floor Fans
244,2021-03-15,55603.0,Floor Fans
245,2021-03-16,55603.0,Floor Fans
246,2021-03-17,62712.0,Floor Fans
247,2021-03-18,62712.0,Floor Fans
248,2021-03-19,51383.0,Floor Fans
249,2021-03-20,51383.0,Floor Fans
250,2021-03-21,51383.0,Floor Fans
251,2021-03-22,51383.0,Floor Fans
252,2021-03-23,51383.0,Floor Fans
253,2021-03-24,44212.0,Floor Fans
254,2021-03-25,35893.0,Floor Fans
255,2021-03-26,34057.0,Floor Fans
256,2021-03-27,34057.0,Floor Fans
257,2021-03-28,45176.0,Floor Fans
258,2021-03-29,40875.0,Floor Fans
259,2021-03-30,51993.0,Floor Fans
260,2021-03-31,51993.0,Floor Fans
261,2021-04-01,34995.0,Floor Fans
262,2021-04-02,34196.0,Floor Fans
263,2021-04-03,34196.0,Floor Fans
264,2021-04-04,34417.0,Floor Fans
265,2021-04-05,34417.0,Floor Fans
266,2021-04-06,32862.0,Floor Fans
267,2021-04-07,32572.0,Floor Fans
268,2021-04-08,32572.0,Floor Fans
269,2021-04-09,22244.0,Floor Fans
270,2021-04-10,22244.0,Floor Fans
271,2021-04-11,22244.0,Floor Fans
272,2021-04-12,22244.0,Floor Fans
273,2021-04-13,22244.0,Floor Fans
274,2021-04-14,35605.0,Floor Fans
275,2021-04-15,35605.0,Floor Fans
276,2021-04-16,35605.0,Floor Fans
277,2021-04-17,35605.0,Floor Fans
278,2021-04-18,35605.0,Floor Fans
279,2021-04-19,43614.0,Floor Fans
280,2021-04-20,43614.0,Floor Fans
281,2021-04-21,46627.0,Floor Fans
282,2021-04-22,46627.0,Floor Fans
283,2021-04-23,50200.0,Floor Fans
284,2021-04-24,50200.0,Floor Fans
285,2021-04-25,50200.0,Floor Fans
286,2021-04-26,50200.0,Floor Fans
287,2021-04-27,44872.0,Floor Fans
288,2021-04-28,44872.0,Floor Fans
289,2021-04-29,29864.0,Floor Fans
290,2021-04-30,33879.0,Floor Fans
291,2021-05-01,40822.0,Floor Fans
292,2021-05-02,40822.0,Floor Fans
293,2021-05-03,40822.0,Floor Fans
294,2021-05-04,37095.0,Floor Fans
295,2021-05-05,37095.0,Floor Fans
296,2021-05-06,37095.0,Floor Fans
297,2021-05-07,37095.0,Floor Fans
298,2021-05-08,37095.0,Floor Fans
299,2021-05-09,46493.0,Floor Fans
300,2021-05-10,46493.0,Floor Fans
301,2021-05-11,46819.0,Floor Fans
302,2021-05-12,48910.0,Floor Fans
303,2021-05-13,48910.0,Floor Fans
304,2021-05-14,51798.0,Floor Fans
305,2021-05-15,51798.0,Floor Fans
306,2021-05-16,39654.0,Floor Fans
307,2021-05-17,51047.0,Floor Fans
308,2021-05-18,51047.0,Floor Fans
309,2021-05-19,51047.0,Floor Fans
310,2021-05-20,41414.0,Floor Fans
311,2021-05-21,43128.0,Floor Fans
312,2021-05-22,43128.0,Floor Fans
313,2021-05-23,22936.0,Floor Fans
314,2021-05-24,22936.0,Floor Fans
315,2021-05-25,30485.0,Floor Fans
316,2021-05-26,39128.0,Floor Fans
317,2021-05-27,39128.0,Floor Fans
318,2021-05-28,27263.0,Floor Fans
319,2021-05-29,33251.0,Floor Fans
320,2021-05-30,33251.0,Floor Fans
321,2021-05-31,65174.0,Floor Fans
322,2021-06-01,67829.0,Floor Fans
323,2021-06-02,67829.0,Floor Fans
324,2021-06-03,67829.0,Floor Fans
325,2021-06-04,32443.0,Floor Fans
326,2021-06-05,38132.0,Floor Fans
327,2021-06-06,38132.0,Floor Fans
328,2021-06-07,38132.0,Floor Fans
329,2021-06-08,25301.0,Floor Fans
330,2021-06-09,25301.0,Floor Fans
331,2021-06-10,36674.0,Floor Fans
332,2021-06-11,36674.0,Floor Fans
333,2021-06-12,36674.0,Floor Fans
334,2021-06-13,36674.0,Floor Fans
335,2021-06-14,36674.0,Floor Fans
336,2021-06-15,36674.0,Floor Fans
337,2021-06-16,24475.0,Floor Fans
338,2021-06-17,24475.0,Floor Fans
339,2021-06-18,24475.0,Floor Fans
340,2021-06-19,24475.0,Floor Fans
341,2021-06-20,24475.0,Floor Fans
342,2021-06-21,20707.0,Floor Fans
343,2021-06-22,20707.0,Floor Fans
344,2021-06-23,20707.0,Floor Fans
345,2021-06-24,20707.0,Floor Fans
346,2021-06-25,40474.0,Floor Fans
347,2021-06-26,40474.0,Floor Fans
348,2021-06-27,40474.0,Floor Fans
349,2021-06-28,25732.0,Floor Fans
350,2021-06-29,25732.0,Floor Fans
351,2021-06-30,22725.0,Floor Fans
352,2021-07-01,19682.0,Floor Fans
353,2021-07-02,19682.0,Floor Fans
354,2021-07-03,22877.0,Floor Fans
355,2021-07-04,22877.0,Floor Fans
356,2021-07-05,22877.0,Floor Fans
357,2021-07-06,22877.0,Floor Fans
358,2021-07-07,25994.0,Floor Fans
359,2021-07-08,25773.0,Floor Fans
360,2021-07-09,25773.0,Floor Fans
361,2021-07-10,25773.0,Floor Fans
362,2021-07-11,24736.0,Floor Fans
