,date,value,name_B07X5KS4GX
104,2019-12-18,26085.0,Panels
105,2019-12-19,26085.0,Panels
106,2019-12-20,26085.0,Panels
107,2019-12-21,26085.0,Panels
108,2019-12-22,27769.0,Panels
109,2019-12-23,27769.0,Panels
110,2019-12-24,27769.0,Panels
111,2019-12-25,27769.0,Panels
112,2019-12-26,24763.0,Panels
113,2019-12-27,24763.0,Panels
114,2019-12-28,12540.0,Panels
115,2019-12-29,12540.0,Panels
116,2019-12-30,12540.0,Panels
117,2019-12-31,7762.0,Panels
118,2020-01-01,7762.0,Panels
119,2020-01-02,7762.0,Panels
120,2020-01-03,7762.0,Panels
121,2020-01-04,7762.0,Panels
122,2020-01-05,7762.0,Panels
123,2020-01-06,7198.0,Panels
124,2020-01-07,7198.0,Panels
125,2020-01-08,7198.0,Panels
126,2020-01-09,9451.0,Panels
127,2020-01-10,9451.0,Panels
128,2020-01-11,9451.0,Panels
129,2020-01-12,9451.0,Panels
130,2020-01-13,6385.0,Panels
131,2020-01-14,7435.0,Panels
132,2020-01-15,7435.0,Panels
133,2020-01-16,7435.0,Panels
134,2020-01-17,7435.0,Panels
135,2020-01-18,7885.0,Panels
136,2020-01-19,8282.0,Panels
137,2020-01-20,8282.0,Panels
138,2020-01-21,8282.0,Panels
139,2020-01-22,8282.0,Panels
140,2020-01-23,8282.0,Panels
141,2020-01-24,8282.0,Panels
142,2020-01-25,8504.0,Panels
143,2020-01-26,8504.0,Panels
144,2020-01-27,8504.0,Panels
145,2020-01-28,8504.0,Panels
146,2020-01-29,8504.0,Panels
147,2020-01-30,7511.0,Panels
148,2020-01-31,7511.0,Panels
149,2020-02-01,7511.0,Panels
150,2020-02-02,7865.0,Panels
151,2020-02-03,7865.0,Panels
152,2020-02-04,7721.0,Panels
153,2020-02-05,7721.0,Panels
154,2020-02-06,7721.0,Panels
155,2020-02-07,7721.0,Panels
156,2020-02-08,9781.0,Panels
157,2020-02-09,9781.0,Panels
158,2020-02-10,9781.0,Panels
159,2020-02-11,9781.0,Panels
160,2020-02-12,9781.0,Panels
161,2020-02-13,9781.0,Panels
162,2020-02-14,9781.0,Panels
163,2020-02-15,7421.0,Panels
164,2020-02-16,7421.0,Panels
165,2020-02-17,7535.0,Panels
166,2020-02-18,7535.0,Panels
167,2020-02-19,7535.0,Panels
168,2020-02-20,7535.0,Panels
169,2020-02-21,7535.0,Panels
170,2020-02-22,7535.0,Panels
171,2020-02-23,7535.0,Panels
172,2020-02-24,8177.0,Panels
173,2020-02-25,8177.0,Panels
174,2020-02-26,6074.0,Panels
175,2020-02-27,6074.0,Panels
176,2020-02-28,6074.0,Panels
177,2020-02-29,7634.0,Panels
178,2020-03-01,7634.0,Panels
179,2020-03-02,7634.0,Panels
180,2020-03-03,7424.0,Panels
181,2020-03-04,7424.0,Panels
182,2020-03-05,7424.0,Panels
183,2020-03-06,6567.0,Panels
184,2020-03-07,6567.0,Panels
185,2020-03-08,6567.0,Panels
186,2020-03-09,4922.0,Panels
187,2020-03-10,5745.0,Panels
188,2020-03-11,7829.0,Panels
189,2020-03-12,7829.0,Panels
190,2020-03-13,7829.0,Panels
191,2020-03-14,7829.0,Panels
192,2020-03-15,7829.0,Panels
193,2020-03-16,7829.0,Panels
194,2020-03-17,9008.0,Panels
195,2020-03-18,7990.0,Panels
196,2020-03-19,8640.0,Panels
197,2020-03-20,7387.0,Panels
198,2020-03-21,7387.0,Panels
199,2020-03-22,6320.0,Panels
200,2020-03-23,6320.0,Panels
201,2020-03-24,6191.0,Panels
202,2020-03-25,6191.0,Panels
203,2020-03-26,4810.0,Panels
204,2020-03-27,4855.0,Panels
205,2020-03-28,4961.0,Panels
206,2020-03-29,5522.0,Panels
207,2020-03-30,6294.0,Panels
208,2020-03-31,4753.0,Panels
209,2020-04-01,5007.0,Panels
210,2020-04-02,5175.0,Panels
211,2020-04-03,5175.0,Panels
212,2020-04-04,4866.0,Panels
213,2020-04-05,4030.0,Panels
214,2020-04-06,4315.0,Panels
215,2020-04-07,4315.0,Panels
216,2020-04-08,4414.0,Panels
217,2020-04-09,4414.0,Panels
218,2020-04-10,3992.0,Panels
219,2020-04-11,3992.0,Panels
220,2020-04-12,3992.0,Panels
221,2020-04-13,6255.0,Panels
222,2020-04-14,6255.0,Panels
223,2020-04-15,6255.0,Panels
224,2020-04-16,5358.0,Panels
225,2020-04-17,5358.0,Panels
226,2020-04-18,5358.0,Panels
227,2020-04-19,7748.0,Panels
228,2020-04-20,7748.0,Panels
229,2020-04-21,7748.0,Panels
230,2020-04-22,12102.0,Panels
231,2020-04-23,12102.0,Panels
232,2020-04-24,12102.0,Panels
233,2020-04-25,14603.0,Panels
234,2020-04-26,14603.0,Panels
235,2020-04-27,23965.0,Panels
236,2020-04-28,23965.0,Panels
237,2020-04-29,18196.0,Panels
238,2020-04-30,18196.0,Panels
239,2020-05-01,18196.0,Panels
240,2020-05-02,26895.0,Panels
241,2020-05-03,26895.0,Panels
242,2020-05-04,26895.0,Panels
243,2020-05-05,26895.0,Panels
244,2020-05-06,26895.0,Panels
245,2020-05-07,36460.0,Panels
246,2020-05-08,36460.0,Panels
247,2020-05-09,39949.0,Panels
248,2020-05-10,39949.0,Panels
249,2020-05-11,39949.0,Panels
250,2020-05-12,34798.0,Panels
251,2020-05-13,34798.0,Panels
252,2020-05-14,34798.0,Panels
253,2020-05-15,34798.0,Panels
254,2020-05-16,13491.0,Panels
255,2020-05-17,13491.0,Panels
256,2020-05-18,10083.0,Panels
257,2020-05-19,10083.0,Panels
258,2020-05-20,10083.0,Panels
259,2020-05-21,9433.0,Panels
260,2020-05-22,9433.0,Panels
261,2020-05-23,9433.0,Panels
262,2020-05-24,5850.0,Panels
263,2020-05-25,5850.0,Panels
264,2020-05-26,4315.0,Panels
265,2020-05-27,4616.0,Panels
266,2020-05-28,5257.0,Panels
267,2020-05-29,5257.0,Panels
268,2020-05-30,5257.0,Panels
269,2020-05-31,5257.0,Panels
270,2020-06-01,4418.0,Panels
271,2020-06-02,4418.0,Panels
272,2020-06-03,4418.0,Panels
273,2020-06-04,5650.0,Panels
274,2020-06-05,5595.0,Panels
275,2020-06-06,5595.0,Panels
276,2020-06-07,5595.0,Panels
277,2020-06-08,5116.0,Panels
278,2020-06-09,5116.0,Panels
279,2020-06-10,5116.0,Panels
280,2020-06-11,5469.0,Panels
281,2020-06-12,7088.0,Panels
282,2020-06-13,6072.0,Panels
283,2020-06-14,6072.0,Panels
284,2020-06-15,8507.0,Panels
285,2020-06-16,8507.0,Panels
286,2020-06-17,11327.0,Panels
287,2020-06-18,11327.0,Panels
288,2020-06-19,11327.0,Panels
289,2020-06-20,11327.0,Panels
290,2020-06-21,11327.0,Panels
291,2020-06-22,9059.0,Panels
292,2020-06-23,9059.0,Panels
293,2020-06-24,9059.0,Panels
294,2020-06-25,7070.0,Panels
295,2020-06-26,7070.0,Panels
296,2020-06-27,7070.0,Panels
297,2020-06-28,6085.0,Panels
298,2020-06-29,6085.0,Panels
299,2020-06-30,5761.0,Panels
300,2020-07-01,5190.0,Panels
301,2020-07-02,3837.0,Panels
302,2020-07-03,4437.0,Panels
303,2020-07-04,4437.0,Panels
304,2020-07-05,4437.0,Panels
305,2020-07-06,5287.0,Panels
306,2020-07-07,5287.0,Panels
307,2020-07-08,4969.0,Panels
308,2020-07-09,4969.0,Panels
309,2020-07-10,4969.0,Panels
310,2020-07-11,5367.0,Panels
311,2020-07-12,6202.0,Panels
312,2020-07-13,6202.0,Panels
313,2020-07-14,6739.0,Panels
314,2020-07-15,6739.0,Panels
315,2020-07-16,11723.0,Panels
316,2020-07-17,11366.0,Panels
317,2020-07-18,10289.0,Panels
318,2020-07-19,10289.0,Panels
319,2020-07-20,10289.0,Panels
320,2020-07-21,16707.0,Panels
321,2020-07-22,16449.0,Panels
322,2020-07-23,12544.0,Panels
323,2020-07-24,12544.0,Panels
324,2020-07-25,11377.0,Panels
325,2020-07-26,9199.0,Panels
326,2020-07-27,9199.0,Panels
327,2020-07-28,10115.0,Panels
328,2020-07-29,10115.0,Panels
329,2020-07-30,10115.0,Panels
330,2020-07-31,11637.0,Panels
331,2020-08-01,11637.0,Panels
332,2020-08-02,11637.0,Panels
333,2020-08-03,6215.0,Panels
334,2020-08-04,5994.0,Panels
335,2020-08-05,5994.0,Panels
336,2020-08-06,4303.0,Panels
337,2020-08-07,4395.0,Panels
338,2020-08-08,4395.0,Panels
339,2020-08-09,3904.0,Panels
340,2020-08-10,3708.0,Panels
341,2020-08-11,3708.0,Panels
342,2020-08-12,4542.0,Panels
343,2020-08-13,4487.0,Panels
344,2020-08-14,3995.0,Panels
345,2020-08-15,4510.0,Panels
346,2020-08-16,4510.0,Panels
347,2020-08-17,4714.0,Panels
348,2020-08-18,5254.0,Panels
349,2020-08-19,5350.0,Panels
350,2020-08-20,5439.0,Panels
351,2020-08-21,5470.0,Panels
352,2020-08-22,3863.0,Panels
353,2020-08-23,3863.0,Panels
354,2020-08-24,3863.0,Panels
355,2020-08-25,7011.0,Panels
356,2020-08-26,7011.0,Panels
357,2020-08-27,5987.0,Panels
358,2020-08-28,5987.0,Panels
359,2020-08-29,4383.0,Panels
360,2020-08-30,4473.0,Panels
361,2020-08-31,4312.0,Panels
362,2020-09-01,4946.0,Panels
363,2020-09-02,4946.0,Panels
364,2020-09-03,4946.0,Panels
365,2020-09-04,5291.0,Panels
366,2020-09-05,5291.0,Panels
367,2020-09-06,4605.0,Panels
368,2020-09-07,4605.0,Panels
369,2020-09-08,4040.0,Panels
370,2020-09-09,3708.0,Panels
371,2020-09-10,3708.0,Panels
372,2020-09-11,3869.0,Panels
373,2020-09-12,3869.0,Panels
374,2020-09-13,3869.0,Panels
375,2020-09-14,6391.0,Panels
376,2020-09-15,6391.0,Panels
377,2020-09-16,6904.0,Panels
378,2020-09-17,8645.0,Panels
379,2020-09-18,8645.0,Panels
380,2020-09-19,8683.0,Panels
381,2020-09-20,7538.0,Panels
382,2020-09-21,7538.0,Panels
383,2020-09-22,6807.0,Panels
384,2020-09-23,6112.0,Panels
385,2020-09-24,6609.0,Panels
386,2020-09-25,6609.0,Panels
387,2020-09-26,5257.0,Panels
388,2020-09-27,5257.0,Panels
389,2020-09-28,4993.0,Panels
390,2020-09-29,4993.0,Panels
391,2020-09-30,4993.0,Panels
392,2020-10-01,5061.0,Panels
393,2020-10-02,5061.0,Panels
394,2020-10-03,5701.0,Panels
395,2020-10-04,5749.0,Panels
396,2020-10-05,4111.0,Panels
397,2020-10-06,4562.0,Panels
398,2020-10-07,4562.0,Panels
399,2020-10-08,4562.0,Panels
400,2020-10-09,5036.0,Panels
401,2020-10-10,5036.0,Panels
402,2020-10-11,4513.0,Panels
403,2020-10-12,4513.0,Panels
404,2020-10-13,4513.0,Panels
405,2020-10-14,5756.0,Panels
406,2020-10-15,6943.0,Panels
407,2020-10-16,8330.0,Panels
408,2020-10-17,8587.0,Panels
409,2020-10-18,8587.0,Panels
410,2020-10-19,8587.0,Panels
411,2020-10-20,7421.0,Panels
412,2020-10-21,7421.0,Panels
413,2020-10-22,14613.0,Panels
414,2020-10-23,14613.0,Panels
415,2020-10-24,14613.0,Panels
416,2020-10-25,9403.0,Panels
417,2020-10-26,9403.0,Panels
418,2020-10-27,9403.0,Panels
419,2020-10-28,6694.0,Panels
420,2020-10-29,6694.0,Panels
421,2020-10-30,5613.0,Panels
422,2020-10-31,5613.0,Panels
423,2020-11-01,5613.0,Panels
424,2020-11-02,4068.0,Panels
425,2020-11-03,5796.0,Panels
426,2020-11-04,4333.0,Panels
