,date,value,name_B07MGD726R
129,2019-05-30,5130.0,Feeders
130,2019-05-31,5130.0,Feeders
131,2019-06-01,5130.0,Feeders
132,2019-06-02,5130.0,Feeders
133,2019-06-03,5130.0,Feeders
134,2019-06-04,5130.0,Feeders
135,2019-06-05,5130.0,Feeders
136,2019-06-06,5130.0,Feeders
137,2019-06-07,5130.0,Feeders
138,2019-06-08,5130.0,Feeders
139,2019-06-09,5130.0,Feeders
140,2019-06-10,5130.0,Feeders
141,2019-06-11,5130.0,Feeders
142,2019-06-12,5130.0,Feeders
143,2019-06-13,5130.0,Feeders
144,2019-06-14,5130.0,Feeders
145,2019-06-15,5130.0,Feeders
146,2019-06-16,5130.0,Feeders
147,2019-06-17,5130.0,Feeders
148,2019-06-18,5130.0,Feeders
149,2019-06-19,5130.0,Feeders
150,2019-06-20,5130.0,Feeders
151,2019-06-21,1207060.0,Feeders
152,2019-06-22,1207060.0,Feeders
153,2019-06-23,1237547.0,Feeders
154,2019-06-24,1247783.0,Feeders
155,2019-06-25,1247783.0,Feeders
156,2019-06-26,1282971.0,Feeders
157,2019-06-27,1282971.0,Feeders
158,2019-06-28,1282971.0,Feeders
159,2019-06-29,1312442.0,Feeders
160,2019-06-30,1312442.0,Feeders
161,2019-07-01,1335227.0,Feeders
162,2019-07-02,1335227.0,Feeders
163,2019-07-03,1335227.0,Feeders
164,2019-07-04,1359876.0,Feeders
165,2019-07-05,1359876.0,Feeders
166,2019-07-06,1359876.0,Feeders
167,2019-07-07,1375591.0,Feeders
168,2019-07-08,1375591.0,Feeders
169,2019-07-09,1390985.0,Feeders
170,2019-07-10,1390985.0,Feeders
171,2019-07-11,1404353.0,Feeders
172,2019-07-12,1404353.0,Feeders
173,2019-07-13,1411212.0,Feeders
174,2019-07-14,1411212.0,Feeders
175,2019-07-15,1420224.0,Feeders
176,2019-07-16,1420224.0,Feeders
177,2019-07-17,1420224.0,Feeders
178,2019-07-18,1441630.0,Feeders
179,2019-07-19,1441630.0,Feeders
180,2019-07-20,1446795.0,Feeders
181,2019-07-21,1446795.0,Feeders
182,2019-07-22,1446795.0,Feeders
183,2019-07-23,1455500.0,Feeders
184,2019-07-24,1455500.0,Feeders
185,2019-07-25,1461829.0,Feeders
186,2019-07-26,1461829.0,Feeders
187,2019-07-27,1466513.0,Feeders
188,2019-07-28,1466513.0,Feeders
189,2019-07-29,1466513.0,Feeders
190,2019-07-30,1473133.0,Feeders
191,2019-07-31,1473133.0,Feeders
192,2019-08-01,1478957.0,Feeders
193,2019-08-02,1478957.0,Feeders
194,2019-08-03,1478957.0,Feeders
195,2019-08-04,1484736.0,Feeders
196,2019-08-05,1484736.0,Feeders
197,2019-08-06,1490816.0,Feeders
198,2019-08-07,1490816.0,Feeders
199,2019-08-08,1490816.0,Feeders
200,2019-08-09,1497636.0,Feeders
201,2019-08-10,1497636.0,Feeders
202,2019-08-11,1497636.0,Feeders
203,2019-08-12,1501499.0,Feeders
204,2019-08-13,1501499.0,Feeders
205,2019-08-14,1501499.0,Feeders
206,2019-08-15,386333.0,Feeders
207,2019-08-16,386333.0,Feeders
208,2019-08-17,386333.0,Feeders
209,2019-08-18,579916.0,Feeders
210,2019-08-19,579916.0,Feeders
211,2019-08-20,579916.0,Feeders
212,2019-08-21,771138.0,Feeders
213,2019-08-22,808238.0,Feeders
214,2019-08-23,808238.0,Feeders
215,2019-08-24,808238.0,Feeders
216,2019-08-25,888549.0,Feeders
217,2019-08-26,888549.0,Feeders
218,2019-08-27,888549.0,Feeders
219,2019-08-28,958017.0,Feeders
220,2019-08-29,958017.0,Feeders
221,2019-08-30,1016069.0,Feeders
222,2019-08-31,1016069.0,Feeders
223,2019-09-01,1016069.0,Feeders
224,2019-09-02,1067661.0,Feeders
225,2019-09-03,1067661.0,Feeders
226,2019-09-04,1115609.0,Feeders
227,2019-09-05,1115609.0,Feeders
228,2019-09-06,1146504.0,Feeders
229,2019-09-07,1146504.0,Feeders
230,2019-09-08,1146504.0,Feeders
231,2019-09-09,1213367.0,Feeders
232,2019-09-10,1213367.0,Feeders
233,2019-09-11,1251648.0,Feeders
234,2019-09-12,1251648.0,Feeders
235,2019-09-13,1283071.0,Feeders
236,2019-09-14,1283071.0,Feeders
237,2019-09-15,207776.0,Feeders
238,2019-09-16,207776.0,Feeders
239,2019-09-17,406666.0,Feeders
240,2019-09-18,406666.0,Feeders
241,2019-09-19,566563.0,Feeders
242,2019-09-20,566563.0,Feeders
243,2019-09-21,566563.0,Feeders
244,2019-09-22,184199.0,Feeders
245,2019-09-23,184199.0,Feeders
246,2019-09-24,357201.0,Feeders
247,2019-09-25,357201.0,Feeders
248,2019-09-26,357201.0,Feeders
249,2019-09-27,357201.0,Feeders
250,2019-09-28,653287.0,Feeders
251,2019-09-29,653287.0,Feeders
252,2019-09-30,653287.0,Feeders
253,2019-10-01,728352.0,Feeders
254,2019-10-02,728352.0,Feeders
255,2019-10-03,797837.0,Feeders
256,2019-10-04,797837.0,Feeders
257,2019-10-05,797837.0,Feeders
258,2019-10-06,797837.0,Feeders
259,2019-10-07,879601.0,Feeders
260,2019-10-08,879601.0,Feeders
261,2019-10-09,879601.0,Feeders
262,2019-10-10,879601.0,Feeders
263,2019-10-11,879601.0,Feeders
264,2019-10-12,879601.0,Feeders
265,2019-10-13,879601.0,Feeders
266,2019-10-14,879601.0,Feeders
267,2019-10-15,879601.0,Feeders
268,2019-10-16,879601.0,Feeders
269,2019-10-17,879601.0,Feeders
270,2019-10-18,879601.0,Feeders
271,2019-10-19,879601.0,Feeders
272,2019-10-20,879601.0,Feeders
273,2019-10-21,879601.0,Feeders
274,2019-10-22,879601.0,Feeders
275,2019-10-23,879601.0,Feeders
276,2019-10-24,879601.0,Feeders
277,2019-10-25,879601.0,Feeders
278,2019-10-26,879601.0,Feeders
279,2019-10-27,879601.0,Feeders
280,2019-10-28,879601.0,Feeders
281,2019-10-29,879601.0,Feeders
282,2019-10-30,879601.0,Feeders
283,2019-10-31,879601.0,Feeders
284,2019-11-01,879601.0,Feeders
285,2019-11-02,879601.0,Feeders
286,2019-11-03,879601.0,Feeders
287,2019-11-04,879601.0,Feeders
288,2019-11-05,879601.0,Feeders
289,2019-11-06,879601.0,Feeders
290,2019-11-07,879601.0,Feeders
291,2019-11-08,879601.0,Feeders
292,2019-11-09,879601.0,Feeders
293,2019-11-10,879601.0,Feeders
294,2019-11-11,879601.0,Feeders
295,2019-11-12,879601.0,Feeders
296,2019-11-13,879601.0,Feeders
297,2019-11-14,879601.0,Feeders
298,2019-11-15,879601.0,Feeders
299,2019-11-16,879601.0,Feeders
300,2019-11-17,879601.0,Feeders
301,2019-11-18,879601.0,Feeders
302,2019-11-19,879601.0,Feeders
303,2019-11-20,879601.0,Feeders
304,2019-11-21,879601.0,Feeders
305,2019-11-22,879601.0,Feeders
306,2019-11-23,879601.0,Feeders
307,2019-11-24,879601.0,Feeders
308,2019-11-25,1431011.0,Feeders
309,2019-11-26,1431011.0,Feeders
310,2019-11-27,1437030.0,Feeders
311,2019-11-28,1437030.0,Feeders
312,2019-11-29,1437030.0,Feeders
313,2019-11-30,1437030.0,Feeders
314,2019-12-01,1437030.0,Feeders
315,2019-12-02,1437030.0,Feeders
316,2019-12-03,1437030.0,Feeders
317,2019-12-04,1437030.0,Feeders
318,2019-12-05,1437030.0,Feeders
319,2019-12-06,1437030.0,Feeders
320,2019-12-07,1437030.0,Feeders
321,2019-12-08,1437030.0,Feeders
322,2019-12-09,1437030.0,Feeders
323,2019-12-10,1437030.0,Feeders
324,2019-12-11,1437030.0,Feeders
325,2019-12-12,1437030.0,Feeders
326,2019-12-13,1437030.0,Feeders
327,2019-12-14,1437030.0,Feeders
328,2019-12-15,1437030.0,Feeders
329,2019-12-16,1437030.0,Feeders
330,2019-12-17,1437030.0,Feeders
331,2019-12-18,1437030.0,Feeders
332,2019-12-19,1437030.0,Feeders
333,2019-12-20,1475844.0,Feeders
334,2019-12-21,1475844.0,Feeders
335,2019-12-22,1475844.0,Feeders
336,2019-12-23,1475844.0,Feeders
337,2019-12-24,1475844.0,Feeders
338,2019-12-25,1475844.0,Feeders
339,2019-12-26,1475844.0,Feeders
340,2019-12-27,1475844.0,Feeders
341,2019-12-28,1475844.0,Feeders
342,2019-12-29,1475844.0,Feeders
343,2019-12-30,1475844.0,Feeders
344,2019-12-31,1475844.0,Feeders
345,2020-01-01,1475844.0,Feeders
346,2020-01-02,1470583.0,Feeders
347,2020-01-03,1470583.0,Feeders
348,2020-01-04,1470583.0,Feeders
349,2020-01-05,1470583.0,Feeders
350,2020-01-06,431314.0,Feeders
351,2020-01-07,431314.0,Feeders
352,2020-01-08,431314.0,Feeders
353,2020-01-09,431314.0,Feeders
354,2020-01-10,431314.0,Feeders
355,2020-01-11,431314.0,Feeders
356,2020-01-12,431314.0,Feeders
357,2020-01-13,431314.0,Feeders
358,2020-01-14,431314.0,Feeders
359,2020-01-15,431314.0,Feeders
360,2020-01-16,431314.0,Feeders
361,2020-01-17,946182.0,Feeders
362,2020-01-18,946182.0,Feeders
363,2020-01-19,946182.0,Feeders
364,2020-01-20,946182.0,Feeders
365,2020-01-21,946182.0,Feeders
366,2020-01-22,946182.0,Feeders
367,2020-01-23,946182.0,Feeders
368,2020-01-24,946182.0,Feeders
369,2020-01-25,946182.0,Feeders
370,2020-01-26,946182.0,Feeders
371,2020-01-27,946182.0,Feeders
372,2020-01-28,1180883.0,Feeders
373,2020-01-29,1180883.0,Feeders
374,2020-01-30,1180883.0,Feeders
375,2020-01-31,1180883.0,Feeders
376,2020-02-01,1180883.0,Feeders
377,2020-02-02,1180883.0,Feeders
378,2020-02-03,1180883.0,Feeders
379,2020-02-04,1180883.0,Feeders
380,2020-02-05,1180883.0,Feeders
381,2020-02-06,1180883.0,Feeders
382,2020-02-07,1180883.0,Feeders
383,2020-02-08,1180883.0,Feeders
384,2020-02-09,1180883.0,Feeders
385,2020-02-10,1349168.0,Feeders
386,2020-02-11,1349168.0,Feeders
387,2020-02-12,1349168.0,Feeders
388,2020-02-13,1349168.0,Feeders
389,2020-02-14,1349168.0,Feeders
390,2020-02-15,1349168.0,Feeders
391,2020-02-16,1349168.0,Feeders
392,2020-02-17,1349168.0,Feeders
393,2020-02-18,1349168.0,Feeders
394,2020-02-19,1349168.0,Feeders
395,2020-02-20,1349168.0,Feeders
396,2020-02-21,634758.0,Feeders
397,2020-02-22,634758.0,Feeders
398,2020-02-23,634758.0,Feeders
399,2020-02-24,634758.0,Feeders
400,2020-02-25,634758.0,Feeders
401,2020-02-26,210853.0,Feeders
402,2020-02-27,210853.0,Feeders
403,2020-02-28,210853.0,Feeders
404,2020-02-29,210853.0,Feeders
405,2020-03-01,210853.0,Feeders
406,2020-03-02,210853.0,Feeders
407,2020-03-03,210853.0,Feeders
408,2020-03-04,210853.0,Feeders
409,2020-03-05,210853.0,Feeders
410,2020-03-06,210853.0,Feeders
411,2020-03-07,210853.0,Feeders
412,2020-03-08,210853.0,Feeders
413,2020-03-09,210853.0,Feeders
414,2020-03-10,210853.0,Feeders
415,2020-03-11,210853.0,Feeders
416,2020-03-12,210853.0,Feeders
417,2020-03-13,210853.0,Feeders
418,2020-03-14,210853.0,Feeders
419,2020-03-15,210853.0,Feeders
420,2020-03-16,210853.0,Feeders
421,2020-03-17,210853.0,Feeders
422,2020-03-18,210853.0,Feeders
423,2020-03-19,210853.0,Feeders
424,2020-03-20,210853.0,Feeders
425,2020-03-21,210853.0,Feeders
426,2020-03-22,210853.0,Feeders
427,2020-03-23,210853.0,Feeders
428,2020-03-24,210853.0,Feeders
429,2020-03-25,210853.0,Feeders
430,2020-03-26,210853.0,Feeders
431,2020-03-27,210853.0,Feeders
432,2020-03-28,210853.0,Feeders
433,2020-03-29,210853.0,Feeders
434,2020-03-30,210853.0,Feeders
435,2020-03-31,210853.0,Feeders
436,2020-04-01,210853.0,Feeders
437,2020-04-02,210853.0,Feeders
438,2020-04-03,210853.0,Feeders
439,2020-04-04,210853.0,Feeders
440,2020-04-05,210853.0,Feeders
441,2020-04-06,210853.0,Feeders
442,2020-04-07,210853.0,Feeders
443,2020-04-08,-1.0,Feeders
