,date,value,name_B07NLRTYYD
90,2020-08-23,2564.0,Tunnels
91,2020-08-24,2311.0,Tunnels
92,2020-08-25,2311.0,Tunnels
93,2020-08-26,2311.0,Tunnels
94,2020-08-27,2590.0,Tunnels
95,2020-08-28,2771.0,Tunnels
96,2020-08-29,2811.0,Tunnels
97,2020-08-30,3041.0,Tunnels
98,2020-08-31,3041.0,Tunnels
99,2020-09-01,2814.0,Tunnels
100,2020-09-02,2814.0,Tunnels
101,2020-09-03,2814.0,Tunnels
102,2020-09-04,2814.0,Tunnels
103,2020-09-05,2814.0,Tunnels
104,2020-09-06,4206.0,Tunnels
105,2020-09-07,5062.0,Tunnels
106,2020-09-08,5062.0,Tunnels
107,2020-09-09,5062.0,Tunnels
108,2020-09-10,5062.0,Tunnels
109,2020-09-11,6652.0,Tunnels
110,2020-09-12,6652.0,Tunnels
111,2020-09-13,6652.0,Tunnels
112,2020-09-14,6652.0,Tunnels
113,2020-09-15,6652.0,Tunnels
114,2020-09-16,6652.0,Tunnels
115,2020-09-17,6994.0,Tunnels
116,2020-09-18,8479.0,Tunnels
117,2020-09-19,8479.0,Tunnels
118,2020-09-20,8479.0,Tunnels
119,2020-09-21,8479.0,Tunnels
120,2020-09-22,8479.0,Tunnels
121,2020-09-23,14066.0,Tunnels
122,2020-09-24,15988.0,Tunnels
123,2020-09-25,15988.0,Tunnels
124,2020-09-26,20623.0,Tunnels
125,2020-09-27,23686.0,Tunnels
126,2020-09-28,25927.0,Tunnels
127,2020-09-29,25927.0,Tunnels
128,2020-09-30,28355.0,Tunnels
129,2020-10-01,30564.0,Tunnels
130,2020-10-02,30564.0,Tunnels
131,2020-10-03,30564.0,Tunnels
132,2020-10-04,30564.0,Tunnels
133,2020-10-05,30564.0,Tunnels
134,2020-10-06,30564.0,Tunnels
135,2020-10-07,14655.0,Tunnels
136,2020-10-08,8290.0,Tunnels
137,2020-10-09,8290.0,Tunnels
138,2020-10-10,5590.0,Tunnels
139,2020-10-11,5590.0,Tunnels
140,2020-10-12,5156.0,Tunnels
141,2020-10-13,5156.0,Tunnels
142,2020-10-14,4312.0,Tunnels
143,2020-10-15,4496.0,Tunnels
144,2020-10-16,4709.0,Tunnels
145,2020-10-17,4709.0,Tunnels
146,2020-10-18,4709.0,Tunnels
147,2020-10-19,5025.0,Tunnels
148,2020-10-20,5025.0,Tunnels
149,2020-10-21,4315.0,Tunnels
150,2020-10-22,4022.0,Tunnels
151,2020-10-23,4311.0,Tunnels
152,2020-10-24,4311.0,Tunnels
153,2020-10-25,3873.0,Tunnels
154,2020-10-26,3873.0,Tunnels
155,2020-10-27,3873.0,Tunnels
156,2020-10-28,3873.0,Tunnels
157,2020-10-29,3835.0,Tunnels
158,2020-10-30,3835.0,Tunnels
159,2020-10-31,3275.0,Tunnels
160,2020-11-01,3275.0,Tunnels
161,2020-11-02,3275.0,Tunnels
162,2020-11-03,2859.0,Tunnels
163,2020-11-04,3361.0,Tunnels
164,2020-11-05,3548.0,Tunnels
165,2020-11-06,3548.0,Tunnels
166,2020-11-07,3155.0,Tunnels
167,2020-11-08,3155.0,Tunnels
168,2020-11-09,4038.0,Tunnels
169,2020-11-10,4339.0,Tunnels
170,2020-11-11,3607.0,Tunnels
171,2020-11-12,3607.0,Tunnels
172,2020-11-13,3607.0,Tunnels
173,2020-11-14,3607.0,Tunnels
174,2020-11-15,3667.0,Tunnels
175,2020-11-16,3829.0,Tunnels
176,2020-11-17,4590.0,Tunnels
177,2020-11-18,4173.0,Tunnels
178,2020-11-19,4173.0,Tunnels
179,2020-11-20,4226.0,Tunnels
180,2020-11-21,4226.0,Tunnels
181,2020-11-22,4464.0,Tunnels
182,2020-11-23,4024.0,Tunnels
183,2020-11-24,4300.0,Tunnels
184,2020-11-25,4649.0,Tunnels
185,2020-11-26,4649.0,Tunnels
186,2020-11-27,4649.0,Tunnels
187,2020-11-28,3898.0,Tunnels
188,2020-11-29,4128.0,Tunnels
189,2020-11-30,3452.0,Tunnels
190,2020-12-01,3206.0,Tunnels
191,2020-12-02,3723.0,Tunnels
192,2020-12-03,3650.0,Tunnels
193,2020-12-04,3739.0,Tunnels
194,2020-12-05,2956.0,Tunnels
195,2020-12-06,2956.0,Tunnels
196,2020-12-07,2956.0,Tunnels
197,2020-12-08,2956.0,Tunnels
198,2020-12-09,2548.0,Tunnels
199,2020-12-10,2706.0,Tunnels
200,2020-12-11,3031.0,Tunnels
201,2020-12-12,2688.0,Tunnels
202,2020-12-13,2688.0,Tunnels
203,2020-12-14,2416.0,Tunnels
204,2020-12-15,2416.0,Tunnels
205,2020-12-16,2416.0,Tunnels
206,2020-12-17,2773.0,Tunnels
207,2020-12-18,2773.0,Tunnels
208,2020-12-19,2860.0,Tunnels
209,2020-12-20,2860.0,Tunnels
210,2020-12-21,2225.0,Tunnels
211,2020-12-22,2482.0,Tunnels
212,2020-12-23,2482.0,Tunnels
213,2020-12-24,3044.0,Tunnels
214,2020-12-25,3220.0,Tunnels
215,2020-12-26,3220.0,Tunnels
216,2020-12-27,3781.0,Tunnels
217,2020-12-28,4126.0,Tunnels
218,2020-12-29,4311.0,Tunnels
219,2020-12-30,4311.0,Tunnels
220,2020-12-31,4584.0,Tunnels
221,2021-01-01,4796.0,Tunnels
222,2021-01-02,4293.0,Tunnels
223,2021-01-03,4247.0,Tunnels
224,2021-01-04,4421.0,Tunnels
225,2021-01-05,4268.0,Tunnels
226,2021-01-06,4096.0,Tunnels
227,2021-01-07,4096.0,Tunnels
228,2021-01-08,4059.0,Tunnels
229,2021-01-09,4059.0,Tunnels
230,2021-01-10,3535.0,Tunnels
231,2021-01-11,3948.0,Tunnels
232,2021-01-12,3764.0,Tunnels
233,2021-01-13,4156.0,Tunnels
234,2021-01-14,4324.0,Tunnels
235,2021-01-15,4324.0,Tunnels
236,2021-01-16,4324.0,Tunnels
237,2021-01-17,4324.0,Tunnels
238,2021-01-18,5124.0,Tunnels
239,2021-01-19,5124.0,Tunnels
240,2021-01-20,6696.0,Tunnels
241,2021-01-21,7038.0,Tunnels
242,2021-01-22,7038.0,Tunnels
243,2021-01-23,5625.0,Tunnels
244,2021-01-24,5625.0,Tunnels
245,2021-01-25,5625.0,Tunnels
246,2021-01-26,6706.0,Tunnels
247,2021-01-27,6807.0,Tunnels
248,2021-01-28,8307.0,Tunnels
249,2021-01-29,7314.0,Tunnels
250,2021-01-30,7314.0,Tunnels
251,2021-01-31,6992.0,Tunnels
252,2021-02-01,6992.0,Tunnels
253,2021-02-02,8159.0,Tunnels
254,2021-02-03,7159.0,Tunnels
255,2021-02-04,7159.0,Tunnels
256,2021-02-05,7519.0,Tunnels
257,2021-02-06,7519.0,Tunnels
258,2021-02-07,6917.0,Tunnels
259,2021-02-08,6917.0,Tunnels
260,2021-02-09,6917.0,Tunnels
261,2021-02-10,6917.0,Tunnels
262,2021-02-11,6917.0,Tunnels
263,2021-02-12,5460.0,Tunnels
264,2021-02-13,5460.0,Tunnels
265,2021-02-14,5212.0,Tunnels
266,2021-02-15,5212.0,Tunnels
267,2021-02-16,5212.0,Tunnels
268,2021-02-17,6763.0,Tunnels
269,2021-02-18,6763.0,Tunnels
270,2021-02-19,6763.0,Tunnels
271,2021-02-20,4739.0,Tunnels
272,2021-02-21,4739.0,Tunnels
273,2021-02-22,6007.0,Tunnels
274,2021-02-23,5919.0,Tunnels
275,2021-02-24,5919.0,Tunnels
276,2021-02-25,5919.0,Tunnels
277,2021-02-26,5164.0,Tunnels
278,2021-02-27,4715.0,Tunnels
279,2021-02-28,4715.0,Tunnels
280,2021-03-01,4234.0,Tunnels
281,2021-03-02,4234.0,Tunnels
282,2021-03-03,4998.0,Tunnels
283,2021-03-04,4998.0,Tunnels
284,2021-03-05,5876.0,Tunnels
285,2021-03-06,5876.0,Tunnels
286,2021-03-07,5851.0,Tunnels
287,2021-03-08,5387.0,Tunnels
288,2021-03-09,5823.0,Tunnels
289,2021-03-10,5485.0,Tunnels
290,2021-03-11,4821.0,Tunnels
291,2021-03-12,5468.0,Tunnels
292,2021-03-13,5468.0,Tunnels
293,2021-03-14,5468.0,Tunnels
294,2021-03-15,5266.0,Tunnels
295,2021-03-16,5770.0,Tunnels
296,2021-03-17,5229.0,Tunnels
297,2021-03-18,5229.0,Tunnels
298,2021-03-19,4196.0,Tunnels
299,2021-03-20,5072.0,Tunnels
300,2021-03-21,5363.0,Tunnels
301,2021-03-22,6347.0,Tunnels
302,2021-03-23,6347.0,Tunnels
303,2021-03-24,4806.0,Tunnels
304,2021-03-25,4806.0,Tunnels
305,2021-03-26,4806.0,Tunnels
306,2021-03-27,5767.0,Tunnels
307,2021-03-28,5767.0,Tunnels
308,2021-03-29,5767.0,Tunnels
309,2021-03-30,5982.0,Tunnels
310,2021-03-31,5982.0,Tunnels
311,2021-04-01,5428.0,Tunnels
312,2021-04-02,5428.0,Tunnels
313,2021-04-03,5428.0,Tunnels
314,2021-04-04,4788.0,Tunnels
315,2021-04-05,4788.0,Tunnels
316,2021-04-06,5068.0,Tunnels
317,2021-04-07,5068.0,Tunnels
318,2021-04-08,5699.0,Tunnels
319,2021-04-09,5699.0,Tunnels
320,2021-04-10,5747.0,Tunnels
321,2021-04-11,5747.0,Tunnels
322,2021-04-12,6757.0,Tunnels
323,2021-04-13,10062.0,Tunnels
324,2021-04-14,10062.0,Tunnels
325,2021-04-15,12725.0,Tunnels
326,2021-04-16,12580.0,Tunnels
327,2021-04-17,13476.0,Tunnels
328,2021-04-18,13476.0,Tunnels
329,2021-04-19,13514.0,Tunnels
330,2021-04-20,13514.0,Tunnels
331,2021-04-21,13514.0,Tunnels
332,2021-04-22,13514.0,Tunnels
333,2021-04-23,13657.0,Tunnels
334,2021-04-24,13657.0,Tunnels
335,2021-04-25,11678.0,Tunnels
336,2021-04-26,13746.0,Tunnels
337,2021-04-27,9211.0,Tunnels
338,2021-04-28,9211.0,Tunnels
339,2021-04-29,6169.0,Tunnels
340,2021-04-30,6169.0,Tunnels
341,2021-05-01,6169.0,Tunnels
342,2021-05-02,5089.0,Tunnels
343,2021-05-03,5089.0,Tunnels
344,2021-05-04,7030.0,Tunnels
345,2021-05-05,7030.0,Tunnels
346,2021-05-06,7030.0,Tunnels
347,2021-05-07,6376.0,Tunnels
348,2021-05-08,6260.0,Tunnels
349,2021-05-09,6260.0,Tunnels
350,2021-05-10,6642.0,Tunnels
351,2021-05-11,6642.0,Tunnels
352,2021-05-12,6642.0,Tunnels
353,2021-05-13,5367.0,Tunnels
354,2021-05-14,6637.0,Tunnels
355,2021-05-15,6489.0,Tunnels
356,2021-05-16,6489.0,Tunnels
357,2021-05-17,6489.0,Tunnels
358,2021-05-18,6493.0,Tunnels
359,2021-05-19,6493.0,Tunnels
360,2021-05-20,8359.0,Tunnels
361,2021-05-21,8359.0,Tunnels
362,2021-05-22,8359.0,Tunnels
363,2021-05-23,4870.0,Tunnels
364,2021-05-24,4870.0,Tunnels
365,2021-05-25,4768.0,Tunnels
366,2021-05-26,4768.0,Tunnels
367,2021-05-27,4704.0,Tunnels
368,2021-05-28,3188.0,Tunnels
369,2021-05-29,3484.0,Tunnels
370,2021-05-30,3484.0,Tunnels
371,2021-05-31,3484.0,Tunnels
372,2021-06-01,3733.0,Tunnels
373,2021-06-02,3927.0,Tunnels
374,2021-06-03,3496.0,Tunnels
375,2021-06-04,3496.0,Tunnels
376,2021-06-05,3496.0,Tunnels
377,2021-06-06,5113.0,Tunnels
378,2021-06-07,5113.0,Tunnels
379,2021-06-08,4758.0,Tunnels
380,2021-06-09,4311.0,Tunnels
381,2021-06-10,4448.0,Tunnels
382,2021-06-11,4448.0,Tunnels
383,2021-06-12,4634.0,Tunnels
384,2021-06-13,3870.0,Tunnels
385,2021-06-14,3870.0,Tunnels
386,2021-06-15,5976.0,Tunnels
387,2021-06-16,6004.0,Tunnels
388,2021-06-17,6119.0,Tunnels
389,2021-06-18,7156.0,Tunnels
390,2021-06-19,7156.0,Tunnels
391,2021-06-20,7156.0,Tunnels
392,2021-06-21,5943.0,Tunnels
393,2021-06-22,5826.0,Tunnels
394,2021-06-23,6387.0,Tunnels
395,2021-06-24,6886.0,Tunnels
396,2021-06-25,6094.0,Tunnels
397,2021-06-26,5114.0,Tunnels
398,2021-06-27,5114.0,Tunnels
399,2021-06-28,6754.0,Tunnels
400,2021-06-29,6085.0,Tunnels
401,2021-06-30,6085.0,Tunnels
402,2021-07-01,6085.0,Tunnels
403,2021-07-02,5954.0,Tunnels
404,2021-07-03,5954.0,Tunnels
405,2021-07-04,5954.0,Tunnels
406,2021-07-05,5954.0,Tunnels
407,2021-07-06,7245.0,Tunnels
408,2021-07-07,7299.0,Tunnels
409,2021-07-08,7185.0,Tunnels
410,2021-07-09,7185.0,Tunnels
411,2021-07-10,6543.0,Tunnels
