,date,value,name_B08GC24X5H
52,2020-10-13,11764.0,Floating Shelves
53,2020-10-14,9184.0,Floating Shelves
54,2020-10-15,8096.0,Floating Shelves
55,2020-10-16,7062.0,Floating Shelves
56,2020-10-17,9894.0,Floating Shelves
57,2020-10-18,12548.0,Floating Shelves
58,2020-10-19,14570.0,Floating Shelves
59,2020-10-20,14570.0,Floating Shelves
60,2020-10-21,13268.0,Floating Shelves
61,2020-10-22,12993.0,Floating Shelves
62,2020-10-23,26677.0,Floating Shelves
63,2020-10-24,10456.0,Floating Shelves
64,2020-10-25,9840.0,Floating Shelves
65,2020-10-26,12538.0,Floating Shelves
66,2020-10-27,12538.0,Floating Shelves
67,2020-10-28,17593.0,Floating Shelves
68,2020-10-29,17593.0,Floating Shelves
69,2020-10-30,12924.0,Floating Shelves
70,2020-10-31,15695.0,Floating Shelves
71,2020-11-01,15695.0,Floating Shelves
72,2020-11-02,14100.0,Floating Shelves
73,2020-11-03,13579.0,Floating Shelves
74,2020-11-04,13579.0,Floating Shelves
75,2020-11-05,7241.0,Floating Shelves
76,2020-11-06,7241.0,Floating Shelves
77,2020-11-07,8507.0,Floating Shelves
78,2020-11-08,8507.0,Floating Shelves
79,2020-11-09,9418.0,Floating Shelves
80,2020-11-10,9833.0,Floating Shelves
81,2020-11-11,13831.0,Floating Shelves
82,2020-11-12,10432.0,Floating Shelves
83,2020-11-13,15063.0,Floating Shelves
84,2020-11-14,11146.0,Floating Shelves
85,2020-11-15,11146.0,Floating Shelves
86,2020-11-16,10776.0,Floating Shelves
87,2020-11-17,10776.0,Floating Shelves
88,2020-11-18,14589.0,Floating Shelves
89,2020-11-19,11452.0,Floating Shelves
90,2020-11-20,10979.0,Floating Shelves
91,2020-11-21,10979.0,Floating Shelves
92,2020-11-22,10979.0,Floating Shelves
93,2020-11-23,12294.0,Floating Shelves
94,2020-11-24,12294.0,Floating Shelves
95,2020-11-25,10449.0,Floating Shelves
96,2020-11-26,10211.0,Floating Shelves
97,2020-11-27,6295.0,Floating Shelves
98,2020-11-28,6413.0,Floating Shelves
99,2020-11-29,6413.0,Floating Shelves
100,2020-11-30,6413.0,Floating Shelves
101,2020-12-01,6545.0,Floating Shelves
102,2020-12-02,8091.0,Floating Shelves
103,2020-12-03,11689.0,Floating Shelves
104,2020-12-04,5935.0,Floating Shelves
105,2020-12-05,7063.0,Floating Shelves
106,2020-12-06,9826.0,Floating Shelves
107,2020-12-07,10808.0,Floating Shelves
108,2020-12-08,12575.0,Floating Shelves
109,2020-12-09,12575.0,Floating Shelves
110,2020-12-10,12575.0,Floating Shelves
111,2020-12-11,11791.0,Floating Shelves
112,2020-12-12,9695.0,Floating Shelves
113,2020-12-13,6067.0,Floating Shelves
114,2020-12-14,9994.0,Floating Shelves
115,2020-12-15,11070.0,Floating Shelves
116,2020-12-16,11070.0,Floating Shelves
117,2020-12-17,11804.0,Floating Shelves
118,2020-12-18,10674.0,Floating Shelves
119,2020-12-19,11677.0,Floating Shelves
120,2020-12-20,12864.0,Floating Shelves
121,2020-12-21,11626.0,Floating Shelves
122,2020-12-22,14494.0,Floating Shelves
123,2020-12-23,14420.0,Floating Shelves
124,2020-12-24,14213.0,Floating Shelves
125,2020-12-25,13697.0,Floating Shelves
126,2020-12-26,10221.0,Floating Shelves
127,2020-12-27,9793.0,Floating Shelves
128,2020-12-28,9297.0,Floating Shelves
129,2020-12-29,7955.0,Floating Shelves
130,2020-12-30,7193.0,Floating Shelves
131,2020-12-31,6537.0,Floating Shelves
132,2021-01-01,8738.0,Floating Shelves
133,2021-01-02,8738.0,Floating Shelves
134,2021-01-03,8738.0,Floating Shelves
135,2021-01-04,7215.0,Floating Shelves
136,2021-01-05,7588.0,Floating Shelves
137,2021-01-06,7874.0,Floating Shelves
138,2021-01-07,7874.0,Floating Shelves
139,2021-01-08,7722.0,Floating Shelves
140,2021-01-09,7722.0,Floating Shelves
141,2021-01-10,7722.0,Floating Shelves
142,2021-01-11,7674.0,Floating Shelves
143,2021-01-12,7674.0,Floating Shelves
144,2021-01-13,6576.0,Floating Shelves
145,2021-01-14,6538.0,Floating Shelves
146,2021-01-15,8359.0,Floating Shelves
147,2021-01-16,8303.0,Floating Shelves
148,2021-01-17,8303.0,Floating Shelves
149,2021-01-18,8303.0,Floating Shelves
150,2021-01-19,8159.0,Floating Shelves
151,2021-01-20,8159.0,Floating Shelves
152,2021-01-21,9288.0,Floating Shelves
153,2021-01-22,10008.0,Floating Shelves
154,2021-01-23,10008.0,Floating Shelves
155,2021-01-24,10008.0,Floating Shelves
156,2021-01-25,9030.0,Floating Shelves
157,2021-01-26,10242.0,Floating Shelves
158,2021-01-27,9321.0,Floating Shelves
159,2021-01-28,11591.0,Floating Shelves
160,2021-01-29,11591.0,Floating Shelves
161,2021-01-30,11725.0,Floating Shelves
162,2021-01-31,11725.0,Floating Shelves
163,2021-02-01,11413.0,Floating Shelves
164,2021-02-02,11413.0,Floating Shelves
165,2021-02-03,11413.0,Floating Shelves
166,2021-02-04,12503.0,Floating Shelves
167,2021-02-05,12619.0,Floating Shelves
168,2021-02-06,12619.0,Floating Shelves
169,2021-02-07,12446.0,Floating Shelves
170,2021-02-08,13643.0,Floating Shelves
171,2021-02-09,14059.0,Floating Shelves
172,2021-02-10,7558.0,Floating Shelves
173,2021-02-11,7558.0,Floating Shelves
174,2021-02-12,7558.0,Floating Shelves
175,2021-02-13,8820.0,Floating Shelves
176,2021-02-14,9571.0,Floating Shelves
177,2021-02-15,12029.0,Floating Shelves
178,2021-02-16,16468.0,Floating Shelves
179,2021-02-17,16468.0,Floating Shelves
180,2021-02-18,20239.0,Floating Shelves
181,2021-02-19,15401.0,Floating Shelves
182,2021-02-20,16310.0,Floating Shelves
183,2021-02-21,16310.0,Floating Shelves
184,2021-02-22,13196.0,Floating Shelves
185,2021-02-23,14815.0,Floating Shelves
186,2021-02-24,14815.0,Floating Shelves
187,2021-02-25,8168.0,Floating Shelves
188,2021-02-26,8168.0,Floating Shelves
189,2021-02-27,8168.0,Floating Shelves
190,2021-02-28,14719.0,Floating Shelves
191,2021-03-01,13679.0,Floating Shelves
192,2021-03-02,14137.0,Floating Shelves
193,2021-03-03,15036.0,Floating Shelves
194,2021-03-04,15036.0,Floating Shelves
195,2021-03-05,9412.0,Floating Shelves
196,2021-03-06,9412.0,Floating Shelves
197,2021-03-07,11083.0,Floating Shelves
198,2021-03-08,11083.0,Floating Shelves
199,2021-03-09,14600.0,Floating Shelves
200,2021-03-10,14600.0,Floating Shelves
201,2021-03-11,19835.0,Floating Shelves
202,2021-03-12,20447.0,Floating Shelves
203,2021-03-13,20447.0,Floating Shelves
204,2021-03-14,20447.0,Floating Shelves
205,2021-03-15,15397.0,Floating Shelves
206,2021-03-16,15397.0,Floating Shelves
207,2021-03-17,8051.0,Floating Shelves
208,2021-03-18,8051.0,Floating Shelves
209,2021-03-19,8051.0,Floating Shelves
210,2021-03-20,9691.0,Floating Shelves
211,2021-03-21,9691.0,Floating Shelves
212,2021-03-22,9370.0,Floating Shelves
213,2021-03-23,11871.0,Floating Shelves
214,2021-03-24,14284.0,Floating Shelves
215,2021-03-25,14284.0,Floating Shelves
216,2021-03-26,13495.0,Floating Shelves
217,2021-03-27,16430.0,Floating Shelves
218,2021-03-28,16430.0,Floating Shelves
219,2021-03-29,17291.0,Floating Shelves
220,2021-03-30,16987.0,Floating Shelves
221,2021-03-31,16987.0,Floating Shelves
222,2021-04-01,15244.0,Floating Shelves
223,2021-04-02,20634.0,Floating Shelves
224,2021-04-03,21193.0,Floating Shelves
225,2021-04-04,21193.0,Floating Shelves
226,2021-04-05,21193.0,Floating Shelves
227,2021-04-06,20763.0,Floating Shelves
228,2021-04-07,16863.0,Floating Shelves
229,2021-04-08,20741.0,Floating Shelves
230,2021-04-09,18369.0,Floating Shelves
231,2021-04-10,22080.0,Floating Shelves
232,2021-04-11,22080.0,Floating Shelves
233,2021-04-12,22080.0,Floating Shelves
234,2021-04-13,18960.0,Floating Shelves
235,2021-04-14,20403.0,Floating Shelves
236,2021-04-15,8624.0,Floating Shelves
237,2021-04-16,9157.0,Floating Shelves
238,2021-04-17,13310.0,Floating Shelves
239,2021-04-18,13310.0,Floating Shelves
240,2021-04-19,16157.0,Floating Shelves
241,2021-04-20,16157.0,Floating Shelves
242,2021-04-21,17763.0,Floating Shelves
243,2021-04-22,13109.0,Floating Shelves
244,2021-04-23,14843.0,Floating Shelves
245,2021-04-24,12013.0,Floating Shelves
246,2021-04-25,12013.0,Floating Shelves
247,2021-04-26,12013.0,Floating Shelves
248,2021-04-27,16486.0,Floating Shelves
249,2021-04-28,16142.0,Floating Shelves
250,2021-04-29,17785.0,Floating Shelves
251,2021-04-30,15605.0,Floating Shelves
252,2021-05-01,15605.0,Floating Shelves
253,2021-05-02,15605.0,Floating Shelves
254,2021-05-03,19036.0,Floating Shelves
255,2021-05-04,19036.0,Floating Shelves
256,2021-05-05,26556.0,Floating Shelves
257,2021-05-06,26556.0,Floating Shelves
258,2021-05-07,26556.0,Floating Shelves
259,2021-05-08,23238.0,Floating Shelves
260,2021-05-09,23238.0,Floating Shelves
261,2021-05-10,23238.0,Floating Shelves
262,2021-05-11,17161.0,Floating Shelves
263,2021-05-12,17062.0,Floating Shelves
264,2021-05-13,20850.0,Floating Shelves
265,2021-05-14,19486.0,Floating Shelves
266,2021-05-15,20598.0,Floating Shelves
267,2021-05-16,20598.0,Floating Shelves
268,2021-05-17,16832.0,Floating Shelves
269,2021-05-18,15023.0,Floating Shelves
270,2021-05-19,12471.0,Floating Shelves
271,2021-05-20,14247.0,Floating Shelves
272,2021-05-21,15030.0,Floating Shelves
273,2021-05-22,14146.0,Floating Shelves
274,2021-05-23,14146.0,Floating Shelves
275,2021-05-24,14029.0,Floating Shelves
276,2021-05-25,16768.0,Floating Shelves
277,2021-05-26,18300.0,Floating Shelves
278,2021-05-27,23620.0,Floating Shelves
279,2021-05-28,17597.0,Floating Shelves
280,2021-05-29,17597.0,Floating Shelves
281,2021-05-30,11893.0,Floating Shelves
282,2021-05-31,13444.0,Floating Shelves
283,2021-06-01,19356.0,Floating Shelves
284,2021-06-02,18748.0,Floating Shelves
285,2021-06-03,17546.0,Floating Shelves
286,2021-06-04,17546.0,Floating Shelves
287,2021-06-05,17401.0,Floating Shelves
288,2021-06-06,17401.0,Floating Shelves
289,2021-06-07,33033.0,Floating Shelves
290,2021-06-08,35164.0,Floating Shelves
291,2021-06-09,35164.0,Floating Shelves
292,2021-06-10,33284.0,Floating Shelves
293,2021-06-11,33284.0,Floating Shelves
294,2021-06-12,33284.0,Floating Shelves
295,2021-06-13,33284.0,Floating Shelves
296,2021-06-14,35995.0,Floating Shelves
297,2021-06-15,35995.0,Floating Shelves
298,2021-06-16,39254.0,Floating Shelves
299,2021-06-17,39254.0,Floating Shelves
300,2021-06-18,37167.0,Floating Shelves
301,2021-06-19,37167.0,Floating Shelves
302,2021-06-20,37167.0,Floating Shelves
303,2021-06-21,28973.0,Floating Shelves
304,2021-06-22,27677.0,Floating Shelves
305,2021-06-23,21217.0,Floating Shelves
306,2021-06-24,20136.0,Floating Shelves
307,2021-06-25,25294.0,Floating Shelves
308,2021-06-26,25294.0,Floating Shelves
309,2021-06-27,25294.0,Floating Shelves
310,2021-06-28,40091.0,Floating Shelves
311,2021-06-29,24934.0,Floating Shelves
312,2021-06-30,28440.0,Floating Shelves
313,2021-07-01,30268.0,Floating Shelves
314,2021-07-02,38962.0,Floating Shelves
315,2021-07-03,26932.0,Floating Shelves
316,2021-07-04,26932.0,Floating Shelves
317,2021-07-05,23580.0,Floating Shelves
318,2021-07-06,23580.0,Floating Shelves
319,2021-07-07,23580.0,Floating Shelves
320,2021-07-08,23580.0,Floating Shelves
321,2021-07-09,23580.0,Floating Shelves
322,2021-07-10,34691.0,Floating Shelves
