,date,value,name_B085JRK5HC
246,2020-11-15,331.0,Germination Kits
247,2020-11-16,331.0,Germination Kits
248,2020-11-17,331.0,Germination Kits
249,2020-11-18,332.0,Germination Kits
250,2020-11-19,332.0,Germination Kits
251,2020-11-20,332.0,Germination Kits
252,2020-11-21,359.0,Germination Kits
253,2020-11-22,340.0,Germination Kits
254,2020-11-23,309.0,Germination Kits
255,2020-11-24,274.0,Germination Kits
256,2020-11-25,284.0,Germination Kits
257,2020-11-26,284.0,Germination Kits
258,2020-11-27,145.0,Germination Kits
259,2020-11-28,147.0,Germination Kits
260,2020-11-29,178.0,Germination Kits
261,2020-11-30,82.0,Germination Kits
262,2020-12-01,164.0,Germination Kits
263,2020-12-02,165.0,Germination Kits
264,2020-12-03,173.0,Germination Kits
265,2020-12-04,173.0,Germination Kits
266,2020-12-05,191.0,Germination Kits
267,2020-12-06,202.0,Germination Kits
268,2020-12-07,202.0,Germination Kits
269,2020-12-08,198.0,Germination Kits
270,2020-12-09,198.0,Germination Kits
271,2020-12-10,183.0,Germination Kits
272,2020-12-11,209.0,Germination Kits
273,2020-12-12,203.0,Germination Kits
274,2020-12-13,199.0,Germination Kits
275,2020-12-14,216.0,Germination Kits
276,2020-12-15,211.0,Germination Kits
277,2020-12-16,186.0,Germination Kits
278,2020-12-17,195.0,Germination Kits
279,2020-12-18,82.0,Germination Kits
280,2020-12-19,145.0,Germination Kits
281,2020-12-20,167.0,Germination Kits
282,2020-12-21,162.0,Germination Kits
283,2020-12-22,184.0,Germination Kits
284,2020-12-23,200.0,Germination Kits
285,2020-12-24,224.0,Germination Kits
286,2020-12-25,236.0,Germination Kits
287,2020-12-26,120.0,Germination Kits
288,2020-12-27,143.0,Germination Kits
289,2020-12-28,118.0,Germination Kits
290,2020-12-29,122.0,Germination Kits
291,2020-12-30,134.0,Germination Kits
292,2020-12-31,121.0,Germination Kits
293,2021-01-01,134.0,Germination Kits
294,2021-01-02,140.0,Germination Kits
295,2021-01-03,97.0,Germination Kits
296,2021-01-04,96.0,Germination Kits
297,2021-01-05,133.0,Germination Kits
298,2021-01-06,138.0,Germination Kits
299,2021-01-07,121.0,Germination Kits
300,2021-01-08,125.0,Germination Kits
301,2021-01-09,111.0,Germination Kits
302,2021-01-10,100.0,Germination Kits
303,2021-01-11,103.0,Germination Kits
304,2021-01-12,126.0,Germination Kits
305,2021-01-13,148.0,Germination Kits
306,2021-01-14,141.0,Germination Kits
307,2021-01-15,144.0,Germination Kits
308,2021-01-16,144.0,Germination Kits
309,2021-01-17,144.0,Germination Kits
310,2021-01-18,95.0,Germination Kits
311,2021-01-19,104.0,Germination Kits
312,2021-01-20,104.0,Germination Kits
313,2021-01-21,154.0,Germination Kits
314,2021-01-22,156.0,Germination Kits
315,2021-01-23,107.0,Germination Kits
316,2021-01-24,93.0,Germination Kits
317,2021-01-25,115.0,Germination Kits
318,2021-01-26,115.0,Germination Kits
319,2021-01-27,178.0,Germination Kits
320,2021-01-28,178.0,Germination Kits
321,2021-01-29,136.0,Germination Kits
322,2021-01-30,137.0,Germination Kits
323,2021-01-31,137.0,Germination Kits
324,2021-02-01,118.0,Germination Kits
325,2021-02-02,118.0,Germination Kits
326,2021-02-03,118.0,Germination Kits
327,2021-02-04,177.0,Germination Kits
328,2021-02-05,170.0,Germination Kits
329,2021-02-06,139.0,Germination Kits
330,2021-02-07,139.0,Germination Kits
331,2021-02-08,136.0,Germination Kits
332,2021-02-09,136.0,Germination Kits
333,2021-02-10,157.0,Germination Kits
334,2021-02-11,157.0,Germination Kits
335,2021-02-12,180.0,Germination Kits
336,2021-02-13,180.0,Germination Kits
337,2021-02-14,180.0,Germination Kits
338,2021-02-15,132.0,Germination Kits
339,2021-02-16,155.0,Germination Kits
340,2021-02-17,155.0,Germination Kits
341,2021-02-18,213.0,Germination Kits
342,2021-02-19,203.0,Germination Kits
343,2021-02-20,218.0,Germination Kits
344,2021-02-21,159.0,Germination Kits
345,2021-02-22,159.0,Germination Kits
346,2021-02-23,188.0,Germination Kits
347,2021-02-24,188.0,Germination Kits
348,2021-02-25,198.0,Germination Kits
349,2021-02-26,186.0,Germination Kits
350,2021-02-27,186.0,Germination Kits
351,2021-02-28,138.0,Germination Kits
352,2021-03-01,138.0,Germination Kits
353,2021-03-02,171.0,Germination Kits
354,2021-03-03,213.0,Germination Kits
355,2021-03-04,214.0,Germination Kits
356,2021-03-05,214.0,Germination Kits
357,2021-03-06,240.0,Germination Kits
358,2021-03-07,168.0,Germination Kits
359,2021-03-08,221.0,Germination Kits
360,2021-03-09,257.0,Germination Kits
361,2021-03-10,256.0,Germination Kits
362,2021-03-11,256.0,Germination Kits
363,2021-03-12,256.0,Germination Kits
364,2021-03-13,345.0,Germination Kits
365,2021-03-14,312.0,Germination Kits
366,2021-03-15,264.0,Germination Kits
367,2021-03-16,280.0,Germination Kits
368,2021-03-17,280.0,Germination Kits
369,2021-03-18,338.0,Germination Kits
370,2021-03-19,284.0,Germination Kits
371,2021-03-20,284.0,Germination Kits
372,2021-03-21,285.0,Germination Kits
373,2021-03-22,285.0,Germination Kits
374,2021-03-23,417.0,Germination Kits
375,2021-03-24,375.0,Germination Kits
376,2021-03-25,375.0,Germination Kits
377,2021-03-26,372.0,Germination Kits
378,2021-03-27,404.0,Germination Kits
379,2021-03-28,381.0,Germination Kits
380,2021-03-29,381.0,Germination Kits
381,2021-03-30,392.0,Germination Kits
382,2021-03-31,491.0,Germination Kits
383,2021-04-01,448.0,Germination Kits
384,2021-04-02,397.0,Germination Kits
385,2021-04-03,397.0,Germination Kits
386,2021-04-04,446.0,Germination Kits
387,2021-04-05,516.0,Germination Kits
388,2021-04-06,549.0,Germination Kits
389,2021-04-07,549.0,Germination Kits
390,2021-04-08,586.0,Germination Kits
391,2021-04-09,639.0,Germination Kits
392,2021-04-10,598.0,Germination Kits
393,2021-04-11,535.0,Germination Kits
394,2021-04-12,436.0,Germination Kits
395,2021-04-13,577.0,Germination Kits
396,2021-04-14,652.0,Germination Kits
397,2021-04-15,656.0,Germination Kits
398,2021-04-16,507.0,Germination Kits
399,2021-04-17,531.0,Germination Kits
400,2021-04-18,531.0,Germination Kits
401,2021-04-19,596.0,Germination Kits
402,2021-04-20,543.0,Germination Kits
403,2021-04-21,688.0,Germination Kits
404,2021-04-22,681.0,Germination Kits
405,2021-04-23,549.0,Germination Kits
406,2021-04-24,580.0,Germination Kits
407,2021-04-25,580.0,Germination Kits
408,2021-04-26,660.0,Germination Kits
409,2021-04-27,714.0,Germination Kits
410,2021-04-28,736.0,Germination Kits
411,2021-04-29,837.0,Germination Kits
412,2021-04-30,664.0,Germination Kits
413,2021-05-01,664.0,Germination Kits
414,2021-05-02,706.0,Germination Kits
415,2021-05-03,708.0,Germination Kits
416,2021-05-04,777.0,Germination Kits
417,2021-05-05,812.0,Germination Kits
418,2021-05-06,706.0,Germination Kits
419,2021-05-07,706.0,Germination Kits
420,2021-05-08,630.0,Germination Kits
421,2021-05-09,560.0,Germination Kits
422,2021-05-10,533.0,Germination Kits
423,2021-05-11,713.0,Germination Kits
424,2021-05-12,719.0,Germination Kits
425,2021-05-13,816.0,Germination Kits
426,2021-05-14,816.0,Germination Kits
427,2021-05-15,761.0,Germination Kits
428,2021-05-16,680.0,Germination Kits
429,2021-05-17,972.0,Germination Kits
430,2021-05-18,972.0,Germination Kits
431,2021-05-19,857.0,Germination Kits
432,2021-05-20,930.0,Germination Kits
433,2021-05-21,1056.0,Germination Kits
434,2021-05-22,1056.0,Germination Kits
435,2021-05-23,949.0,Germination Kits
436,2021-05-24,949.0,Germination Kits
437,2021-05-25,1198.0,Germination Kits
438,2021-05-26,1307.0,Germination Kits
439,2021-05-27,1136.0,Germination Kits
440,2021-05-28,1148.0,Germination Kits
441,2021-05-29,1148.0,Germination Kits
442,2021-05-30,904.0,Germination Kits
443,2021-05-31,668.0,Germination Kits
444,2021-06-01,702.0,Germination Kits
445,2021-06-02,797.0,Germination Kits
446,2021-06-03,797.0,Germination Kits
447,2021-06-04,724.0,Germination Kits
448,2021-06-05,724.0,Germination Kits
449,2021-06-06,732.0,Germination Kits
450,2021-06-07,789.0,Germination Kits
451,2021-06-08,634.0,Germination Kits
452,2021-06-09,811.0,Germination Kits
453,2021-06-10,845.0,Germination Kits
454,2021-06-11,845.0,Germination Kits
455,2021-06-12,676.0,Germination Kits
456,2021-06-13,676.0,Germination Kits
457,2021-06-14,881.0,Germination Kits
458,2021-06-15,881.0,Germination Kits
459,2021-06-16,818.0,Germination Kits
460,2021-06-17,855.0,Germination Kits
461,2021-06-18,954.0,Germination Kits
462,2021-06-19,705.0,Germination Kits
463,2021-06-20,856.0,Germination Kits
464,2021-06-21,806.0,Germination Kits
465,2021-06-22,558.0,Germination Kits
466,2021-06-23,552.0,Germination Kits
467,2021-06-24,695.0,Germination Kits
468,2021-06-25,695.0,Germination Kits
469,2021-06-26,768.0,Germination Kits
470,2021-06-27,768.0,Germination Kits
471,2021-06-28,921.0,Germination Kits
472,2021-06-29,846.0,Germination Kits
473,2021-06-30,894.0,Germination Kits
474,2021-07-01,976.0,Germination Kits
475,2021-07-02,1074.0,Germination Kits
476,2021-07-03,1074.0,Germination Kits
477,2021-07-04,737.0,Germination Kits
478,2021-07-05,700.0,Germination Kits
479,2021-07-06,716.0,Germination Kits
480,2021-07-07,671.0,Germination Kits
481,2021-07-08,627.0,Germination Kits
482,2021-07-09,591.0,Germination Kits
483,2021-07-10,556.0,Germination Kits
