,date,value,name_B07FWX6873
113,2020-09-24,11388.0,AA
114,2020-09-25,11677.0,AA
115,2020-09-26,11677.0,AA
116,2020-09-27,11677.0,AA
117,2020-09-28,11747.0,AA
118,2020-09-29,11747.0,AA
119,2020-09-30,11747.0,AA
120,2020-10-01,11747.0,AA
121,2020-10-02,10816.0,AA
122,2020-10-03,10816.0,AA
123,2020-10-04,10585.0,AA
124,2020-10-05,9631.0,AA
125,2020-10-06,12124.0,AA
126,2020-10-07,12124.0,AA
127,2020-10-08,12124.0,AA
128,2020-10-09,12124.0,AA
129,2020-10-10,11547.0,AA
130,2020-10-11,11547.0,AA
131,2020-10-12,11547.0,AA
132,2020-10-13,11547.0,AA
133,2020-10-14,10021.0,AA
134,2020-10-15,10021.0,AA
135,2020-10-16,10021.0,AA
136,2020-10-17,10021.0,AA
137,2020-10-18,10021.0,AA
138,2020-10-19,8573.0,AA
139,2020-10-20,9462.0,AA
140,2020-10-21,9462.0,AA
141,2020-10-22,9995.0,AA
142,2020-10-23,9995.0,AA
143,2020-10-24,15332.0,AA
144,2020-10-25,15332.0,AA
145,2020-10-26,15332.0,AA
146,2020-10-27,15332.0,AA
147,2020-10-28,14874.0,AA
148,2020-10-29,14874.0,AA
149,2020-10-30,14874.0,AA
150,2020-10-31,13231.0,AA
151,2020-11-01,13231.0,AA
152,2020-11-02,13231.0,AA
153,2020-11-03,11717.0,AA
154,2020-11-04,11717.0,AA
155,2020-11-05,11717.0,AA
156,2020-11-06,11717.0,AA
157,2020-11-07,13837.0,AA
158,2020-11-08,13290.0,AA
159,2020-11-09,13290.0,AA
160,2020-11-10,13290.0,AA
161,2020-11-11,10455.0,AA
162,2020-11-12,10455.0,AA
163,2020-11-13,10455.0,AA
164,2020-11-14,8192.0,AA
165,2020-11-15,8962.0,AA
166,2020-11-16,8962.0,AA
167,2020-11-17,8962.0,AA
168,2020-11-18,10276.0,AA
169,2020-11-19,10276.0,AA
170,2020-11-20,10276.0,AA
171,2020-11-21,10276.0,AA
172,2020-11-22,9618.0,AA
173,2020-11-23,9618.0,AA
174,2020-11-24,9618.0,AA
175,2020-11-25,9618.0,AA
176,2020-11-26,7524.0,AA
177,2020-11-27,7524.0,AA
178,2020-11-28,5719.0,AA
179,2020-11-29,5719.0,AA
180,2020-11-30,5719.0,AA
181,2020-12-01,5201.0,AA
182,2020-12-02,5201.0,AA
183,2020-12-03,5201.0,AA
184,2020-12-04,4941.0,AA
185,2020-12-05,4941.0,AA
186,2020-12-06,4941.0,AA
187,2020-12-07,5758.0,AA
188,2020-12-08,5758.0,AA
189,2020-12-09,5758.0,AA
190,2020-12-10,6066.0,AA
191,2020-12-11,6066.0,AA
192,2020-12-12,6066.0,AA
193,2020-12-13,4660.0,AA
194,2020-12-14,3873.0,AA
195,2020-12-15,4313.0,AA
196,2020-12-16,4319.0,AA
197,2020-12-17,4319.0,AA
198,2020-12-18,4319.0,AA
199,2020-12-19,4823.0,AA
200,2020-12-20,5193.0,AA
201,2020-12-21,5193.0,AA
202,2020-12-22,4723.0,AA
203,2020-12-23,4515.0,AA
204,2020-12-24,4950.0,AA
205,2020-12-25,4950.0,AA
206,2020-12-26,4950.0,AA
207,2020-12-27,4536.0,AA
208,2020-12-28,4536.0,AA
209,2020-12-29,4882.0,AA
210,2020-12-30,4882.0,AA
211,2020-12-31,5062.0,AA
212,2021-01-01,4878.0,AA
213,2021-01-02,4878.0,AA
214,2021-01-03,4878.0,AA
215,2021-01-04,5201.0,AA
216,2021-01-05,5396.0,AA
217,2021-01-06,5396.0,AA
218,2021-01-07,5396.0,AA
219,2021-01-08,5396.0,AA
220,2021-01-09,6173.0,AA
221,2021-01-10,6173.0,AA
222,2021-01-11,6173.0,AA
223,2021-01-12,7932.0,AA
224,2021-01-13,7932.0,AA
225,2021-01-14,7932.0,AA
226,2021-01-15,8090.0,AA
227,2021-01-16,9617.0,AA
228,2021-01-17,9617.0,AA
229,2021-01-18,14183.0,AA
230,2021-01-19,14183.0,AA
231,2021-01-20,13293.0,AA
232,2021-01-21,13293.0,AA
233,2021-01-22,13293.0,AA
234,2021-01-23,13293.0,AA
235,2021-01-24,13293.0,AA
236,2021-01-25,13932.0,AA
237,2021-01-26,13932.0,AA
238,2021-01-27,12404.0,AA
239,2021-01-28,12404.0,AA
240,2021-01-29,12404.0,AA
241,2021-01-30,12404.0,AA
242,2021-01-31,12404.0,AA
243,2021-02-01,12404.0,AA
244,2021-02-02,12404.0,AA
245,2021-02-03,16571.0,AA
246,2021-02-04,16571.0,AA
247,2021-02-05,16571.0,AA
248,2021-02-06,16571.0,AA
249,2021-02-07,16571.0,AA
250,2021-02-08,16571.0,AA
251,2021-02-09,13271.0,AA
252,2021-02-10,15786.0,AA
253,2021-02-11,15786.0,AA
254,2021-02-12,15786.0,AA
255,2021-02-13,17485.0,AA
256,2021-02-14,17485.0,AA
257,2021-02-15,17485.0,AA
258,2021-02-16,17543.0,AA
259,2021-02-17,17543.0,AA
260,2021-02-18,17543.0,AA
261,2021-02-19,15732.0,AA
262,2021-02-20,19028.0,AA
263,2021-02-21,19028.0,AA
264,2021-02-22,21136.0,AA
265,2021-02-23,21136.0,AA
266,2021-02-24,21136.0,AA
267,2021-02-25,5485.0,AA
268,2021-02-26,5052.0,AA
269,2021-02-27,5265.0,AA
270,2021-02-28,5265.0,AA
271,2021-03-01,4686.0,AA
272,2021-03-02,4686.0,AA
273,2021-03-03,4686.0,AA
274,2021-03-04,5529.0,AA
275,2021-03-05,5731.0,AA
276,2021-03-06,5731.0,AA
277,2021-03-07,5731.0,AA
278,2021-03-08,6258.0,AA
279,2021-03-09,5525.0,AA
280,2021-03-10,5802.0,AA
281,2021-03-11,5621.0,AA
282,2021-03-12,5621.0,AA
283,2021-03-13,7038.0,AA
284,2021-03-14,7038.0,AA
285,2021-03-15,5931.0,AA
286,2021-03-16,5931.0,AA
287,2021-03-17,6343.0,AA
288,2021-03-18,6343.0,AA
289,2021-03-19,6343.0,AA
290,2021-03-20,6371.0,AA
291,2021-03-21,6371.0,AA
292,2021-03-22,6371.0,AA
293,2021-03-23,6371.0,AA
294,2021-03-24,6371.0,AA
295,2021-03-25,6507.0,AA
296,2021-03-26,6507.0,AA
297,2021-03-27,6507.0,AA
298,2021-03-28,6766.0,AA
299,2021-03-29,7281.0,AA
300,2021-03-30,6580.0,AA
301,2021-03-31,7028.0,AA
302,2021-04-01,6386.0,AA
303,2021-04-02,6386.0,AA
304,2021-04-03,6386.0,AA
305,2021-04-04,6386.0,AA
306,2021-04-05,6708.0,AA
307,2021-04-06,6708.0,AA
308,2021-04-07,6708.0,AA
309,2021-04-08,6751.0,AA
310,2021-04-09,6751.0,AA
311,2021-04-10,6751.0,AA
312,2021-04-11,6751.0,AA
313,2021-04-12,7028.0,AA
314,2021-04-13,7028.0,AA
315,2021-04-14,7028.0,AA
316,2021-04-15,7343.0,AA
317,2021-04-16,7343.0,AA
318,2021-04-17,6792.0,AA
319,2021-04-18,6792.0,AA
320,2021-04-19,6528.0,AA
321,2021-04-20,7151.0,AA
322,2021-04-21,7151.0,AA
323,2021-04-22,7651.0,AA
324,2021-04-23,6684.0,AA
325,2021-04-24,6684.0,AA
326,2021-04-25,6684.0,AA
327,2021-04-26,6684.0,AA
328,2021-04-27,6684.0,AA
329,2021-04-28,6684.0,AA
330,2021-04-29,6684.0,AA
331,2021-04-30,8595.0,AA
332,2021-05-01,8595.0,AA
333,2021-05-02,8595.0,AA
334,2021-05-03,8595.0,AA
335,2021-05-04,8595.0,AA
336,2021-05-05,8595.0,AA
337,2021-05-06,7695.0,AA
338,2021-05-07,7695.0,AA
339,2021-05-08,7695.0,AA
340,2021-05-09,7695.0,AA
341,2021-05-10,6900.0,AA
342,2021-05-11,6900.0,AA
343,2021-05-12,6742.0,AA
344,2021-05-13,6742.0,AA
345,2021-05-14,6921.0,AA
346,2021-05-15,6921.0,AA
347,2021-05-16,6921.0,AA
348,2021-05-17,7408.0,AA
349,2021-05-18,7408.0,AA
350,2021-05-19,7618.0,AA
351,2021-05-20,7750.0,AA
352,2021-05-21,7178.0,AA
353,2021-05-22,7178.0,AA
354,2021-05-23,7178.0,AA
355,2021-05-24,7178.0,AA
356,2021-05-25,7178.0,AA
357,2021-05-26,7178.0,AA
358,2021-05-27,7368.0,AA
359,2021-05-28,6985.0,AA
360,2021-05-29,6985.0,AA
361,2021-05-30,6985.0,AA
362,2021-05-31,7359.0,AA
363,2021-06-01,7359.0,AA
364,2021-06-02,7359.0,AA
365,2021-06-03,7359.0,AA
366,2021-06-04,9071.0,AA
367,2021-06-05,9071.0,AA
368,2021-06-06,9071.0,AA
369,2021-06-07,8220.0,AA
370,2021-06-08,7231.0,AA
371,2021-06-09,7231.0,AA
372,2021-06-10,7231.0,AA
373,2021-06-11,7338.0,AA
374,2021-06-12,7338.0,AA
375,2021-06-13,7338.0,AA
376,2021-06-14,6739.0,AA
377,2021-06-15,6739.0,AA
378,2021-06-16,6739.0,AA
379,2021-06-17,6784.0,AA
380,2021-06-18,6164.0,AA
381,2021-06-19,6164.0,AA
382,2021-06-20,6036.0,AA
383,2021-06-21,5977.0,AA
384,2021-06-22,6360.0,AA
385,2021-06-23,6360.0,AA
386,2021-06-24,6360.0,AA
387,2021-06-25,6423.0,AA
388,2021-06-26,6423.0,AA
389,2021-06-27,6423.0,AA
390,2021-06-28,6423.0,AA
391,2021-06-29,5955.0,AA
392,2021-06-30,5955.0,AA
393,2021-07-01,5955.0,AA
394,2021-07-02,5955.0,AA
395,2021-07-03,5955.0,AA
396,2021-07-04,5955.0,AA
397,2021-07-05,6688.0,AA
398,2021-07-06,6319.0,AA
399,2021-07-07,6319.0,AA
400,2021-07-08,6244.0,AA
401,2021-07-09,6030.0,AA
402,2021-07-10,5289.0,AA
