,date,value,name_B0147BRYWY
107,2020-09-09,21295.0,Suggestion Boxes
108,2020-09-10,21295.0,Suggestion Boxes
109,2020-09-11,21295.0,Suggestion Boxes
110,2020-09-12,21295.0,Suggestion Boxes
111,2020-09-13,22757.0,Suggestion Boxes
112,2020-09-14,22757.0,Suggestion Boxes
113,2020-09-15,22757.0,Suggestion Boxes
114,2020-09-16,22757.0,Suggestion Boxes
115,2020-09-17,22757.0,Suggestion Boxes
116,2020-09-18,22757.0,Suggestion Boxes
117,2020-09-19,22757.0,Suggestion Boxes
118,2020-09-20,22757.0,Suggestion Boxes
119,2020-09-21,22757.0,Suggestion Boxes
120,2020-09-22,21400.0,Suggestion Boxes
121,2020-09-23,21400.0,Suggestion Boxes
122,2020-09-24,21400.0,Suggestion Boxes
123,2020-09-25,17352.0,Suggestion Boxes
124,2020-09-26,17352.0,Suggestion Boxes
125,2020-09-27,17352.0,Suggestion Boxes
126,2020-09-28,17352.0,Suggestion Boxes
127,2020-09-29,19287.0,Suggestion Boxes
128,2020-09-30,19287.0,Suggestion Boxes
129,2020-10-01,19287.0,Suggestion Boxes
130,2020-10-02,15852.0,Suggestion Boxes
131,2020-10-03,15852.0,Suggestion Boxes
132,2020-10-04,15852.0,Suggestion Boxes
133,2020-10-05,16505.0,Suggestion Boxes
134,2020-10-06,22464.0,Suggestion Boxes
135,2020-10-07,22464.0,Suggestion Boxes
136,2020-10-08,22464.0,Suggestion Boxes
137,2020-10-09,22464.0,Suggestion Boxes
138,2020-10-10,22464.0,Suggestion Boxes
139,2020-10-11,22464.0,Suggestion Boxes
140,2020-10-12,22464.0,Suggestion Boxes
141,2020-10-13,18459.0,Suggestion Boxes
142,2020-10-14,13895.0,Suggestion Boxes
143,2020-10-15,13895.0,Suggestion Boxes
144,2020-10-16,23351.0,Suggestion Boxes
145,2020-10-17,13890.0,Suggestion Boxes
146,2020-10-18,13890.0,Suggestion Boxes
147,2020-10-19,22028.0,Suggestion Boxes
148,2020-10-20,22028.0,Suggestion Boxes
149,2020-10-21,22028.0,Suggestion Boxes
150,2020-10-22,22028.0,Suggestion Boxes
151,2020-10-23,22028.0,Suggestion Boxes
152,2020-10-24,22028.0,Suggestion Boxes
153,2020-10-25,22028.0,Suggestion Boxes
154,2020-10-26,22028.0,Suggestion Boxes
155,2020-10-27,18027.0,Suggestion Boxes
156,2020-10-28,23402.0,Suggestion Boxes
157,2020-10-29,23402.0,Suggestion Boxes
158,2020-10-30,23402.0,Suggestion Boxes
159,2020-10-31,23402.0,Suggestion Boxes
160,2020-11-01,23402.0,Suggestion Boxes
161,2020-11-02,23402.0,Suggestion Boxes
162,2020-11-03,19528.0,Suggestion Boxes
163,2020-11-04,19528.0,Suggestion Boxes
164,2020-11-05,14363.0,Suggestion Boxes
165,2020-11-06,14363.0,Suggestion Boxes
166,2020-11-07,14578.0,Suggestion Boxes
167,2020-11-08,14578.0,Suggestion Boxes
168,2020-11-09,14578.0,Suggestion Boxes
169,2020-11-10,17565.0,Suggestion Boxes
170,2020-11-11,17565.0,Suggestion Boxes
171,2020-11-12,17565.0,Suggestion Boxes
172,2020-11-13,21837.0,Suggestion Boxes
173,2020-11-14,19837.0,Suggestion Boxes
174,2020-11-15,19837.0,Suggestion Boxes
175,2020-11-16,25439.0,Suggestion Boxes
176,2020-11-17,25439.0,Suggestion Boxes
177,2020-11-18,25439.0,Suggestion Boxes
178,2020-11-19,25439.0,Suggestion Boxes
179,2020-11-20,25439.0,Suggestion Boxes
180,2020-11-21,25439.0,Suggestion Boxes
181,2020-11-22,25439.0,Suggestion Boxes
182,2020-11-23,25439.0,Suggestion Boxes
183,2020-11-24,27331.0,Suggestion Boxes
184,2020-11-25,27331.0,Suggestion Boxes
185,2020-11-26,27331.0,Suggestion Boxes
186,2020-11-27,24796.0,Suggestion Boxes
187,2020-11-28,24796.0,Suggestion Boxes
188,2020-11-29,24796.0,Suggestion Boxes
189,2020-11-30,31084.0,Suggestion Boxes
190,2020-12-01,31084.0,Suggestion Boxes
191,2020-12-02,31084.0,Suggestion Boxes
192,2020-12-03,31084.0,Suggestion Boxes
193,2020-12-04,31084.0,Suggestion Boxes
194,2020-12-05,31084.0,Suggestion Boxes
195,2020-12-06,31084.0,Suggestion Boxes
196,2020-12-07,31084.0,Suggestion Boxes
197,2020-12-08,28130.0,Suggestion Boxes
198,2020-12-09,28130.0,Suggestion Boxes
199,2020-12-10,28130.0,Suggestion Boxes
200,2020-12-11,5514.0,Suggestion Boxes
201,2020-12-12,6494.0,Suggestion Boxes
202,2020-12-13,6494.0,Suggestion Boxes
203,2020-12-14,6494.0,Suggestion Boxes
204,2020-12-15,7988.0,Suggestion Boxes
205,2020-12-16,7988.0,Suggestion Boxes
206,2020-12-17,7988.0,Suggestion Boxes
207,2020-12-18,7988.0,Suggestion Boxes
208,2020-12-19,7988.0,Suggestion Boxes
209,2020-12-20,7988.0,Suggestion Boxes
210,2020-12-21,7780.0,Suggestion Boxes
211,2020-12-22,7871.0,Suggestion Boxes
212,2020-12-23,8022.0,Suggestion Boxes
213,2020-12-24,8022.0,Suggestion Boxes
214,2020-12-25,8022.0,Suggestion Boxes
215,2020-12-26,8887.0,Suggestion Boxes
216,2020-12-27,8887.0,Suggestion Boxes
217,2020-12-28,8887.0,Suggestion Boxes
218,2020-12-29,11059.0,Suggestion Boxes
219,2020-12-30,11059.0,Suggestion Boxes
220,2020-12-31,8983.0,Suggestion Boxes
221,2021-01-01,8983.0,Suggestion Boxes
222,2021-01-02,8983.0,Suggestion Boxes
223,2021-01-03,6803.0,Suggestion Boxes
224,2021-01-04,6803.0,Suggestion Boxes
225,2021-01-05,6803.0,Suggestion Boxes
226,2021-01-06,6803.0,Suggestion Boxes
227,2021-01-07,6803.0,Suggestion Boxes
228,2021-01-08,5671.0,Suggestion Boxes
229,2021-01-09,5671.0,Suggestion Boxes
230,2021-01-10,5671.0,Suggestion Boxes
231,2021-01-11,5671.0,Suggestion Boxes
232,2021-01-12,4602.0,Suggestion Boxes
233,2021-01-13,4170.0,Suggestion Boxes
234,2021-01-14,4761.0,Suggestion Boxes
235,2021-01-15,4761.0,Suggestion Boxes
236,2021-01-16,4761.0,Suggestion Boxes
237,2021-01-17,6984.0,Suggestion Boxes
238,2021-01-18,6984.0,Suggestion Boxes
239,2021-01-19,6984.0,Suggestion Boxes
240,2021-01-20,5256.0,Suggestion Boxes
241,2021-01-21,5256.0,Suggestion Boxes
242,2021-01-22,5256.0,Suggestion Boxes
243,2021-01-23,5256.0,Suggestion Boxes
244,2021-01-24,5500.0,Suggestion Boxes
245,2021-01-25,5500.0,Suggestion Boxes
246,2021-01-26,7360.0,Suggestion Boxes
247,2021-01-27,5755.0,Suggestion Boxes
248,2021-01-28,5755.0,Suggestion Boxes
249,2021-01-29,5755.0,Suggestion Boxes
250,2021-01-30,5007.0,Suggestion Boxes
251,2021-01-31,5007.0,Suggestion Boxes
252,2021-02-01,5007.0,Suggestion Boxes
253,2021-02-02,5007.0,Suggestion Boxes
254,2021-02-03,4606.0,Suggestion Boxes
255,2021-02-04,4606.0,Suggestion Boxes
256,2021-02-05,4606.0,Suggestion Boxes
257,2021-02-06,3828.0,Suggestion Boxes
258,2021-02-07,4231.0,Suggestion Boxes
259,2021-02-08,4231.0,Suggestion Boxes
260,2021-02-09,4231.0,Suggestion Boxes
261,2021-02-10,3983.0,Suggestion Boxes
262,2021-02-11,3983.0,Suggestion Boxes
263,2021-02-12,3983.0,Suggestion Boxes
264,2021-02-13,3983.0,Suggestion Boxes
265,2021-02-14,3983.0,Suggestion Boxes
266,2021-02-15,4130.0,Suggestion Boxes
267,2021-02-16,4130.0,Suggestion Boxes
268,2021-02-17,4130.0,Suggestion Boxes
269,2021-02-18,3924.0,Suggestion Boxes
270,2021-02-19,4717.0,Suggestion Boxes
271,2021-02-20,4717.0,Suggestion Boxes
272,2021-02-21,4654.0,Suggestion Boxes
273,2021-02-22,4654.0,Suggestion Boxes
274,2021-02-23,2150.0,Suggestion Boxes
275,2021-02-24,2671.0,Suggestion Boxes
276,2021-02-25,2671.0,Suggestion Boxes
277,2021-02-26,3041.0,Suggestion Boxes
278,2021-02-27,3022.0,Suggestion Boxes
279,2021-02-28,3022.0,Suggestion Boxes
280,2021-03-01,3263.0,Suggestion Boxes
281,2021-03-02,2590.0,Suggestion Boxes
282,2021-03-03,2311.0,Suggestion Boxes
283,2021-03-04,2459.0,Suggestion Boxes
284,2021-03-05,2250.0,Suggestion Boxes
285,2021-03-06,2250.0,Suggestion Boxes
286,2021-03-07,2983.0,Suggestion Boxes
287,2021-03-08,2983.0,Suggestion Boxes
288,2021-03-09,2569.0,Suggestion Boxes
289,2021-03-10,2569.0,Suggestion Boxes
290,2021-03-11,1780.0,Suggestion Boxes
291,2021-03-12,1780.0,Suggestion Boxes
292,2021-03-13,1939.0,Suggestion Boxes
293,2021-03-14,2783.0,Suggestion Boxes
294,2021-03-15,2783.0,Suggestion Boxes
295,2021-03-16,2209.0,Suggestion Boxes
296,2021-03-17,1972.0,Suggestion Boxes
297,2021-03-18,1972.0,Suggestion Boxes
298,2021-03-19,1972.0,Suggestion Boxes
299,2021-03-20,2284.0,Suggestion Boxes
300,2021-03-21,2284.0,Suggestion Boxes
301,2021-03-22,2638.0,Suggestion Boxes
302,2021-03-23,1907.0,Suggestion Boxes
303,2021-03-24,1915.0,Suggestion Boxes
304,2021-03-25,1804.0,Suggestion Boxes
305,2021-03-26,1804.0,Suggestion Boxes
306,2021-03-27,1804.0,Suggestion Boxes
307,2021-03-28,2285.0,Suggestion Boxes
308,2021-03-29,2285.0,Suggestion Boxes
309,2021-03-30,2285.0,Suggestion Boxes
310,2021-03-31,1956.0,Suggestion Boxes
311,2021-04-01,1956.0,Suggestion Boxes
312,2021-04-02,2713.0,Suggestion Boxes
313,2021-04-03,2713.0,Suggestion Boxes
314,2021-04-04,3548.0,Suggestion Boxes
315,2021-04-05,4100.0,Suggestion Boxes
316,2021-04-06,2586.0,Suggestion Boxes
317,2021-04-07,2366.0,Suggestion Boxes
318,2021-04-08,2366.0,Suggestion Boxes
319,2021-04-09,2395.0,Suggestion Boxes
320,2021-04-10,2395.0,Suggestion Boxes
321,2021-04-11,2395.0,Suggestion Boxes
322,2021-04-12,4571.0,Suggestion Boxes
323,2021-04-13,4571.0,Suggestion Boxes
324,2021-04-14,4734.0,Suggestion Boxes
325,2021-04-15,4734.0,Suggestion Boxes
326,2021-04-16,4734.0,Suggestion Boxes
327,2021-04-17,4396.0,Suggestion Boxes
328,2021-04-18,4244.0,Suggestion Boxes
329,2021-04-19,4244.0,Suggestion Boxes
330,2021-04-20,4475.0,Suggestion Boxes
331,2021-04-21,3297.0,Suggestion Boxes
332,2021-04-22,3013.0,Suggestion Boxes
333,2021-04-23,3865.0,Suggestion Boxes
334,2021-04-24,4010.0,Suggestion Boxes
335,2021-04-25,4010.0,Suggestion Boxes
336,2021-04-26,5988.0,Suggestion Boxes
337,2021-04-27,4595.0,Suggestion Boxes
338,2021-04-28,4595.0,Suggestion Boxes
339,2021-04-29,4595.0,Suggestion Boxes
340,2021-04-30,4300.0,Suggestion Boxes
341,2021-05-01,4300.0,Suggestion Boxes
342,2021-05-02,4300.0,Suggestion Boxes
343,2021-05-03,4710.0,Suggestion Boxes
344,2021-05-04,4581.0,Suggestion Boxes
345,2021-05-05,4581.0,Suggestion Boxes
346,2021-05-06,5360.0,Suggestion Boxes
347,2021-05-07,5360.0,Suggestion Boxes
348,2021-05-08,5073.0,Suggestion Boxes
349,2021-05-09,5073.0,Suggestion Boxes
350,2021-05-10,5073.0,Suggestion Boxes
351,2021-05-11,5426.0,Suggestion Boxes
352,2021-05-12,3939.0,Suggestion Boxes
353,2021-05-13,3939.0,Suggestion Boxes
354,2021-05-14,3544.0,Suggestion Boxes
355,2021-05-15,3544.0,Suggestion Boxes
356,2021-05-16,3544.0,Suggestion Boxes
357,2021-05-17,3544.0,Suggestion Boxes
358,2021-05-18,6406.0,Suggestion Boxes
359,2021-05-19,5625.0,Suggestion Boxes
360,2021-05-20,4311.0,Suggestion Boxes
361,2021-05-21,4311.0,Suggestion Boxes
362,2021-05-22,4625.0,Suggestion Boxes
363,2021-05-23,4625.0,Suggestion Boxes
364,2021-05-24,5167.0,Suggestion Boxes
365,2021-05-25,5167.0,Suggestion Boxes
366,2021-05-26,4496.0,Suggestion Boxes
367,2021-05-27,4496.0,Suggestion Boxes
368,2021-05-28,4496.0,Suggestion Boxes
369,2021-05-29,4634.0,Suggestion Boxes
370,2021-05-30,4634.0,Suggestion Boxes
371,2021-05-31,4615.0,Suggestion Boxes
372,2021-06-01,4615.0,Suggestion Boxes
373,2021-06-02,4144.0,Suggestion Boxes
374,2021-06-03,3699.0,Suggestion Boxes
375,2021-06-04,3699.0,Suggestion Boxes
376,2021-06-05,4142.0,Suggestion Boxes
377,2021-06-06,4142.0,Suggestion Boxes
378,2021-06-07,6046.0,Suggestion Boxes
379,2021-06-08,6046.0,Suggestion Boxes
380,2021-06-09,5822.0,Suggestion Boxes
381,2021-06-10,5822.0,Suggestion Boxes
382,2021-06-11,4655.0,Suggestion Boxes
383,2021-06-12,4655.0,Suggestion Boxes
384,2021-06-13,4563.0,Suggestion Boxes
385,2021-06-14,4563.0,Suggestion Boxes
386,2021-06-15,5322.0,Suggestion Boxes
387,2021-06-16,5322.0,Suggestion Boxes
388,2021-06-17,3709.0,Suggestion Boxes
389,2021-06-18,3709.0,Suggestion Boxes
390,2021-06-19,3709.0,Suggestion Boxes
391,2021-06-20,7421.0,Suggestion Boxes
392,2021-06-21,7421.0,Suggestion Boxes
393,2021-06-22,5886.0,Suggestion Boxes
394,2021-06-23,5886.0,Suggestion Boxes
395,2021-06-24,5133.0,Suggestion Boxes
396,2021-06-25,5133.0,Suggestion Boxes
397,2021-06-26,5133.0,Suggestion Boxes
398,2021-06-27,8259.0,Suggestion Boxes
399,2021-06-28,8259.0,Suggestion Boxes
400,2021-06-29,4809.0,Suggestion Boxes
401,2021-06-30,4809.0,Suggestion Boxes
402,2021-07-01,6809.0,Suggestion Boxes
403,2021-07-02,6809.0,Suggestion Boxes
404,2021-07-03,6258.0,Suggestion Boxes
405,2021-07-04,6258.0,Suggestion Boxes
406,2021-07-05,6998.0,Suggestion Boxes
407,2021-07-06,6998.0,Suggestion Boxes
408,2021-07-07,6416.0,Suggestion Boxes
409,2021-07-08,6416.0,Suggestion Boxes
410,2021-07-09,5646.0,Suggestion Boxes
411,2021-07-10,5646.0,Suggestion Boxes
412,2021-07-11,7359.0,Suggestion Boxes
