,date,value,name_B075F6YWSM
49,2018-08-30,30248.0,Mists & Hydrosols
50,2018-08-31,30248.0,Mists & Hydrosols
51,2018-09-01,26451.0,Mists & Hydrosols
52,2018-09-02,26451.0,Mists & Hydrosols
53,2018-09-03,32081.0,Mists & Hydrosols
54,2018-09-04,22514.0,Mists & Hydrosols
55,2018-09-05,28432.0,Mists & Hydrosols
56,2018-09-06,28432.0,Mists & Hydrosols
57,2018-09-07,34740.0,Mists & Hydrosols
58,2018-09-08,22177.0,Mists & Hydrosols
59,2018-09-09,19871.0,Mists & Hydrosols
60,2018-09-10,19871.0,Mists & Hydrosols
61,2018-09-11,19871.0,Mists & Hydrosols
62,2018-09-12,19681.0,Mists & Hydrosols
63,2018-09-13,19681.0,Mists & Hydrosols
64,2018-09-14,28298.0,Mists & Hydrosols
65,2018-09-15,25546.0,Mists & Hydrosols
66,2018-09-16,25956.0,Mists & Hydrosols
67,2018-09-17,23313.0,Mists & Hydrosols
68,2018-09-18,21167.0,Mists & Hydrosols
69,2018-09-19,40044.0,Mists & Hydrosols
70,2018-09-20,31614.0,Mists & Hydrosols
71,2018-09-21,51994.0,Mists & Hydrosols
72,2018-09-22,18969.0,Mists & Hydrosols
73,2018-09-23,18969.0,Mists & Hydrosols
74,2018-09-24,18969.0,Mists & Hydrosols
75,2018-09-25,15285.0,Mists & Hydrosols
76,2018-09-26,20973.0,Mists & Hydrosols
77,2018-09-27,28835.0,Mists & Hydrosols
78,2018-09-28,21047.0,Mists & Hydrosols
79,2018-09-29,21047.0,Mists & Hydrosols
80,2018-09-30,42010.0,Mists & Hydrosols
81,2018-10-01,42010.0,Mists & Hydrosols
82,2018-10-02,42010.0,Mists & Hydrosols
83,2018-10-03,22283.0,Mists & Hydrosols
84,2018-10-04,27900.0,Mists & Hydrosols
85,2018-10-05,35901.0,Mists & Hydrosols
86,2018-10-06,20666.0,Mists & Hydrosols
87,2018-10-07,26698.0,Mists & Hydrosols
88,2018-10-08,26698.0,Mists & Hydrosols
89,2018-10-09,50358.0,Mists & Hydrosols
90,2018-10-10,30544.0,Mists & Hydrosols
91,2018-10-11,30544.0,Mists & Hydrosols
92,2018-10-12,30544.0,Mists & Hydrosols
93,2018-10-13,50500.0,Mists & Hydrosols
94,2018-10-14,50500.0,Mists & Hydrosols
95,2018-10-15,50500.0,Mists & Hydrosols
96,2018-10-16,50500.0,Mists & Hydrosols
97,2018-10-17,50500.0,Mists & Hydrosols
98,2018-10-18,36531.0,Mists & Hydrosols
99,2018-10-19,40731.0,Mists & Hydrosols
100,2018-10-20,32800.0,Mists & Hydrosols
101,2018-10-21,32800.0,Mists & Hydrosols
102,2018-10-22,24841.0,Mists & Hydrosols
103,2018-10-23,24841.0,Mists & Hydrosols
104,2018-10-24,24841.0,Mists & Hydrosols
105,2018-10-25,54295.0,Mists & Hydrosols
106,2018-10-26,54295.0,Mists & Hydrosols
107,2018-10-27,19669.0,Mists & Hydrosols
108,2018-10-28,19669.0,Mists & Hydrosols
109,2018-10-29,27707.0,Mists & Hydrosols
110,2018-10-30,27707.0,Mists & Hydrosols
111,2018-10-31,19288.0,Mists & Hydrosols
112,2018-11-01,18270.0,Mists & Hydrosols
113,2018-11-02,15567.0,Mists & Hydrosols
114,2018-11-03,23751.0,Mists & Hydrosols
115,2018-11-04,37073.0,Mists & Hydrosols
116,2018-11-05,37073.0,Mists & Hydrosols
117,2018-11-06,22501.0,Mists & Hydrosols
118,2018-11-07,22501.0,Mists & Hydrosols
119,2018-11-08,22501.0,Mists & Hydrosols
120,2018-11-09,22501.0,Mists & Hydrosols
121,2018-11-10,22501.0,Mists & Hydrosols
122,2018-11-11,22501.0,Mists & Hydrosols
123,2018-11-12,27413.0,Mists & Hydrosols
124,2018-11-13,49044.0,Mists & Hydrosols
125,2018-11-14,49044.0,Mists & Hydrosols
126,2018-11-15,49044.0,Mists & Hydrosols
127,2018-11-16,32139.0,Mists & Hydrosols
128,2018-11-17,24535.0,Mists & Hydrosols
129,2018-11-18,12865.0,Mists & Hydrosols
130,2018-11-19,12865.0,Mists & Hydrosols
131,2018-11-20,12865.0,Mists & Hydrosols
132,2018-11-21,35207.0,Mists & Hydrosols
133,2018-11-22,35207.0,Mists & Hydrosols
134,2018-11-23,35207.0,Mists & Hydrosols
135,2018-11-24,35207.0,Mists & Hydrosols
136,2018-11-25,17990.0,Mists & Hydrosols
137,2018-11-26,22446.0,Mists & Hydrosols
138,2018-11-27,22446.0,Mists & Hydrosols
139,2018-11-28,22446.0,Mists & Hydrosols
140,2018-11-29,22446.0,Mists & Hydrosols
141,2018-11-30,21319.0,Mists & Hydrosols
142,2018-12-01,21319.0,Mists & Hydrosols
143,2018-12-02,21319.0,Mists & Hydrosols
144,2018-12-03,15293.0,Mists & Hydrosols
145,2018-12-04,14641.0,Mists & Hydrosols
146,2018-12-05,14641.0,Mists & Hydrosols
147,2018-12-06,10526.0,Mists & Hydrosols
148,2018-12-07,11572.0,Mists & Hydrosols
149,2018-12-08,11572.0,Mists & Hydrosols
150,2018-12-09,10159.0,Mists & Hydrosols
151,2018-12-10,12028.0,Mists & Hydrosols
152,2018-12-11,8681.0,Mists & Hydrosols
153,2018-12-12,8681.0,Mists & Hydrosols
154,2018-12-13,8120.0,Mists & Hydrosols
155,2018-12-14,8343.0,Mists & Hydrosols
156,2018-12-15,8343.0,Mists & Hydrosols
157,2018-12-16,9059.0,Mists & Hydrosols
158,2018-12-17,8851.0,Mists & Hydrosols
159,2018-12-18,8851.0,Mists & Hydrosols
160,2018-12-19,4063.0,Mists & Hydrosols
161,2018-12-20,4299.0,Mists & Hydrosols
162,2018-12-21,4179.0,Mists & Hydrosols
163,2018-12-22,4179.0,Mists & Hydrosols
164,2018-12-23,4179.0,Mists & Hydrosols
165,2018-12-24,5032.0,Mists & Hydrosols
166,2018-12-25,5317.0,Mists & Hydrosols
167,2018-12-26,5317.0,Mists & Hydrosols
168,2018-12-27,5220.0,Mists & Hydrosols
169,2018-12-28,3887.0,Mists & Hydrosols
170,2018-12-29,4478.0,Mists & Hydrosols
171,2018-12-30,6785.0,Mists & Hydrosols
172,2018-12-31,4657.0,Mists & Hydrosols
173,2019-01-01,4657.0,Mists & Hydrosols
174,2019-01-02,4657.0,Mists & Hydrosols
175,2019-01-03,5253.0,Mists & Hydrosols
176,2019-01-04,7170.0,Mists & Hydrosols
177,2019-01-05,4869.0,Mists & Hydrosols
178,2019-01-06,4869.0,Mists & Hydrosols
179,2019-01-07,4730.0,Mists & Hydrosols
180,2019-01-08,4730.0,Mists & Hydrosols
181,2019-01-09,5244.0,Mists & Hydrosols
182,2019-01-10,5244.0,Mists & Hydrosols
183,2019-01-11,5631.0,Mists & Hydrosols
184,2019-01-12,6045.0,Mists & Hydrosols
185,2019-01-13,7087.0,Mists & Hydrosols
186,2019-01-14,4672.0,Mists & Hydrosols
187,2019-01-15,4672.0,Mists & Hydrosols
188,2019-01-16,4672.0,Mists & Hydrosols
189,2019-01-17,5352.0,Mists & Hydrosols
190,2019-01-18,3966.0,Mists & Hydrosols
191,2019-01-19,4348.0,Mists & Hydrosols
192,2019-01-20,4877.0,Mists & Hydrosols
193,2019-01-21,4489.0,Mists & Hydrosols
194,2019-01-22,4489.0,Mists & Hydrosols
195,2019-01-23,4984.0,Mists & Hydrosols
196,2019-01-24,4984.0,Mists & Hydrosols
197,2019-01-25,4854.0,Mists & Hydrosols
198,2019-01-26,4854.0,Mists & Hydrosols
199,2019-01-27,5163.0,Mists & Hydrosols
200,2019-01-28,4618.0,Mists & Hydrosols
201,2019-01-29,6323.0,Mists & Hydrosols
202,2019-01-30,5099.0,Mists & Hydrosols
203,2019-01-31,3605.0,Mists & Hydrosols
204,2019-02-01,3923.0,Mists & Hydrosols
205,2019-02-02,4671.0,Mists & Hydrosols
206,2019-02-03,4833.0,Mists & Hydrosols
207,2019-02-04,4107.0,Mists & Hydrosols
208,2019-02-05,3521.0,Mists & Hydrosols
209,2019-02-06,3521.0,Mists & Hydrosols
210,2019-02-07,3709.0,Mists & Hydrosols
211,2019-02-08,3212.0,Mists & Hydrosols
212,2019-02-09,3284.0,Mists & Hydrosols
213,2019-02-10,3315.0,Mists & Hydrosols
214,2019-02-11,3315.0,Mists & Hydrosols
215,2019-02-12,2574.0,Mists & Hydrosols
216,2019-02-13,2437.0,Mists & Hydrosols
217,2019-02-14,3432.0,Mists & Hydrosols
218,2019-02-15,3459.0,Mists & Hydrosols
219,2019-02-16,3326.0,Mists & Hydrosols
220,2019-02-17,3326.0,Mists & Hydrosols
221,2019-02-18,4014.0,Mists & Hydrosols
222,2019-02-19,4014.0,Mists & Hydrosols
223,2019-02-20,2889.0,Mists & Hydrosols
224,2019-02-21,2889.0,Mists & Hydrosols
225,2019-02-22,4112.0,Mists & Hydrosols
226,2019-02-23,3490.0,Mists & Hydrosols
227,2019-02-24,3413.0,Mists & Hydrosols
228,2019-02-25,3413.0,Mists & Hydrosols
229,2019-02-26,5199.0,Mists & Hydrosols
230,2019-02-27,3144.0,Mists & Hydrosols
231,2019-02-28,5361.0,Mists & Hydrosols
232,2019-03-01,4691.0,Mists & Hydrosols
233,2019-03-02,3922.0,Mists & Hydrosols
234,2019-03-03,6532.0,Mists & Hydrosols
235,2019-03-04,5247.0,Mists & Hydrosols
236,2019-03-05,4042.0,Mists & Hydrosols
237,2019-03-06,4703.0,Mists & Hydrosols
238,2019-03-07,4703.0,Mists & Hydrosols
239,2019-03-08,4155.0,Mists & Hydrosols
240,2019-03-09,4960.0,Mists & Hydrosols
241,2019-03-10,3850.0,Mists & Hydrosols
242,2019-03-11,5213.0,Mists & Hydrosols
243,2019-03-12,4120.0,Mists & Hydrosols
244,2019-03-13,4385.0,Mists & Hydrosols
245,2019-03-14,5615.0,Mists & Hydrosols
246,2019-03-15,5030.0,Mists & Hydrosols
247,2019-03-16,5430.0,Mists & Hydrosols
248,2019-03-17,6026.0,Mists & Hydrosols
249,2019-03-18,5906.0,Mists & Hydrosols
250,2019-03-19,5136.0,Mists & Hydrosols
251,2019-03-20,4643.0,Mists & Hydrosols
252,2019-03-21,4905.0,Mists & Hydrosols
253,2019-03-22,4133.0,Mists & Hydrosols
254,2019-03-23,4802.0,Mists & Hydrosols
255,2019-03-24,5521.0,Mists & Hydrosols
256,2019-03-25,5549.0,Mists & Hydrosols
257,2019-03-26,6350.0,Mists & Hydrosols
258,2019-03-27,6723.0,Mists & Hydrosols
259,2019-03-28,4973.0,Mists & Hydrosols
260,2019-03-29,5626.0,Mists & Hydrosols
261,2019-03-30,7009.0,Mists & Hydrosols
262,2019-03-31,8274.0,Mists & Hydrosols
263,2019-04-01,5607.0,Mists & Hydrosols
264,2019-04-02,5607.0,Mists & Hydrosols
265,2019-04-03,5590.0,Mists & Hydrosols
266,2019-04-04,5167.0,Mists & Hydrosols
267,2019-04-05,6039.0,Mists & Hydrosols
268,2019-04-06,6476.0,Mists & Hydrosols
269,2019-04-07,4940.0,Mists & Hydrosols
270,2019-04-08,4940.0,Mists & Hydrosols
271,2019-04-09,4104.0,Mists & Hydrosols
272,2019-04-10,4104.0,Mists & Hydrosols
273,2019-04-11,5603.0,Mists & Hydrosols
274,2019-04-12,5165.0,Mists & Hydrosols
275,2019-04-13,5129.0,Mists & Hydrosols
276,2019-04-14,3107.0,Mists & Hydrosols
277,2019-04-15,4543.0,Mists & Hydrosols
278,2019-04-16,5301.0,Mists & Hydrosols
279,2019-04-17,5301.0,Mists & Hydrosols
280,2019-04-18,5496.0,Mists & Hydrosols
281,2019-04-19,5035.0,Mists & Hydrosols
282,2019-04-20,4779.0,Mists & Hydrosols
283,2019-04-21,4374.0,Mists & Hydrosols
284,2019-04-22,5761.0,Mists & Hydrosols
285,2019-04-23,5164.0,Mists & Hydrosols
286,2019-04-24,4596.0,Mists & Hydrosols
287,2019-04-25,5028.0,Mists & Hydrosols
288,2019-04-26,6013.0,Mists & Hydrosols
289,2019-04-27,6664.0,Mists & Hydrosols
290,2019-04-28,6664.0,Mists & Hydrosols
291,2019-04-29,5342.0,Mists & Hydrosols
292,2019-04-30,5680.0,Mists & Hydrosols
293,2019-05-01,6061.0,Mists & Hydrosols
294,2019-05-02,5755.0,Mists & Hydrosols
295,2019-05-03,4605.0,Mists & Hydrosols
296,2019-05-04,3695.0,Mists & Hydrosols
297,2019-05-05,4299.0,Mists & Hydrosols
298,2019-05-06,3787.0,Mists & Hydrosols
299,2019-05-07,3627.0,Mists & Hydrosols
300,2019-05-08,4055.0,Mists & Hydrosols
301,2019-05-09,3278.0,Mists & Hydrosols
302,2019-05-10,3212.0,Mists & Hydrosols
303,2019-05-11,4161.0,Mists & Hydrosols
304,2019-05-12,4250.0,Mists & Hydrosols
305,2019-05-13,4002.0,Mists & Hydrosols
306,2019-05-14,3815.0,Mists & Hydrosols
307,2019-05-15,4005.0,Mists & Hydrosols
308,2019-05-16,5708.0,Mists & Hydrosols
309,2019-05-17,6144.0,Mists & Hydrosols
310,2019-05-18,5863.0,Mists & Hydrosols
311,2019-05-19,5090.0,Mists & Hydrosols
312,2019-05-20,5607.0,Mists & Hydrosols
313,2019-05-21,4820.0,Mists & Hydrosols
314,2019-05-22,4972.0,Mists & Hydrosols
315,2019-05-23,5415.0,Mists & Hydrosols
316,2019-05-24,5490.0,Mists & Hydrosols
317,2019-05-25,5083.0,Mists & Hydrosols
318,2019-05-26,4564.0,Mists & Hydrosols
319,2019-05-27,5467.0,Mists & Hydrosols
320,2019-05-28,7383.0,Mists & Hydrosols
321,2019-05-29,4714.0,Mists & Hydrosols
322,2019-05-30,5762.0,Mists & Hydrosols
323,2019-05-31,6883.0,Mists & Hydrosols
324,2019-06-01,6726.0,Mists & Hydrosols
325,2019-06-02,7622.0,Mists & Hydrosols
326,2019-06-03,6298.0,Mists & Hydrosols
327,2019-06-04,7111.0,Mists & Hydrosols
328,2019-06-05,5526.0,Mists & Hydrosols
329,2019-06-06,6538.0,Mists & Hydrosols
330,2019-06-07,7107.0,Mists & Hydrosols
331,2019-06-08,4834.0,Mists & Hydrosols
332,2019-06-09,4834.0,Mists & Hydrosols
333,2019-06-10,6553.0,Mists & Hydrosols
334,2019-06-11,5703.0,Mists & Hydrosols
335,2019-06-12,5717.0,Mists & Hydrosols
336,2019-06-13,4284.0,Mists & Hydrosols
337,2019-06-14,4866.0,Mists & Hydrosols
338,2019-06-15,4535.0,Mists & Hydrosols
339,2019-06-16,4535.0,Mists & Hydrosols
340,2019-06-17,5286.0,Mists & Hydrosols
341,2019-06-18,12609.0,Mists & Hydrosols
342,2019-06-19,14547.0,Mists & Hydrosols
343,2019-06-20,15870.0,Mists & Hydrosols
344,2019-06-21,20849.0,Mists & Hydrosols
345,2019-06-22,10224.0,Mists & Hydrosols
346,2019-06-23,10243.0,Mists & Hydrosols
347,2019-06-24,7621.0,Mists & Hydrosols
348,2019-06-25,11964.0,Mists & Hydrosols
349,2019-06-26,9058.0,Mists & Hydrosols
350,2019-06-27,10938.0,Mists & Hydrosols
351,2019-06-28,12930.0,Mists & Hydrosols
352,2019-06-29,14481.0,Mists & Hydrosols
353,2019-06-30,11686.0,Mists & Hydrosols
354,2019-07-01,13197.0,Mists & Hydrosols
355,2019-07-02,14147.0,Mists & Hydrosols
356,2019-07-03,12596.0,Mists & Hydrosols
357,2019-07-04,12109.0,Mists & Hydrosols
358,2019-07-05,15523.0,Mists & Hydrosols
359,2019-07-06,11764.0,Mists & Hydrosols
360,2019-07-07,12944.0,Mists & Hydrosols
361,2019-07-08,16555.0,Mists & Hydrosols
362,2019-07-09,13647.0,Mists & Hydrosols
363,2019-07-10,11396.0,Mists & Hydrosols
364,2019-07-11,11277.0,Mists & Hydrosols
365,2019-07-12,10077.0,Mists & Hydrosols
366,2019-07-13,12923.0,Mists & Hydrosols
367,2019-07-14,12923.0,Mists & Hydrosols
368,2019-07-15,8921.0,Mists & Hydrosols
369,2019-07-16,12342.0,Mists & Hydrosols
370,2019-07-17,10969.0,Mists & Hydrosols
371,2019-07-18,13168.0,Mists & Hydrosols
372,2019-07-19,14660.0,Mists & Hydrosols
373,2019-07-20,14031.0,Mists & Hydrosols
374,2019-07-21,14552.0,Mists & Hydrosols
375,2019-07-22,12950.0,Mists & Hydrosols
376,2019-07-23,10780.0,Mists & Hydrosols
377,2019-07-24,12615.0,Mists & Hydrosols
378,2019-07-25,11649.0,Mists & Hydrosols
379,2019-07-26,11230.0,Mists & Hydrosols
380,2019-07-27,13222.0,Mists & Hydrosols
381,2019-07-28,13671.0,Mists & Hydrosols
382,2019-07-29,14802.0,Mists & Hydrosols
383,2019-07-30,12893.0,Mists & Hydrosols
384,2019-07-31,13539.0,Mists & Hydrosols
385,2019-08-01,13817.0,Mists & Hydrosols
386,2019-08-02,13128.0,Mists & Hydrosols
387,2019-08-03,9683.0,Mists & Hydrosols
388,2019-08-04,13837.0,Mists & Hydrosols
389,2019-08-05,14001.0,Mists & Hydrosols
390,2019-08-06,13457.0,Mists & Hydrosols
391,2019-08-07,20534.0,Mists & Hydrosols
392,2019-08-08,12420.0,Mists & Hydrosols
393,2019-08-09,11292.0,Mists & Hydrosols
394,2019-08-10,10722.0,Mists & Hydrosols
395,2019-08-11,16405.0,Mists & Hydrosols
396,2019-08-12,16405.0,Mists & Hydrosols
397,2019-08-13,13514.0,Mists & Hydrosols
398,2019-08-14,8181.0,Mists & Hydrosols
399,2019-08-15,10488.0,Mists & Hydrosols
400,2019-08-16,15042.0,Mists & Hydrosols
401,2019-08-17,11547.0,Mists & Hydrosols
402,2019-08-18,10805.0,Mists & Hydrosols
403,2019-08-19,11159.0,Mists & Hydrosols
404,2019-08-20,9116.0,Mists & Hydrosols
405,2019-08-21,13434.0,Mists & Hydrosols
406,2019-08-22,14465.0,Mists & Hydrosols
407,2019-08-23,16493.0,Mists & Hydrosols
408,2019-08-24,20755.0,Mists & Hydrosols
409,2019-08-25,15934.0,Mists & Hydrosols
410,2019-08-26,16181.0,Mists & Hydrosols
411,2019-08-27,15091.0,Mists & Hydrosols
412,2019-08-28,15554.0,Mists & Hydrosols
413,2019-08-29,11255.0,Mists & Hydrosols
414,2019-08-30,17318.0,Mists & Hydrosols
415,2019-08-31,17544.0,Mists & Hydrosols
416,2019-09-01,18381.0,Mists & Hydrosols
417,2019-09-02,17683.0,Mists & Hydrosols
418,2019-09-03,13190.0,Mists & Hydrosols
419,2019-09-04,20547.0,Mists & Hydrosols
420,2019-09-05,24060.0,Mists & Hydrosols
421,2019-09-06,22158.0,Mists & Hydrosols
422,2019-09-07,16922.0,Mists & Hydrosols
423,2019-09-08,20790.0,Mists & Hydrosols
424,2019-09-09,15239.0,Mists & Hydrosols
425,2019-09-10,14521.0,Mists & Hydrosols
426,2019-09-11,19207.0,Mists & Hydrosols
427,2019-09-12,15964.0,Mists & Hydrosols
428,2019-09-13,20084.0,Mists & Hydrosols
429,2019-09-14,16987.0,Mists & Hydrosols
430,2019-09-15,17378.0,Mists & Hydrosols
431,2019-09-16,17943.0,Mists & Hydrosols
432,2019-09-17,19521.0,Mists & Hydrosols
433,2019-09-18,19739.0,Mists & Hydrosols
434,2019-09-19,23048.0,Mists & Hydrosols
435,2019-09-20,17097.0,Mists & Hydrosols
436,2019-09-21,13666.0,Mists & Hydrosols
437,2019-09-22,15598.0,Mists & Hydrosols
438,2019-09-23,14199.0,Mists & Hydrosols
439,2019-09-24,12041.0,Mists & Hydrosols
440,2019-09-25,13996.0,Mists & Hydrosols
441,2019-09-26,16142.0,Mists & Hydrosols
442,2019-09-27,8821.0,Mists & Hydrosols
443,2019-09-28,10828.0,Mists & Hydrosols
444,2019-09-29,15328.0,Mists & Hydrosols
445,2019-09-30,12180.0,Mists & Hydrosols
446,2019-10-01,8960.0,Mists & Hydrosols
447,2019-10-02,13532.0,Mists & Hydrosols
448,2019-10-03,8554.0,Mists & Hydrosols
449,2019-10-04,14139.0,Mists & Hydrosols
450,2019-10-05,13981.0,Mists & Hydrosols
451,2019-10-06,11998.0,Mists & Hydrosols
452,2019-10-07,11998.0,Mists & Hydrosols
453,2019-10-08,11485.0,Mists & Hydrosols
454,2019-10-09,11485.0,Mists & Hydrosols
455,2019-10-10,17482.0,Mists & Hydrosols
456,2019-10-11,17482.0,Mists & Hydrosols
457,2019-10-12,15312.0,Mists & Hydrosols
458,2019-10-13,12342.0,Mists & Hydrosols
459,2019-10-14,15025.0,Mists & Hydrosols
460,2019-10-15,13708.0,Mists & Hydrosols
461,2019-10-16,13708.0,Mists & Hydrosols
462,2019-10-17,13708.0,Mists & Hydrosols
463,2019-10-18,18173.0,Mists & Hydrosols
464,2019-10-19,18855.0,Mists & Hydrosols
465,2019-10-20,17690.0,Mists & Hydrosols
466,2019-10-21,19247.0,Mists & Hydrosols
467,2019-10-22,14338.0,Mists & Hydrosols
468,2019-10-23,16258.0,Mists & Hydrosols
469,2019-10-24,14890.0,Mists & Hydrosols
470,2019-10-25,14772.0,Mists & Hydrosols
471,2019-10-26,17738.0,Mists & Hydrosols
472,2019-10-27,20339.0,Mists & Hydrosols
473,2019-10-28,19232.0,Mists & Hydrosols
474,2019-10-29,22290.0,Mists & Hydrosols
475,2019-10-30,16162.0,Mists & Hydrosols
476,2019-10-31,16788.0,Mists & Hydrosols
477,2019-11-01,20408.0,Mists & Hydrosols
478,2019-11-02,14141.0,Mists & Hydrosols
479,2019-11-03,20435.0,Mists & Hydrosols
480,2019-11-04,19151.0,Mists & Hydrosols
481,2019-11-05,10367.0,Mists & Hydrosols
482,2019-11-06,10475.0,Mists & Hydrosols
483,2019-11-07,17252.0,Mists & Hydrosols
484,2019-11-08,20354.0,Mists & Hydrosols
485,2019-11-09,12379.0,Mists & Hydrosols
486,2019-11-10,12379.0,Mists & Hydrosols
487,2019-11-11,14500.0,Mists & Hydrosols
488,2019-11-12,14500.0,Mists & Hydrosols
489,2019-11-13,13744.0,Mists & Hydrosols
490,2019-11-14,21762.0,Mists & Hydrosols
491,2019-11-15,18157.0,Mists & Hydrosols
492,2019-11-16,18157.0,Mists & Hydrosols
493,2019-11-17,13355.0,Mists & Hydrosols
494,2019-11-18,13355.0,Mists & Hydrosols
495,2019-11-19,18459.0,Mists & Hydrosols
496,2019-11-20,18459.0,Mists & Hydrosols
497,2019-11-21,17819.0,Mists & Hydrosols
498,2019-11-22,17819.0,Mists & Hydrosols
499,2019-11-23,17819.0,Mists & Hydrosols
500,2019-11-24,15496.0,Mists & Hydrosols
501,2019-11-25,15496.0,Mists & Hydrosols
502,2019-11-26,15496.0,Mists & Hydrosols
503,2019-11-27,10936.0,Mists & Hydrosols
504,2019-11-28,17801.0,Mists & Hydrosols
505,2019-11-29,13350.0,Mists & Hydrosols
506,2019-11-30,13831.0,Mists & Hydrosols
507,2019-12-01,11619.0,Mists & Hydrosols
508,2019-12-02,11619.0,Mists & Hydrosols
509,2019-12-03,11619.0,Mists & Hydrosols
510,2019-12-04,13256.0,Mists & Hydrosols
511,2019-12-05,12184.0,Mists & Hydrosols
512,2019-12-06,12184.0,Mists & Hydrosols
513,2019-12-07,13930.0,Mists & Hydrosols
514,2019-12-08,13930.0,Mists & Hydrosols
515,2019-12-09,10497.0,Mists & Hydrosols
516,2019-12-10,8177.0,Mists & Hydrosols
517,2019-12-11,8651.0,Mists & Hydrosols
518,2019-12-12,8770.0,Mists & Hydrosols
519,2019-12-13,8770.0,Mists & Hydrosols
520,2019-12-14,8770.0,Mists & Hydrosols
521,2019-12-15,10082.0,Mists & Hydrosols
522,2019-12-16,6404.0,Mists & Hydrosols
523,2019-12-17,7018.0,Mists & Hydrosols
524,2019-12-18,8951.0,Mists & Hydrosols
525,2019-12-19,8826.0,Mists & Hydrosols
526,2019-12-20,7489.0,Mists & Hydrosols
527,2019-12-21,7740.0,Mists & Hydrosols
528,2019-12-22,7740.0,Mists & Hydrosols
529,2019-12-23,9191.0,Mists & Hydrosols
530,2019-12-24,9191.0,Mists & Hydrosols
531,2019-12-25,9191.0,Mists & Hydrosols
532,2019-12-26,12031.0,Mists & Hydrosols
533,2019-12-27,10474.0,Mists & Hydrosols
534,2019-12-28,10474.0,Mists & Hydrosols
535,2019-12-29,9584.0,Mists & Hydrosols
536,2019-12-30,9584.0,Mists & Hydrosols
537,2019-12-31,9584.0,Mists & Hydrosols
538,2020-01-01,14106.0,Mists & Hydrosols
539,2020-01-02,14106.0,Mists & Hydrosols
540,2020-01-03,13745.0,Mists & Hydrosols
541,2020-01-04,13745.0,Mists & Hydrosols
542,2020-01-05,13745.0,Mists & Hydrosols
543,2020-01-06,9916.0,Mists & Hydrosols
544,2020-01-07,9916.0,Mists & Hydrosols
545,2020-01-08,9497.0,Mists & Hydrosols
546,2020-01-09,15219.0,Mists & Hydrosols
547,2020-01-10,12064.0,Mists & Hydrosols
548,2020-01-11,12064.0,Mists & Hydrosols
549,2020-01-12,12064.0,Mists & Hydrosols
550,2020-01-13,12162.0,Mists & Hydrosols
551,2020-01-14,11168.0,Mists & Hydrosols
552,2020-01-15,9482.0,Mists & Hydrosols
553,2020-01-16,9482.0,Mists & Hydrosols
554,2020-01-17,12275.0,Mists & Hydrosols
555,2020-01-18,12899.0,Mists & Hydrosols
556,2020-01-19,10678.0,Mists & Hydrosols
557,2020-01-20,10678.0,Mists & Hydrosols
