,date,value,name_B08FHWWVJ1
68,2020-10-19,10570.0,"Sheet Protectors, Card & Photo Sleeves"
69,2020-10-20,10570.0,"Sheet Protectors, Card & Photo Sleeves"
70,2020-10-21,10654.0,"Sheet Protectors, Card & Photo Sleeves"
71,2020-10-22,10654.0,"Sheet Protectors, Card & Photo Sleeves"
72,2020-10-23,10654.0,"Sheet Protectors, Card & Photo Sleeves"
73,2020-10-24,10654.0,"Sheet Protectors, Card & Photo Sleeves"
74,2020-10-25,10654.0,"Sheet Protectors, Card & Photo Sleeves"
75,2020-10-26,10654.0,"Sheet Protectors, Card & Photo Sleeves"
76,2020-10-27,8583.0,"Sheet Protectors, Card & Photo Sleeves"
77,2020-10-28,8383.0,"Sheet Protectors, Card & Photo Sleeves"
78,2020-10-29,8383.0,"Sheet Protectors, Card & Photo Sleeves"
79,2020-10-30,6318.0,"Sheet Protectors, Card & Photo Sleeves"
80,2020-10-31,6318.0,"Sheet Protectors, Card & Photo Sleeves"
81,2020-11-01,6318.0,"Sheet Protectors, Card & Photo Sleeves"
82,2020-11-02,6318.0,"Sheet Protectors, Card & Photo Sleeves"
83,2020-11-03,3778.0,"Sheet Protectors, Card & Photo Sleeves"
84,2020-11-04,3778.0,"Sheet Protectors, Card & Photo Sleeves"
85,2020-11-05,5017.0,"Sheet Protectors, Card & Photo Sleeves"
86,2020-11-06,4068.0,"Sheet Protectors, Card & Photo Sleeves"
87,2020-11-07,5443.0,"Sheet Protectors, Card & Photo Sleeves"
88,2020-11-08,5443.0,"Sheet Protectors, Card & Photo Sleeves"
89,2020-11-09,5443.0,"Sheet Protectors, Card & Photo Sleeves"
90,2020-11-10,4907.0,"Sheet Protectors, Card & Photo Sleeves"
91,2020-11-11,4603.0,"Sheet Protectors, Card & Photo Sleeves"
92,2020-11-12,4603.0,"Sheet Protectors, Card & Photo Sleeves"
93,2020-11-13,4603.0,"Sheet Protectors, Card & Photo Sleeves"
94,2020-11-14,4603.0,"Sheet Protectors, Card & Photo Sleeves"
95,2020-11-15,6039.0,"Sheet Protectors, Card & Photo Sleeves"
96,2020-11-16,5721.0,"Sheet Protectors, Card & Photo Sleeves"
97,2020-11-17,5748.0,"Sheet Protectors, Card & Photo Sleeves"
98,2020-11-18,5748.0,"Sheet Protectors, Card & Photo Sleeves"
99,2020-11-19,4191.0,"Sheet Protectors, Card & Photo Sleeves"
100,2020-11-20,3740.0,"Sheet Protectors, Card & Photo Sleeves"
101,2020-11-21,3740.0,"Sheet Protectors, Card & Photo Sleeves"
102,2020-11-22,3740.0,"Sheet Protectors, Card & Photo Sleeves"
103,2020-11-23,5117.0,"Sheet Protectors, Card & Photo Sleeves"
104,2020-11-24,5243.0,"Sheet Protectors, Card & Photo Sleeves"
105,2020-11-25,5174.0,"Sheet Protectors, Card & Photo Sleeves"
106,2020-11-26,5174.0,"Sheet Protectors, Card & Photo Sleeves"
107,2020-11-27,5174.0,"Sheet Protectors, Card & Photo Sleeves"
108,2020-11-28,5174.0,"Sheet Protectors, Card & Photo Sleeves"
109,2020-11-29,5174.0,"Sheet Protectors, Card & Photo Sleeves"
110,2020-11-30,6444.0,"Sheet Protectors, Card & Photo Sleeves"
111,2020-12-01,6444.0,"Sheet Protectors, Card & Photo Sleeves"
112,2020-12-02,4520.0,"Sheet Protectors, Card & Photo Sleeves"
113,2020-12-03,4520.0,"Sheet Protectors, Card & Photo Sleeves"
114,2020-12-04,4198.0,"Sheet Protectors, Card & Photo Sleeves"
115,2020-12-05,4198.0,"Sheet Protectors, Card & Photo Sleeves"
116,2020-12-06,4198.0,"Sheet Protectors, Card & Photo Sleeves"
117,2020-12-07,4687.0,"Sheet Protectors, Card & Photo Sleeves"
118,2020-12-08,4687.0,"Sheet Protectors, Card & Photo Sleeves"
119,2020-12-09,2173.0,"Sheet Protectors, Card & Photo Sleeves"
120,2020-12-10,3079.0,"Sheet Protectors, Card & Photo Sleeves"
121,2020-12-11,3079.0,"Sheet Protectors, Card & Photo Sleeves"
122,2020-12-12,3079.0,"Sheet Protectors, Card & Photo Sleeves"
123,2020-12-13,3865.0,"Sheet Protectors, Card & Photo Sleeves"
124,2020-12-14,4528.0,"Sheet Protectors, Card & Photo Sleeves"
125,2020-12-15,4528.0,"Sheet Protectors, Card & Photo Sleeves"
126,2020-12-16,3799.0,"Sheet Protectors, Card & Photo Sleeves"
127,2020-12-17,3799.0,"Sheet Protectors, Card & Photo Sleeves"
128,2020-12-18,3799.0,"Sheet Protectors, Card & Photo Sleeves"
129,2020-12-19,3799.0,"Sheet Protectors, Card & Photo Sleeves"
130,2020-12-20,3799.0,"Sheet Protectors, Card & Photo Sleeves"
131,2020-12-21,6941.0,"Sheet Protectors, Card & Photo Sleeves"
132,2020-12-22,6941.0,"Sheet Protectors, Card & Photo Sleeves"
133,2020-12-23,6941.0,"Sheet Protectors, Card & Photo Sleeves"
134,2020-12-24,6941.0,"Sheet Protectors, Card & Photo Sleeves"
135,2020-12-25,6941.0,"Sheet Protectors, Card & Photo Sleeves"
136,2020-12-26,6941.0,"Sheet Protectors, Card & Photo Sleeves"
137,2020-12-27,5603.0,"Sheet Protectors, Card & Photo Sleeves"
138,2020-12-28,5603.0,"Sheet Protectors, Card & Photo Sleeves"
139,2020-12-29,5603.0,"Sheet Protectors, Card & Photo Sleeves"
140,2020-12-30,5491.0,"Sheet Protectors, Card & Photo Sleeves"
141,2020-12-31,4627.0,"Sheet Protectors, Card & Photo Sleeves"
142,2021-01-01,4627.0,"Sheet Protectors, Card & Photo Sleeves"
143,2021-01-02,4627.0,"Sheet Protectors, Card & Photo Sleeves"
144,2021-01-03,6430.0,"Sheet Protectors, Card & Photo Sleeves"
145,2021-01-04,6430.0,"Sheet Protectors, Card & Photo Sleeves"
146,2021-01-05,4934.0,"Sheet Protectors, Card & Photo Sleeves"
147,2021-01-06,4934.0,"Sheet Protectors, Card & Photo Sleeves"
148,2021-01-07,4934.0,"Sheet Protectors, Card & Photo Sleeves"
149,2021-01-08,5466.0,"Sheet Protectors, Card & Photo Sleeves"
150,2021-01-09,5731.0,"Sheet Protectors, Card & Photo Sleeves"
151,2021-01-10,5731.0,"Sheet Protectors, Card & Photo Sleeves"
152,2021-01-11,8481.0,"Sheet Protectors, Card & Photo Sleeves"
153,2021-01-12,8481.0,"Sheet Protectors, Card & Photo Sleeves"
154,2021-01-13,8481.0,"Sheet Protectors, Card & Photo Sleeves"
155,2021-01-14,5000.0,"Sheet Protectors, Card & Photo Sleeves"
156,2021-01-15,5000.0,"Sheet Protectors, Card & Photo Sleeves"
157,2021-01-16,5000.0,"Sheet Protectors, Card & Photo Sleeves"
158,2021-01-17,4390.0,"Sheet Protectors, Card & Photo Sleeves"
159,2021-01-18,4390.0,"Sheet Protectors, Card & Photo Sleeves"
160,2021-01-19,4390.0,"Sheet Protectors, Card & Photo Sleeves"
161,2021-01-20,4390.0,"Sheet Protectors, Card & Photo Sleeves"
162,2021-01-21,4390.0,"Sheet Protectors, Card & Photo Sleeves"
163,2021-01-22,4173.0,"Sheet Protectors, Card & Photo Sleeves"
164,2021-01-23,3072.0,"Sheet Protectors, Card & Photo Sleeves"
165,2021-01-24,3072.0,"Sheet Protectors, Card & Photo Sleeves"
166,2021-01-25,5404.0,"Sheet Protectors, Card & Photo Sleeves"
167,2021-01-26,5173.0,"Sheet Protectors, Card & Photo Sleeves"
168,2021-01-27,5173.0,"Sheet Protectors, Card & Photo Sleeves"
169,2021-01-28,3496.0,"Sheet Protectors, Card & Photo Sleeves"
170,2021-01-29,3496.0,"Sheet Protectors, Card & Photo Sleeves"
171,2021-01-30,5859.0,"Sheet Protectors, Card & Photo Sleeves"
172,2021-01-31,5859.0,"Sheet Protectors, Card & Photo Sleeves"
173,2021-02-01,5859.0,"Sheet Protectors, Card & Photo Sleeves"
174,2021-02-02,4255.0,"Sheet Protectors, Card & Photo Sleeves"
175,2021-02-03,4255.0,"Sheet Protectors, Card & Photo Sleeves"
176,2021-02-04,2963.0,"Sheet Protectors, Card & Photo Sleeves"
177,2021-02-05,2260.0,"Sheet Protectors, Card & Photo Sleeves"
178,2021-02-06,2260.0,"Sheet Protectors, Card & Photo Sleeves"
179,2021-02-07,2787.0,"Sheet Protectors, Card & Photo Sleeves"
180,2021-02-08,2787.0,"Sheet Protectors, Card & Photo Sleeves"
181,2021-02-09,2939.0,"Sheet Protectors, Card & Photo Sleeves"
182,2021-02-10,2939.0,"Sheet Protectors, Card & Photo Sleeves"
183,2021-02-11,2939.0,"Sheet Protectors, Card & Photo Sleeves"
184,2021-02-12,2992.0,"Sheet Protectors, Card & Photo Sleeves"
185,2021-02-13,2992.0,"Sheet Protectors, Card & Photo Sleeves"
186,2021-02-14,2992.0,"Sheet Protectors, Card & Photo Sleeves"
187,2021-02-15,2928.0,"Sheet Protectors, Card & Photo Sleeves"
188,2021-02-16,2928.0,"Sheet Protectors, Card & Photo Sleeves"
189,2021-02-17,2524.0,"Sheet Protectors, Card & Photo Sleeves"
190,2021-02-18,2524.0,"Sheet Protectors, Card & Photo Sleeves"
191,2021-02-19,2490.0,"Sheet Protectors, Card & Photo Sleeves"
192,2021-02-20,2490.0,"Sheet Protectors, Card & Photo Sleeves"
193,2021-02-21,3126.0,"Sheet Protectors, Card & Photo Sleeves"
194,2021-02-22,3126.0,"Sheet Protectors, Card & Photo Sleeves"
195,2021-02-23,3126.0,"Sheet Protectors, Card & Photo Sleeves"
196,2021-02-24,1840.0,"Sheet Protectors, Card & Photo Sleeves"
197,2021-02-25,1732.0,"Sheet Protectors, Card & Photo Sleeves"
198,2021-02-26,2019.0,"Sheet Protectors, Card & Photo Sleeves"
199,2021-02-27,2019.0,"Sheet Protectors, Card & Photo Sleeves"
200,2021-02-28,2019.0,"Sheet Protectors, Card & Photo Sleeves"
201,2021-03-01,2823.0,"Sheet Protectors, Card & Photo Sleeves"
202,2021-03-02,1728.0,"Sheet Protectors, Card & Photo Sleeves"
203,2021-03-03,1728.0,"Sheet Protectors, Card & Photo Sleeves"
204,2021-03-04,4133.0,"Sheet Protectors, Card & Photo Sleeves"
205,2021-03-05,4133.0,"Sheet Protectors, Card & Photo Sleeves"
206,2021-03-06,5994.0,"Sheet Protectors, Card & Photo Sleeves"
207,2021-03-07,5994.0,"Sheet Protectors, Card & Photo Sleeves"
208,2021-03-08,8950.0,"Sheet Protectors, Card & Photo Sleeves"
209,2021-03-09,8950.0,"Sheet Protectors, Card & Photo Sleeves"
210,2021-03-10,8950.0,"Sheet Protectors, Card & Photo Sleeves"
211,2021-03-11,8950.0,"Sheet Protectors, Card & Photo Sleeves"
212,2021-03-12,4212.0,"Sheet Protectors, Card & Photo Sleeves"
213,2021-03-13,4212.0,"Sheet Protectors, Card & Photo Sleeves"
214,2021-03-14,4212.0,"Sheet Protectors, Card & Photo Sleeves"
215,2021-03-15,4212.0,"Sheet Protectors, Card & Photo Sleeves"
216,2021-03-16,4334.0,"Sheet Protectors, Card & Photo Sleeves"
217,2021-03-17,4334.0,"Sheet Protectors, Card & Photo Sleeves"
218,2021-03-18,4334.0,"Sheet Protectors, Card & Photo Sleeves"
219,2021-03-19,4334.0,"Sheet Protectors, Card & Photo Sleeves"
220,2021-03-20,3170.0,"Sheet Protectors, Card & Photo Sleeves"
221,2021-03-21,3170.0,"Sheet Protectors, Card & Photo Sleeves"
222,2021-03-22,4118.0,"Sheet Protectors, Card & Photo Sleeves"
223,2021-03-23,4118.0,"Sheet Protectors, Card & Photo Sleeves"
224,2021-03-24,4118.0,"Sheet Protectors, Card & Photo Sleeves"
225,2021-03-25,5090.0,"Sheet Protectors, Card & Photo Sleeves"
226,2021-03-26,5090.0,"Sheet Protectors, Card & Photo Sleeves"
227,2021-03-27,5090.0,"Sheet Protectors, Card & Photo Sleeves"
228,2021-03-28,4852.0,"Sheet Protectors, Card & Photo Sleeves"
229,2021-03-29,5000.0,"Sheet Protectors, Card & Photo Sleeves"
230,2021-03-30,5000.0,"Sheet Protectors, Card & Photo Sleeves"
231,2021-03-31,5000.0,"Sheet Protectors, Card & Photo Sleeves"
232,2021-04-01,4127.0,"Sheet Protectors, Card & Photo Sleeves"
233,2021-04-02,4127.0,"Sheet Protectors, Card & Photo Sleeves"
234,2021-04-03,4127.0,"Sheet Protectors, Card & Photo Sleeves"
235,2021-04-04,3059.0,"Sheet Protectors, Card & Photo Sleeves"
236,2021-04-05,3059.0,"Sheet Protectors, Card & Photo Sleeves"
237,2021-04-06,3059.0,"Sheet Protectors, Card & Photo Sleeves"
238,2021-04-07,4365.0,"Sheet Protectors, Card & Photo Sleeves"
239,2021-04-08,4365.0,"Sheet Protectors, Card & Photo Sleeves"
240,2021-04-09,3883.0,"Sheet Protectors, Card & Photo Sleeves"
241,2021-04-10,3883.0,"Sheet Protectors, Card & Photo Sleeves"
242,2021-04-11,3883.0,"Sheet Protectors, Card & Photo Sleeves"
243,2021-04-12,3716.0,"Sheet Protectors, Card & Photo Sleeves"
244,2021-04-13,3716.0,"Sheet Protectors, Card & Photo Sleeves"
245,2021-04-14,3716.0,"Sheet Protectors, Card & Photo Sleeves"
246,2021-04-15,3716.0,"Sheet Protectors, Card & Photo Sleeves"
247,2021-04-16,4714.0,"Sheet Protectors, Card & Photo Sleeves"
248,2021-04-17,4714.0,"Sheet Protectors, Card & Photo Sleeves"
249,2021-04-18,4714.0,"Sheet Protectors, Card & Photo Sleeves"
250,2021-04-19,4714.0,"Sheet Protectors, Card & Photo Sleeves"
251,2021-04-20,3826.0,"Sheet Protectors, Card & Photo Sleeves"
252,2021-04-21,3826.0,"Sheet Protectors, Card & Photo Sleeves"
253,2021-04-22,3826.0,"Sheet Protectors, Card & Photo Sleeves"
254,2021-04-23,6048.0,"Sheet Protectors, Card & Photo Sleeves"
255,2021-04-24,6048.0,"Sheet Protectors, Card & Photo Sleeves"
256,2021-04-25,6383.0,"Sheet Protectors, Card & Photo Sleeves"
257,2021-04-26,6383.0,"Sheet Protectors, Card & Photo Sleeves"
258,2021-04-27,5948.0,"Sheet Protectors, Card & Photo Sleeves"
259,2021-04-28,5948.0,"Sheet Protectors, Card & Photo Sleeves"
260,2021-04-29,4398.0,"Sheet Protectors, Card & Photo Sleeves"
261,2021-04-30,4398.0,"Sheet Protectors, Card & Photo Sleeves"
262,2021-05-01,4398.0,"Sheet Protectors, Card & Photo Sleeves"
263,2021-05-02,3542.0,"Sheet Protectors, Card & Photo Sleeves"
264,2021-05-03,4575.0,"Sheet Protectors, Card & Photo Sleeves"
265,2021-05-04,4575.0,"Sheet Protectors, Card & Photo Sleeves"
266,2021-05-05,2541.0,"Sheet Protectors, Card & Photo Sleeves"
267,2021-05-06,2541.0,"Sheet Protectors, Card & Photo Sleeves"
268,2021-05-07,2541.0,"Sheet Protectors, Card & Photo Sleeves"
269,2021-05-08,2350.0,"Sheet Protectors, Card & Photo Sleeves"
270,2021-05-09,2525.0,"Sheet Protectors, Card & Photo Sleeves"
271,2021-05-10,2525.0,"Sheet Protectors, Card & Photo Sleeves"
272,2021-05-11,1955.0,"Sheet Protectors, Card & Photo Sleeves"
273,2021-05-12,1955.0,"Sheet Protectors, Card & Photo Sleeves"
274,2021-05-13,2994.0,"Sheet Protectors, Card & Photo Sleeves"
275,2021-05-14,3294.0,"Sheet Protectors, Card & Photo Sleeves"
276,2021-05-15,3294.0,"Sheet Protectors, Card & Photo Sleeves"
277,2021-05-16,3294.0,"Sheet Protectors, Card & Photo Sleeves"
278,2021-05-17,2740.0,"Sheet Protectors, Card & Photo Sleeves"
279,2021-05-18,2740.0,"Sheet Protectors, Card & Photo Sleeves"
280,2021-05-19,3142.0,"Sheet Protectors, Card & Photo Sleeves"
281,2021-05-20,2951.0,"Sheet Protectors, Card & Photo Sleeves"
282,2021-05-21,2951.0,"Sheet Protectors, Card & Photo Sleeves"
283,2021-05-22,3501.0,"Sheet Protectors, Card & Photo Sleeves"
284,2021-05-23,3501.0,"Sheet Protectors, Card & Photo Sleeves"
285,2021-05-24,4747.0,"Sheet Protectors, Card & Photo Sleeves"
286,2021-05-25,3582.0,"Sheet Protectors, Card & Photo Sleeves"
287,2021-05-26,3582.0,"Sheet Protectors, Card & Photo Sleeves"
288,2021-05-27,2798.0,"Sheet Protectors, Card & Photo Sleeves"
289,2021-05-28,2892.0,"Sheet Protectors, Card & Photo Sleeves"
290,2021-05-29,3230.0,"Sheet Protectors, Card & Photo Sleeves"
291,2021-05-30,3230.0,"Sheet Protectors, Card & Photo Sleeves"
292,2021-05-31,3922.0,"Sheet Protectors, Card & Photo Sleeves"
293,2021-06-01,3922.0,"Sheet Protectors, Card & Photo Sleeves"
294,2021-06-02,4120.0,"Sheet Protectors, Card & Photo Sleeves"
295,2021-06-03,4120.0,"Sheet Protectors, Card & Photo Sleeves"
296,2021-06-04,3711.0,"Sheet Protectors, Card & Photo Sleeves"
297,2021-06-05,3711.0,"Sheet Protectors, Card & Photo Sleeves"
298,2021-06-06,4225.0,"Sheet Protectors, Card & Photo Sleeves"
299,2021-06-07,5428.0,"Sheet Protectors, Card & Photo Sleeves"
300,2021-06-08,5428.0,"Sheet Protectors, Card & Photo Sleeves"
301,2021-06-09,5428.0,"Sheet Protectors, Card & Photo Sleeves"
302,2021-06-10,5428.0,"Sheet Protectors, Card & Photo Sleeves"
303,2021-06-11,5026.0,"Sheet Protectors, Card & Photo Sleeves"
304,2021-06-12,5026.0,"Sheet Protectors, Card & Photo Sleeves"
305,2021-06-13,6489.0,"Sheet Protectors, Card & Photo Sleeves"
306,2021-06-14,6489.0,"Sheet Protectors, Card & Photo Sleeves"
307,2021-06-15,6489.0,"Sheet Protectors, Card & Photo Sleeves"
308,2021-06-16,6489.0,"Sheet Protectors, Card & Photo Sleeves"
309,2021-06-17,4643.0,"Sheet Protectors, Card & Photo Sleeves"
310,2021-06-18,4643.0,"Sheet Protectors, Card & Photo Sleeves"
311,2021-06-19,4643.0,"Sheet Protectors, Card & Photo Sleeves"
312,2021-06-20,3823.0,"Sheet Protectors, Card & Photo Sleeves"
313,2021-06-21,5145.0,"Sheet Protectors, Card & Photo Sleeves"
314,2021-06-22,4679.0,"Sheet Protectors, Card & Photo Sleeves"
315,2021-06-23,4679.0,"Sheet Protectors, Card & Photo Sleeves"
316,2021-06-24,5036.0,"Sheet Protectors, Card & Photo Sleeves"
317,2021-06-25,5036.0,"Sheet Protectors, Card & Photo Sleeves"
318,2021-06-26,5036.0,"Sheet Protectors, Card & Photo Sleeves"
319,2021-06-27,5036.0,"Sheet Protectors, Card & Photo Sleeves"
320,2021-06-28,4814.0,"Sheet Protectors, Card & Photo Sleeves"
321,2021-06-29,4814.0,"Sheet Protectors, Card & Photo Sleeves"
322,2021-06-30,3412.0,"Sheet Protectors, Card & Photo Sleeves"
323,2021-07-01,3412.0,"Sheet Protectors, Card & Photo Sleeves"
324,2021-07-02,3412.0,"Sheet Protectors, Card & Photo Sleeves"
325,2021-07-03,3897.0,"Sheet Protectors, Card & Photo Sleeves"
326,2021-07-04,3897.0,"Sheet Protectors, Card & Photo Sleeves"
327,2021-07-05,4372.0,"Sheet Protectors, Card & Photo Sleeves"
328,2021-07-06,4372.0,"Sheet Protectors, Card & Photo Sleeves"
329,2021-07-07,4372.0,"Sheet Protectors, Card & Photo Sleeves"
330,2021-07-08,5381.0,"Sheet Protectors, Card & Photo Sleeves"
331,2021-07-09,4896.0,"Sheet Protectors, Card & Photo Sleeves"
332,2021-07-10,4896.0,"Sheet Protectors, Card & Photo Sleeves"
333,2021-07-11,5752.0,"Sheet Protectors, Card & Photo Sleeves"
