,date,value,name_B0753JSMRW
43,2021-02-02,3632.0,Blended Vitamin & Mineral Supplements
44,2021-02-03,3963.0,Blended Vitamin & Mineral Supplements
45,2021-02-04,4349.0,Blended Vitamin & Mineral Supplements
46,2021-02-05,4271.0,Blended Vitamin & Mineral Supplements
47,2021-02-06,4337.0,Blended Vitamin & Mineral Supplements
48,2021-02-07,4259.0,Blended Vitamin & Mineral Supplements
49,2021-02-08,3830.0,Blended Vitamin & Mineral Supplements
50,2021-02-09,3940.0,Blended Vitamin & Mineral Supplements
51,2021-02-10,3940.0,Blended Vitamin & Mineral Supplements
52,2021-02-11,4347.0,Blended Vitamin & Mineral Supplements
53,2021-02-12,3910.0,Blended Vitamin & Mineral Supplements
54,2021-02-13,4353.0,Blended Vitamin & Mineral Supplements
55,2021-02-14,4135.0,Blended Vitamin & Mineral Supplements
56,2021-02-15,3873.0,Blended Vitamin & Mineral Supplements
57,2021-02-16,3817.0,Blended Vitamin & Mineral Supplements
58,2021-02-17,4013.0,Blended Vitamin & Mineral Supplements
59,2021-02-18,4013.0,Blended Vitamin & Mineral Supplements
60,2021-02-19,3387.0,Blended Vitamin & Mineral Supplements
61,2021-02-20,3890.0,Blended Vitamin & Mineral Supplements
62,2021-02-21,3890.0,Blended Vitamin & Mineral Supplements
63,2021-02-22,4168.0,Blended Vitamin & Mineral Supplements
64,2021-02-23,3902.0,Blended Vitamin & Mineral Supplements
65,2021-02-24,4224.0,Blended Vitamin & Mineral Supplements
66,2021-02-25,4398.0,Blended Vitamin & Mineral Supplements
67,2021-02-26,4133.0,Blended Vitamin & Mineral Supplements
68,2021-02-27,4515.0,Blended Vitamin & Mineral Supplements
69,2021-02-28,4390.0,Blended Vitamin & Mineral Supplements
70,2021-03-01,3728.0,Blended Vitamin & Mineral Supplements
71,2021-03-02,3728.0,Blended Vitamin & Mineral Supplements
72,2021-03-03,3728.0,Blended Vitamin & Mineral Supplements
73,2021-03-04,4763.0,Blended Vitamin & Mineral Supplements
74,2021-03-05,4758.0,Blended Vitamin & Mineral Supplements
75,2021-03-06,4726.0,Blended Vitamin & Mineral Supplements
76,2021-03-07,4752.0,Blended Vitamin & Mineral Supplements
77,2021-03-08,4387.0,Blended Vitamin & Mineral Supplements
78,2021-03-09,4796.0,Blended Vitamin & Mineral Supplements
79,2021-03-10,4676.0,Blended Vitamin & Mineral Supplements
80,2021-03-11,4853.0,Blended Vitamin & Mineral Supplements
81,2021-03-12,4731.0,Blended Vitamin & Mineral Supplements
82,2021-03-13,4370.0,Blended Vitamin & Mineral Supplements
83,2021-03-14,4231.0,Blended Vitamin & Mineral Supplements
84,2021-03-15,4286.0,Blended Vitamin & Mineral Supplements
85,2021-03-16,4374.0,Blended Vitamin & Mineral Supplements
86,2021-03-17,4854.0,Blended Vitamin & Mineral Supplements
87,2021-03-18,4542.0,Blended Vitamin & Mineral Supplements
88,2021-03-19,4646.0,Blended Vitamin & Mineral Supplements
89,2021-03-20,4646.0,Blended Vitamin & Mineral Supplements
90,2021-03-21,4018.0,Blended Vitamin & Mineral Supplements
91,2021-03-22,4201.0,Blended Vitamin & Mineral Supplements
92,2021-03-23,4193.0,Blended Vitamin & Mineral Supplements
93,2021-03-24,4518.0,Blended Vitamin & Mineral Supplements
94,2021-03-25,4562.0,Blended Vitamin & Mineral Supplements
95,2021-03-26,4483.0,Blended Vitamin & Mineral Supplements
96,2021-03-27,4543.0,Blended Vitamin & Mineral Supplements
97,2021-03-28,4304.0,Blended Vitamin & Mineral Supplements
98,2021-03-29,4783.0,Blended Vitamin & Mineral Supplements
99,2021-03-30,4462.0,Blended Vitamin & Mineral Supplements
100,2021-03-31,4569.0,Blended Vitamin & Mineral Supplements
101,2021-04-01,4402.0,Blended Vitamin & Mineral Supplements
102,2021-04-02,4878.0,Blended Vitamin & Mineral Supplements
103,2021-04-03,4470.0,Blended Vitamin & Mineral Supplements
104,2021-04-04,4435.0,Blended Vitamin & Mineral Supplements
105,2021-04-05,4227.0,Blended Vitamin & Mineral Supplements
106,2021-04-06,4452.0,Blended Vitamin & Mineral Supplements
107,2021-04-07,4295.0,Blended Vitamin & Mineral Supplements
108,2021-04-08,3986.0,Blended Vitamin & Mineral Supplements
109,2021-04-09,4660.0,Blended Vitamin & Mineral Supplements
110,2021-04-10,4170.0,Blended Vitamin & Mineral Supplements
111,2021-04-11,4138.0,Blended Vitamin & Mineral Supplements
112,2021-04-12,4068.0,Blended Vitamin & Mineral Supplements
113,2021-04-13,4441.0,Blended Vitamin & Mineral Supplements
114,2021-04-14,4447.0,Blended Vitamin & Mineral Supplements
115,2021-04-15,4277.0,Blended Vitamin & Mineral Supplements
116,2021-04-16,4289.0,Blended Vitamin & Mineral Supplements
117,2021-04-17,3570.0,Blended Vitamin & Mineral Supplements
118,2021-04-18,3845.0,Blended Vitamin & Mineral Supplements
119,2021-04-19,4127.0,Blended Vitamin & Mineral Supplements
120,2021-04-20,4206.0,Blended Vitamin & Mineral Supplements
121,2021-04-21,3651.0,Blended Vitamin & Mineral Supplements
122,2021-04-22,3757.0,Blended Vitamin & Mineral Supplements
123,2021-04-23,3851.0,Blended Vitamin & Mineral Supplements
124,2021-04-24,3851.0,Blended Vitamin & Mineral Supplements
125,2021-04-25,4026.0,Blended Vitamin & Mineral Supplements
126,2021-04-26,4026.0,Blended Vitamin & Mineral Supplements
127,2021-04-27,4027.0,Blended Vitamin & Mineral Supplements
128,2021-04-28,3900.0,Blended Vitamin & Mineral Supplements
129,2021-04-29,4353.0,Blended Vitamin & Mineral Supplements
130,2021-04-30,4353.0,Blended Vitamin & Mineral Supplements
131,2021-05-01,4353.0,Blended Vitamin & Mineral Supplements
132,2021-05-02,4281.0,Blended Vitamin & Mineral Supplements
133,2021-05-03,4281.0,Blended Vitamin & Mineral Supplements
134,2021-05-04,4079.0,Blended Vitamin & Mineral Supplements
135,2021-05-05,4079.0,Blended Vitamin & Mineral Supplements
136,2021-05-06,4134.0,Blended Vitamin & Mineral Supplements
137,2021-05-07,3979.0,Blended Vitamin & Mineral Supplements
138,2021-05-08,4479.0,Blended Vitamin & Mineral Supplements
139,2021-05-09,4333.0,Blended Vitamin & Mineral Supplements
140,2021-05-10,4474.0,Blended Vitamin & Mineral Supplements
141,2021-05-11,4188.0,Blended Vitamin & Mineral Supplements
142,2021-05-12,4601.0,Blended Vitamin & Mineral Supplements
143,2021-05-13,4154.0,Blended Vitamin & Mineral Supplements
144,2021-05-14,4206.0,Blended Vitamin & Mineral Supplements
145,2021-05-15,4936.0,Blended Vitamin & Mineral Supplements
146,2021-05-16,4742.0,Blended Vitamin & Mineral Supplements
147,2021-05-17,4847.0,Blended Vitamin & Mineral Supplements
148,2021-05-18,4334.0,Blended Vitamin & Mineral Supplements
149,2021-05-19,4756.0,Blended Vitamin & Mineral Supplements
150,2021-05-20,4211.0,Blended Vitamin & Mineral Supplements
151,2021-05-21,4121.0,Blended Vitamin & Mineral Supplements
152,2021-05-22,3954.0,Blended Vitamin & Mineral Supplements
153,2021-05-23,4504.0,Blended Vitamin & Mineral Supplements
154,2021-05-24,3936.0,Blended Vitamin & Mineral Supplements
155,2021-05-25,3913.0,Blended Vitamin & Mineral Supplements
156,2021-05-26,3873.0,Blended Vitamin & Mineral Supplements
157,2021-05-27,3853.0,Blended Vitamin & Mineral Supplements
158,2021-05-28,3942.0,Blended Vitamin & Mineral Supplements
159,2021-05-29,3942.0,Blended Vitamin & Mineral Supplements
160,2021-05-30,3894.0,Blended Vitamin & Mineral Supplements
161,2021-05-31,3699.0,Blended Vitamin & Mineral Supplements
162,2021-06-01,4031.0,Blended Vitamin & Mineral Supplements
163,2021-06-02,3676.0,Blended Vitamin & Mineral Supplements
164,2021-06-03,3958.0,Blended Vitamin & Mineral Supplements
165,2021-06-04,4479.0,Blended Vitamin & Mineral Supplements
166,2021-06-05,4434.0,Blended Vitamin & Mineral Supplements
167,2021-06-06,4275.0,Blended Vitamin & Mineral Supplements
168,2021-06-07,4469.0,Blended Vitamin & Mineral Supplements
169,2021-06-08,3989.0,Blended Vitamin & Mineral Supplements
170,2021-06-09,4126.0,Blended Vitamin & Mineral Supplements
171,2021-06-10,4126.0,Blended Vitamin & Mineral Supplements
172,2021-06-11,4567.0,Blended Vitamin & Mineral Supplements
173,2021-06-12,3813.0,Blended Vitamin & Mineral Supplements
174,2021-06-13,3813.0,Blended Vitamin & Mineral Supplements
175,2021-06-14,4382.0,Blended Vitamin & Mineral Supplements
176,2021-06-15,4604.0,Blended Vitamin & Mineral Supplements
177,2021-06-16,4329.0,Blended Vitamin & Mineral Supplements
178,2021-06-17,4419.0,Blended Vitamin & Mineral Supplements
179,2021-06-18,4044.0,Blended Vitamin & Mineral Supplements
180,2021-06-19,4129.0,Blended Vitamin & Mineral Supplements
181,2021-06-20,4082.0,Blended Vitamin & Mineral Supplements
182,2021-06-21,4567.0,Blended Vitamin & Mineral Supplements
183,2021-06-22,5008.0,Blended Vitamin & Mineral Supplements
184,2021-06-23,5301.0,Blended Vitamin & Mineral Supplements
185,2021-06-24,4831.0,Blended Vitamin & Mineral Supplements
186,2021-06-25,4818.0,Blended Vitamin & Mineral Supplements
187,2021-06-26,4635.0,Blended Vitamin & Mineral Supplements
188,2021-06-27,4535.0,Blended Vitamin & Mineral Supplements
189,2021-06-28,4584.0,Blended Vitamin & Mineral Supplements
190,2021-06-29,4793.0,Blended Vitamin & Mineral Supplements
191,2021-06-30,4793.0,Blended Vitamin & Mineral Supplements
192,2021-07-01,4647.0,Blended Vitamin & Mineral Supplements
193,2021-07-02,4647.0,Blended Vitamin & Mineral Supplements
194,2021-07-03,4647.0,Blended Vitamin & Mineral Supplements
195,2021-07-04,4182.0,Blended Vitamin & Mineral Supplements
196,2021-07-05,4429.0,Blended Vitamin & Mineral Supplements
197,2021-07-06,4344.0,Blended Vitamin & Mineral Supplements
198,2021-07-07,4344.0,Blended Vitamin & Mineral Supplements
199,2021-07-08,5227.0,Blended Vitamin & Mineral Supplements
200,2021-07-09,5227.0,Blended Vitamin & Mineral Supplements
201,2021-07-10,4624.0,Blended Vitamin & Mineral Supplements
202,2021-07-11,4343.0,Blended Vitamin & Mineral Supplements
