,date,value,name_B083M8D6HN
75,2020-08-10,32437.0,Cast & Wound Covers
76,2020-08-11,32437.0,Cast & Wound Covers
77,2020-08-12,28451.0,Cast & Wound Covers
78,2020-08-13,28451.0,Cast & Wound Covers
79,2020-08-14,28451.0,Cast & Wound Covers
80,2020-08-15,20895.0,Cast & Wound Covers
81,2020-08-16,20895.0,Cast & Wound Covers
82,2020-08-17,28274.0,Cast & Wound Covers
83,2020-08-18,28274.0,Cast & Wound Covers
84,2020-08-19,28274.0,Cast & Wound Covers
85,2020-08-20,30837.0,Cast & Wound Covers
86,2020-08-21,30837.0,Cast & Wound Covers
87,2020-08-22,30837.0,Cast & Wound Covers
88,2020-08-23,30837.0,Cast & Wound Covers
89,2020-08-24,34396.0,Cast & Wound Covers
90,2020-08-25,34396.0,Cast & Wound Covers
91,2020-08-26,34396.0,Cast & Wound Covers
92,2020-08-27,24813.0,Cast & Wound Covers
93,2020-08-28,24813.0,Cast & Wound Covers
94,2020-08-29,24813.0,Cast & Wound Covers
95,2020-08-30,24813.0,Cast & Wound Covers
96,2020-08-31,26844.0,Cast & Wound Covers
97,2020-09-01,26844.0,Cast & Wound Covers
98,2020-09-02,26844.0,Cast & Wound Covers
99,2020-09-03,26844.0,Cast & Wound Covers
100,2020-09-04,24529.0,Cast & Wound Covers
101,2020-09-05,24529.0,Cast & Wound Covers
102,2020-09-06,24529.0,Cast & Wound Covers
103,2020-09-07,24529.0,Cast & Wound Covers
104,2020-09-08,26647.0,Cast & Wound Covers
105,2020-09-09,26647.0,Cast & Wound Covers
106,2020-09-10,32938.0,Cast & Wound Covers
107,2020-09-11,32938.0,Cast & Wound Covers
108,2020-09-12,32938.0,Cast & Wound Covers
109,2020-09-13,32938.0,Cast & Wound Covers
110,2020-09-14,45907.0,Cast & Wound Covers
111,2020-09-15,45907.0,Cast & Wound Covers
112,2020-09-16,45907.0,Cast & Wound Covers
113,2020-09-17,45907.0,Cast & Wound Covers
114,2020-09-18,37969.0,Cast & Wound Covers
115,2020-09-19,37969.0,Cast & Wound Covers
116,2020-09-20,37969.0,Cast & Wound Covers
117,2020-09-21,41632.0,Cast & Wound Covers
118,2020-09-22,41632.0,Cast & Wound Covers
119,2020-09-23,41632.0,Cast & Wound Covers
120,2020-09-24,41632.0,Cast & Wound Covers
121,2020-09-25,41632.0,Cast & Wound Covers
122,2020-09-26,26411.0,Cast & Wound Covers
123,2020-09-27,26411.0,Cast & Wound Covers
124,2020-09-28,24689.0,Cast & Wound Covers
125,2020-09-29,24689.0,Cast & Wound Covers
126,2020-09-30,24689.0,Cast & Wound Covers
127,2020-10-01,24689.0,Cast & Wound Covers
128,2020-10-02,27316.0,Cast & Wound Covers
129,2020-10-03,27316.0,Cast & Wound Covers
130,2020-10-04,27316.0,Cast & Wound Covers
131,2020-10-05,28938.0,Cast & Wound Covers
132,2020-10-06,28938.0,Cast & Wound Covers
133,2020-10-07,28102.0,Cast & Wound Covers
134,2020-10-08,28102.0,Cast & Wound Covers
135,2020-10-09,28102.0,Cast & Wound Covers
136,2020-10-10,32548.0,Cast & Wound Covers
137,2020-10-11,32548.0,Cast & Wound Covers
138,2020-10-12,32548.0,Cast & Wound Covers
139,2020-10-13,36581.0,Cast & Wound Covers
140,2020-10-14,36581.0,Cast & Wound Covers
141,2020-10-15,36581.0,Cast & Wound Covers
142,2020-10-16,39801.0,Cast & Wound Covers
143,2020-10-17,39801.0,Cast & Wound Covers
144,2020-10-18,39801.0,Cast & Wound Covers
145,2020-10-19,34222.0,Cast & Wound Covers
146,2020-10-20,34222.0,Cast & Wound Covers
147,2020-10-21,34222.0,Cast & Wound Covers
148,2020-10-22,34222.0,Cast & Wound Covers
149,2020-10-23,25766.0,Cast & Wound Covers
150,2020-10-24,25766.0,Cast & Wound Covers
151,2020-10-25,25766.0,Cast & Wound Covers
152,2020-10-26,25766.0,Cast & Wound Covers
153,2020-10-27,25766.0,Cast & Wound Covers
154,2020-10-28,22106.0,Cast & Wound Covers
155,2020-10-29,22106.0,Cast & Wound Covers
156,2020-10-30,22106.0,Cast & Wound Covers
157,2020-10-31,22106.0,Cast & Wound Covers
158,2020-11-01,22106.0,Cast & Wound Covers
159,2020-11-02,22106.0,Cast & Wound Covers
160,2020-11-03,22106.0,Cast & Wound Covers
161,2020-11-04,22106.0,Cast & Wound Covers
162,2020-11-05,22106.0,Cast & Wound Covers
163,2020-11-06,22106.0,Cast & Wound Covers
164,2020-11-07,20702.0,Cast & Wound Covers
165,2020-11-08,20702.0,Cast & Wound Covers
166,2020-11-09,20702.0,Cast & Wound Covers
167,2020-11-10,20016.0,Cast & Wound Covers
168,2020-11-11,20016.0,Cast & Wound Covers
169,2020-11-12,20016.0,Cast & Wound Covers
170,2020-11-13,20016.0,Cast & Wound Covers
171,2020-11-14,20016.0,Cast & Wound Covers
172,2020-11-15,18826.0,Cast & Wound Covers
173,2020-11-16,18826.0,Cast & Wound Covers
174,2020-11-17,18826.0,Cast & Wound Covers
175,2020-11-18,26822.0,Cast & Wound Covers
176,2020-11-19,26822.0,Cast & Wound Covers
177,2020-11-20,26822.0,Cast & Wound Covers
178,2020-11-21,26822.0,Cast & Wound Covers
179,2020-11-22,19422.0,Cast & Wound Covers
180,2020-11-23,19422.0,Cast & Wound Covers
181,2020-11-24,19422.0,Cast & Wound Covers
182,2020-11-25,19422.0,Cast & Wound Covers
183,2020-11-26,19422.0,Cast & Wound Covers
184,2020-11-27,25858.0,Cast & Wound Covers
185,2020-11-28,25858.0,Cast & Wound Covers
186,2020-11-29,25858.0,Cast & Wound Covers
187,2020-11-30,25858.0,Cast & Wound Covers
188,2020-12-01,25858.0,Cast & Wound Covers
189,2020-12-02,25858.0,Cast & Wound Covers
190,2020-12-03,23464.0,Cast & Wound Covers
191,2020-12-04,23464.0,Cast & Wound Covers
192,2020-12-05,23464.0,Cast & Wound Covers
193,2020-12-06,26382.0,Cast & Wound Covers
194,2020-12-07,26382.0,Cast & Wound Covers
195,2020-12-08,26382.0,Cast & Wound Covers
196,2020-12-09,26382.0,Cast & Wound Covers
197,2020-12-10,21967.0,Cast & Wound Covers
198,2020-12-11,21967.0,Cast & Wound Covers
199,2020-12-12,21967.0,Cast & Wound Covers
200,2020-12-13,21967.0,Cast & Wound Covers
201,2020-12-14,26547.0,Cast & Wound Covers
202,2020-12-15,26547.0,Cast & Wound Covers
203,2020-12-16,26547.0,Cast & Wound Covers
204,2020-12-17,26547.0,Cast & Wound Covers
205,2020-12-18,21490.0,Cast & Wound Covers
206,2020-12-19,21490.0,Cast & Wound Covers
207,2020-12-20,23248.0,Cast & Wound Covers
208,2020-12-21,23248.0,Cast & Wound Covers
209,2020-12-22,23248.0,Cast & Wound Covers
210,2020-12-23,18965.0,Cast & Wound Covers
211,2020-12-24,18965.0,Cast & Wound Covers
212,2020-12-25,18965.0,Cast & Wound Covers
213,2020-12-26,18965.0,Cast & Wound Covers
214,2020-12-27,18965.0,Cast & Wound Covers
215,2020-12-28,29578.0,Cast & Wound Covers
216,2020-12-29,29578.0,Cast & Wound Covers
217,2020-12-30,29578.0,Cast & Wound Covers
218,2020-12-31,25290.0,Cast & Wound Covers
219,2021-01-01,25290.0,Cast & Wound Covers
220,2021-01-02,25290.0,Cast & Wound Covers
221,2021-01-03,30872.0,Cast & Wound Covers
222,2021-01-04,30872.0,Cast & Wound Covers
223,2021-01-05,30872.0,Cast & Wound Covers
224,2021-01-06,30872.0,Cast & Wound Covers
225,2021-01-07,24287.0,Cast & Wound Covers
226,2021-01-08,24287.0,Cast & Wound Covers
227,2021-01-09,24287.0,Cast & Wound Covers
228,2021-01-10,24287.0,Cast & Wound Covers
229,2021-01-11,23862.0,Cast & Wound Covers
230,2021-01-12,23862.0,Cast & Wound Covers
231,2021-01-13,23862.0,Cast & Wound Covers
232,2021-01-14,23862.0,Cast & Wound Covers
233,2021-01-15,23862.0,Cast & Wound Covers
234,2021-01-16,23862.0,Cast & Wound Covers
235,2021-01-17,26584.0,Cast & Wound Covers
236,2021-01-18,26584.0,Cast & Wound Covers
237,2021-01-19,26584.0,Cast & Wound Covers
238,2021-01-20,23204.0,Cast & Wound Covers
239,2021-01-21,23204.0,Cast & Wound Covers
240,2021-01-22,23204.0,Cast & Wound Covers
241,2021-01-23,23204.0,Cast & Wound Covers
242,2021-01-24,23204.0,Cast & Wound Covers
243,2021-01-25,23204.0,Cast & Wound Covers
244,2021-01-26,90273.0,Cast & Wound Covers
245,2021-01-27,90273.0,Cast & Wound Covers
246,2021-01-28,90273.0,Cast & Wound Covers
247,2021-01-29,90273.0,Cast & Wound Covers
248,2021-01-30,103115.0,Cast & Wound Covers
249,2021-01-31,103115.0,Cast & Wound Covers
250,2021-02-01,103115.0,Cast & Wound Covers
251,2021-02-02,33328.0,Cast & Wound Covers
252,2021-02-03,33328.0,Cast & Wound Covers
253,2021-02-04,33328.0,Cast & Wound Covers
254,2021-02-05,33328.0,Cast & Wound Covers
255,2021-02-06,33328.0,Cast & Wound Covers
256,2021-02-07,33328.0,Cast & Wound Covers
257,2021-02-08,33328.0,Cast & Wound Covers
258,2021-02-09,33328.0,Cast & Wound Covers
259,2021-02-10,33375.0,Cast & Wound Covers
260,2021-02-11,33375.0,Cast & Wound Covers
261,2021-02-12,33375.0,Cast & Wound Covers
262,2021-02-13,52607.0,Cast & Wound Covers
263,2021-02-14,52607.0,Cast & Wound Covers
264,2021-02-15,52607.0,Cast & Wound Covers
265,2021-02-16,52607.0,Cast & Wound Covers
266,2021-02-17,52607.0,Cast & Wound Covers
267,2021-02-18,52607.0,Cast & Wound Covers
268,2021-02-19,23379.0,Cast & Wound Covers
269,2021-02-20,21222.0,Cast & Wound Covers
270,2021-02-21,21222.0,Cast & Wound Covers
271,2021-02-22,21222.0,Cast & Wound Covers
272,2021-02-23,21222.0,Cast & Wound Covers
273,2021-02-24,21222.0,Cast & Wound Covers
274,2021-02-25,21222.0,Cast & Wound Covers
275,2021-02-26,21222.0,Cast & Wound Covers
276,2021-02-27,21222.0,Cast & Wound Covers
277,2021-02-28,21222.0,Cast & Wound Covers
278,2021-03-01,26761.0,Cast & Wound Covers
279,2021-03-02,26761.0,Cast & Wound Covers
280,2021-03-03,26761.0,Cast & Wound Covers
281,2021-03-04,26761.0,Cast & Wound Covers
282,2021-03-05,26761.0,Cast & Wound Covers
283,2021-03-06,26761.0,Cast & Wound Covers
284,2021-03-07,26761.0,Cast & Wound Covers
285,2021-03-08,16286.0,Cast & Wound Covers
286,2021-03-09,14875.0,Cast & Wound Covers
287,2021-03-10,14875.0,Cast & Wound Covers
288,2021-03-11,14875.0,Cast & Wound Covers
289,2021-03-12,14737.0,Cast & Wound Covers
290,2021-03-13,14737.0,Cast & Wound Covers
291,2021-03-14,17265.0,Cast & Wound Covers
292,2021-03-15,17265.0,Cast & Wound Covers
293,2021-03-16,17265.0,Cast & Wound Covers
294,2021-03-17,17265.0,Cast & Wound Covers
295,2021-03-18,17265.0,Cast & Wound Covers
296,2021-03-19,17265.0,Cast & Wound Covers
297,2021-03-20,17265.0,Cast & Wound Covers
298,2021-03-21,31196.0,Cast & Wound Covers
299,2021-03-22,31196.0,Cast & Wound Covers
300,2021-03-23,31196.0,Cast & Wound Covers
301,2021-03-24,31196.0,Cast & Wound Covers
302,2021-03-25,31196.0,Cast & Wound Covers
303,2021-03-26,30405.0,Cast & Wound Covers
304,2021-03-27,30405.0,Cast & Wound Covers
305,2021-03-28,25420.0,Cast & Wound Covers
306,2021-03-29,25420.0,Cast & Wound Covers
307,2021-03-30,25420.0,Cast & Wound Covers
308,2021-03-31,25420.0,Cast & Wound Covers
309,2021-04-01,25420.0,Cast & Wound Covers
310,2021-04-02,18355.0,Cast & Wound Covers
311,2021-04-03,18355.0,Cast & Wound Covers
312,2021-04-04,18355.0,Cast & Wound Covers
313,2021-04-05,18355.0,Cast & Wound Covers
314,2021-04-06,27140.0,Cast & Wound Covers
315,2021-04-07,27140.0,Cast & Wound Covers
316,2021-04-08,21247.0,Cast & Wound Covers
317,2021-04-09,21247.0,Cast & Wound Covers
318,2021-04-10,21247.0,Cast & Wound Covers
319,2021-04-11,21247.0,Cast & Wound Covers
320,2021-04-12,21247.0,Cast & Wound Covers
321,2021-04-13,21247.0,Cast & Wound Covers
322,2021-04-14,23272.0,Cast & Wound Covers
323,2021-04-15,23272.0,Cast & Wound Covers
324,2021-04-16,23272.0,Cast & Wound Covers
325,2021-04-17,23272.0,Cast & Wound Covers
326,2021-04-18,26951.0,Cast & Wound Covers
327,2021-04-19,26951.0,Cast & Wound Covers
328,2021-04-20,26951.0,Cast & Wound Covers
329,2021-04-21,24156.0,Cast & Wound Covers
330,2021-04-22,24156.0,Cast & Wound Covers
331,2021-04-23,22518.0,Cast & Wound Covers
332,2021-04-24,22518.0,Cast & Wound Covers
333,2021-04-25,22518.0,Cast & Wound Covers
334,2021-04-26,22518.0,Cast & Wound Covers
335,2021-04-27,22518.0,Cast & Wound Covers
336,2021-04-28,19951.0,Cast & Wound Covers
337,2021-04-29,19951.0,Cast & Wound Covers
338,2021-04-30,46227.0,Cast & Wound Covers
339,2021-05-01,46227.0,Cast & Wound Covers
340,2021-05-02,46227.0,Cast & Wound Covers
341,2021-05-03,46227.0,Cast & Wound Covers
342,2021-05-04,46227.0,Cast & Wound Covers
343,2021-05-05,57331.0,Cast & Wound Covers
344,2021-05-06,57331.0,Cast & Wound Covers
345,2021-05-07,54044.0,Cast & Wound Covers
346,2021-05-08,54044.0,Cast & Wound Covers
347,2021-05-09,54044.0,Cast & Wound Covers
348,2021-05-10,54044.0,Cast & Wound Covers
349,2021-05-11,54044.0,Cast & Wound Covers
350,2021-05-12,54044.0,Cast & Wound Covers
351,2021-05-13,54044.0,Cast & Wound Covers
352,2021-05-14,65056.0,Cast & Wound Covers
353,2021-05-15,65056.0,Cast & Wound Covers
354,2021-05-16,65056.0,Cast & Wound Covers
355,2021-05-17,65056.0,Cast & Wound Covers
356,2021-05-18,65056.0,Cast & Wound Covers
357,2021-05-19,46059.0,Cast & Wound Covers
358,2021-05-20,36892.0,Cast & Wound Covers
359,2021-05-21,27745.0,Cast & Wound Covers
360,2021-05-22,27745.0,Cast & Wound Covers
361,2021-05-23,30237.0,Cast & Wound Covers
362,2021-05-24,30237.0,Cast & Wound Covers
363,2021-05-25,30237.0,Cast & Wound Covers
364,2021-05-26,30237.0,Cast & Wound Covers
365,2021-05-27,30237.0,Cast & Wound Covers
366,2021-05-28,30237.0,Cast & Wound Covers
367,2021-05-29,30237.0,Cast & Wound Covers
368,2021-05-30,30237.0,Cast & Wound Covers
369,2021-05-31,28230.0,Cast & Wound Covers
370,2021-06-01,28230.0,Cast & Wound Covers
371,2021-06-02,23033.0,Cast & Wound Covers
372,2021-06-03,23033.0,Cast & Wound Covers
373,2021-06-04,23033.0,Cast & Wound Covers
374,2021-06-05,24150.0,Cast & Wound Covers
375,2021-06-06,24150.0,Cast & Wound Covers
376,2021-06-07,25624.0,Cast & Wound Covers
377,2021-06-08,25624.0,Cast & Wound Covers
378,2021-06-09,25624.0,Cast & Wound Covers
379,2021-06-10,25624.0,Cast & Wound Covers
380,2021-06-11,22828.0,Cast & Wound Covers
381,2021-06-12,22828.0,Cast & Wound Covers
382,2021-06-13,22828.0,Cast & Wound Covers
383,2021-06-14,28938.0,Cast & Wound Covers
384,2021-06-15,28938.0,Cast & Wound Covers
385,2021-06-16,27732.0,Cast & Wound Covers
386,2021-06-17,27732.0,Cast & Wound Covers
387,2021-06-18,27732.0,Cast & Wound Covers
388,2021-06-19,27732.0,Cast & Wound Covers
389,2021-06-20,27732.0,Cast & Wound Covers
390,2021-06-21,26092.0,Cast & Wound Covers
391,2021-06-22,34144.0,Cast & Wound Covers
392,2021-06-23,34144.0,Cast & Wound Covers
393,2021-06-24,34144.0,Cast & Wound Covers
394,2021-06-25,34144.0,Cast & Wound Covers
395,2021-06-26,22576.0,Cast & Wound Covers
396,2021-06-27,22576.0,Cast & Wound Covers
397,2021-06-28,22576.0,Cast & Wound Covers
398,2021-06-29,20811.0,Cast & Wound Covers
399,2021-06-30,20811.0,Cast & Wound Covers
400,2021-07-01,20811.0,Cast & Wound Covers
401,2021-07-02,22756.0,Cast & Wound Covers
402,2021-07-03,22756.0,Cast & Wound Covers
403,2021-07-04,22756.0,Cast & Wound Covers
404,2021-07-05,28427.0,Cast & Wound Covers
405,2021-07-06,28427.0,Cast & Wound Covers
406,2021-07-07,28427.0,Cast & Wound Covers
407,2021-07-08,26230.0,Cast & Wound Covers
408,2021-07-09,26230.0,Cast & Wound Covers
409,2021-07-10,23867.0,Cast & Wound Covers
