,date,value,name_B0845N379T
110,2020-09-12,2536.0,Paper & Paper Crafts
111,2020-09-13,2536.0,Paper & Paper Crafts
112,2020-09-14,3755.0,Paper & Paper Crafts
113,2020-09-15,3906.0,Paper & Paper Crafts
114,2020-09-16,2953.0,Paper & Paper Crafts
115,2020-09-17,2953.0,Paper & Paper Crafts
116,2020-09-18,2953.0,Paper & Paper Crafts
117,2020-09-19,2510.0,Paper & Paper Crafts
118,2020-09-20,2510.0,Paper & Paper Crafts
119,2020-09-21,2510.0,Paper & Paper Crafts
120,2020-09-22,4090.0,Paper & Paper Crafts
121,2020-09-23,4090.0,Paper & Paper Crafts
122,2020-09-24,4090.0,Paper & Paper Crafts
123,2020-09-25,3134.0,Paper & Paper Crafts
124,2020-09-26,3134.0,Paper & Paper Crafts
125,2020-09-27,3134.0,Paper & Paper Crafts
126,2020-09-28,3127.0,Paper & Paper Crafts
127,2020-09-29,3127.0,Paper & Paper Crafts
128,2020-09-30,3892.0,Paper & Paper Crafts
129,2020-10-01,3892.0,Paper & Paper Crafts
130,2020-10-02,3892.0,Paper & Paper Crafts
131,2020-10-03,3892.0,Paper & Paper Crafts
132,2020-10-04,4840.0,Paper & Paper Crafts
133,2020-10-05,4840.0,Paper & Paper Crafts
134,2020-10-06,4840.0,Paper & Paper Crafts
135,2020-10-07,4911.0,Paper & Paper Crafts
136,2020-10-08,5872.0,Paper & Paper Crafts
137,2020-10-09,5872.0,Paper & Paper Crafts
138,2020-10-10,5872.0,Paper & Paper Crafts
139,2020-10-11,5872.0,Paper & Paper Crafts
140,2020-10-12,3772.0,Paper & Paper Crafts
141,2020-10-13,3772.0,Paper & Paper Crafts
142,2020-10-14,88.0,Paper & Paper Crafts
143,2020-10-15,88.0,Paper & Paper Crafts
144,2020-10-16,88.0,Paper & Paper Crafts
145,2020-10-17,1279.0,Paper & Paper Crafts
146,2020-10-18,1676.0,Paper & Paper Crafts
147,2020-10-19,2620.0,Paper & Paper Crafts
148,2020-10-20,2620.0,Paper & Paper Crafts
149,2020-10-21,2620.0,Paper & Paper Crafts
150,2020-10-22,2620.0,Paper & Paper Crafts
151,2020-10-23,2620.0,Paper & Paper Crafts
152,2020-10-24,2937.0,Paper & Paper Crafts
153,2020-10-25,2937.0,Paper & Paper Crafts
154,2020-10-26,2937.0,Paper & Paper Crafts
155,2020-10-27,2937.0,Paper & Paper Crafts
156,2020-10-28,3590.0,Paper & Paper Crafts
157,2020-10-29,3590.0,Paper & Paper Crafts
158,2020-10-30,3590.0,Paper & Paper Crafts
159,2020-10-31,3665.0,Paper & Paper Crafts
160,2020-11-01,3665.0,Paper & Paper Crafts
161,2020-11-02,3665.0,Paper & Paper Crafts
162,2020-11-03,2880.0,Paper & Paper Crafts
163,2020-11-04,2880.0,Paper & Paper Crafts
164,2020-11-05,2880.0,Paper & Paper Crafts
165,2020-11-06,3508.0,Paper & Paper Crafts
166,2020-11-07,3508.0,Paper & Paper Crafts
167,2020-11-08,3508.0,Paper & Paper Crafts
168,2020-11-09,2056.0,Paper & Paper Crafts
169,2020-11-10,2056.0,Paper & Paper Crafts
170,2020-11-11,1401.0,Paper & Paper Crafts
171,2020-11-12,1401.0,Paper & Paper Crafts
172,2020-11-13,1401.0,Paper & Paper Crafts
173,2020-11-14,1401.0,Paper & Paper Crafts
174,2020-11-15,886.0,Paper & Paper Crafts
175,2020-11-16,886.0,Paper & Paper Crafts
176,2020-11-17,839.0,Paper & Paper Crafts
177,2020-11-18,839.0,Paper & Paper Crafts
178,2020-11-19,839.0,Paper & Paper Crafts
179,2020-11-20,1017.0,Paper & Paper Crafts
180,2020-11-21,1017.0,Paper & Paper Crafts
181,2020-11-22,859.0,Paper & Paper Crafts
182,2020-11-23,859.0,Paper & Paper Crafts
183,2020-11-24,762.0,Paper & Paper Crafts
184,2020-11-25,762.0,Paper & Paper Crafts
185,2020-11-26,762.0,Paper & Paper Crafts
186,2020-11-27,211.0,Paper & Paper Crafts
187,2020-11-28,211.0,Paper & Paper Crafts
188,2020-11-29,211.0,Paper & Paper Crafts
189,2020-11-30,207.0,Paper & Paper Crafts
190,2020-12-01,114.0,Paper & Paper Crafts
191,2020-12-02,114.0,Paper & Paper Crafts
192,2020-12-03,114.0,Paper & Paper Crafts
193,2020-12-04,114.0,Paper & Paper Crafts
194,2020-12-05,114.0,Paper & Paper Crafts
195,2020-12-06,114.0,Paper & Paper Crafts
196,2020-12-07,5617.0,Paper & Paper Crafts
197,2020-12-08,5617.0,Paper & Paper Crafts
198,2020-12-09,2491.0,Paper & Paper Crafts
199,2020-12-10,1785.0,Paper & Paper Crafts
200,2020-12-11,1785.0,Paper & Paper Crafts
201,2020-12-12,433.0,Paper & Paper Crafts
202,2020-12-13,433.0,Paper & Paper Crafts
203,2020-12-14,433.0,Paper & Paper Crafts
204,2020-12-15,98.0,Paper & Paper Crafts
205,2020-12-16,98.0,Paper & Paper Crafts
206,2020-12-17,98.0,Paper & Paper Crafts
207,2020-12-18,311.0,Paper & Paper Crafts
208,2020-12-19,311.0,Paper & Paper Crafts
209,2020-12-20,311.0,Paper & Paper Crafts
210,2020-12-21,726.0,Paper & Paper Crafts
211,2020-12-22,726.0,Paper & Paper Crafts
212,2020-12-23,726.0,Paper & Paper Crafts
213,2020-12-24,1783.0,Paper & Paper Crafts
214,2020-12-25,1783.0,Paper & Paper Crafts
215,2020-12-26,1783.0,Paper & Paper Crafts
216,2020-12-27,1783.0,Paper & Paper Crafts
217,2020-12-28,2394.0,Paper & Paper Crafts
218,2020-12-29,1359.0,Paper & Paper Crafts
219,2020-12-30,1359.0,Paper & Paper Crafts
220,2020-12-31,1359.0,Paper & Paper Crafts
221,2021-01-01,505.0,Paper & Paper Crafts
222,2021-01-02,505.0,Paper & Paper Crafts
223,2021-01-03,505.0,Paper & Paper Crafts
224,2021-01-04,441.0,Paper & Paper Crafts
225,2021-01-05,441.0,Paper & Paper Crafts
226,2021-01-06,441.0,Paper & Paper Crafts
227,2021-01-07,994.0,Paper & Paper Crafts
228,2021-01-08,994.0,Paper & Paper Crafts
229,2021-01-09,994.0,Paper & Paper Crafts
230,2021-01-10,994.0,Paper & Paper Crafts
231,2021-01-11,1270.0,Paper & Paper Crafts
232,2021-01-12,1270.0,Paper & Paper Crafts
233,2021-01-13,780.0,Paper & Paper Crafts
234,2021-01-14,780.0,Paper & Paper Crafts
235,2021-01-15,780.0,Paper & Paper Crafts
236,2021-01-16,1683.0,Paper & Paper Crafts
237,2021-01-17,1683.0,Paper & Paper Crafts
238,2021-01-18,2618.0,Paper & Paper Crafts
239,2021-01-19,2948.0,Paper & Paper Crafts
240,2021-01-20,2948.0,Paper & Paper Crafts
241,2021-01-21,2948.0,Paper & Paper Crafts
242,2021-01-22,2948.0,Paper & Paper Crafts
243,2021-01-23,2775.0,Paper & Paper Crafts
244,2021-01-24,2775.0,Paper & Paper Crafts
245,2021-01-25,2775.0,Paper & Paper Crafts
246,2021-01-26,2904.0,Paper & Paper Crafts
247,2021-01-27,2904.0,Paper & Paper Crafts
248,2021-01-28,2607.0,Paper & Paper Crafts
249,2021-01-29,1931.0,Paper & Paper Crafts
250,2021-01-30,1931.0,Paper & Paper Crafts
251,2021-01-31,1931.0,Paper & Paper Crafts
252,2021-02-01,1931.0,Paper & Paper Crafts
253,2021-02-02,2253.0,Paper & Paper Crafts
254,2021-02-03,2253.0,Paper & Paper Crafts
255,2021-02-04,1627.0,Paper & Paper Crafts
256,2021-02-05,1627.0,Paper & Paper Crafts
257,2021-02-06,1627.0,Paper & Paper Crafts
258,2021-02-07,1832.0,Paper & Paper Crafts
259,2021-02-08,1832.0,Paper & Paper Crafts
260,2021-02-09,1832.0,Paper & Paper Crafts
261,2021-02-10,2068.0,Paper & Paper Crafts
262,2021-02-11,2068.0,Paper & Paper Crafts
263,2021-02-12,2351.0,Paper & Paper Crafts
264,2021-02-13,2351.0,Paper & Paper Crafts
265,2021-02-14,2351.0,Paper & Paper Crafts
266,2021-02-15,4192.0,Paper & Paper Crafts
267,2021-02-16,4192.0,Paper & Paper Crafts
268,2021-02-17,4192.0,Paper & Paper Crafts
269,2021-02-18,4192.0,Paper & Paper Crafts
270,2021-02-19,4044.0,Paper & Paper Crafts
271,2021-02-20,4044.0,Paper & Paper Crafts
272,2021-02-21,4044.0,Paper & Paper Crafts
273,2021-02-22,4044.0,Paper & Paper Crafts
274,2021-02-23,3561.0,Paper & Paper Crafts
275,2021-02-24,3561.0,Paper & Paper Crafts
276,2021-02-25,3561.0,Paper & Paper Crafts
277,2021-02-26,3561.0,Paper & Paper Crafts
278,2021-02-27,3561.0,Paper & Paper Crafts
279,2021-02-28,4114.0,Paper & Paper Crafts
280,2021-03-01,4114.0,Paper & Paper Crafts
281,2021-03-02,4860.0,Paper & Paper Crafts
282,2021-03-03,3530.0,Paper & Paper Crafts
283,2021-03-04,3530.0,Paper & Paper Crafts
284,2021-03-05,4645.0,Paper & Paper Crafts
285,2021-03-06,4645.0,Paper & Paper Crafts
286,2021-03-07,4645.0,Paper & Paper Crafts
287,2021-03-08,4645.0,Paper & Paper Crafts
288,2021-03-09,3183.0,Paper & Paper Crafts
289,2021-03-10,3183.0,Paper & Paper Crafts
290,2021-03-11,3183.0,Paper & Paper Crafts
291,2021-03-12,2949.0,Paper & Paper Crafts
292,2021-03-13,2949.0,Paper & Paper Crafts
293,2021-03-14,2949.0,Paper & Paper Crafts
294,2021-03-15,2949.0,Paper & Paper Crafts
295,2021-03-16,3341.0,Paper & Paper Crafts
296,2021-03-17,5440.0,Paper & Paper Crafts
297,2021-03-18,2833.0,Paper & Paper Crafts
298,2021-03-19,2833.0,Paper & Paper Crafts
299,2021-03-20,2364.0,Paper & Paper Crafts
300,2021-03-21,2364.0,Paper & Paper Crafts
301,2021-03-22,2364.0,Paper & Paper Crafts
302,2021-03-23,2525.0,Paper & Paper Crafts
303,2021-03-24,2525.0,Paper & Paper Crafts
304,2021-03-25,2525.0,Paper & Paper Crafts
305,2021-03-26,3036.0,Paper & Paper Crafts
306,2021-03-27,3036.0,Paper & Paper Crafts
307,2021-03-28,3036.0,Paper & Paper Crafts
308,2021-03-29,3194.0,Paper & Paper Crafts
309,2021-03-30,1747.0,Paper & Paper Crafts
310,2021-03-31,1747.0,Paper & Paper Crafts
311,2021-04-01,2946.0,Paper & Paper Crafts
312,2021-04-02,2946.0,Paper & Paper Crafts
313,2021-04-03,2946.0,Paper & Paper Crafts
314,2021-04-04,2802.0,Paper & Paper Crafts
315,2021-04-05,2802.0,Paper & Paper Crafts
316,2021-04-06,2755.0,Paper & Paper Crafts
317,2021-04-07,2755.0,Paper & Paper Crafts
318,2021-04-08,2822.0,Paper & Paper Crafts
319,2021-04-09,2822.0,Paper & Paper Crafts
320,2021-04-10,2822.0,Paper & Paper Crafts
321,2021-04-11,3643.0,Paper & Paper Crafts
322,2021-04-12,3643.0,Paper & Paper Crafts
323,2021-04-13,3643.0,Paper & Paper Crafts
324,2021-04-14,3252.0,Paper & Paper Crafts
325,2021-04-15,3982.0,Paper & Paper Crafts
326,2021-04-16,73.0,Paper & Paper Crafts
327,2021-04-17,73.0,Paper & Paper Crafts
328,2021-04-18,975.0,Paper & Paper Crafts
329,2021-04-19,2596.0,Paper & Paper Crafts
330,2021-04-20,2596.0,Paper & Paper Crafts
331,2021-04-21,6314.0,Paper & Paper Crafts
332,2021-04-22,6314.0,Paper & Paper Crafts
333,2021-04-23,6314.0,Paper & Paper Crafts
334,2021-04-24,10193.0,Paper & Paper Crafts
335,2021-04-25,10193.0,Paper & Paper Crafts
336,2021-04-26,13864.0,Paper & Paper Crafts
337,2021-04-27,13864.0,Paper & Paper Crafts
338,2021-04-28,14219.0,Paper & Paper Crafts
339,2021-04-29,14219.0,Paper & Paper Crafts
340,2021-04-30,14219.0,Paper & Paper Crafts
341,2021-05-01,15943.0,Paper & Paper Crafts
342,2021-05-02,15943.0,Paper & Paper Crafts
343,2021-05-03,15943.0,Paper & Paper Crafts
344,2021-05-04,9146.0,Paper & Paper Crafts
345,2021-05-05,9146.0,Paper & Paper Crafts
346,2021-05-06,9146.0,Paper & Paper Crafts
347,2021-05-07,4970.0,Paper & Paper Crafts
348,2021-05-08,7467.0,Paper & Paper Crafts
349,2021-05-09,7467.0,Paper & Paper Crafts
350,2021-05-10,7467.0,Paper & Paper Crafts
351,2021-05-11,5623.0,Paper & Paper Crafts
352,2021-05-12,8199.0,Paper & Paper Crafts
353,2021-05-13,8199.0,Paper & Paper Crafts
354,2021-05-14,8199.0,Paper & Paper Crafts
355,2021-05-15,3614.0,Paper & Paper Crafts
356,2021-05-16,3614.0,Paper & Paper Crafts
357,2021-05-17,2723.0,Paper & Paper Crafts
358,2021-05-18,3141.0,Paper & Paper Crafts
359,2021-05-19,3141.0,Paper & Paper Crafts
360,2021-05-20,3141.0,Paper & Paper Crafts
361,2021-05-21,2480.0,Paper & Paper Crafts
362,2021-05-22,3214.0,Paper & Paper Crafts
363,2021-05-23,3214.0,Paper & Paper Crafts
364,2021-05-24,3214.0,Paper & Paper Crafts
365,2021-05-25,2574.0,Paper & Paper Crafts
366,2021-05-26,2574.0,Paper & Paper Crafts
367,2021-05-27,5634.0,Paper & Paper Crafts
368,2021-05-28,6515.0,Paper & Paper Crafts
369,2021-05-29,6515.0,Paper & Paper Crafts
370,2021-05-30,6515.0,Paper & Paper Crafts
371,2021-05-31,4159.0,Paper & Paper Crafts
372,2021-06-01,4159.0,Paper & Paper Crafts
373,2021-06-02,4159.0,Paper & Paper Crafts
374,2021-06-03,4159.0,Paper & Paper Crafts
375,2021-06-04,2616.0,Paper & Paper Crafts
376,2021-06-05,2616.0,Paper & Paper Crafts
377,2021-06-06,2125.0,Paper & Paper Crafts
378,2021-06-07,2125.0,Paper & Paper Crafts
379,2021-06-08,2125.0,Paper & Paper Crafts
380,2021-06-09,2962.0,Paper & Paper Crafts
381,2021-06-10,2962.0,Paper & Paper Crafts
382,2021-06-11,2962.0,Paper & Paper Crafts
383,2021-06-12,2044.0,Paper & Paper Crafts
384,2021-06-13,2044.0,Paper & Paper Crafts
385,2021-06-14,2578.0,Paper & Paper Crafts
386,2021-06-15,2578.0,Paper & Paper Crafts
387,2021-06-16,2578.0,Paper & Paper Crafts
388,2021-06-17,2380.0,Paper & Paper Crafts
389,2021-06-18,2286.0,Paper & Paper Crafts
390,2021-06-19,2938.0,Paper & Paper Crafts
391,2021-06-20,2938.0,Paper & Paper Crafts
392,2021-06-21,2653.0,Paper & Paper Crafts
393,2021-06-22,626.0,Paper & Paper Crafts
394,2021-06-23,742.0,Paper & Paper Crafts
395,2021-06-24,742.0,Paper & Paper Crafts
396,2021-06-25,1077.0,Paper & Paper Crafts
397,2021-06-26,1077.0,Paper & Paper Crafts
398,2021-06-27,1077.0,Paper & Paper Crafts
399,2021-06-28,1276.0,Paper & Paper Crafts
400,2021-06-29,1360.0,Paper & Paper Crafts
401,2021-06-30,1360.0,Paper & Paper Crafts
402,2021-07-01,2112.0,Paper & Paper Crafts
403,2021-07-02,2112.0,Paper & Paper Crafts
404,2021-07-03,2112.0,Paper & Paper Crafts
405,2021-07-04,2176.0,Paper & Paper Crafts
406,2021-07-05,2176.0,Paper & Paper Crafts
407,2021-07-06,2176.0,Paper & Paper Crafts
408,2021-07-07,2156.0,Paper & Paper Crafts
409,2021-07-08,2520.0,Paper & Paper Crafts
410,2021-07-09,2520.0,Paper & Paper Crafts
411,2021-07-10,2520.0,Paper & Paper Crafts
412,2021-07-11,1331.0,Paper & Paper Crafts
