,date,value,name_B089KGZKK6
135,2020-12-30,46860.0,Diffusers
136,2020-12-31,46860.0,Diffusers
137,2021-01-01,46860.0,Diffusers
138,2021-01-02,46860.0,Diffusers
139,2021-01-03,46860.0,Diffusers
140,2021-01-04,46860.0,Diffusers
141,2021-01-05,46860.0,Diffusers
142,2021-01-06,53317.0,Diffusers
143,2021-01-07,43507.0,Diffusers
144,2021-01-08,43507.0,Diffusers
145,2021-01-09,43507.0,Diffusers
146,2021-01-10,43507.0,Diffusers
147,2021-01-11,43507.0,Diffusers
148,2021-01-12,43507.0,Diffusers
149,2021-01-13,58900.0,Diffusers
150,2021-01-14,58900.0,Diffusers
151,2021-01-15,44142.0,Diffusers
152,2021-01-16,44142.0,Diffusers
153,2021-01-17,55628.0,Diffusers
154,2021-01-18,55628.0,Diffusers
155,2021-01-19,55628.0,Diffusers
156,2021-01-20,55628.0,Diffusers
157,2021-01-21,54702.0,Diffusers
158,2021-01-22,54702.0,Diffusers
159,2021-01-23,54702.0,Diffusers
160,2021-01-24,54702.0,Diffusers
161,2021-01-25,54702.0,Diffusers
162,2021-01-26,54702.0,Diffusers
163,2021-01-27,54702.0,Diffusers
164,2021-01-28,54702.0,Diffusers
165,2021-01-29,54702.0,Diffusers
166,2021-01-30,54702.0,Diffusers
167,2021-01-31,54702.0,Diffusers
168,2021-02-01,53145.0,Diffusers
169,2021-02-02,53145.0,Diffusers
170,2021-02-03,53145.0,Diffusers
171,2021-02-04,53145.0,Diffusers
172,2021-02-05,53145.0,Diffusers
173,2021-02-06,53145.0,Diffusers
174,2021-02-07,53145.0,Diffusers
175,2021-02-08,42105.0,Diffusers
176,2021-02-09,42105.0,Diffusers
177,2021-02-10,42105.0,Diffusers
178,2021-02-11,53463.0,Diffusers
179,2021-02-12,53463.0,Diffusers
180,2021-02-13,53463.0,Diffusers
181,2021-02-14,53463.0,Diffusers
182,2021-02-15,53463.0,Diffusers
183,2021-02-16,73115.0,Diffusers
184,2021-02-17,73115.0,Diffusers
185,2021-02-18,73115.0,Diffusers
186,2021-02-19,73115.0,Diffusers
187,2021-02-20,73115.0,Diffusers
188,2021-02-21,69365.0,Diffusers
189,2021-02-22,69365.0,Diffusers
190,2021-02-23,69365.0,Diffusers
191,2021-02-24,69365.0,Diffusers
192,2021-02-25,69365.0,Diffusers
193,2021-02-26,69365.0,Diffusers
194,2021-02-27,69365.0,Diffusers
195,2021-02-28,69365.0,Diffusers
196,2021-03-01,69365.0,Diffusers
197,2021-03-02,69365.0,Diffusers
198,2021-03-03,69365.0,Diffusers
199,2021-03-04,69365.0,Diffusers
200,2021-03-05,69365.0,Diffusers
201,2021-03-06,69365.0,Diffusers
202,2021-03-07,69365.0,Diffusers
203,2021-03-08,69365.0,Diffusers
204,2021-03-09,69365.0,Diffusers
205,2021-03-10,69365.0,Diffusers
206,2021-03-11,69365.0,Diffusers
207,2021-03-12,55215.0,Diffusers
208,2021-03-13,55215.0,Diffusers
209,2021-03-14,55215.0,Diffusers
210,2021-03-15,55215.0,Diffusers
211,2021-03-16,55215.0,Diffusers
212,2021-03-17,55215.0,Diffusers
213,2021-03-18,42282.0,Diffusers
214,2021-03-19,42282.0,Diffusers
215,2021-03-20,42282.0,Diffusers
216,2021-03-21,17044.0,Diffusers
217,2021-03-22,22734.0,Diffusers
218,2021-03-23,22734.0,Diffusers
219,2021-03-24,22734.0,Diffusers
220,2021-03-25,22734.0,Diffusers
221,2021-03-26,22734.0,Diffusers
222,2021-03-27,22734.0,Diffusers
223,2021-03-28,22734.0,Diffusers
224,2021-03-29,26450.0,Diffusers
225,2021-03-30,26450.0,Diffusers
226,2021-03-31,26450.0,Diffusers
227,2021-04-01,26450.0,Diffusers
228,2021-04-02,26450.0,Diffusers
229,2021-04-03,26450.0,Diffusers
230,2021-04-04,24000.0,Diffusers
231,2021-04-05,24000.0,Diffusers
232,2021-04-06,24000.0,Diffusers
233,2021-04-07,28900.0,Diffusers
234,2021-04-08,28900.0,Diffusers
235,2021-04-09,28900.0,Diffusers
236,2021-04-10,30163.0,Diffusers
237,2021-04-11,30163.0,Diffusers
238,2021-04-12,30163.0,Diffusers
239,2021-04-13,30163.0,Diffusers
240,2021-04-14,30163.0,Diffusers
241,2021-04-15,30163.0,Diffusers
242,2021-04-16,34094.0,Diffusers
243,2021-04-17,34094.0,Diffusers
244,2021-04-18,34094.0,Diffusers
245,2021-04-19,34094.0,Diffusers
246,2021-04-20,38681.0,Diffusers
247,2021-04-21,41992.0,Diffusers
248,2021-04-22,30346.0,Diffusers
249,2021-04-23,33986.0,Diffusers
250,2021-04-24,33986.0,Diffusers
251,2021-04-25,33986.0,Diffusers
252,2021-04-26,34247.0,Diffusers
253,2021-04-27,34247.0,Diffusers
254,2021-04-28,34247.0,Diffusers
255,2021-04-29,34247.0,Diffusers
256,2021-04-30,32744.0,Diffusers
257,2021-05-01,35485.0,Diffusers
258,2021-05-02,35485.0,Diffusers
259,2021-05-03,35485.0,Diffusers
260,2021-05-04,35485.0,Diffusers
261,2021-05-05,30156.0,Diffusers
262,2021-05-06,30156.0,Diffusers
263,2021-05-07,30156.0,Diffusers
264,2021-05-08,30156.0,Diffusers
265,2021-05-09,30156.0,Diffusers
266,2021-05-10,30156.0,Diffusers
267,2021-05-11,59605.0,Diffusers
268,2021-05-12,59605.0,Diffusers
269,2021-05-13,59605.0,Diffusers
270,2021-05-14,59605.0,Diffusers
271,2021-05-15,59605.0,Diffusers
272,2021-05-16,59605.0,Diffusers
273,2021-05-17,59605.0,Diffusers
274,2021-05-18,59605.0,Diffusers
275,2021-05-19,59605.0,Diffusers
276,2021-05-20,36349.0,Diffusers
277,2021-05-21,34060.0,Diffusers
278,2021-05-22,34060.0,Diffusers
279,2021-05-23,37255.0,Diffusers
280,2021-05-24,37255.0,Diffusers
281,2021-05-25,37255.0,Diffusers
282,2021-05-26,37255.0,Diffusers
283,2021-05-27,37255.0,Diffusers
284,2021-05-28,37255.0,Diffusers
285,2021-05-29,13201.0,Diffusers
286,2021-05-30,13201.0,Diffusers
287,2021-05-31,16786.0,Diffusers
288,2021-06-01,16786.0,Diffusers
289,2021-06-02,16786.0,Diffusers
290,2021-06-03,16786.0,Diffusers
291,2021-06-04,16786.0,Diffusers
292,2021-06-05,16786.0,Diffusers
293,2021-06-06,16786.0,Diffusers
294,2021-06-07,16786.0,Diffusers
295,2021-06-08,33002.0,Diffusers
296,2021-06-09,33002.0,Diffusers
297,2021-06-10,33002.0,Diffusers
298,2021-06-11,33002.0,Diffusers
299,2021-06-12,33002.0,Diffusers
300,2021-06-13,25178.0,Diffusers
301,2021-06-14,25178.0,Diffusers
302,2021-06-15,25178.0,Diffusers
303,2021-06-16,33104.0,Diffusers
304,2021-06-17,25351.0,Diffusers
305,2021-06-18,25351.0,Diffusers
306,2021-06-19,25351.0,Diffusers
307,2021-06-20,27061.0,Diffusers
308,2021-06-21,21254.0,Diffusers
309,2021-06-22,4247.0,Diffusers
310,2021-06-23,4247.0,Diffusers
311,2021-06-24,4247.0,Diffusers
312,2021-06-25,11709.0,Diffusers
313,2021-06-26,11709.0,Diffusers
314,2021-06-27,11709.0,Diffusers
315,2021-06-28,24283.0,Diffusers
316,2021-06-29,24283.0,Diffusers
317,2021-06-30,24283.0,Diffusers
318,2021-07-01,29796.0,Diffusers
319,2021-07-02,29796.0,Diffusers
320,2021-07-03,29796.0,Diffusers
321,2021-07-04,20825.0,Diffusers
322,2021-07-05,20825.0,Diffusers
323,2021-07-06,20825.0,Diffusers
324,2021-07-07,20825.0,Diffusers
325,2021-07-08,30986.0,Diffusers
326,2021-07-09,30986.0,Diffusers
327,2021-07-10,30986.0,Diffusers
328,2021-07-11,29913.0,Diffusers
