,date,value,name_B07MNG8F61
87,2020-08-29,44930.0,Sanitary Napkins
88,2020-08-30,44930.0,Sanitary Napkins
89,2020-08-31,50497.0,Sanitary Napkins
90,2020-09-01,50497.0,Sanitary Napkins
91,2020-09-02,39181.0,Sanitary Napkins
92,2020-09-03,39181.0,Sanitary Napkins
93,2020-09-04,35342.0,Sanitary Napkins
94,2020-09-05,35342.0,Sanitary Napkins
95,2020-09-06,46779.0,Sanitary Napkins
96,2020-09-07,38989.0,Sanitary Napkins
97,2020-09-08,49218.0,Sanitary Napkins
98,2020-09-09,58153.0,Sanitary Napkins
99,2020-09-10,49747.0,Sanitary Napkins
100,2020-09-11,46726.0,Sanitary Napkins
101,2020-09-12,43889.0,Sanitary Napkins
102,2020-09-13,43889.0,Sanitary Napkins
103,2020-09-14,45980.0,Sanitary Napkins
104,2020-09-15,45980.0,Sanitary Napkins
105,2020-09-16,45980.0,Sanitary Napkins
106,2020-09-17,45980.0,Sanitary Napkins
107,2020-09-18,64750.0,Sanitary Napkins
108,2020-09-19,46553.0,Sanitary Napkins
109,2020-09-20,46553.0,Sanitary Napkins
110,2020-09-21,65209.0,Sanitary Napkins
111,2020-09-22,48942.0,Sanitary Napkins
112,2020-09-23,48942.0,Sanitary Napkins
113,2020-09-24,48942.0,Sanitary Napkins
114,2020-09-25,35761.0,Sanitary Napkins
115,2020-09-26,35761.0,Sanitary Napkins
116,2020-09-27,39191.0,Sanitary Napkins
117,2020-09-28,35004.0,Sanitary Napkins
118,2020-09-29,35004.0,Sanitary Napkins
119,2020-09-30,37027.0,Sanitary Napkins
120,2020-10-01,37027.0,Sanitary Napkins
121,2020-10-02,37027.0,Sanitary Napkins
122,2020-10-03,30477.0,Sanitary Napkins
123,2020-10-04,30477.0,Sanitary Napkins
124,2020-10-05,35396.0,Sanitary Napkins
125,2020-10-06,35090.0,Sanitary Napkins
126,2020-10-07,35090.0,Sanitary Napkins
127,2020-10-08,33008.0,Sanitary Napkins
128,2020-10-09,33008.0,Sanitary Napkins
129,2020-10-10,33008.0,Sanitary Napkins
130,2020-10-11,30152.0,Sanitary Napkins
131,2020-10-12,30152.0,Sanitary Napkins
132,2020-10-13,30152.0,Sanitary Napkins
133,2020-10-14,36106.0,Sanitary Napkins
134,2020-10-15,36106.0,Sanitary Napkins
135,2020-10-16,62083.0,Sanitary Napkins
136,2020-10-17,62083.0,Sanitary Napkins
137,2020-10-18,62083.0,Sanitary Napkins
138,2020-10-19,65992.0,Sanitary Napkins
139,2020-10-20,60000.0,Sanitary Napkins
140,2020-10-21,64136.0,Sanitary Napkins
141,2020-10-22,64136.0,Sanitary Napkins
142,2020-10-23,65256.0,Sanitary Napkins
143,2020-10-24,65256.0,Sanitary Napkins
144,2020-10-25,65256.0,Sanitary Napkins
145,2020-10-26,65256.0,Sanitary Napkins
146,2020-10-27,47849.0,Sanitary Napkins
147,2020-10-28,44416.0,Sanitary Napkins
148,2020-10-29,44416.0,Sanitary Napkins
149,2020-10-30,44416.0,Sanitary Napkins
150,2020-10-31,35454.0,Sanitary Napkins
151,2020-11-01,35454.0,Sanitary Napkins
152,2020-11-02,35454.0,Sanitary Napkins
153,2020-11-03,35454.0,Sanitary Napkins
154,2020-11-04,35454.0,Sanitary Napkins
155,2020-11-05,25283.0,Sanitary Napkins
156,2020-11-06,25283.0,Sanitary Napkins
157,2020-11-07,26051.0,Sanitary Napkins
158,2020-11-08,26051.0,Sanitary Napkins
159,2020-11-09,26051.0,Sanitary Napkins
160,2020-11-10,26051.0,Sanitary Napkins
161,2020-11-11,26051.0,Sanitary Napkins
162,2020-11-12,32038.0,Sanitary Napkins
163,2020-11-13,32038.0,Sanitary Napkins
164,2020-11-14,32038.0,Sanitary Napkins
165,2020-11-15,33750.0,Sanitary Napkins
166,2020-11-16,33750.0,Sanitary Napkins
167,2020-11-17,32713.0,Sanitary Napkins
168,2020-11-18,32713.0,Sanitary Napkins
169,2020-11-19,32713.0,Sanitary Napkins
170,2020-11-20,40761.0,Sanitary Napkins
171,2020-11-21,40761.0,Sanitary Napkins
172,2020-11-22,40761.0,Sanitary Napkins
173,2020-11-23,40761.0,Sanitary Napkins
174,2020-11-24,35567.0,Sanitary Napkins
175,2020-11-25,35567.0,Sanitary Napkins
176,2020-11-26,35567.0,Sanitary Napkins
177,2020-11-27,35567.0,Sanitary Napkins
178,2020-11-28,32058.0,Sanitary Napkins
179,2020-11-29,28791.0,Sanitary Napkins
180,2020-11-30,28791.0,Sanitary Napkins
181,2020-12-01,46037.0,Sanitary Napkins
182,2020-12-02,48732.0,Sanitary Napkins
183,2020-12-03,48732.0,Sanitary Napkins
184,2020-12-04,48732.0,Sanitary Napkins
185,2020-12-05,48732.0,Sanitary Napkins
186,2020-12-06,44954.0,Sanitary Napkins
187,2020-12-07,44954.0,Sanitary Napkins
188,2020-12-08,82844.0,Sanitary Napkins
189,2020-12-09,82844.0,Sanitary Napkins
190,2020-12-10,73156.0,Sanitary Napkins
191,2020-12-11,56285.0,Sanitary Napkins
192,2020-12-12,56285.0,Sanitary Napkins
193,2020-12-13,56285.0,Sanitary Napkins
194,2020-12-14,77133.0,Sanitary Napkins
195,2020-12-15,77133.0,Sanitary Napkins
196,2020-12-16,77133.0,Sanitary Napkins
197,2020-12-17,70485.0,Sanitary Napkins
198,2020-12-18,70485.0,Sanitary Napkins
199,2020-12-19,69566.0,Sanitary Napkins
200,2020-12-20,52508.0,Sanitary Napkins
201,2020-12-21,52806.0,Sanitary Napkins
202,2020-12-22,52806.0,Sanitary Napkins
203,2020-12-23,52806.0,Sanitary Napkins
204,2020-12-24,57546.0,Sanitary Napkins
205,2020-12-25,57546.0,Sanitary Napkins
206,2020-12-26,57546.0,Sanitary Napkins
207,2020-12-27,58733.0,Sanitary Napkins
208,2020-12-28,58733.0,Sanitary Napkins
209,2020-12-29,58733.0,Sanitary Napkins
210,2020-12-30,43648.0,Sanitary Napkins
211,2020-12-31,43648.0,Sanitary Napkins
212,2021-01-01,43648.0,Sanitary Napkins
213,2021-01-02,29150.0,Sanitary Napkins
214,2021-01-03,29150.0,Sanitary Napkins
215,2021-01-04,29150.0,Sanitary Napkins
216,2021-01-05,35335.0,Sanitary Napkins
217,2021-01-06,35335.0,Sanitary Napkins
218,2021-01-07,31871.0,Sanitary Napkins
219,2021-01-08,33239.0,Sanitary Napkins
220,2021-01-09,23350.0,Sanitary Napkins
221,2021-01-10,22659.0,Sanitary Napkins
222,2021-01-11,22659.0,Sanitary Napkins
223,2021-01-12,19804.0,Sanitary Napkins
224,2021-01-13,24510.0,Sanitary Napkins
225,2021-01-14,24510.0,Sanitary Napkins
226,2021-01-15,24510.0,Sanitary Napkins
227,2021-01-16,20230.0,Sanitary Napkins
228,2021-01-17,20230.0,Sanitary Napkins
229,2021-01-18,20230.0,Sanitary Napkins
230,2021-01-19,20230.0,Sanitary Napkins
231,2021-01-20,26319.0,Sanitary Napkins
232,2021-01-21,21029.0,Sanitary Napkins
233,2021-01-22,21029.0,Sanitary Napkins
234,2021-01-23,21029.0,Sanitary Napkins
235,2021-01-24,24348.0,Sanitary Napkins
236,2021-01-25,24348.0,Sanitary Napkins
237,2021-01-26,24348.0,Sanitary Napkins
238,2021-01-27,24348.0,Sanitary Napkins
239,2021-01-28,18550.0,Sanitary Napkins
240,2021-01-29,23882.0,Sanitary Napkins
241,2021-01-30,23882.0,Sanitary Napkins
242,2021-01-31,20671.0,Sanitary Napkins
243,2021-02-01,20671.0,Sanitary Napkins
244,2021-02-02,20671.0,Sanitary Napkins
245,2021-02-03,20671.0,Sanitary Napkins
246,2021-02-04,20671.0,Sanitary Napkins
247,2021-02-05,28496.0,Sanitary Napkins
248,2021-02-06,25705.0,Sanitary Napkins
249,2021-02-07,25705.0,Sanitary Napkins
250,2021-02-08,24695.0,Sanitary Napkins
251,2021-02-09,24695.0,Sanitary Napkins
252,2021-02-10,24695.0,Sanitary Napkins
253,2021-02-11,25892.0,Sanitary Napkins
254,2021-02-12,29313.0,Sanitary Napkins
255,2021-02-13,29313.0,Sanitary Napkins
256,2021-02-14,29313.0,Sanitary Napkins
257,2021-02-15,37279.0,Sanitary Napkins
258,2021-02-16,37182.0,Sanitary Napkins
259,2021-02-17,37490.0,Sanitary Napkins
260,2021-02-18,37490.0,Sanitary Napkins
261,2021-02-19,24609.0,Sanitary Napkins
262,2021-02-20,24609.0,Sanitary Napkins
263,2021-02-21,38079.0,Sanitary Napkins
264,2021-02-22,38079.0,Sanitary Napkins
265,2021-02-23,38079.0,Sanitary Napkins
266,2021-02-24,33502.0,Sanitary Napkins
267,2021-02-25,33502.0,Sanitary Napkins
268,2021-02-26,33502.0,Sanitary Napkins
269,2021-02-27,41344.0,Sanitary Napkins
270,2021-02-28,41344.0,Sanitary Napkins
271,2021-03-01,41344.0,Sanitary Napkins
272,2021-03-02,27736.0,Sanitary Napkins
273,2021-03-03,27736.0,Sanitary Napkins
274,2021-03-04,27736.0,Sanitary Napkins
275,2021-03-05,39946.0,Sanitary Napkins
276,2021-03-06,39946.0,Sanitary Napkins
277,2021-03-07,38813.0,Sanitary Napkins
278,2021-03-08,31909.0,Sanitary Napkins
279,2021-03-09,31909.0,Sanitary Napkins
280,2021-03-10,31909.0,Sanitary Napkins
281,2021-03-11,31909.0,Sanitary Napkins
282,2021-03-12,37904.0,Sanitary Napkins
283,2021-03-13,37904.0,Sanitary Napkins
284,2021-03-14,37904.0,Sanitary Napkins
285,2021-03-15,37904.0,Sanitary Napkins
286,2021-03-16,27755.0,Sanitary Napkins
287,2021-03-17,27755.0,Sanitary Napkins
288,2021-03-18,16195.0,Sanitary Napkins
289,2021-03-19,16195.0,Sanitary Napkins
290,2021-03-20,16195.0,Sanitary Napkins
291,2021-03-21,15591.0,Sanitary Napkins
292,2021-03-22,15600.0,Sanitary Napkins
293,2021-03-23,15600.0,Sanitary Napkins
294,2021-03-24,15600.0,Sanitary Napkins
295,2021-03-25,17762.0,Sanitary Napkins
296,2021-03-26,15041.0,Sanitary Napkins
297,2021-03-27,15041.0,Sanitary Napkins
298,2021-03-28,14272.0,Sanitary Napkins
299,2021-03-29,14272.0,Sanitary Napkins
300,2021-03-30,14272.0,Sanitary Napkins
301,2021-03-31,14272.0,Sanitary Napkins
302,2021-04-01,32257.0,Sanitary Napkins
303,2021-04-02,32257.0,Sanitary Napkins
304,2021-04-03,32257.0,Sanitary Napkins
305,2021-04-04,32257.0,Sanitary Napkins
306,2021-04-05,30452.0,Sanitary Napkins
307,2021-04-06,30090.0,Sanitary Napkins
308,2021-04-07,30090.0,Sanitary Napkins
309,2021-04-08,30090.0,Sanitary Napkins
310,2021-04-09,31030.0,Sanitary Napkins
311,2021-04-10,31030.0,Sanitary Napkins
312,2021-04-11,31030.0,Sanitary Napkins
313,2021-04-12,31700.0,Sanitary Napkins
314,2021-04-13,31700.0,Sanitary Napkins
315,2021-04-14,26810.0,Sanitary Napkins
316,2021-04-15,26810.0,Sanitary Napkins
317,2021-04-16,29540.0,Sanitary Napkins
318,2021-04-17,29540.0,Sanitary Napkins
319,2021-04-18,29428.0,Sanitary Napkins
320,2021-04-19,29428.0,Sanitary Napkins
321,2021-04-20,29513.0,Sanitary Napkins
322,2021-04-21,32665.0,Sanitary Napkins
323,2021-04-22,36001.0,Sanitary Napkins
324,2021-04-23,33159.0,Sanitary Napkins
325,2021-04-24,44624.0,Sanitary Napkins
326,2021-04-25,44624.0,Sanitary Napkins
327,2021-04-26,32023.0,Sanitary Napkins
328,2021-04-27,32023.0,Sanitary Napkins
329,2021-04-28,32023.0,Sanitary Napkins
330,2021-04-29,32023.0,Sanitary Napkins
331,2021-04-30,30983.0,Sanitary Napkins
332,2021-05-01,30983.0,Sanitary Napkins
333,2021-05-02,32332.0,Sanitary Napkins
334,2021-05-03,32332.0,Sanitary Napkins
335,2021-05-04,32332.0,Sanitary Napkins
336,2021-05-05,38509.0,Sanitary Napkins
337,2021-05-06,38509.0,Sanitary Napkins
338,2021-05-07,31365.0,Sanitary Napkins
339,2021-05-08,31365.0,Sanitary Napkins
340,2021-05-09,26559.0,Sanitary Napkins
341,2021-05-10,32320.0,Sanitary Napkins
342,2021-05-11,25209.0,Sanitary Napkins
343,2021-05-12,25209.0,Sanitary Napkins
344,2021-05-13,25209.0,Sanitary Napkins
345,2021-05-14,21351.0,Sanitary Napkins
346,2021-05-15,28534.0,Sanitary Napkins
347,2021-05-16,28534.0,Sanitary Napkins
348,2021-05-17,21705.0,Sanitary Napkins
349,2021-05-18,21705.0,Sanitary Napkins
350,2021-05-19,11753.0,Sanitary Napkins
351,2021-05-20,13894.0,Sanitary Napkins
352,2021-05-21,13451.0,Sanitary Napkins
353,2021-05-22,13451.0,Sanitary Napkins
354,2021-05-23,14289.0,Sanitary Napkins
355,2021-05-24,11780.0,Sanitary Napkins
356,2021-05-25,20369.0,Sanitary Napkins
357,2021-05-26,20369.0,Sanitary Napkins
358,2021-05-27,20369.0,Sanitary Napkins
359,2021-05-28,19367.0,Sanitary Napkins
360,2021-05-29,19367.0,Sanitary Napkins
361,2021-05-30,19367.0,Sanitary Napkins
362,2021-05-31,19367.0,Sanitary Napkins
363,2021-06-01,16783.0,Sanitary Napkins
364,2021-06-02,16783.0,Sanitary Napkins
365,2021-06-03,16783.0,Sanitary Napkins
366,2021-06-04,16783.0,Sanitary Napkins
367,2021-06-05,14720.0,Sanitary Napkins
368,2021-06-06,14720.0,Sanitary Napkins
369,2021-06-07,18540.0,Sanitary Napkins
370,2021-06-08,19189.0,Sanitary Napkins
371,2021-06-09,19189.0,Sanitary Napkins
372,2021-06-10,19189.0,Sanitary Napkins
373,2021-06-11,23930.0,Sanitary Napkins
374,2021-06-12,23930.0,Sanitary Napkins
375,2021-06-13,16183.0,Sanitary Napkins
376,2021-06-14,16183.0,Sanitary Napkins
377,2021-06-15,16183.0,Sanitary Napkins
378,2021-06-16,16183.0,Sanitary Napkins
379,2021-06-17,16183.0,Sanitary Napkins
380,2021-06-18,22284.0,Sanitary Napkins
381,2021-06-19,22284.0,Sanitary Napkins
382,2021-06-20,22284.0,Sanitary Napkins
383,2021-06-21,21348.0,Sanitary Napkins
384,2021-06-22,20252.0,Sanitary Napkins
385,2021-06-23,20252.0,Sanitary Napkins
386,2021-06-24,20252.0,Sanitary Napkins
387,2021-06-25,20252.0,Sanitary Napkins
388,2021-06-26,32972.0,Sanitary Napkins
389,2021-06-27,32972.0,Sanitary Napkins
390,2021-06-28,32972.0,Sanitary Napkins
391,2021-06-29,22468.0,Sanitary Napkins
392,2021-06-30,22468.0,Sanitary Napkins
393,2021-07-01,17175.0,Sanitary Napkins
394,2021-07-02,17175.0,Sanitary Napkins
395,2021-07-03,17175.0,Sanitary Napkins
396,2021-07-04,17175.0,Sanitary Napkins
397,2021-07-05,16476.0,Sanitary Napkins
398,2021-07-06,16476.0,Sanitary Napkins
399,2021-07-07,17085.0,Sanitary Napkins
400,2021-07-08,17085.0,Sanitary Napkins
401,2021-07-09,16603.0,Sanitary Napkins
402,2021-07-10,16243.0,Sanitary Napkins
