,date,value,name_B0829HD6TX
144,2020-05-05,10022.0,Floating Shelves
145,2020-05-06,10022.0,Floating Shelves
146,2020-05-07,10779.0,Floating Shelves
147,2020-05-08,10779.0,Floating Shelves
148,2020-05-09,11902.0,Floating Shelves
149,2020-05-10,11902.0,Floating Shelves
150,2020-05-11,11902.0,Floating Shelves
151,2020-05-12,11860.0,Floating Shelves
152,2020-05-13,11860.0,Floating Shelves
153,2020-05-14,11860.0,Floating Shelves
154,2020-05-15,11860.0,Floating Shelves
155,2020-05-16,11860.0,Floating Shelves
156,2020-05-17,11860.0,Floating Shelves
157,2020-05-18,38802.0,Floating Shelves
158,2020-05-19,38802.0,Floating Shelves
159,2020-05-20,38802.0,Floating Shelves
160,2020-05-21,38802.0,Floating Shelves
161,2020-05-22,38802.0,Floating Shelves
162,2020-05-23,22020.0,Floating Shelves
163,2020-05-24,27310.0,Floating Shelves
164,2020-05-25,27310.0,Floating Shelves
165,2020-05-26,19761.0,Floating Shelves
166,2020-05-27,19761.0,Floating Shelves
167,2020-05-28,19761.0,Floating Shelves
168,2020-05-29,17140.0,Floating Shelves
169,2020-05-30,17140.0,Floating Shelves
170,2020-05-31,17140.0,Floating Shelves
171,2020-06-01,13608.0,Floating Shelves
172,2020-06-02,13608.0,Floating Shelves
173,2020-06-03,13608.0,Floating Shelves
174,2020-06-04,12847.0,Floating Shelves
175,2020-06-05,12847.0,Floating Shelves
176,2020-06-06,12847.0,Floating Shelves
177,2020-06-07,12847.0,Floating Shelves
178,2020-06-08,19401.0,Floating Shelves
179,2020-06-09,19401.0,Floating Shelves
180,2020-06-10,19401.0,Floating Shelves
181,2020-06-11,15990.0,Floating Shelves
182,2020-06-12,18319.0,Floating Shelves
183,2020-06-13,18319.0,Floating Shelves
184,2020-06-14,18319.0,Floating Shelves
185,2020-06-15,17973.0,Floating Shelves
186,2020-06-16,17711.0,Floating Shelves
187,2020-06-17,17711.0,Floating Shelves
188,2020-06-18,17711.0,Floating Shelves
189,2020-06-19,19787.0,Floating Shelves
190,2020-06-20,19787.0,Floating Shelves
191,2020-06-21,19787.0,Floating Shelves
192,2020-06-22,19787.0,Floating Shelves
193,2020-06-23,19787.0,Floating Shelves
194,2020-06-24,16607.0,Floating Shelves
195,2020-06-25,16607.0,Floating Shelves
196,2020-06-26,21133.0,Floating Shelves
197,2020-06-27,21133.0,Floating Shelves
198,2020-06-28,23681.0,Floating Shelves
199,2020-06-29,23681.0,Floating Shelves
200,2020-06-30,23681.0,Floating Shelves
201,2020-07-01,23681.0,Floating Shelves
202,2020-07-02,21888.0,Floating Shelves
203,2020-07-03,22418.0,Floating Shelves
204,2020-07-04,22418.0,Floating Shelves
205,2020-07-05,22418.0,Floating Shelves
206,2020-07-06,22418.0,Floating Shelves
207,2020-07-07,22418.0,Floating Shelves
208,2020-07-08,23644.0,Floating Shelves
209,2020-07-09,21478.0,Floating Shelves
210,2020-07-10,21478.0,Floating Shelves
211,2020-07-11,21478.0,Floating Shelves
212,2020-07-12,21478.0,Floating Shelves
213,2020-07-13,21478.0,Floating Shelves
214,2020-07-14,28148.0,Floating Shelves
215,2020-07-15,28148.0,Floating Shelves
216,2020-07-16,38465.0,Floating Shelves
217,2020-07-17,38465.0,Floating Shelves
218,2020-07-18,33424.0,Floating Shelves
219,2020-07-19,33424.0,Floating Shelves
220,2020-07-20,41169.0,Floating Shelves
221,2020-07-21,41169.0,Floating Shelves
222,2020-07-22,41169.0,Floating Shelves
223,2020-07-23,41169.0,Floating Shelves
224,2020-07-24,41169.0,Floating Shelves
225,2020-07-25,44262.0,Floating Shelves
226,2020-07-26,44262.0,Floating Shelves
227,2020-07-27,44262.0,Floating Shelves
228,2020-07-28,44262.0,Floating Shelves
229,2020-07-29,44262.0,Floating Shelves
230,2020-07-30,44262.0,Floating Shelves
231,2020-07-31,43768.0,Floating Shelves
232,2020-08-01,43768.0,Floating Shelves
233,2020-08-02,50564.0,Floating Shelves
234,2020-08-03,50564.0,Floating Shelves
235,2020-08-04,50564.0,Floating Shelves
236,2020-08-05,39180.0,Floating Shelves
237,2020-08-06,39180.0,Floating Shelves
238,2020-08-07,39180.0,Floating Shelves
239,2020-08-08,25982.0,Floating Shelves
240,2020-08-09,25982.0,Floating Shelves
241,2020-08-10,25982.0,Floating Shelves
242,2020-08-11,38777.0,Floating Shelves
243,2020-08-12,38777.0,Floating Shelves
244,2020-08-13,25876.0,Floating Shelves
245,2020-08-14,23420.0,Floating Shelves
246,2020-08-15,19376.0,Floating Shelves
247,2020-08-16,19376.0,Floating Shelves
248,2020-08-17,19376.0,Floating Shelves
249,2020-08-18,22278.0,Floating Shelves
250,2020-08-19,22278.0,Floating Shelves
251,2020-08-20,17928.0,Floating Shelves
252,2020-08-21,17928.0,Floating Shelves
253,2020-08-22,17928.0,Floating Shelves
254,2020-08-23,17928.0,Floating Shelves
255,2020-08-24,16831.0,Floating Shelves
256,2020-08-25,16831.0,Floating Shelves
257,2020-08-26,15891.0,Floating Shelves
258,2020-08-27,15891.0,Floating Shelves
259,2020-08-28,15891.0,Floating Shelves
260,2020-08-29,15959.0,Floating Shelves
261,2020-08-30,13968.0,Floating Shelves
262,2020-08-31,14785.0,Floating Shelves
263,2020-09-01,14485.0,Floating Shelves
264,2020-09-02,13016.0,Floating Shelves
265,2020-09-03,13016.0,Floating Shelves
266,2020-09-04,13016.0,Floating Shelves
267,2020-09-05,13016.0,Floating Shelves
268,2020-09-06,13016.0,Floating Shelves
269,2020-09-07,15543.0,Floating Shelves
270,2020-09-08,15543.0,Floating Shelves
271,2020-09-09,15543.0,Floating Shelves
272,2020-09-10,13056.0,Floating Shelves
273,2020-09-11,13056.0,Floating Shelves
274,2020-09-12,11957.0,Floating Shelves
275,2020-09-13,12558.0,Floating Shelves
276,2020-09-14,12558.0,Floating Shelves
277,2020-09-15,12558.0,Floating Shelves
278,2020-09-16,14079.0,Floating Shelves
279,2020-09-17,14079.0,Floating Shelves
280,2020-09-18,14079.0,Floating Shelves
281,2020-09-19,15310.0,Floating Shelves
282,2020-09-20,15310.0,Floating Shelves
283,2020-09-21,15310.0,Floating Shelves
284,2020-09-22,19287.0,Floating Shelves
285,2020-09-23,12881.0,Floating Shelves
286,2020-09-24,12881.0,Floating Shelves
287,2020-09-25,12881.0,Floating Shelves
288,2020-09-26,12881.0,Floating Shelves
289,2020-09-27,12881.0,Floating Shelves
290,2020-09-28,16053.0,Floating Shelves
291,2020-09-29,15010.0,Floating Shelves
292,2020-09-30,15010.0,Floating Shelves
293,2020-10-01,15010.0,Floating Shelves
294,2020-10-02,20323.0,Floating Shelves
295,2020-10-03,20323.0,Floating Shelves
296,2020-10-04,20323.0,Floating Shelves
297,2020-10-05,24094.0,Floating Shelves
298,2020-10-06,24094.0,Floating Shelves
299,2020-10-07,24094.0,Floating Shelves
300,2020-10-08,24094.0,Floating Shelves
301,2020-10-09,20684.0,Floating Shelves
302,2020-10-10,20328.0,Floating Shelves
303,2020-10-11,20328.0,Floating Shelves
304,2020-10-12,20328.0,Floating Shelves
305,2020-10-13,23743.0,Floating Shelves
306,2020-10-14,23743.0,Floating Shelves
307,2020-10-15,23743.0,Floating Shelves
308,2020-10-16,25216.0,Floating Shelves
309,2020-10-17,25216.0,Floating Shelves
310,2020-10-18,25216.0,Floating Shelves
311,2020-10-19,23660.0,Floating Shelves
312,2020-10-20,16889.0,Floating Shelves
313,2020-10-21,16889.0,Floating Shelves
314,2020-10-22,16889.0,Floating Shelves
315,2020-10-23,16889.0,Floating Shelves
316,2020-10-24,16889.0,Floating Shelves
317,2020-10-25,17056.0,Floating Shelves
318,2020-10-26,20271.0,Floating Shelves
319,2020-10-27,20271.0,Floating Shelves
320,2020-10-28,18844.0,Floating Shelves
321,2020-10-29,18844.0,Floating Shelves
322,2020-10-30,17751.0,Floating Shelves
323,2020-10-31,17751.0,Floating Shelves
324,2020-11-01,17751.0,Floating Shelves
325,2020-11-02,17751.0,Floating Shelves
326,2020-11-03,18724.0,Floating Shelves
327,2020-11-04,21087.0,Floating Shelves
328,2020-11-05,21087.0,Floating Shelves
329,2020-11-06,21087.0,Floating Shelves
330,2020-11-07,18214.0,Floating Shelves
331,2020-11-08,18214.0,Floating Shelves
332,2020-11-09,21417.0,Floating Shelves
333,2020-11-10,21417.0,Floating Shelves
334,2020-11-11,16780.0,Floating Shelves
335,2020-11-12,16780.0,Floating Shelves
336,2020-11-13,16780.0,Floating Shelves
337,2020-11-14,16780.0,Floating Shelves
338,2020-11-15,16780.0,Floating Shelves
339,2020-11-16,20335.0,Floating Shelves
340,2020-11-17,20335.0,Floating Shelves
341,2020-11-18,20335.0,Floating Shelves
342,2020-11-19,20335.0,Floating Shelves
343,2020-11-20,23387.0,Floating Shelves
344,2020-11-21,23387.0,Floating Shelves
345,2020-11-22,23387.0,Floating Shelves
346,2020-11-23,28377.0,Floating Shelves
347,2020-11-24,28377.0,Floating Shelves
348,2020-11-25,28377.0,Floating Shelves
349,2020-11-26,28377.0,Floating Shelves
350,2020-11-27,17146.0,Floating Shelves
351,2020-11-28,17146.0,Floating Shelves
352,2020-11-29,17146.0,Floating Shelves
353,2020-11-30,17146.0,Floating Shelves
354,2020-12-01,21245.0,Floating Shelves
355,2020-12-02,21245.0,Floating Shelves
356,2020-12-03,21245.0,Floating Shelves
357,2020-12-04,14995.0,Floating Shelves
358,2020-12-05,14995.0,Floating Shelves
359,2020-12-06,14995.0,Floating Shelves
360,2020-12-07,14995.0,Floating Shelves
361,2020-12-08,14402.0,Floating Shelves
362,2020-12-09,14402.0,Floating Shelves
363,2020-12-10,14402.0,Floating Shelves
364,2020-12-11,14402.0,Floating Shelves
365,2020-12-12,14402.0,Floating Shelves
366,2020-12-13,14402.0,Floating Shelves
367,2020-12-14,13740.0,Floating Shelves
368,2020-12-15,13740.0,Floating Shelves
369,2020-12-16,13740.0,Floating Shelves
370,2020-12-17,14677.0,Floating Shelves
371,2020-12-18,14677.0,Floating Shelves
372,2020-12-19,12631.0,Floating Shelves
373,2020-12-20,12631.0,Floating Shelves
374,2020-12-21,12631.0,Floating Shelves
375,2020-12-22,12631.0,Floating Shelves
376,2020-12-23,12631.0,Floating Shelves
377,2020-12-24,19630.0,Floating Shelves
378,2020-12-25,19630.0,Floating Shelves
379,2020-12-26,19630.0,Floating Shelves
380,2020-12-27,7519.0,Floating Shelves
381,2020-12-28,7519.0,Floating Shelves
382,2020-12-29,7519.0,Floating Shelves
383,2020-12-30,11128.0,Floating Shelves
384,2020-12-31,11128.0,Floating Shelves
385,2021-01-01,14337.0,Floating Shelves
386,2021-01-02,14337.0,Floating Shelves
387,2021-01-03,14337.0,Floating Shelves
388,2021-01-04,14337.0,Floating Shelves
389,2021-01-05,14337.0,Floating Shelves
390,2021-01-06,32078.0,Floating Shelves
391,2021-01-07,32078.0,Floating Shelves
392,2021-01-08,37768.0,Floating Shelves
393,2021-01-09,37768.0,Floating Shelves
394,2021-01-10,37768.0,Floating Shelves
395,2021-01-11,29407.0,Floating Shelves
396,2021-01-12,29407.0,Floating Shelves
397,2021-01-13,29407.0,Floating Shelves
398,2021-01-14,22271.0,Floating Shelves
399,2021-01-15,22271.0,Floating Shelves
400,2021-01-16,20454.0,Floating Shelves
401,2021-01-17,19643.0,Floating Shelves
402,2021-01-18,19643.0,Floating Shelves
403,2021-01-19,19894.0,Floating Shelves
404,2021-01-20,19894.0,Floating Shelves
405,2021-01-21,19894.0,Floating Shelves
406,2021-01-22,19894.0,Floating Shelves
407,2021-01-23,19894.0,Floating Shelves
408,2021-01-24,19894.0,Floating Shelves
409,2021-01-25,15706.0,Floating Shelves
410,2021-01-26,15706.0,Floating Shelves
411,2021-01-27,15082.0,Floating Shelves
412,2021-01-28,13967.0,Floating Shelves
413,2021-01-29,13967.0,Floating Shelves
414,2021-01-30,13967.0,Floating Shelves
415,2021-01-31,13967.0,Floating Shelves
416,2021-02-01,15033.0,Floating Shelves
417,2021-02-02,15033.0,Floating Shelves
418,2021-02-03,15033.0,Floating Shelves
419,2021-02-04,14206.0,Floating Shelves
420,2021-02-05,14206.0,Floating Shelves
421,2021-02-06,14206.0,Floating Shelves
422,2021-02-07,12368.0,Floating Shelves
423,2021-02-08,12368.0,Floating Shelves
424,2021-02-09,12368.0,Floating Shelves
425,2021-02-10,12280.0,Floating Shelves
426,2021-02-11,12280.0,Floating Shelves
427,2021-02-12,12280.0,Floating Shelves
428,2021-02-13,12280.0,Floating Shelves
429,2021-02-14,13805.0,Floating Shelves
430,2021-02-15,13805.0,Floating Shelves
431,2021-02-16,13805.0,Floating Shelves
432,2021-02-17,13805.0,Floating Shelves
433,2021-02-18,13443.0,Floating Shelves
434,2021-02-19,13443.0,Floating Shelves
435,2021-02-20,13443.0,Floating Shelves
436,2021-02-21,13443.0,Floating Shelves
437,2021-02-22,13443.0,Floating Shelves
438,2021-02-23,11223.0,Floating Shelves
439,2021-02-24,11223.0,Floating Shelves
440,2021-02-25,14736.0,Floating Shelves
441,2021-02-26,14736.0,Floating Shelves
442,2021-02-27,14736.0,Floating Shelves
443,2021-02-28,17774.0,Floating Shelves
444,2021-03-01,17687.0,Floating Shelves
445,2021-03-02,17687.0,Floating Shelves
446,2021-03-03,17687.0,Floating Shelves
447,2021-03-04,23685.0,Floating Shelves
448,2021-03-05,23685.0,Floating Shelves
449,2021-03-06,23685.0,Floating Shelves
450,2021-03-07,34399.0,Floating Shelves
451,2021-03-08,34399.0,Floating Shelves
452,2021-03-09,22999.0,Floating Shelves
453,2021-03-10,22999.0,Floating Shelves
454,2021-03-11,22999.0,Floating Shelves
455,2021-03-12,22999.0,Floating Shelves
456,2021-03-13,17440.0,Floating Shelves
457,2021-03-14,17440.0,Floating Shelves
458,2021-03-15,17440.0,Floating Shelves
459,2021-03-16,19768.0,Floating Shelves
460,2021-03-17,17151.0,Floating Shelves
461,2021-03-18,17151.0,Floating Shelves
462,2021-03-19,15081.0,Floating Shelves
463,2021-03-20,15081.0,Floating Shelves
464,2021-03-21,12469.0,Floating Shelves
465,2021-03-22,12469.0,Floating Shelves
466,2021-03-23,13936.0,Floating Shelves
467,2021-03-24,13936.0,Floating Shelves
468,2021-03-25,13936.0,Floating Shelves
469,2021-03-26,13936.0,Floating Shelves
470,2021-03-27,13936.0,Floating Shelves
471,2021-03-28,13581.0,Floating Shelves
472,2021-03-29,13581.0,Floating Shelves
473,2021-03-30,13581.0,Floating Shelves
474,2021-03-31,17623.0,Floating Shelves
475,2021-04-01,17623.0,Floating Shelves
476,2021-04-02,15415.0,Floating Shelves
477,2021-04-03,15415.0,Floating Shelves
478,2021-04-04,12777.0,Floating Shelves
479,2021-04-05,16547.0,Floating Shelves
480,2021-04-06,16547.0,Floating Shelves
481,2021-04-07,16547.0,Floating Shelves
482,2021-04-08,13687.0,Floating Shelves
483,2021-04-09,16590.0,Floating Shelves
484,2021-04-10,17363.0,Floating Shelves
485,2021-04-11,16450.0,Floating Shelves
486,2021-04-12,16450.0,Floating Shelves
487,2021-04-13,16450.0,Floating Shelves
488,2021-04-14,11897.0,Floating Shelves
489,2021-04-15,11897.0,Floating Shelves
490,2021-04-16,11731.0,Floating Shelves
491,2021-04-17,11015.0,Floating Shelves
492,2021-04-18,13356.0,Floating Shelves
493,2021-04-19,13356.0,Floating Shelves
494,2021-04-20,13356.0,Floating Shelves
495,2021-04-21,16034.0,Floating Shelves
496,2021-04-22,16034.0,Floating Shelves
497,2021-04-23,14845.0,Floating Shelves
498,2021-04-24,14845.0,Floating Shelves
499,2021-04-25,14845.0,Floating Shelves
500,2021-04-26,16968.0,Floating Shelves
501,2021-04-27,16968.0,Floating Shelves
502,2021-04-28,16968.0,Floating Shelves
503,2021-04-29,17418.0,Floating Shelves
504,2021-04-30,17418.0,Floating Shelves
505,2021-05-01,17418.0,Floating Shelves
506,2021-05-02,18931.0,Floating Shelves
507,2021-05-03,18931.0,Floating Shelves
508,2021-05-04,18931.0,Floating Shelves
509,2021-05-05,18931.0,Floating Shelves
510,2021-05-06,18421.0,Floating Shelves
511,2021-05-07,18421.0,Floating Shelves
512,2021-05-08,18421.0,Floating Shelves
513,2021-05-09,18421.0,Floating Shelves
514,2021-05-10,15426.0,Floating Shelves
515,2021-05-11,15426.0,Floating Shelves
516,2021-05-12,19682.0,Floating Shelves
517,2021-05-13,19682.0,Floating Shelves
518,2021-05-14,19682.0,Floating Shelves
519,2021-05-15,19682.0,Floating Shelves
520,2021-05-16,19682.0,Floating Shelves
521,2021-05-17,19682.0,Floating Shelves
522,2021-05-18,20961.0,Floating Shelves
523,2021-05-19,20961.0,Floating Shelves
524,2021-05-20,17384.0,Floating Shelves
525,2021-05-21,15794.0,Floating Shelves
526,2021-05-22,17375.0,Floating Shelves
527,2021-05-23,17375.0,Floating Shelves
528,2021-05-24,16441.0,Floating Shelves
529,2021-05-25,19190.0,Floating Shelves
530,2021-05-26,20099.0,Floating Shelves
531,2021-05-27,20863.0,Floating Shelves
532,2021-05-28,15556.0,Floating Shelves
533,2021-05-29,15556.0,Floating Shelves
534,2021-05-30,15976.0,Floating Shelves
535,2021-05-31,17177.0,Floating Shelves
536,2021-06-01,15617.0,Floating Shelves
537,2021-06-02,15617.0,Floating Shelves
538,2021-06-03,19066.0,Floating Shelves
539,2021-06-04,19066.0,Floating Shelves
540,2021-06-05,19066.0,Floating Shelves
541,2021-06-06,19066.0,Floating Shelves
542,2021-06-07,23122.0,Floating Shelves
543,2021-06-08,19241.0,Floating Shelves
544,2021-06-09,19241.0,Floating Shelves
545,2021-06-10,19241.0,Floating Shelves
546,2021-06-11,19241.0,Floating Shelves
547,2021-06-12,19241.0,Floating Shelves
548,2021-06-13,19241.0,Floating Shelves
549,2021-06-14,20720.0,Floating Shelves
550,2021-06-15,20720.0,Floating Shelves
551,2021-06-16,20720.0,Floating Shelves
552,2021-06-17,20720.0,Floating Shelves
553,2021-06-18,20720.0,Floating Shelves
554,2021-06-19,19458.0,Floating Shelves
555,2021-06-20,19458.0,Floating Shelves
556,2021-06-21,21453.0,Floating Shelves
557,2021-06-22,24797.0,Floating Shelves
558,2021-06-23,24797.0,Floating Shelves
559,2021-06-24,20010.0,Floating Shelves
560,2021-06-25,20010.0,Floating Shelves
561,2021-06-26,23421.0,Floating Shelves
562,2021-06-27,23421.0,Floating Shelves
563,2021-06-28,27052.0,Floating Shelves
564,2021-06-29,23692.0,Floating Shelves
565,2021-06-30,23692.0,Floating Shelves
566,2021-07-01,23692.0,Floating Shelves
567,2021-07-02,21850.0,Floating Shelves
568,2021-07-03,21850.0,Floating Shelves
569,2021-07-04,22964.0,Floating Shelves
570,2021-07-05,23637.0,Floating Shelves
571,2021-07-06,23515.0,Floating Shelves
572,2021-07-07,23515.0,Floating Shelves
573,2021-07-08,21237.0,Floating Shelves
574,2021-07-09,23803.0,Floating Shelves
