,date,value,name_B07GT7R8HD
537,2020-08-31,8865.0,All-Purpose Cleaners
538,2020-09-01,8865.0,All-Purpose Cleaners
539,2020-09-02,8865.0,All-Purpose Cleaners
540,2020-09-03,11599.0,All-Purpose Cleaners
541,2020-09-04,11599.0,All-Purpose Cleaners
542,2020-09-05,11599.0,All-Purpose Cleaners
543,2020-09-06,11599.0,All-Purpose Cleaners
544,2020-09-07,11599.0,All-Purpose Cleaners
545,2020-09-08,10981.0,All-Purpose Cleaners
546,2020-09-09,10981.0,All-Purpose Cleaners
547,2020-09-10,10981.0,All-Purpose Cleaners
548,2020-09-11,13719.0,All-Purpose Cleaners
549,2020-09-12,13719.0,All-Purpose Cleaners
550,2020-09-13,13167.0,All-Purpose Cleaners
551,2020-09-14,12271.0,All-Purpose Cleaners
552,2020-09-15,12271.0,All-Purpose Cleaners
553,2020-09-16,12271.0,All-Purpose Cleaners
554,2020-09-17,12958.0,All-Purpose Cleaners
555,2020-09-18,13613.0,All-Purpose Cleaners
556,2020-09-19,13538.0,All-Purpose Cleaners
557,2020-09-20,13538.0,All-Purpose Cleaners
558,2020-09-21,13538.0,All-Purpose Cleaners
559,2020-09-22,9097.0,All-Purpose Cleaners
560,2020-09-23,9046.0,All-Purpose Cleaners
561,2020-09-24,9046.0,All-Purpose Cleaners
562,2020-09-25,7622.0,All-Purpose Cleaners
563,2020-09-26,7622.0,All-Purpose Cleaners
564,2020-09-27,7622.0,All-Purpose Cleaners
565,2020-09-28,6613.0,All-Purpose Cleaners
566,2020-09-29,6613.0,All-Purpose Cleaners
567,2020-09-30,11602.0,All-Purpose Cleaners
568,2020-10-01,11602.0,All-Purpose Cleaners
569,2020-10-02,11602.0,All-Purpose Cleaners
570,2020-10-03,11602.0,All-Purpose Cleaners
571,2020-10-04,15173.0,All-Purpose Cleaners
572,2020-10-05,15173.0,All-Purpose Cleaners
573,2020-10-06,13418.0,All-Purpose Cleaners
574,2020-10-07,13418.0,All-Purpose Cleaners
575,2020-10-08,13776.0,All-Purpose Cleaners
576,2020-10-09,12803.0,All-Purpose Cleaners
577,2020-10-10,11519.0,All-Purpose Cleaners
578,2020-10-11,11519.0,All-Purpose Cleaners
579,2020-10-12,11519.0,All-Purpose Cleaners
580,2020-10-13,13587.0,All-Purpose Cleaners
581,2020-10-14,13587.0,All-Purpose Cleaners
582,2020-10-15,13587.0,All-Purpose Cleaners
583,2020-10-16,14954.0,All-Purpose Cleaners
584,2020-10-17,13078.0,All-Purpose Cleaners
585,2020-10-18,11760.0,All-Purpose Cleaners
586,2020-10-19,9775.0,All-Purpose Cleaners
587,2020-10-20,9775.0,All-Purpose Cleaners
588,2020-10-21,9775.0,All-Purpose Cleaners
589,2020-10-22,10892.0,All-Purpose Cleaners
590,2020-10-23,10892.0,All-Purpose Cleaners
591,2020-10-24,10546.0,All-Purpose Cleaners
592,2020-10-25,9856.0,All-Purpose Cleaners
593,2020-10-26,9856.0,All-Purpose Cleaners
594,2020-10-27,9748.0,All-Purpose Cleaners
595,2020-10-28,9748.0,All-Purpose Cleaners
596,2020-10-29,10543.0,All-Purpose Cleaners
597,2020-10-30,10543.0,All-Purpose Cleaners
598,2020-10-31,9751.0,All-Purpose Cleaners
599,2020-11-01,9751.0,All-Purpose Cleaners
600,2020-11-02,9751.0,All-Purpose Cleaners
601,2020-11-03,8236.0,All-Purpose Cleaners
602,2020-11-04,8236.0,All-Purpose Cleaners
603,2020-11-05,8236.0,All-Purpose Cleaners
604,2020-11-06,8836.0,All-Purpose Cleaners
605,2020-11-07,9795.0,All-Purpose Cleaners
606,2020-11-08,9795.0,All-Purpose Cleaners
607,2020-11-09,7759.0,All-Purpose Cleaners
608,2020-11-10,11150.0,All-Purpose Cleaners
609,2020-11-11,11150.0,All-Purpose Cleaners
610,2020-11-12,11150.0,All-Purpose Cleaners
611,2020-11-13,12438.0,All-Purpose Cleaners
612,2020-11-14,12438.0,All-Purpose Cleaners
613,2020-11-15,10398.0,All-Purpose Cleaners
614,2020-11-16,8674.0,All-Purpose Cleaners
615,2020-11-17,8674.0,All-Purpose Cleaners
616,2020-11-18,8990.0,All-Purpose Cleaners
617,2020-11-19,8990.0,All-Purpose Cleaners
618,2020-11-20,7579.0,All-Purpose Cleaners
619,2020-11-21,7579.0,All-Purpose Cleaners
620,2020-11-22,7579.0,All-Purpose Cleaners
621,2020-11-23,6493.0,All-Purpose Cleaners
622,2020-11-24,6493.0,All-Purpose Cleaners
623,2020-11-25,6493.0,All-Purpose Cleaners
624,2020-11-26,6493.0,All-Purpose Cleaners
625,2020-11-27,9536.0,All-Purpose Cleaners
626,2020-11-28,9536.0,All-Purpose Cleaners
627,2020-11-29,11231.0,All-Purpose Cleaners
628,2020-11-30,13670.0,All-Purpose Cleaners
629,2020-12-01,13670.0,All-Purpose Cleaners
630,2020-12-02,14009.0,All-Purpose Cleaners
631,2020-12-03,14009.0,All-Purpose Cleaners
632,2020-12-04,14009.0,All-Purpose Cleaners
633,2020-12-05,14009.0,All-Purpose Cleaners
634,2020-12-06,8321.0,All-Purpose Cleaners
635,2020-12-07,8321.0,All-Purpose Cleaners
636,2020-12-08,6510.0,All-Purpose Cleaners
637,2020-12-09,6510.0,All-Purpose Cleaners
638,2020-12-10,6510.0,All-Purpose Cleaners
639,2020-12-11,5787.0,All-Purpose Cleaners
640,2020-12-12,5787.0,All-Purpose Cleaners
641,2020-12-13,5787.0,All-Purpose Cleaners
642,2020-12-14,7189.0,All-Purpose Cleaners
643,2020-12-15,7198.0,All-Purpose Cleaners
644,2020-12-16,7198.0,All-Purpose Cleaners
645,2020-12-17,7010.0,All-Purpose Cleaners
646,2020-12-18,7010.0,All-Purpose Cleaners
647,2020-12-19,8113.0,All-Purpose Cleaners
648,2020-12-20,8449.0,All-Purpose Cleaners
649,2020-12-21,8449.0,All-Purpose Cleaners
650,2020-12-22,11504.0,All-Purpose Cleaners
651,2020-12-23,11504.0,All-Purpose Cleaners
652,2020-12-24,11504.0,All-Purpose Cleaners
653,2020-12-25,6510.0,All-Purpose Cleaners
654,2020-12-26,6510.0,All-Purpose Cleaners
655,2020-12-27,6510.0,All-Purpose Cleaners
656,2020-12-28,5911.0,All-Purpose Cleaners
657,2020-12-29,7283.0,All-Purpose Cleaners
658,2020-12-30,7283.0,All-Purpose Cleaners
659,2020-12-31,9234.0,All-Purpose Cleaners
660,2021-01-01,6985.0,All-Purpose Cleaners
661,2021-01-02,6985.0,All-Purpose Cleaners
662,2021-01-03,6985.0,All-Purpose Cleaners
663,2021-01-04,6985.0,All-Purpose Cleaners
664,2021-01-05,12455.0,All-Purpose Cleaners
665,2021-01-06,12455.0,All-Purpose Cleaners
666,2021-01-07,12455.0,All-Purpose Cleaners
667,2021-01-08,35217.0,All-Purpose Cleaners
668,2021-01-09,35217.0,All-Purpose Cleaners
669,2021-01-10,35217.0,All-Purpose Cleaners
670,2021-01-11,11566.0,All-Purpose Cleaners
671,2021-01-12,10122.0,All-Purpose Cleaners
672,2021-01-13,8453.0,All-Purpose Cleaners
673,2021-01-14,8453.0,All-Purpose Cleaners
674,2021-01-15,8453.0,All-Purpose Cleaners
675,2021-01-16,9807.0,All-Purpose Cleaners
676,2021-01-17,9807.0,All-Purpose Cleaners
677,2021-01-18,9218.0,All-Purpose Cleaners
678,2021-01-19,9218.0,All-Purpose Cleaners
679,2021-01-20,11768.0,All-Purpose Cleaners
680,2021-01-21,11768.0,All-Purpose Cleaners
681,2021-01-22,11768.0,All-Purpose Cleaners
682,2021-01-23,11768.0,All-Purpose Cleaners
683,2021-01-24,13839.0,All-Purpose Cleaners
684,2021-01-25,10301.0,All-Purpose Cleaners
685,2021-01-26,10301.0,All-Purpose Cleaners
686,2021-01-27,8059.0,All-Purpose Cleaners
687,2021-01-28,7064.0,All-Purpose Cleaners
688,2021-01-29,7064.0,All-Purpose Cleaners
689,2021-01-30,7064.0,All-Purpose Cleaners
690,2021-01-31,6142.0,All-Purpose Cleaners
691,2021-02-01,6142.0,All-Purpose Cleaners
692,2021-02-02,6142.0,All-Purpose Cleaners
693,2021-02-03,9622.0,All-Purpose Cleaners
694,2021-02-04,9622.0,All-Purpose Cleaners
695,2021-02-05,9622.0,All-Purpose Cleaners
696,2021-02-06,8767.0,All-Purpose Cleaners
697,2021-02-07,8767.0,All-Purpose Cleaners
698,2021-02-08,8767.0,All-Purpose Cleaners
699,2021-02-09,10056.0,All-Purpose Cleaners
700,2021-02-10,10056.0,All-Purpose Cleaners
701,2021-02-11,11874.0,All-Purpose Cleaners
702,2021-02-12,11874.0,All-Purpose Cleaners
703,2021-02-13,11874.0,All-Purpose Cleaners
704,2021-02-14,12406.0,All-Purpose Cleaners
705,2021-02-15,12406.0,All-Purpose Cleaners
706,2021-02-16,11249.0,All-Purpose Cleaners
707,2021-02-17,14796.0,All-Purpose Cleaners
708,2021-02-18,14796.0,All-Purpose Cleaners
709,2021-02-19,14796.0,All-Purpose Cleaners
710,2021-02-20,11259.0,All-Purpose Cleaners
711,2021-02-21,11259.0,All-Purpose Cleaners
712,2021-02-22,7499.0,All-Purpose Cleaners
713,2021-02-23,7499.0,All-Purpose Cleaners
714,2021-02-24,7499.0,All-Purpose Cleaners
715,2021-02-25,7753.0,All-Purpose Cleaners
716,2021-02-26,7281.0,All-Purpose Cleaners
717,2021-02-27,7281.0,All-Purpose Cleaners
718,2021-02-28,7281.0,All-Purpose Cleaners
719,2021-03-01,6731.0,All-Purpose Cleaners
720,2021-03-02,6731.0,All-Purpose Cleaners
721,2021-03-03,6731.0,All-Purpose Cleaners
722,2021-03-04,7373.0,All-Purpose Cleaners
723,2021-03-05,7373.0,All-Purpose Cleaners
724,2021-03-06,6785.0,All-Purpose Cleaners
725,2021-03-07,6751.0,All-Purpose Cleaners
726,2021-03-08,6751.0,All-Purpose Cleaners
727,2021-03-09,7113.0,All-Purpose Cleaners
728,2021-03-10,7113.0,All-Purpose Cleaners
729,2021-03-11,7113.0,All-Purpose Cleaners
730,2021-03-12,8382.0,All-Purpose Cleaners
731,2021-03-13,8382.0,All-Purpose Cleaners
732,2021-03-14,8382.0,All-Purpose Cleaners
733,2021-03-15,7767.0,All-Purpose Cleaners
734,2021-03-16,7073.0,All-Purpose Cleaners
735,2021-03-17,8190.0,All-Purpose Cleaners
736,2021-03-18,8190.0,All-Purpose Cleaners
737,2021-03-19,8190.0,All-Purpose Cleaners
738,2021-03-20,8190.0,All-Purpose Cleaners
739,2021-03-21,8342.0,All-Purpose Cleaners
740,2021-03-22,8094.0,All-Purpose Cleaners
741,2021-03-23,8094.0,All-Purpose Cleaners
742,2021-03-24,8094.0,All-Purpose Cleaners
743,2021-03-25,9780.0,All-Purpose Cleaners
744,2021-03-26,9780.0,All-Purpose Cleaners
745,2021-03-27,9780.0,All-Purpose Cleaners
746,2021-03-28,12019.0,All-Purpose Cleaners
747,2021-03-29,12019.0,All-Purpose Cleaners
748,2021-03-30,12019.0,All-Purpose Cleaners
749,2021-03-31,9435.0,All-Purpose Cleaners
750,2021-04-01,9435.0,All-Purpose Cleaners
751,2021-04-02,9435.0,All-Purpose Cleaners
752,2021-04-03,8921.0,All-Purpose Cleaners
753,2021-04-04,8921.0,All-Purpose Cleaners
754,2021-04-05,9178.0,All-Purpose Cleaners
755,2021-04-06,9178.0,All-Purpose Cleaners
756,2021-04-07,8381.0,All-Purpose Cleaners
757,2021-04-08,8381.0,All-Purpose Cleaners
758,2021-04-09,8381.0,All-Purpose Cleaners
759,2021-04-10,7354.0,All-Purpose Cleaners
760,2021-04-11,7354.0,All-Purpose Cleaners
761,2021-04-12,7200.0,All-Purpose Cleaners
762,2021-04-13,8571.0,All-Purpose Cleaners
763,2021-04-14,8571.0,All-Purpose Cleaners
764,2021-04-15,8571.0,All-Purpose Cleaners
765,2021-04-16,8132.0,All-Purpose Cleaners
766,2021-04-17,8132.0,All-Purpose Cleaners
767,2021-04-18,9724.0,All-Purpose Cleaners
768,2021-04-19,9724.0,All-Purpose Cleaners
769,2021-04-20,10232.0,All-Purpose Cleaners
770,2021-04-21,9425.0,All-Purpose Cleaners
771,2021-04-22,9425.0,All-Purpose Cleaners
772,2021-04-23,8271.0,All-Purpose Cleaners
773,2021-04-24,8271.0,All-Purpose Cleaners
774,2021-04-25,8271.0,All-Purpose Cleaners
775,2021-04-26,8415.0,All-Purpose Cleaners
776,2021-04-27,8415.0,All-Purpose Cleaners
777,2021-04-28,10809.0,All-Purpose Cleaners
778,2021-04-29,10809.0,All-Purpose Cleaners
779,2021-04-30,10157.0,All-Purpose Cleaners
780,2021-05-01,10157.0,All-Purpose Cleaners
781,2021-05-02,10157.0,All-Purpose Cleaners
782,2021-05-03,9977.0,All-Purpose Cleaners
783,2021-05-04,9977.0,All-Purpose Cleaners
784,2021-05-05,9973.0,All-Purpose Cleaners
785,2021-05-06,9158.0,All-Purpose Cleaners
786,2021-05-07,9158.0,All-Purpose Cleaners
787,2021-05-08,9158.0,All-Purpose Cleaners
788,2021-05-09,9277.0,All-Purpose Cleaners
789,2021-05-10,9277.0,All-Purpose Cleaners
790,2021-05-11,7537.0,All-Purpose Cleaners
791,2021-05-12,7537.0,All-Purpose Cleaners
792,2021-05-13,8373.0,All-Purpose Cleaners
793,2021-05-14,11194.0,All-Purpose Cleaners
794,2021-05-15,11194.0,All-Purpose Cleaners
795,2021-05-16,11194.0,All-Purpose Cleaners
796,2021-05-17,11125.0,All-Purpose Cleaners
797,2021-05-18,11125.0,All-Purpose Cleaners
798,2021-05-19,9984.0,All-Purpose Cleaners
799,2021-05-20,10784.0,All-Purpose Cleaners
800,2021-05-21,11509.0,All-Purpose Cleaners
801,2021-05-22,11509.0,All-Purpose Cleaners
802,2021-05-23,10727.0,All-Purpose Cleaners
803,2021-05-24,10727.0,All-Purpose Cleaners
804,2021-05-25,10727.0,All-Purpose Cleaners
805,2021-05-26,9931.0,All-Purpose Cleaners
806,2021-05-27,9931.0,All-Purpose Cleaners
807,2021-05-28,10765.0,All-Purpose Cleaners
808,2021-05-29,10765.0,All-Purpose Cleaners
809,2021-05-30,10765.0,All-Purpose Cleaners
810,2021-05-31,10315.0,All-Purpose Cleaners
811,2021-06-01,10271.0,All-Purpose Cleaners
812,2021-06-02,10271.0,All-Purpose Cleaners
813,2021-06-03,11883.0,All-Purpose Cleaners
814,2021-06-04,11883.0,All-Purpose Cleaners
815,2021-06-05,9248.0,All-Purpose Cleaners
816,2021-06-06,9248.0,All-Purpose Cleaners
817,2021-06-07,9191.0,All-Purpose Cleaners
818,2021-06-08,9191.0,All-Purpose Cleaners
819,2021-06-09,10532.0,All-Purpose Cleaners
820,2021-06-10,10532.0,All-Purpose Cleaners
821,2021-06-11,10532.0,All-Purpose Cleaners
822,2021-06-12,11327.0,All-Purpose Cleaners
823,2021-06-13,11327.0,All-Purpose Cleaners
824,2021-06-14,10425.0,All-Purpose Cleaners
825,2021-06-15,10425.0,All-Purpose Cleaners
826,2021-06-16,12593.0,All-Purpose Cleaners
827,2021-06-17,12593.0,All-Purpose Cleaners
828,2021-06-18,14655.0,All-Purpose Cleaners
829,2021-06-19,14655.0,All-Purpose Cleaners
830,2021-06-20,14655.0,All-Purpose Cleaners
831,2021-06-21,11722.0,All-Purpose Cleaners
832,2021-06-22,11317.0,All-Purpose Cleaners
833,2021-06-23,11352.0,All-Purpose Cleaners
834,2021-06-24,11352.0,All-Purpose Cleaners
835,2021-06-25,11352.0,All-Purpose Cleaners
836,2021-06-26,11352.0,All-Purpose Cleaners
837,2021-06-27,10851.0,All-Purpose Cleaners
838,2021-06-28,10851.0,All-Purpose Cleaners
839,2021-06-29,10851.0,All-Purpose Cleaners
840,2021-06-30,11109.0,All-Purpose Cleaners
841,2021-07-01,11109.0,All-Purpose Cleaners
842,2021-07-02,9859.0,All-Purpose Cleaners
843,2021-07-03,9859.0,All-Purpose Cleaners
844,2021-07-04,9859.0,All-Purpose Cleaners
845,2021-07-05,9755.0,All-Purpose Cleaners
846,2021-07-06,9755.0,All-Purpose Cleaners
847,2021-07-07,9207.0,All-Purpose Cleaners
848,2021-07-08,9207.0,All-Purpose Cleaners
849,2021-07-09,9207.0,All-Purpose Cleaners
850,2021-07-10,10496.0,All-Purpose Cleaners
851,2021-07-11,11727.0,All-Purpose Cleaners
