,date,value,name_B08N13Z7ZN
41,2021-01-21,15473.0,Drawing & Lettering Aids
42,2021-01-22,11066.0,Drawing & Lettering Aids
43,2021-01-23,11066.0,Drawing & Lettering Aids
44,2021-01-24,11066.0,Drawing & Lettering Aids
45,2021-01-25,14054.0,Drawing & Lettering Aids
46,2021-01-26,14054.0,Drawing & Lettering Aids
47,2021-01-27,10696.0,Drawing & Lettering Aids
48,2021-01-28,10696.0,Drawing & Lettering Aids
49,2021-01-29,10696.0,Drawing & Lettering Aids
50,2021-01-30,10696.0,Drawing & Lettering Aids
51,2021-01-31,10696.0,Drawing & Lettering Aids
52,2021-02-01,10696.0,Drawing & Lettering Aids
53,2021-02-02,7223.0,Drawing & Lettering Aids
54,2021-02-03,11417.0,Drawing & Lettering Aids
55,2021-02-04,11417.0,Drawing & Lettering Aids
56,2021-02-05,11417.0,Drawing & Lettering Aids
57,2021-02-06,11417.0,Drawing & Lettering Aids
58,2021-02-07,15714.0,Drawing & Lettering Aids
59,2021-02-08,15714.0,Drawing & Lettering Aids
60,2021-02-09,15714.0,Drawing & Lettering Aids
61,2021-02-10,12362.0,Drawing & Lettering Aids
62,2021-02-11,12362.0,Drawing & Lettering Aids
63,2021-02-12,12362.0,Drawing & Lettering Aids
64,2021-02-13,12362.0,Drawing & Lettering Aids
65,2021-02-14,12362.0,Drawing & Lettering Aids
66,2021-02-15,20213.0,Drawing & Lettering Aids
67,2021-02-16,20213.0,Drawing & Lettering Aids
68,2021-02-17,20213.0,Drawing & Lettering Aids
69,2021-02-18,20213.0,Drawing & Lettering Aids
70,2021-02-19,7691.0,Drawing & Lettering Aids
71,2021-02-20,10332.0,Drawing & Lettering Aids
72,2021-02-21,10332.0,Drawing & Lettering Aids
73,2021-02-22,11367.0,Drawing & Lettering Aids
74,2021-02-23,11173.0,Drawing & Lettering Aids
75,2021-02-24,16977.0,Drawing & Lettering Aids
76,2021-02-25,10929.0,Drawing & Lettering Aids
77,2021-02-26,8630.0,Drawing & Lettering Aids
78,2021-02-27,8630.0,Drawing & Lettering Aids
79,2021-02-28,8630.0,Drawing & Lettering Aids
80,2021-03-01,9077.0,Drawing & Lettering Aids
81,2021-03-02,8249.0,Drawing & Lettering Aids
82,2021-03-03,8249.0,Drawing & Lettering Aids
83,2021-03-04,8531.0,Drawing & Lettering Aids
84,2021-03-05,8531.0,Drawing & Lettering Aids
85,2021-03-06,7129.0,Drawing & Lettering Aids
86,2021-03-07,10724.0,Drawing & Lettering Aids
87,2021-03-08,10724.0,Drawing & Lettering Aids
88,2021-03-09,7247.0,Drawing & Lettering Aids
89,2021-03-10,7247.0,Drawing & Lettering Aids
90,2021-03-11,8202.0,Drawing & Lettering Aids
91,2021-03-12,8046.0,Drawing & Lettering Aids
92,2021-03-13,8046.0,Drawing & Lettering Aids
93,2021-03-14,6352.0,Drawing & Lettering Aids
94,2021-03-15,6352.0,Drawing & Lettering Aids
95,2021-03-16,9895.0,Drawing & Lettering Aids
96,2021-03-17,9895.0,Drawing & Lettering Aids
97,2021-03-18,9895.0,Drawing & Lettering Aids
98,2021-03-19,10778.0,Drawing & Lettering Aids
99,2021-03-20,12639.0,Drawing & Lettering Aids
100,2021-03-21,12639.0,Drawing & Lettering Aids
101,2021-03-22,12639.0,Drawing & Lettering Aids
102,2021-03-23,10594.0,Drawing & Lettering Aids
103,2021-03-24,12297.0,Drawing & Lettering Aids
104,2021-03-25,12297.0,Drawing & Lettering Aids
105,2021-03-26,12297.0,Drawing & Lettering Aids
106,2021-03-27,7195.0,Drawing & Lettering Aids
107,2021-03-28,7195.0,Drawing & Lettering Aids
108,2021-03-29,7195.0,Drawing & Lettering Aids
109,2021-03-30,7195.0,Drawing & Lettering Aids
110,2021-03-31,7195.0,Drawing & Lettering Aids
111,2021-04-01,7379.0,Drawing & Lettering Aids
112,2021-04-02,7379.0,Drawing & Lettering Aids
113,2021-04-03,8146.0,Drawing & Lettering Aids
114,2021-04-04,11366.0,Drawing & Lettering Aids
115,2021-04-05,11366.0,Drawing & Lettering Aids
116,2021-04-06,11366.0,Drawing & Lettering Aids
117,2021-04-07,11366.0,Drawing & Lettering Aids
118,2021-04-08,8793.0,Drawing & Lettering Aids
119,2021-04-09,8083.0,Drawing & Lettering Aids
120,2021-04-10,8083.0,Drawing & Lettering Aids
121,2021-04-11,8083.0,Drawing & Lettering Aids
122,2021-04-12,6556.0,Drawing & Lettering Aids
123,2021-04-13,8459.0,Drawing & Lettering Aids
124,2021-04-14,8459.0,Drawing & Lettering Aids
125,2021-04-15,6576.0,Drawing & Lettering Aids
126,2021-04-16,7481.0,Drawing & Lettering Aids
127,2021-04-17,7481.0,Drawing & Lettering Aids
128,2021-04-18,10847.0,Drawing & Lettering Aids
129,2021-04-19,8327.0,Drawing & Lettering Aids
130,2021-04-20,7879.0,Drawing & Lettering Aids
131,2021-04-21,7879.0,Drawing & Lettering Aids
132,2021-04-22,9771.0,Drawing & Lettering Aids
133,2021-04-23,8972.0,Drawing & Lettering Aids
134,2021-04-24,11110.0,Drawing & Lettering Aids
135,2021-04-25,11110.0,Drawing & Lettering Aids
136,2021-04-26,8280.0,Drawing & Lettering Aids
137,2021-04-27,12362.0,Drawing & Lettering Aids
138,2021-04-28,12882.0,Drawing & Lettering Aids
139,2021-04-29,11847.0,Drawing & Lettering Aids
140,2021-04-30,10478.0,Drawing & Lettering Aids
141,2021-05-01,8769.0,Drawing & Lettering Aids
142,2021-05-02,11670.0,Drawing & Lettering Aids
143,2021-05-03,11670.0,Drawing & Lettering Aids
144,2021-05-04,13063.0,Drawing & Lettering Aids
145,2021-05-05,7023.0,Drawing & Lettering Aids
146,2021-05-06,6273.0,Drawing & Lettering Aids
147,2021-05-07,6078.0,Drawing & Lettering Aids
148,2021-05-08,8811.0,Drawing & Lettering Aids
149,2021-05-09,8313.0,Drawing & Lettering Aids
150,2021-05-10,16652.0,Drawing & Lettering Aids
151,2021-05-11,9614.0,Drawing & Lettering Aids
152,2021-05-12,7834.0,Drawing & Lettering Aids
153,2021-05-13,12563.0,Drawing & Lettering Aids
154,2021-05-14,12563.0,Drawing & Lettering Aids
155,2021-05-15,9889.0,Drawing & Lettering Aids
156,2021-05-16,10606.0,Drawing & Lettering Aids
157,2021-05-17,14166.0,Drawing & Lettering Aids
158,2021-05-18,11503.0,Drawing & Lettering Aids
159,2021-05-19,11513.0,Drawing & Lettering Aids
160,2021-05-20,7207.0,Drawing & Lettering Aids
161,2021-05-21,4245.0,Drawing & Lettering Aids
162,2021-05-22,9206.0,Drawing & Lettering Aids
163,2021-05-23,9206.0,Drawing & Lettering Aids
164,2021-05-24,7132.0,Drawing & Lettering Aids
165,2021-05-25,7558.0,Drawing & Lettering Aids
166,2021-05-26,5325.0,Drawing & Lettering Aids
167,2021-05-27,3703.0,Drawing & Lettering Aids
168,2021-05-28,5910.0,Drawing & Lettering Aids
169,2021-05-29,5910.0,Drawing & Lettering Aids
170,2021-05-30,5693.0,Drawing & Lettering Aids
171,2021-05-31,6368.0,Drawing & Lettering Aids
172,2021-06-01,4708.0,Drawing & Lettering Aids
173,2021-06-02,5668.0,Drawing & Lettering Aids
174,2021-06-03,5668.0,Drawing & Lettering Aids
175,2021-06-04,3977.0,Drawing & Lettering Aids
176,2021-06-05,5134.0,Drawing & Lettering Aids
177,2021-06-06,5134.0,Drawing & Lettering Aids
178,2021-06-07,5134.0,Drawing & Lettering Aids
179,2021-06-08,5134.0,Drawing & Lettering Aids
180,2021-06-09,4010.0,Drawing & Lettering Aids
181,2021-06-10,3736.0,Drawing & Lettering Aids
182,2021-06-11,4327.0,Drawing & Lettering Aids
183,2021-06-12,4327.0,Drawing & Lettering Aids
184,2021-06-13,3682.0,Drawing & Lettering Aids
185,2021-06-14,3682.0,Drawing & Lettering Aids
186,2021-06-15,4714.0,Drawing & Lettering Aids
187,2021-06-16,4714.0,Drawing & Lettering Aids
188,2021-06-17,3504.0,Drawing & Lettering Aids
189,2021-06-18,3504.0,Drawing & Lettering Aids
190,2021-06-19,4633.0,Drawing & Lettering Aids
191,2021-06-20,3823.0,Drawing & Lettering Aids
192,2021-06-21,6032.0,Drawing & Lettering Aids
193,2021-06-22,6032.0,Drawing & Lettering Aids
194,2021-06-23,5919.0,Drawing & Lettering Aids
195,2021-06-24,5919.0,Drawing & Lettering Aids
196,2021-06-25,7662.0,Drawing & Lettering Aids
197,2021-06-26,7662.0,Drawing & Lettering Aids
198,2021-06-27,6759.0,Drawing & Lettering Aids
199,2021-06-28,6759.0,Drawing & Lettering Aids
200,2021-06-29,6759.0,Drawing & Lettering Aids
201,2021-06-30,8136.0,Drawing & Lettering Aids
202,2021-07-01,6116.0,Drawing & Lettering Aids
203,2021-07-02,6116.0,Drawing & Lettering Aids
204,2021-07-03,6116.0,Drawing & Lettering Aids
205,2021-07-04,10157.0,Drawing & Lettering Aids
206,2021-07-05,10157.0,Drawing & Lettering Aids
207,2021-07-06,7202.0,Drawing & Lettering Aids
208,2021-07-07,7342.0,Drawing & Lettering Aids
209,2021-07-08,6837.0,Drawing & Lettering Aids
210,2021-07-09,7219.0,Drawing & Lettering Aids
