,date,value,name_B08HQVFS5N
136,2021-01-26,71890.0,Shade Cloth
137,2021-01-27,52377.0,Shade Cloth
138,2021-01-28,52377.0,Shade Cloth
139,2021-01-29,52377.0,Shade Cloth
140,2021-01-30,52377.0,Shade Cloth
141,2021-01-31,52377.0,Shade Cloth
142,2021-02-01,52377.0,Shade Cloth
143,2021-02-02,90111.0,Shade Cloth
144,2021-02-03,90111.0,Shade Cloth
145,2021-02-04,90111.0,Shade Cloth
146,2021-02-05,90111.0,Shade Cloth
147,2021-02-06,90111.0,Shade Cloth
148,2021-02-07,65740.0,Shade Cloth
149,2021-02-08,65740.0,Shade Cloth
150,2021-02-09,65740.0,Shade Cloth
151,2021-02-10,65740.0,Shade Cloth
152,2021-02-11,65740.0,Shade Cloth
153,2021-02-12,119075.0,Shade Cloth
154,2021-02-13,119075.0,Shade Cloth
155,2021-02-14,119075.0,Shade Cloth
156,2021-02-15,119075.0,Shade Cloth
157,2021-02-16,119075.0,Shade Cloth
158,2021-02-17,119075.0,Shade Cloth
159,2021-02-18,119075.0,Shade Cloth
160,2021-02-19,71790.0,Shade Cloth
161,2021-02-20,71790.0,Shade Cloth
162,2021-02-21,71790.0,Shade Cloth
163,2021-02-22,71790.0,Shade Cloth
164,2021-02-23,71790.0,Shade Cloth
165,2021-02-24,71790.0,Shade Cloth
166,2021-02-25,71790.0,Shade Cloth
167,2021-02-26,98301.0,Shade Cloth
168,2021-02-27,98301.0,Shade Cloth
169,2021-02-28,98301.0,Shade Cloth
170,2021-03-01,98301.0,Shade Cloth
171,2021-03-02,98301.0,Shade Cloth
172,2021-03-03,98301.0,Shade Cloth
173,2021-03-04,98301.0,Shade Cloth
174,2021-03-05,98301.0,Shade Cloth
175,2021-03-06,98301.0,Shade Cloth
176,2021-03-07,98301.0,Shade Cloth
177,2021-03-08,98301.0,Shade Cloth
178,2021-03-09,98301.0,Shade Cloth
179,2021-03-10,229653.0,Shade Cloth
180,2021-03-11,229653.0,Shade Cloth
181,2021-03-12,229653.0,Shade Cloth
182,2021-03-13,229653.0,Shade Cloth
183,2021-03-14,229653.0,Shade Cloth
184,2021-03-15,229653.0,Shade Cloth
185,2021-03-16,229653.0,Shade Cloth
186,2021-03-17,229653.0,Shade Cloth
187,2021-03-18,229653.0,Shade Cloth
188,2021-03-19,229653.0,Shade Cloth
189,2021-03-20,229653.0,Shade Cloth
190,2021-03-21,229653.0,Shade Cloth
191,2021-03-22,229653.0,Shade Cloth
192,2021-03-23,229653.0,Shade Cloth
193,2021-03-24,55876.0,Shade Cloth
194,2021-03-25,55876.0,Shade Cloth
195,2021-03-26,54107.0,Shade Cloth
196,2021-03-27,54107.0,Shade Cloth
197,2021-03-28,54107.0,Shade Cloth
198,2021-03-29,54276.0,Shade Cloth
199,2021-03-30,54276.0,Shade Cloth
200,2021-03-31,54276.0,Shade Cloth
201,2021-04-01,45611.0,Shade Cloth
202,2021-04-02,41208.0,Shade Cloth
203,2021-04-03,41208.0,Shade Cloth
204,2021-04-04,41208.0,Shade Cloth
205,2021-04-05,41208.0,Shade Cloth
206,2021-04-06,41208.0,Shade Cloth
207,2021-04-07,41866.0,Shade Cloth
208,2021-04-08,41866.0,Shade Cloth
209,2021-04-09,41866.0,Shade Cloth
210,2021-04-10,41866.0,Shade Cloth
211,2021-04-11,41866.0,Shade Cloth
212,2021-04-12,52679.0,Shade Cloth
213,2021-04-13,52679.0,Shade Cloth
214,2021-04-14,35032.0,Shade Cloth
215,2021-04-15,35032.0,Shade Cloth
216,2021-04-16,35032.0,Shade Cloth
217,2021-04-17,35032.0,Shade Cloth
218,2021-04-18,35032.0,Shade Cloth
219,2021-04-19,35032.0,Shade Cloth
220,2021-04-20,52867.0,Shade Cloth
221,2021-04-21,52867.0,Shade Cloth
222,2021-04-22,69247.0,Shade Cloth
223,2021-04-23,69247.0,Shade Cloth
224,2021-04-24,69247.0,Shade Cloth
225,2021-04-25,69247.0,Shade Cloth
226,2021-04-26,69247.0,Shade Cloth
227,2021-04-27,69247.0,Shade Cloth
228,2021-04-28,69247.0,Shade Cloth
229,2021-04-29,69247.0,Shade Cloth
230,2021-04-30,69247.0,Shade Cloth
231,2021-05-01,69247.0,Shade Cloth
232,2021-05-02,73423.0,Shade Cloth
233,2021-05-03,73423.0,Shade Cloth
234,2021-05-04,47011.0,Shade Cloth
235,2021-05-05,47011.0,Shade Cloth
236,2021-05-06,47011.0,Shade Cloth
237,2021-05-07,47011.0,Shade Cloth
238,2021-05-08,47011.0,Shade Cloth
239,2021-05-09,47011.0,Shade Cloth
240,2021-05-10,47011.0,Shade Cloth
241,2021-05-11,71071.0,Shade Cloth
242,2021-05-12,73412.0,Shade Cloth
243,2021-05-13,73412.0,Shade Cloth
244,2021-05-14,60498.0,Shade Cloth
245,2021-05-15,60498.0,Shade Cloth
246,2021-05-16,60498.0,Shade Cloth
247,2021-05-17,60498.0,Shade Cloth
248,2021-05-18,60498.0,Shade Cloth
249,2021-05-19,60498.0,Shade Cloth
250,2021-05-20,60498.0,Shade Cloth
251,2021-05-21,60498.0,Shade Cloth
252,2021-05-22,60498.0,Shade Cloth
253,2021-05-23,60498.0,Shade Cloth
254,2021-05-24,43446.0,Shade Cloth
255,2021-05-25,43446.0,Shade Cloth
256,2021-05-26,48819.0,Shade Cloth
257,2021-05-27,48819.0,Shade Cloth
258,2021-05-28,48819.0,Shade Cloth
259,2021-05-29,32017.0,Shade Cloth
260,2021-05-30,32017.0,Shade Cloth
261,2021-05-31,32017.0,Shade Cloth
262,2021-06-01,32017.0,Shade Cloth
263,2021-06-02,32017.0,Shade Cloth
264,2021-06-03,23799.0,Shade Cloth
265,2021-06-04,23799.0,Shade Cloth
266,2021-06-05,23799.0,Shade Cloth
267,2021-06-06,23799.0,Shade Cloth
268,2021-06-07,23799.0,Shade Cloth
269,2021-06-08,13733.0,Shade Cloth
270,2021-06-09,15585.0,Shade Cloth
271,2021-06-10,15585.0,Shade Cloth
272,2021-06-11,15585.0,Shade Cloth
273,2021-06-12,15585.0,Shade Cloth
274,2021-06-13,15585.0,Shade Cloth
275,2021-06-14,9392.0,Shade Cloth
276,2021-06-15,11818.0,Shade Cloth
277,2021-06-16,11818.0,Shade Cloth
278,2021-06-17,11818.0,Shade Cloth
279,2021-06-18,11818.0,Shade Cloth
280,2021-06-19,10900.0,Shade Cloth
281,2021-06-20,10900.0,Shade Cloth
282,2021-06-21,10900.0,Shade Cloth
283,2021-06-22,10900.0,Shade Cloth
284,2021-06-23,10900.0,Shade Cloth
285,2021-06-24,10900.0,Shade Cloth
286,2021-06-25,33022.0,Shade Cloth
287,2021-06-26,33022.0,Shade Cloth
288,2021-06-27,33022.0,Shade Cloth
289,2021-06-28,55669.0,Shade Cloth
290,2021-06-29,53800.0,Shade Cloth
291,2021-06-30,53800.0,Shade Cloth
292,2021-07-01,53800.0,Shade Cloth
293,2021-07-02,26831.0,Shade Cloth
294,2021-07-03,26831.0,Shade Cloth
295,2021-07-04,26831.0,Shade Cloth
296,2021-07-05,26831.0,Shade Cloth
297,2021-07-06,26831.0,Shade Cloth
298,2021-07-07,16027.0,Shade Cloth
299,2021-07-08,16027.0,Shade Cloth
300,2021-07-09,19283.0,Shade Cloth
