,date,value,name_B08DV1YFKV
49,2020-09-22,10678.0,Throw Pillow Covers
50,2020-09-23,10678.0,Throw Pillow Covers
51,2020-09-24,9592.0,Throw Pillow Covers
52,2020-09-25,9592.0,Throw Pillow Covers
53,2020-09-26,9592.0,Throw Pillow Covers
54,2020-09-27,9546.0,Throw Pillow Covers
55,2020-09-28,9771.0,Throw Pillow Covers
56,2020-09-29,12690.0,Throw Pillow Covers
57,2020-09-30,12690.0,Throw Pillow Covers
58,2020-10-01,12690.0,Throw Pillow Covers
59,2020-10-02,10429.0,Throw Pillow Covers
60,2020-10-03,10429.0,Throw Pillow Covers
61,2020-10-04,10429.0,Throw Pillow Covers
62,2020-10-05,8499.0,Throw Pillow Covers
63,2020-10-06,8499.0,Throw Pillow Covers
64,2020-10-07,10819.0,Throw Pillow Covers
65,2020-10-08,10819.0,Throw Pillow Covers
66,2020-10-09,12212.0,Throw Pillow Covers
67,2020-10-10,12212.0,Throw Pillow Covers
68,2020-10-11,12918.0,Throw Pillow Covers
69,2020-10-12,12918.0,Throw Pillow Covers
70,2020-10-13,12918.0,Throw Pillow Covers
71,2020-10-14,6406.0,Throw Pillow Covers
72,2020-10-15,5983.0,Throw Pillow Covers
73,2020-10-16,5983.0,Throw Pillow Covers
74,2020-10-17,5983.0,Throw Pillow Covers
75,2020-10-18,5983.0,Throw Pillow Covers
76,2020-10-19,7451.0,Throw Pillow Covers
77,2020-10-20,7451.0,Throw Pillow Covers
78,2020-10-21,7451.0,Throw Pillow Covers
79,2020-10-22,7819.0,Throw Pillow Covers
80,2020-10-23,7819.0,Throw Pillow Covers
81,2020-10-24,6933.0,Throw Pillow Covers
82,2020-10-25,6933.0,Throw Pillow Covers
83,2020-10-26,8735.0,Throw Pillow Covers
84,2020-10-27,8735.0,Throw Pillow Covers
85,2020-10-28,8859.0,Throw Pillow Covers
86,2020-10-29,8859.0,Throw Pillow Covers
87,2020-10-30,8859.0,Throw Pillow Covers
88,2020-10-31,7562.0,Throw Pillow Covers
89,2020-11-01,7562.0,Throw Pillow Covers
90,2020-11-02,7562.0,Throw Pillow Covers
91,2020-11-03,9457.0,Throw Pillow Covers
92,2020-11-04,8593.0,Throw Pillow Covers
93,2020-11-05,8593.0,Throw Pillow Covers
94,2020-11-06,8593.0,Throw Pillow Covers
95,2020-11-07,8999.0,Throw Pillow Covers
96,2020-11-08,8999.0,Throw Pillow Covers
97,2020-11-09,8999.0,Throw Pillow Covers
98,2020-11-10,8999.0,Throw Pillow Covers
99,2020-11-11,10590.0,Throw Pillow Covers
100,2020-11-12,10624.0,Throw Pillow Covers
101,2020-11-13,7186.0,Throw Pillow Covers
102,2020-11-14,7186.0,Throw Pillow Covers
103,2020-11-15,7186.0,Throw Pillow Covers
104,2020-11-16,6247.0,Throw Pillow Covers
105,2020-11-17,6247.0,Throw Pillow Covers
106,2020-11-18,8572.0,Throw Pillow Covers
107,2020-11-19,8572.0,Throw Pillow Covers
108,2020-11-20,5693.0,Throw Pillow Covers
109,2020-11-21,5693.0,Throw Pillow Covers
110,2020-11-22,5693.0,Throw Pillow Covers
111,2020-11-23,11662.0,Throw Pillow Covers
112,2020-11-24,9232.0,Throw Pillow Covers
113,2020-11-25,10426.0,Throw Pillow Covers
114,2020-11-26,8688.0,Throw Pillow Covers
115,2020-11-27,8688.0,Throw Pillow Covers
116,2020-11-28,8688.0,Throw Pillow Covers
117,2020-11-29,8688.0,Throw Pillow Covers
118,2020-11-30,11248.0,Throw Pillow Covers
119,2020-12-01,11248.0,Throw Pillow Covers
120,2020-12-02,11248.0,Throw Pillow Covers
121,2020-12-03,9820.0,Throw Pillow Covers
122,2020-12-04,9820.0,Throw Pillow Covers
123,2020-12-05,9820.0,Throw Pillow Covers
124,2020-12-06,9820.0,Throw Pillow Covers
125,2020-12-07,10950.0,Throw Pillow Covers
126,2020-12-08,10950.0,Throw Pillow Covers
127,2020-12-09,10950.0,Throw Pillow Covers
128,2020-12-10,13858.0,Throw Pillow Covers
129,2020-12-11,13858.0,Throw Pillow Covers
130,2020-12-12,13858.0,Throw Pillow Covers
131,2020-12-13,13719.0,Throw Pillow Covers
132,2020-12-14,13719.0,Throw Pillow Covers
133,2020-12-15,13719.0,Throw Pillow Covers
134,2020-12-16,15500.0,Throw Pillow Covers
135,2020-12-17,14888.0,Throw Pillow Covers
136,2020-12-18,14888.0,Throw Pillow Covers
137,2020-12-19,14888.0,Throw Pillow Covers
138,2020-12-20,14888.0,Throw Pillow Covers
139,2020-12-21,11399.0,Throw Pillow Covers
140,2020-12-22,11399.0,Throw Pillow Covers
141,2020-12-23,11322.0,Throw Pillow Covers
142,2020-12-24,11322.0,Throw Pillow Covers
143,2020-12-25,8165.0,Throw Pillow Covers
144,2020-12-26,8165.0,Throw Pillow Covers
145,2020-12-27,8165.0,Throw Pillow Covers
146,2020-12-28,7478.0,Throw Pillow Covers
147,2020-12-29,7478.0,Throw Pillow Covers
148,2020-12-30,7478.0,Throw Pillow Covers
149,2020-12-31,5822.0,Throw Pillow Covers
150,2021-01-01,5692.0,Throw Pillow Covers
151,2021-01-02,5692.0,Throw Pillow Covers
152,2021-01-03,5692.0,Throw Pillow Covers
153,2021-01-04,4069.0,Throw Pillow Covers
154,2021-01-05,4069.0,Throw Pillow Covers
155,2021-01-06,4399.0,Throw Pillow Covers
156,2021-01-07,4399.0,Throw Pillow Covers
157,2021-01-08,4680.0,Throw Pillow Covers
158,2021-01-09,4680.0,Throw Pillow Covers
159,2021-01-10,4475.0,Throw Pillow Covers
160,2021-01-11,4475.0,Throw Pillow Covers
161,2021-01-12,4475.0,Throw Pillow Covers
162,2021-01-13,4475.0,Throw Pillow Covers
163,2021-01-14,5442.0,Throw Pillow Covers
164,2021-01-15,5348.0,Throw Pillow Covers
165,2021-01-16,4531.0,Throw Pillow Covers
166,2021-01-17,4531.0,Throw Pillow Covers
167,2021-01-18,4502.0,Throw Pillow Covers
168,2021-01-19,4297.0,Throw Pillow Covers
169,2021-01-20,4123.0,Throw Pillow Covers
170,2021-01-21,4123.0,Throw Pillow Covers
171,2021-01-22,4123.0,Throw Pillow Covers
172,2021-01-23,4123.0,Throw Pillow Covers
173,2021-01-24,5452.0,Throw Pillow Covers
174,2021-01-25,5452.0,Throw Pillow Covers
175,2021-01-26,4754.0,Throw Pillow Covers
176,2021-01-27,4754.0,Throw Pillow Covers
177,2021-01-28,4754.0,Throw Pillow Covers
178,2021-01-29,5337.0,Throw Pillow Covers
179,2021-01-30,5628.0,Throw Pillow Covers
180,2021-01-31,5628.0,Throw Pillow Covers
181,2021-02-01,4808.0,Throw Pillow Covers
182,2021-02-02,4808.0,Throw Pillow Covers
183,2021-02-03,4878.0,Throw Pillow Covers
184,2021-02-04,4878.0,Throw Pillow Covers
185,2021-02-05,4801.0,Throw Pillow Covers
186,2021-02-06,4801.0,Throw Pillow Covers
187,2021-02-07,4412.0,Throw Pillow Covers
188,2021-02-08,5563.0,Throw Pillow Covers
189,2021-02-09,5563.0,Throw Pillow Covers
190,2021-02-10,6127.0,Throw Pillow Covers
191,2021-02-11,6127.0,Throw Pillow Covers
192,2021-02-12,6127.0,Throw Pillow Covers
193,2021-02-13,6127.0,Throw Pillow Covers
194,2021-02-14,5387.0,Throw Pillow Covers
195,2021-02-15,5387.0,Throw Pillow Covers
196,2021-02-16,5387.0,Throw Pillow Covers
197,2021-02-17,6244.0,Throw Pillow Covers
198,2021-02-18,6600.0,Throw Pillow Covers
199,2021-02-19,6600.0,Throw Pillow Covers
200,2021-02-20,5650.0,Throw Pillow Covers
201,2021-02-21,5650.0,Throw Pillow Covers
202,2021-02-22,6691.0,Throw Pillow Covers
203,2021-02-23,6691.0,Throw Pillow Covers
204,2021-02-24,5872.0,Throw Pillow Covers
205,2021-02-25,5872.0,Throw Pillow Covers
206,2021-02-26,4534.0,Throw Pillow Covers
207,2021-02-27,4070.0,Throw Pillow Covers
208,2021-02-28,4070.0,Throw Pillow Covers
209,2021-03-01,5825.0,Throw Pillow Covers
210,2021-03-02,7117.0,Throw Pillow Covers
211,2021-03-03,5618.0,Throw Pillow Covers
212,2021-03-04,5618.0,Throw Pillow Covers
213,2021-03-05,5544.0,Throw Pillow Covers
214,2021-03-06,5544.0,Throw Pillow Covers
215,2021-03-07,6081.0,Throw Pillow Covers
216,2021-03-08,5783.0,Throw Pillow Covers
217,2021-03-09,5783.0,Throw Pillow Covers
218,2021-03-10,5805.0,Throw Pillow Covers
219,2021-03-11,5805.0,Throw Pillow Covers
220,2021-03-12,5488.0,Throw Pillow Covers
221,2021-03-13,5488.0,Throw Pillow Covers
222,2021-03-14,5234.0,Throw Pillow Covers
223,2021-03-15,6741.0,Throw Pillow Covers
224,2021-03-16,5730.0,Throw Pillow Covers
225,2021-03-17,4680.0,Throw Pillow Covers
226,2021-03-18,4558.0,Throw Pillow Covers
227,2021-03-19,5418.0,Throw Pillow Covers
228,2021-03-20,4681.0,Throw Pillow Covers
229,2021-03-21,4681.0,Throw Pillow Covers
230,2021-03-22,4681.0,Throw Pillow Covers
231,2021-03-23,5558.0,Throw Pillow Covers
232,2021-03-24,5558.0,Throw Pillow Covers
233,2021-03-25,5558.0,Throw Pillow Covers
234,2021-03-26,8259.0,Throw Pillow Covers
235,2021-03-27,8259.0,Throw Pillow Covers
236,2021-03-28,11263.0,Throw Pillow Covers
237,2021-03-29,11092.0,Throw Pillow Covers
238,2021-03-30,11092.0,Throw Pillow Covers
239,2021-03-31,11627.0,Throw Pillow Covers
240,2021-04-01,8221.0,Throw Pillow Covers
241,2021-04-02,8221.0,Throw Pillow Covers
242,2021-04-03,5513.0,Throw Pillow Covers
243,2021-04-04,5513.0,Throw Pillow Covers
244,2021-04-05,5513.0,Throw Pillow Covers
245,2021-04-06,7766.0,Throw Pillow Covers
246,2021-04-07,5780.0,Throw Pillow Covers
247,2021-04-08,5780.0,Throw Pillow Covers
248,2021-04-09,5834.0,Throw Pillow Covers
249,2021-04-10,6252.0,Throw Pillow Covers
250,2021-04-11,6252.0,Throw Pillow Covers
251,2021-04-12,7014.0,Throw Pillow Covers
252,2021-04-13,7211.0,Throw Pillow Covers
253,2021-04-14,7878.0,Throw Pillow Covers
254,2021-04-15,7878.0,Throw Pillow Covers
255,2021-04-16,7011.0,Throw Pillow Covers
256,2021-04-17,7011.0,Throw Pillow Covers
257,2021-04-18,6352.0,Throw Pillow Covers
258,2021-04-19,6352.0,Throw Pillow Covers
259,2021-04-20,5813.0,Throw Pillow Covers
260,2021-04-21,5813.0,Throw Pillow Covers
261,2021-04-22,6117.0,Throw Pillow Covers
262,2021-04-23,6117.0,Throw Pillow Covers
263,2021-04-24,6117.0,Throw Pillow Covers
264,2021-04-25,5944.0,Throw Pillow Covers
265,2021-04-26,6469.0,Throw Pillow Covers
266,2021-04-27,6469.0,Throw Pillow Covers
267,2021-04-28,6634.0,Throw Pillow Covers
268,2021-04-29,8231.0,Throw Pillow Covers
269,2021-04-30,8231.0,Throw Pillow Covers
270,2021-05-01,7644.0,Throw Pillow Covers
271,2021-05-02,7644.0,Throw Pillow Covers
272,2021-05-03,7883.0,Throw Pillow Covers
273,2021-05-04,8418.0,Throw Pillow Covers
274,2021-05-05,8418.0,Throw Pillow Covers
275,2021-05-06,9582.0,Throw Pillow Covers
276,2021-05-07,9582.0,Throw Pillow Covers
277,2021-05-08,8270.0,Throw Pillow Covers
278,2021-05-09,8270.0,Throw Pillow Covers
279,2021-05-10,7546.0,Throw Pillow Covers
280,2021-05-11,7546.0,Throw Pillow Covers
281,2021-05-12,7428.0,Throw Pillow Covers
282,2021-05-13,6585.0,Throw Pillow Covers
283,2021-05-14,6585.0,Throw Pillow Covers
284,2021-05-15,7304.0,Throw Pillow Covers
285,2021-05-16,7304.0,Throw Pillow Covers
286,2021-05-17,7157.0,Throw Pillow Covers
287,2021-05-18,6672.0,Throw Pillow Covers
288,2021-05-19,6672.0,Throw Pillow Covers
289,2021-05-20,8087.0,Throw Pillow Covers
290,2021-05-21,7902.0,Throw Pillow Covers
291,2021-05-22,7902.0,Throw Pillow Covers
292,2021-05-23,5734.0,Throw Pillow Covers
293,2021-05-24,7762.0,Throw Pillow Covers
294,2021-05-25,8799.0,Throw Pillow Covers
295,2021-05-26,9312.0,Throw Pillow Covers
296,2021-05-27,9312.0,Throw Pillow Covers
297,2021-05-28,8448.0,Throw Pillow Covers
298,2021-05-29,8448.0,Throw Pillow Covers
299,2021-05-30,7478.0,Throw Pillow Covers
300,2021-05-31,8524.0,Throw Pillow Covers
301,2021-06-01,8524.0,Throw Pillow Covers
302,2021-06-02,8360.0,Throw Pillow Covers
303,2021-06-03,9809.0,Throw Pillow Covers
304,2021-06-04,9809.0,Throw Pillow Covers
305,2021-06-05,9809.0,Throw Pillow Covers
306,2021-06-06,9175.0,Throw Pillow Covers
307,2021-06-07,9175.0,Throw Pillow Covers
308,2021-06-08,11849.0,Throw Pillow Covers
309,2021-06-09,11849.0,Throw Pillow Covers
310,2021-06-10,11053.0,Throw Pillow Covers
311,2021-06-11,11053.0,Throw Pillow Covers
312,2021-06-12,8902.0,Throw Pillow Covers
313,2021-06-13,8902.0,Throw Pillow Covers
314,2021-06-14,10461.0,Throw Pillow Covers
315,2021-06-15,10398.0,Throw Pillow Covers
316,2021-06-16,10398.0,Throw Pillow Covers
317,2021-06-17,10892.0,Throw Pillow Covers
318,2021-06-18,11118.0,Throw Pillow Covers
319,2021-06-19,10720.0,Throw Pillow Covers
320,2021-06-20,10720.0,Throw Pillow Covers
321,2021-06-21,13721.0,Throw Pillow Covers
322,2021-06-22,13721.0,Throw Pillow Covers
323,2021-06-23,13721.0,Throw Pillow Covers
324,2021-06-24,6446.0,Throw Pillow Covers
325,2021-06-25,6446.0,Throw Pillow Covers
326,2021-06-26,6426.0,Throw Pillow Covers
327,2021-06-27,6426.0,Throw Pillow Covers
328,2021-06-28,8740.0,Throw Pillow Covers
329,2021-06-29,9295.0,Throw Pillow Covers
330,2021-06-30,7527.0,Throw Pillow Covers
331,2021-07-01,7325.0,Throw Pillow Covers
332,2021-07-02,7325.0,Throw Pillow Covers
333,2021-07-03,8060.0,Throw Pillow Covers
334,2021-07-04,7622.0,Throw Pillow Covers
335,2021-07-05,9562.0,Throw Pillow Covers
336,2021-07-06,9562.0,Throw Pillow Covers
337,2021-07-07,8101.0,Throw Pillow Covers
338,2021-07-08,7110.0,Throw Pillow Covers
339,2021-07-09,6724.0,Throw Pillow Covers
340,2021-07-10,7617.0,Throw Pillow Covers
