,date,value,name_B08BRNMQYZ
130,2020-11-14,25927.0,Duvet Cover Sets
131,2020-11-15,22708.0,Duvet Cover Sets
132,2020-11-16,22708.0,Duvet Cover Sets
133,2020-11-17,22708.0,Duvet Cover Sets
134,2020-11-18,22708.0,Duvet Cover Sets
135,2020-11-19,22708.0,Duvet Cover Sets
136,2020-11-20,21661.0,Duvet Cover Sets
137,2020-11-21,17601.0,Duvet Cover Sets
138,2020-11-22,17601.0,Duvet Cover Sets
139,2020-11-23,21110.0,Duvet Cover Sets
140,2020-11-24,21110.0,Duvet Cover Sets
141,2020-11-25,17522.0,Duvet Cover Sets
142,2020-11-26,16644.0,Duvet Cover Sets
143,2020-11-27,16644.0,Duvet Cover Sets
144,2020-11-28,16644.0,Duvet Cover Sets
145,2020-11-29,16644.0,Duvet Cover Sets
146,2020-11-30,16644.0,Duvet Cover Sets
147,2020-12-01,15519.0,Duvet Cover Sets
148,2020-12-02,15519.0,Duvet Cover Sets
149,2020-12-03,15519.0,Duvet Cover Sets
150,2020-12-04,21420.0,Duvet Cover Sets
151,2020-12-05,21869.0,Duvet Cover Sets
152,2020-12-06,21869.0,Duvet Cover Sets
153,2020-12-07,21910.0,Duvet Cover Sets
154,2020-12-08,21910.0,Duvet Cover Sets
155,2020-12-09,28778.0,Duvet Cover Sets
156,2020-12-10,27531.0,Duvet Cover Sets
157,2020-12-11,26341.0,Duvet Cover Sets
158,2020-12-12,32930.0,Duvet Cover Sets
159,2020-12-13,29220.0,Duvet Cover Sets
160,2020-12-14,30091.0,Duvet Cover Sets
161,2020-12-15,31402.0,Duvet Cover Sets
162,2020-12-16,34011.0,Duvet Cover Sets
163,2020-12-17,42508.0,Duvet Cover Sets
164,2020-12-18,37095.0,Duvet Cover Sets
165,2020-12-19,37095.0,Duvet Cover Sets
166,2020-12-20,37112.0,Duvet Cover Sets
167,2020-12-21,42835.0,Duvet Cover Sets
168,2020-12-22,42835.0,Duvet Cover Sets
169,2020-12-23,46576.0,Duvet Cover Sets
170,2020-12-24,44241.0,Duvet Cover Sets
171,2020-12-25,40300.0,Duvet Cover Sets
172,2020-12-26,38840.0,Duvet Cover Sets
173,2020-12-27,37296.0,Duvet Cover Sets
174,2020-12-28,46041.0,Duvet Cover Sets
175,2020-12-29,53817.0,Duvet Cover Sets
176,2020-12-30,43295.0,Duvet Cover Sets
177,2020-12-31,34507.0,Duvet Cover Sets
178,2021-01-01,38505.0,Duvet Cover Sets
179,2021-01-02,34133.0,Duvet Cover Sets
180,2021-01-03,32730.0,Duvet Cover Sets
181,2021-01-04,26890.0,Duvet Cover Sets
182,2021-01-05,23791.0,Duvet Cover Sets
183,2021-01-06,24047.0,Duvet Cover Sets
184,2021-01-07,24823.0,Duvet Cover Sets
185,2021-01-08,24134.0,Duvet Cover Sets
186,2021-01-09,18406.0,Duvet Cover Sets
187,2021-01-10,21168.0,Duvet Cover Sets
188,2021-01-11,22251.0,Duvet Cover Sets
189,2021-01-12,24179.0,Duvet Cover Sets
190,2021-01-13,24761.0,Duvet Cover Sets
191,2021-01-14,18400.0,Duvet Cover Sets
192,2021-01-15,22514.0,Duvet Cover Sets
193,2021-01-16,21311.0,Duvet Cover Sets
194,2021-01-17,21328.0,Duvet Cover Sets
195,2021-01-18,27459.0,Duvet Cover Sets
196,2021-01-19,16705.0,Duvet Cover Sets
197,2021-01-20,16705.0,Duvet Cover Sets
198,2021-01-21,21469.0,Duvet Cover Sets
199,2021-01-22,21469.0,Duvet Cover Sets
200,2021-01-23,21469.0,Duvet Cover Sets
201,2021-01-24,20560.0,Duvet Cover Sets
202,2021-01-25,20560.0,Duvet Cover Sets
203,2021-01-26,20560.0,Duvet Cover Sets
204,2021-01-27,20560.0,Duvet Cover Sets
205,2021-01-28,20355.0,Duvet Cover Sets
206,2021-01-29,20355.0,Duvet Cover Sets
207,2021-01-30,20355.0,Duvet Cover Sets
208,2021-01-31,20355.0,Duvet Cover Sets
209,2021-02-01,22556.0,Duvet Cover Sets
210,2021-02-02,22556.0,Duvet Cover Sets
211,2021-02-03,22556.0,Duvet Cover Sets
212,2021-02-04,22556.0,Duvet Cover Sets
213,2021-02-05,20280.0,Duvet Cover Sets
214,2021-02-06,19386.0,Duvet Cover Sets
215,2021-02-07,19386.0,Duvet Cover Sets
216,2021-02-08,19386.0,Duvet Cover Sets
217,2021-02-09,19386.0,Duvet Cover Sets
218,2021-02-10,13355.0,Duvet Cover Sets
219,2021-02-11,13355.0,Duvet Cover Sets
220,2021-02-12,13355.0,Duvet Cover Sets
221,2021-02-13,13355.0,Duvet Cover Sets
222,2021-02-14,13352.0,Duvet Cover Sets
223,2021-02-15,13352.0,Duvet Cover Sets
224,2021-02-16,13352.0,Duvet Cover Sets
225,2021-02-17,12034.0,Duvet Cover Sets
226,2021-02-18,11748.0,Duvet Cover Sets
227,2021-02-19,11748.0,Duvet Cover Sets
228,2021-02-20,8260.0,Duvet Cover Sets
229,2021-02-21,8260.0,Duvet Cover Sets
230,2021-02-22,8260.0,Duvet Cover Sets
231,2021-02-23,8709.0,Duvet Cover Sets
232,2021-02-24,8164.0,Duvet Cover Sets
233,2021-02-25,9451.0,Duvet Cover Sets
234,2021-02-26,9451.0,Duvet Cover Sets
235,2021-02-27,9451.0,Duvet Cover Sets
236,2021-02-28,9532.0,Duvet Cover Sets
237,2021-03-01,9902.0,Duvet Cover Sets
238,2021-03-02,9902.0,Duvet Cover Sets
239,2021-03-03,13309.0,Duvet Cover Sets
240,2021-03-04,12302.0,Duvet Cover Sets
241,2021-03-05,12302.0,Duvet Cover Sets
242,2021-03-06,12302.0,Duvet Cover Sets
243,2021-03-07,9861.0,Duvet Cover Sets
244,2021-03-08,9861.0,Duvet Cover Sets
245,2021-03-09,9861.0,Duvet Cover Sets
246,2021-03-10,9861.0,Duvet Cover Sets
247,2021-03-11,18462.0,Duvet Cover Sets
248,2021-03-12,18462.0,Duvet Cover Sets
249,2021-03-13,18462.0,Duvet Cover Sets
250,2021-03-14,18462.0,Duvet Cover Sets
251,2021-03-15,17181.0,Duvet Cover Sets
252,2021-03-16,17181.0,Duvet Cover Sets
253,2021-03-17,17181.0,Duvet Cover Sets
254,2021-03-18,10457.0,Duvet Cover Sets
255,2021-03-19,10457.0,Duvet Cover Sets
256,2021-03-20,12974.0,Duvet Cover Sets
257,2021-03-21,12974.0,Duvet Cover Sets
258,2021-03-22,12974.0,Duvet Cover Sets
259,2021-03-23,11723.0,Duvet Cover Sets
260,2021-03-24,13055.0,Duvet Cover Sets
261,2021-03-25,11828.0,Duvet Cover Sets
262,2021-03-26,11828.0,Duvet Cover Sets
263,2021-03-27,11828.0,Duvet Cover Sets
264,2021-03-28,11794.0,Duvet Cover Sets
265,2021-03-29,11794.0,Duvet Cover Sets
266,2021-03-30,11840.0,Duvet Cover Sets
267,2021-03-31,11840.0,Duvet Cover Sets
268,2021-04-01,10333.0,Duvet Cover Sets
269,2021-04-02,10333.0,Duvet Cover Sets
270,2021-04-03,11834.0,Duvet Cover Sets
271,2021-04-04,11834.0,Duvet Cover Sets
272,2021-04-05,11678.0,Duvet Cover Sets
273,2021-04-06,11678.0,Duvet Cover Sets
274,2021-04-07,11678.0,Duvet Cover Sets
275,2021-04-08,11678.0,Duvet Cover Sets
276,2021-04-09,10746.0,Duvet Cover Sets
277,2021-04-10,10746.0,Duvet Cover Sets
278,2021-04-11,10276.0,Duvet Cover Sets
279,2021-04-12,9854.0,Duvet Cover Sets
280,2021-04-13,15152.0,Duvet Cover Sets
281,2021-04-14,13891.0,Duvet Cover Sets
282,2021-04-15,13891.0,Duvet Cover Sets
283,2021-04-16,13561.0,Duvet Cover Sets
284,2021-04-17,13561.0,Duvet Cover Sets
285,2021-04-18,15628.0,Duvet Cover Sets
286,2021-04-19,15628.0,Duvet Cover Sets
287,2021-04-20,15628.0,Duvet Cover Sets
288,2021-04-21,16301.0,Duvet Cover Sets
289,2021-04-22,16301.0,Duvet Cover Sets
290,2021-04-23,16158.0,Duvet Cover Sets
291,2021-04-24,16158.0,Duvet Cover Sets
292,2021-04-25,12889.0,Duvet Cover Sets
293,2021-04-26,12889.0,Duvet Cover Sets
294,2021-04-27,12889.0,Duvet Cover Sets
295,2021-04-28,12889.0,Duvet Cover Sets
296,2021-04-29,23327.0,Duvet Cover Sets
297,2021-04-30,23327.0,Duvet Cover Sets
298,2021-05-01,18566.0,Duvet Cover Sets
299,2021-05-02,18566.0,Duvet Cover Sets
300,2021-05-03,19269.0,Duvet Cover Sets
301,2021-05-04,19269.0,Duvet Cover Sets
302,2021-05-05,19269.0,Duvet Cover Sets
303,2021-05-06,19209.0,Duvet Cover Sets
304,2021-05-07,19209.0,Duvet Cover Sets
305,2021-05-08,16601.0,Duvet Cover Sets
306,2021-05-09,16601.0,Duvet Cover Sets
307,2021-05-10,16601.0,Duvet Cover Sets
308,2021-05-11,19568.0,Duvet Cover Sets
309,2021-05-12,16379.0,Duvet Cover Sets
310,2021-05-13,855.0,Duvet Cover Sets
311,2021-05-14,592.0,Duvet Cover Sets
312,2021-05-15,1790.0,Duvet Cover Sets
313,2021-05-16,1790.0,Duvet Cover Sets
314,2021-05-17,7949.0,Duvet Cover Sets
315,2021-05-18,13479.0,Duvet Cover Sets
316,2021-05-19,12822.0,Duvet Cover Sets
317,2021-05-20,17638.0,Duvet Cover Sets
318,2021-05-21,17638.0,Duvet Cover Sets
319,2021-05-22,17638.0,Duvet Cover Sets
320,2021-05-23,15229.0,Duvet Cover Sets
321,2021-05-24,15229.0,Duvet Cover Sets
322,2021-05-25,18971.0,Duvet Cover Sets
323,2021-05-26,26745.0,Duvet Cover Sets
324,2021-05-27,26745.0,Duvet Cover Sets
325,2021-05-28,24964.0,Duvet Cover Sets
326,2021-05-29,24964.0,Duvet Cover Sets
327,2021-05-30,24964.0,Duvet Cover Sets
328,2021-05-31,24964.0,Duvet Cover Sets
329,2021-06-01,26200.0,Duvet Cover Sets
330,2021-06-02,27020.0,Duvet Cover Sets
331,2021-06-03,20848.0,Duvet Cover Sets
332,2021-06-04,20848.0,Duvet Cover Sets
333,2021-06-05,16505.0,Duvet Cover Sets
334,2021-06-06,18792.0,Duvet Cover Sets
335,2021-06-07,18792.0,Duvet Cover Sets
336,2021-06-08,21940.0,Duvet Cover Sets
337,2021-06-09,21940.0,Duvet Cover Sets
338,2021-06-10,21940.0,Duvet Cover Sets
339,2021-06-11,17132.0,Duvet Cover Sets
340,2021-06-12,17132.0,Duvet Cover Sets
341,2021-06-13,14992.0,Duvet Cover Sets
342,2021-06-14,17357.0,Duvet Cover Sets
343,2021-06-15,20313.0,Duvet Cover Sets
344,2021-06-16,20313.0,Duvet Cover Sets
345,2021-06-17,22719.0,Duvet Cover Sets
346,2021-06-18,28099.0,Duvet Cover Sets
347,2021-06-19,28099.0,Duvet Cover Sets
348,2021-06-20,28099.0,Duvet Cover Sets
349,2021-06-21,17620.0,Duvet Cover Sets
350,2021-06-22,14215.0,Duvet Cover Sets
351,2021-06-23,15579.0,Duvet Cover Sets
352,2021-06-24,15579.0,Duvet Cover Sets
353,2021-06-25,12844.0,Duvet Cover Sets
354,2021-06-26,20123.0,Duvet Cover Sets
355,2021-06-27,20123.0,Duvet Cover Sets
356,2021-06-28,22590.0,Duvet Cover Sets
357,2021-06-29,23387.0,Duvet Cover Sets
358,2021-06-30,17068.0,Duvet Cover Sets
359,2021-07-01,15386.0,Duvet Cover Sets
360,2021-07-02,993.0,Duvet Cover Sets
361,2021-07-03,1487.0,Duvet Cover Sets
362,2021-07-04,2135.0,Duvet Cover Sets
363,2021-07-05,3999.0,Duvet Cover Sets
364,2021-07-06,5396.0,Duvet Cover Sets
365,2021-07-07,7504.0,Duvet Cover Sets
366,2021-07-08,10118.0,Duvet Cover Sets
367,2021-07-09,10118.0,Duvet Cover Sets
368,2021-07-10,5335.0,Duvet Cover Sets
