,date,value,name_B07KB39T3T
46,2020-07-17,19263.0,Milk Thistle
47,2020-07-18,19263.0,Milk Thistle
48,2020-07-19,19263.0,Milk Thistle
49,2020-07-20,15959.0,Milk Thistle
50,2020-07-21,15094.0,Milk Thistle
51,2020-07-22,17524.0,Milk Thistle
52,2020-07-23,17527.0,Milk Thistle
53,2020-07-24,15530.0,Milk Thistle
54,2020-07-25,15530.0,Milk Thistle
55,2020-07-26,15530.0,Milk Thistle
56,2020-07-27,17764.0,Milk Thistle
57,2020-07-28,14811.0,Milk Thistle
58,2020-07-29,14811.0,Milk Thistle
59,2020-07-30,13198.0,Milk Thistle
60,2020-07-31,13198.0,Milk Thistle
61,2020-08-01,13198.0,Milk Thistle
62,2020-08-02,13198.0,Milk Thistle
63,2020-08-03,14506.0,Milk Thistle
64,2020-08-04,14506.0,Milk Thistle
65,2020-08-05,14506.0,Milk Thistle
66,2020-08-06,14506.0,Milk Thistle
67,2020-08-07,14276.0,Milk Thistle
68,2020-08-08,14276.0,Milk Thistle
69,2020-08-09,14276.0,Milk Thistle
70,2020-08-10,15851.0,Milk Thistle
71,2020-08-11,15851.0,Milk Thistle
72,2020-08-12,15851.0,Milk Thistle
73,2020-08-13,13388.0,Milk Thistle
74,2020-08-14,13388.0,Milk Thistle
75,2020-08-15,12863.0,Milk Thistle
76,2020-08-16,12863.0,Milk Thistle
77,2020-08-17,12863.0,Milk Thistle
78,2020-08-18,14176.0,Milk Thistle
79,2020-08-19,12910.0,Milk Thistle
80,2020-08-20,12910.0,Milk Thistle
81,2020-08-21,12910.0,Milk Thistle
82,2020-08-22,12910.0,Milk Thistle
83,2020-08-23,12558.0,Milk Thistle
84,2020-08-24,12558.0,Milk Thistle
85,2020-08-25,13207.0,Milk Thistle
86,2020-08-26,14369.0,Milk Thistle
87,2020-08-27,14369.0,Milk Thistle
88,2020-08-28,12355.0,Milk Thistle
89,2020-08-29,12355.0,Milk Thistle
90,2020-08-30,11218.0,Milk Thistle
91,2020-08-31,11218.0,Milk Thistle
92,2020-09-01,12226.0,Milk Thistle
93,2020-09-02,12226.0,Milk Thistle
94,2020-09-03,12226.0,Milk Thistle
95,2020-09-04,15180.0,Milk Thistle
96,2020-09-05,15180.0,Milk Thistle
97,2020-09-06,15180.0,Milk Thistle
98,2020-09-07,12567.0,Milk Thistle
99,2020-09-08,12567.0,Milk Thistle
100,2020-09-09,12567.0,Milk Thistle
101,2020-09-10,16242.0,Milk Thistle
102,2020-09-11,16242.0,Milk Thistle
103,2020-09-12,16242.0,Milk Thistle
104,2020-09-13,15803.0,Milk Thistle
105,2020-09-14,15803.0,Milk Thistle
106,2020-09-15,14523.0,Milk Thistle
107,2020-09-16,14523.0,Milk Thistle
108,2020-09-17,14523.0,Milk Thistle
109,2020-09-18,13400.0,Milk Thistle
110,2020-09-19,13400.0,Milk Thistle
111,2020-09-20,13400.0,Milk Thistle
112,2020-09-21,13216.0,Milk Thistle
113,2020-09-22,13216.0,Milk Thistle
114,2020-09-23,13216.0,Milk Thistle
115,2020-09-24,12361.0,Milk Thistle
116,2020-09-25,12361.0,Milk Thistle
117,2020-09-26,12361.0,Milk Thistle
118,2020-09-27,12361.0,Milk Thistle
119,2020-09-28,11320.0,Milk Thistle
120,2020-09-29,11320.0,Milk Thistle
121,2020-09-30,12267.0,Milk Thistle
122,2020-10-01,13069.0,Milk Thistle
123,2020-10-02,13069.0,Milk Thistle
124,2020-10-03,13069.0,Milk Thistle
125,2020-10-04,13509.0,Milk Thistle
126,2020-10-05,13509.0,Milk Thistle
127,2020-10-06,13069.0,Milk Thistle
128,2020-10-07,13069.0,Milk Thistle
129,2020-10-08,13069.0,Milk Thistle
130,2020-10-09,13069.0,Milk Thistle
131,2020-10-10,12455.0,Milk Thistle
132,2020-10-11,12455.0,Milk Thistle
133,2020-10-12,12359.0,Milk Thistle
134,2020-10-13,12359.0,Milk Thistle
135,2020-10-14,14526.0,Milk Thistle
136,2020-10-15,14526.0,Milk Thistle
137,2020-10-16,14833.0,Milk Thistle
138,2020-10-17,14833.0,Milk Thistle
139,2020-10-18,14833.0,Milk Thistle
140,2020-10-19,14629.0,Milk Thistle
141,2020-10-20,14629.0,Milk Thistle
142,2020-10-21,12961.0,Milk Thistle
143,2020-10-22,12961.0,Milk Thistle
144,2020-10-23,11234.0,Milk Thistle
145,2020-10-24,11234.0,Milk Thistle
146,2020-10-25,13869.0,Milk Thistle
147,2020-10-26,13869.0,Milk Thistle
148,2020-10-27,13869.0,Milk Thistle
149,2020-10-28,11601.0,Milk Thistle
150,2020-10-29,12627.0,Milk Thistle
151,2020-10-30,12627.0,Milk Thistle
152,2020-10-31,13230.0,Milk Thistle
153,2020-11-01,13230.0,Milk Thistle
154,2020-11-02,13230.0,Milk Thistle
155,2020-11-03,12065.0,Milk Thistle
156,2020-11-04,12065.0,Milk Thistle
157,2020-11-05,12700.0,Milk Thistle
158,2020-11-06,12700.0,Milk Thistle
159,2020-11-07,14538.0,Milk Thistle
160,2020-11-08,14538.0,Milk Thistle
161,2020-11-09,14538.0,Milk Thistle
162,2020-11-10,14538.0,Milk Thistle
163,2020-11-11,12777.0,Milk Thistle
164,2020-11-12,12777.0,Milk Thistle
165,2020-11-13,12777.0,Milk Thistle
166,2020-11-14,12777.0,Milk Thistle
167,2020-11-15,12817.0,Milk Thistle
168,2020-11-16,12817.0,Milk Thistle
169,2020-11-17,12817.0,Milk Thistle
170,2020-11-18,13079.0,Milk Thistle
171,2020-11-19,13095.0,Milk Thistle
172,2020-11-20,13095.0,Milk Thistle
173,2020-11-21,13095.0,Milk Thistle
174,2020-11-22,13095.0,Milk Thistle
175,2020-11-23,13095.0,Milk Thistle
176,2020-11-24,13095.0,Milk Thistle
177,2020-11-25,16461.0,Milk Thistle
178,2020-11-26,16636.0,Milk Thistle
179,2020-11-27,16636.0,Milk Thistle
180,2020-11-28,16636.0,Milk Thistle
181,2020-11-29,13189.0,Milk Thistle
182,2020-11-30,13189.0,Milk Thistle
183,2020-12-01,13901.0,Milk Thistle
184,2020-12-02,13901.0,Milk Thistle
185,2020-12-03,13936.0,Milk Thistle
186,2020-12-04,13936.0,Milk Thistle
187,2020-12-05,13936.0,Milk Thistle
188,2020-12-06,13936.0,Milk Thistle
189,2020-12-07,15461.0,Milk Thistle
190,2020-12-08,15461.0,Milk Thistle
191,2020-12-09,12036.0,Milk Thistle
192,2020-12-10,12036.0,Milk Thistle
193,2020-12-11,12036.0,Milk Thistle
194,2020-12-12,12036.0,Milk Thistle
195,2020-12-13,12036.0,Milk Thistle
196,2020-12-14,12089.0,Milk Thistle
197,2020-12-15,12089.0,Milk Thistle
198,2020-12-16,12089.0,Milk Thistle
199,2020-12-17,11409.0,Milk Thistle
200,2020-12-18,11409.0,Milk Thistle
201,2020-12-19,11409.0,Milk Thistle
202,2020-12-20,14217.0,Milk Thistle
203,2020-12-21,14217.0,Milk Thistle
204,2020-12-22,10205.0,Milk Thistle
205,2020-12-23,10205.0,Milk Thistle
206,2020-12-24,11470.0,Milk Thistle
207,2020-12-25,11470.0,Milk Thistle
208,2020-12-26,11470.0,Milk Thistle
209,2020-12-27,9252.0,Milk Thistle
210,2020-12-28,9252.0,Milk Thistle
211,2020-12-29,8804.0,Milk Thistle
212,2020-12-30,8804.0,Milk Thistle
213,2020-12-31,8804.0,Milk Thistle
214,2021-01-01,8996.0,Milk Thistle
215,2021-01-02,8996.0,Milk Thistle
216,2021-01-03,8175.0,Milk Thistle
217,2021-01-04,8175.0,Milk Thistle
218,2021-01-05,8175.0,Milk Thistle
219,2021-01-06,8133.0,Milk Thistle
220,2021-01-07,9099.0,Milk Thistle
221,2021-01-08,9099.0,Milk Thistle
222,2021-01-09,9099.0,Milk Thistle
223,2021-01-10,9099.0,Milk Thistle
224,2021-01-11,8247.0,Milk Thistle
225,2021-01-12,8247.0,Milk Thistle
226,2021-01-13,8247.0,Milk Thistle
227,2021-01-14,7493.0,Milk Thistle
228,2021-01-15,7493.0,Milk Thistle
229,2021-01-16,9307.0,Milk Thistle
230,2021-01-17,9307.0,Milk Thistle
231,2021-01-18,9049.0,Milk Thistle
232,2021-01-19,9049.0,Milk Thistle
233,2021-01-20,8888.0,Milk Thistle
234,2021-01-21,8888.0,Milk Thistle
235,2021-01-22,8450.0,Milk Thistle
236,2021-01-23,9585.0,Milk Thistle
237,2021-01-24,9585.0,Milk Thistle
238,2021-01-25,9585.0,Milk Thistle
239,2021-01-26,7981.0,Milk Thistle
240,2021-01-27,7981.0,Milk Thistle
241,2021-01-28,7981.0,Milk Thistle
242,2021-01-29,7981.0,Milk Thistle
243,2021-01-30,7981.0,Milk Thistle
244,2021-01-31,7814.0,Milk Thistle
245,2021-02-01,7814.0,Milk Thistle
246,2021-02-02,8348.0,Milk Thistle
247,2021-02-03,8348.0,Milk Thistle
248,2021-02-04,8963.0,Milk Thistle
249,2021-02-05,8963.0,Milk Thistle
250,2021-02-06,8963.0,Milk Thistle
251,2021-02-07,8963.0,Milk Thistle
252,2021-02-08,7361.0,Milk Thistle
253,2021-02-09,7361.0,Milk Thistle
254,2021-02-10,7361.0,Milk Thistle
255,2021-02-11,7361.0,Milk Thistle
256,2021-02-12,7361.0,Milk Thistle
257,2021-02-13,9335.0,Milk Thistle
258,2021-02-14,9335.0,Milk Thistle
259,2021-02-15,9335.0,Milk Thistle
260,2021-02-16,8542.0,Milk Thistle
261,2021-02-17,8542.0,Milk Thistle
262,2021-02-18,8140.0,Milk Thistle
263,2021-02-19,8579.0,Milk Thistle
264,2021-02-20,7752.0,Milk Thistle
265,2021-02-21,7752.0,Milk Thistle
266,2021-02-22,7752.0,Milk Thistle
267,2021-02-23,8727.0,Milk Thistle
268,2021-02-24,8727.0,Milk Thistle
269,2021-02-25,8727.0,Milk Thistle
270,2021-02-26,8727.0,Milk Thistle
271,2021-02-27,8727.0,Milk Thistle
272,2021-02-28,9860.0,Milk Thistle
273,2021-03-01,9860.0,Milk Thistle
274,2021-03-02,9860.0,Milk Thistle
275,2021-03-03,9860.0,Milk Thistle
276,2021-03-04,8702.0,Milk Thistle
277,2021-03-05,8702.0,Milk Thistle
278,2021-03-06,8702.0,Milk Thistle
279,2021-03-07,8702.0,Milk Thistle
280,2021-03-08,9591.0,Milk Thistle
281,2021-03-09,9591.0,Milk Thistle
282,2021-03-10,9524.0,Milk Thistle
283,2021-03-11,9524.0,Milk Thistle
284,2021-03-12,9524.0,Milk Thistle
285,2021-03-13,8646.0,Milk Thistle
286,2021-03-14,8646.0,Milk Thistle
287,2021-03-15,8646.0,Milk Thistle
288,2021-03-16,7831.0,Milk Thistle
289,2021-03-17,8141.0,Milk Thistle
290,2021-03-18,8141.0,Milk Thistle
291,2021-03-19,8141.0,Milk Thistle
292,2021-03-20,7108.0,Milk Thistle
293,2021-03-21,7108.0,Milk Thistle
294,2021-03-22,7108.0,Milk Thistle
295,2021-03-23,6612.0,Milk Thistle
296,2021-03-24,6612.0,Milk Thistle
297,2021-03-25,6612.0,Milk Thistle
298,2021-03-26,7948.0,Milk Thistle
299,2021-03-27,7948.0,Milk Thistle
300,2021-03-28,7948.0,Milk Thistle
301,2021-03-29,8726.0,Milk Thistle
302,2021-03-30,8726.0,Milk Thistle
303,2021-03-31,8726.0,Milk Thistle
304,2021-04-01,9172.0,Milk Thistle
305,2021-04-02,9325.0,Milk Thistle
306,2021-04-03,9325.0,Milk Thistle
307,2021-04-04,9325.0,Milk Thistle
308,2021-04-05,7660.0,Milk Thistle
309,2021-04-06,7660.0,Milk Thistle
310,2021-04-07,7789.0,Milk Thistle
311,2021-04-08,7728.0,Milk Thistle
312,2021-04-09,7728.0,Milk Thistle
313,2021-04-10,7728.0,Milk Thistle
314,2021-04-11,9468.0,Milk Thistle
315,2021-04-12,9468.0,Milk Thistle
316,2021-04-13,8735.0,Milk Thistle
317,2021-04-14,8735.0,Milk Thistle
318,2021-04-15,9120.0,Milk Thistle
319,2021-04-16,9120.0,Milk Thistle
320,2021-04-17,11115.0,Milk Thistle
321,2021-04-18,11115.0,Milk Thistle
322,2021-04-19,11115.0,Milk Thistle
323,2021-04-20,10760.0,Milk Thistle
324,2021-04-21,11103.0,Milk Thistle
325,2021-04-22,9311.0,Milk Thistle
326,2021-04-23,9288.0,Milk Thistle
327,2021-04-24,9288.0,Milk Thistle
328,2021-04-25,9288.0,Milk Thistle
329,2021-04-26,8084.0,Milk Thistle
330,2021-04-27,8084.0,Milk Thistle
331,2021-04-28,7645.0,Milk Thistle
332,2021-04-29,7645.0,Milk Thistle
333,2021-04-30,7904.0,Milk Thistle
334,2021-05-01,7904.0,Milk Thistle
335,2021-05-02,7904.0,Milk Thistle
336,2021-05-03,7804.0,Milk Thistle
337,2021-05-04,7804.0,Milk Thistle
338,2021-05-05,8955.0,Milk Thistle
339,2021-05-06,8955.0,Milk Thistle
340,2021-05-07,8718.0,Milk Thistle
341,2021-05-08,8718.0,Milk Thistle
342,2021-05-09,8718.0,Milk Thistle
343,2021-05-10,8974.0,Milk Thistle
344,2021-05-11,8974.0,Milk Thistle
345,2021-05-12,8493.0,Milk Thistle
346,2021-05-13,8094.0,Milk Thistle
347,2021-05-14,8094.0,Milk Thistle
348,2021-05-15,8810.0,Milk Thistle
349,2021-05-16,8810.0,Milk Thistle
350,2021-05-17,7387.0,Milk Thistle
351,2021-05-18,7387.0,Milk Thistle
352,2021-05-19,8129.0,Milk Thistle
353,2021-05-20,8763.0,Milk Thistle
354,2021-05-21,7981.0,Milk Thistle
355,2021-05-22,7981.0,Milk Thistle
356,2021-05-23,8915.0,Milk Thistle
357,2021-05-24,8915.0,Milk Thistle
358,2021-05-25,7527.0,Milk Thistle
359,2021-05-26,7819.0,Milk Thistle
360,2021-05-27,8079.0,Milk Thistle
361,2021-05-28,8079.0,Milk Thistle
362,2021-05-29,8774.0,Milk Thistle
363,2021-05-30,8774.0,Milk Thistle
364,2021-05-31,7891.0,Milk Thistle
365,2021-06-01,7891.0,Milk Thistle
366,2021-06-02,8243.0,Milk Thistle
367,2021-06-03,8243.0,Milk Thistle
368,2021-06-04,8243.0,Milk Thistle
369,2021-06-05,8173.0,Milk Thistle
370,2021-06-06,8173.0,Milk Thistle
371,2021-06-07,8099.0,Milk Thistle
372,2021-06-08,8099.0,Milk Thistle
373,2021-06-09,6780.0,Milk Thistle
374,2021-06-10,6780.0,Milk Thistle
375,2021-06-11,6780.0,Milk Thistle
376,2021-06-12,7406.0,Milk Thistle
377,2021-06-13,8676.0,Milk Thistle
378,2021-06-14,8676.0,Milk Thistle
379,2021-06-15,6869.0,Milk Thistle
380,2021-06-16,8259.0,Milk Thistle
381,2021-06-17,8259.0,Milk Thistle
382,2021-06-18,8259.0,Milk Thistle
383,2021-06-19,7716.0,Milk Thistle
384,2021-06-20,7716.0,Milk Thistle
385,2021-06-21,8898.0,Milk Thistle
386,2021-06-22,9951.0,Milk Thistle
387,2021-06-23,9951.0,Milk Thistle
388,2021-06-24,9951.0,Milk Thistle
389,2021-06-25,7729.0,Milk Thistle
390,2021-06-26,7729.0,Milk Thistle
391,2021-06-27,7729.0,Milk Thistle
392,2021-06-28,8113.0,Milk Thistle
393,2021-06-29,6375.0,Milk Thistle
394,2021-06-30,6375.0,Milk Thistle
395,2021-07-01,8166.0,Milk Thistle
396,2021-07-02,8338.0,Milk Thistle
397,2021-07-03,6415.0,Milk Thistle
398,2021-07-04,8362.0,Milk Thistle
399,2021-07-05,8362.0,Milk Thistle
400,2021-07-06,7541.0,Milk Thistle
401,2021-07-07,7541.0,Milk Thistle
402,2021-07-08,7541.0,Milk Thistle
403,2021-07-09,7555.0,Milk Thistle
404,2021-07-10,7555.0,Milk Thistle
405,2021-07-11,9034.0,Milk Thistle
