,date,value,name_B07MGHRRKW
123,2019-05-18,-1.0,Milk Frothers
124,2019-05-19,-1.0,Milk Frothers
125,2019-05-20,-1.0,Milk Frothers
126,2019-05-21,-1.0,Milk Frothers
127,2019-05-22,33537.0,Milk Frothers
128,2019-05-23,32034.0,Milk Frothers
129,2019-05-24,36352.0,Milk Frothers
130,2019-05-25,26821.0,Milk Frothers
131,2019-05-26,17394.0,Milk Frothers
132,2019-05-27,18623.0,Milk Frothers
133,2019-05-28,19386.0,Milk Frothers
134,2019-05-29,25755.0,Milk Frothers
135,2019-05-30,21028.0,Milk Frothers
136,2019-05-31,21028.0,Milk Frothers
137,2019-06-01,22271.0,Milk Frothers
138,2019-06-02,19734.0,Milk Frothers
139,2019-06-03,27786.0,Milk Frothers
140,2019-06-04,27786.0,Milk Frothers
141,2019-06-05,18451.0,Milk Frothers
142,2019-06-06,13672.0,Milk Frothers
143,2019-06-07,6806.0,Milk Frothers
144,2019-06-08,7347.0,Milk Frothers
145,2019-06-09,11684.0,Milk Frothers
146,2019-06-10,13584.0,Milk Frothers
147,2019-06-11,9428.0,Milk Frothers
148,2019-06-12,11482.0,Milk Frothers
149,2019-06-13,8583.0,Milk Frothers
150,2019-06-14,9398.0,Milk Frothers
151,2019-06-15,8697.0,Milk Frothers
152,2019-06-16,9427.0,Milk Frothers
153,2019-06-17,7781.0,Milk Frothers
154,2019-06-18,12585.0,Milk Frothers
155,2019-06-19,13522.0,Milk Frothers
156,2019-06-20,9781.0,Milk Frothers
157,2019-06-21,9781.0,Milk Frothers
158,2019-06-22,8873.0,Milk Frothers
159,2019-06-23,16463.0,Milk Frothers
160,2019-06-24,16826.0,Milk Frothers
161,2019-06-25,17526.0,Milk Frothers
162,2019-06-26,19863.0,Milk Frothers
163,2019-06-27,18904.0,Milk Frothers
164,2019-06-28,20981.0,Milk Frothers
165,2019-06-29,15011.0,Milk Frothers
166,2019-06-30,15011.0,Milk Frothers
167,2019-07-01,24376.0,Milk Frothers
168,2019-07-02,11862.0,Milk Frothers
169,2019-07-03,11862.0,Milk Frothers
170,2019-07-04,11166.0,Milk Frothers
171,2019-07-05,11249.0,Milk Frothers
172,2019-07-06,8831.0,Milk Frothers
173,2019-07-07,13810.0,Milk Frothers
174,2019-07-08,8479.0,Milk Frothers
175,2019-07-09,12443.0,Milk Frothers
176,2019-07-10,5964.0,Milk Frothers
177,2019-07-11,10679.0,Milk Frothers
178,2019-07-12,9465.0,Milk Frothers
179,2019-07-13,9465.0,Milk Frothers
180,2019-07-14,9587.0,Milk Frothers
181,2019-07-15,10577.0,Milk Frothers
182,2019-07-16,13704.0,Milk Frothers
183,2019-07-17,14577.0,Milk Frothers
184,2019-07-18,9131.0,Milk Frothers
185,2019-07-19,5207.0,Milk Frothers
186,2019-07-20,5207.0,Milk Frothers
187,2019-07-21,6246.0,Milk Frothers
188,2019-07-22,5605.0,Milk Frothers
189,2019-07-23,5605.0,Milk Frothers
190,2019-07-24,7461.0,Milk Frothers
191,2019-07-25,8079.0,Milk Frothers
192,2019-07-26,7897.0,Milk Frothers
193,2019-07-27,7693.0,Milk Frothers
194,2019-07-28,6781.0,Milk Frothers
195,2019-07-29,6395.0,Milk Frothers
196,2019-07-30,6395.0,Milk Frothers
197,2019-07-31,6423.0,Milk Frothers
198,2019-08-01,6608.0,Milk Frothers
199,2019-08-02,5955.0,Milk Frothers
200,2019-08-03,5955.0,Milk Frothers
201,2019-08-04,7219.0,Milk Frothers
202,2019-08-05,9321.0,Milk Frothers
203,2019-08-06,7387.0,Milk Frothers
204,2019-08-07,6421.0,Milk Frothers
205,2019-08-08,8475.0,Milk Frothers
206,2019-08-09,6489.0,Milk Frothers
207,2019-08-10,9117.0,Milk Frothers
208,2019-08-11,9117.0,Milk Frothers
209,2019-08-12,6669.0,Milk Frothers
210,2019-08-13,7498.0,Milk Frothers
211,2019-08-14,7065.0,Milk Frothers
212,2019-08-15,6320.0,Milk Frothers
213,2019-08-16,7833.0,Milk Frothers
214,2019-08-17,8818.0,Milk Frothers
215,2019-08-18,8818.0,Milk Frothers
216,2019-08-19,5713.0,Milk Frothers
217,2019-08-20,5713.0,Milk Frothers
218,2019-08-21,9137.0,Milk Frothers
219,2019-08-22,5936.0,Milk Frothers
220,2019-08-23,7545.0,Milk Frothers
221,2019-08-24,5680.0,Milk Frothers
222,2019-08-25,6276.0,Milk Frothers
223,2019-08-26,8046.0,Milk Frothers
224,2019-08-27,8046.0,Milk Frothers
225,2019-08-28,8046.0,Milk Frothers
226,2019-08-29,5092.0,Milk Frothers
227,2019-08-30,5315.0,Milk Frothers
228,2019-08-31,5315.0,Milk Frothers
229,2019-09-01,4104.0,Milk Frothers
230,2019-09-02,7010.0,Milk Frothers
231,2019-09-03,5370.0,Milk Frothers
232,2019-09-04,4579.0,Milk Frothers
233,2019-09-05,4579.0,Milk Frothers
234,2019-09-06,4579.0,Milk Frothers
235,2019-09-07,5431.0,Milk Frothers
236,2019-09-08,5741.0,Milk Frothers
237,2019-09-09,6074.0,Milk Frothers
238,2019-09-10,5974.0,Milk Frothers
239,2019-09-11,6940.0,Milk Frothers
240,2019-09-12,9300.0,Milk Frothers
241,2019-09-13,8467.0,Milk Frothers
242,2019-09-14,8362.0,Milk Frothers
243,2019-09-15,9544.0,Milk Frothers
244,2019-09-16,8874.0,Milk Frothers
245,2019-09-17,8738.0,Milk Frothers
246,2019-09-18,6449.0,Milk Frothers
247,2019-09-19,7324.0,Milk Frothers
248,2019-09-20,6276.0,Milk Frothers
249,2019-09-21,6276.0,Milk Frothers
250,2019-09-22,4686.0,Milk Frothers
251,2019-09-23,5749.0,Milk Frothers
252,2019-09-24,6198.0,Milk Frothers
253,2019-09-25,5914.0,Milk Frothers
254,2019-09-26,5779.0,Milk Frothers
255,2019-09-27,4224.0,Milk Frothers
256,2019-09-28,5901.0,Milk Frothers
257,2019-09-29,5560.0,Milk Frothers
258,2019-09-30,4596.0,Milk Frothers
259,2019-10-01,5130.0,Milk Frothers
260,2019-10-02,6559.0,Milk Frothers
261,2019-10-03,4500.0,Milk Frothers
262,2019-10-04,5084.0,Milk Frothers
263,2019-10-05,5084.0,Milk Frothers
264,2019-10-06,5084.0,Milk Frothers
265,2019-10-07,5196.0,Milk Frothers
266,2019-10-08,5558.0,Milk Frothers
267,2019-10-09,5558.0,Milk Frothers
268,2019-10-10,5583.0,Milk Frothers
269,2019-10-11,5583.0,Milk Frothers
270,2019-10-12,4038.0,Milk Frothers
271,2019-10-13,5017.0,Milk Frothers
272,2019-10-14,5426.0,Milk Frothers
273,2019-10-15,5894.0,Milk Frothers
274,2019-10-16,6680.0,Milk Frothers
275,2019-10-17,4785.0,Milk Frothers
276,2019-10-18,5597.0,Milk Frothers
277,2019-10-19,5886.0,Milk Frothers
278,2019-10-20,3355.0,Milk Frothers
279,2019-10-21,4673.0,Milk Frothers
280,2019-10-22,4673.0,Milk Frothers
281,2019-10-23,5712.0,Milk Frothers
282,2019-10-24,7013.0,Milk Frothers
283,2019-10-25,7849.0,Milk Frothers
284,2019-10-26,6990.0,Milk Frothers
285,2019-10-27,6990.0,Milk Frothers
286,2019-10-28,7442.0,Milk Frothers
287,2019-10-29,7249.0,Milk Frothers
288,2019-10-30,7316.0,Milk Frothers
289,2019-10-31,7512.0,Milk Frothers
290,2019-11-01,6166.0,Milk Frothers
291,2019-11-02,6245.0,Milk Frothers
292,2019-11-03,6245.0,Milk Frothers
293,2019-11-04,6245.0,Milk Frothers
294,2019-11-05,5456.0,Milk Frothers
295,2019-11-06,5138.0,Milk Frothers
296,2019-11-07,5138.0,Milk Frothers
297,2019-11-08,5138.0,Milk Frothers
298,2019-11-09,5132.0,Milk Frothers
299,2019-11-10,5132.0,Milk Frothers
300,2019-11-11,5467.0,Milk Frothers
301,2019-11-12,5467.0,Milk Frothers
302,2019-11-13,5467.0,Milk Frothers
303,2019-11-14,4116.0,Milk Frothers
304,2019-11-15,4116.0,Milk Frothers
305,2019-11-16,4116.0,Milk Frothers
306,2019-11-17,5149.0,Milk Frothers
307,2019-11-18,7089.0,Milk Frothers
308,2019-11-19,5756.0,Milk Frothers
309,2019-11-20,6661.0,Milk Frothers
310,2019-11-21,4993.0,Milk Frothers
311,2019-11-22,5254.0,Milk Frothers
312,2019-11-23,5254.0,Milk Frothers
313,2019-11-24,5377.0,Milk Frothers
314,2019-11-25,5689.0,Milk Frothers
315,2019-11-26,5272.0,Milk Frothers
316,2019-11-27,5338.0,Milk Frothers
317,2019-11-28,5338.0,Milk Frothers
318,2019-11-29,6608.0,Milk Frothers
319,2019-11-30,6608.0,Milk Frothers
320,2019-12-01,4377.0,Milk Frothers
321,2019-12-02,4377.0,Milk Frothers
322,2019-12-03,4377.0,Milk Frothers
323,2019-12-04,4925.0,Milk Frothers
324,2019-12-05,4909.0,Milk Frothers
325,2019-12-06,4909.0,Milk Frothers
326,2019-12-07,4909.0,Milk Frothers
327,2019-12-08,6158.0,Milk Frothers
328,2019-12-09,6158.0,Milk Frothers
329,2019-12-10,6158.0,Milk Frothers
330,2019-12-11,5328.0,Milk Frothers
331,2019-12-12,4579.0,Milk Frothers
332,2019-12-13,4185.0,Milk Frothers
333,2019-12-14,4185.0,Milk Frothers
334,2019-12-15,4185.0,Milk Frothers
335,2019-12-16,4593.0,Milk Frothers
336,2019-12-17,4593.0,Milk Frothers
337,2019-12-18,4131.0,Milk Frothers
338,2019-12-19,4737.0,Milk Frothers
339,2019-12-20,4303.0,Milk Frothers
340,2019-12-21,4595.0,Milk Frothers
341,2019-12-22,4595.0,Milk Frothers
342,2019-12-23,4595.0,Milk Frothers
343,2019-12-24,4595.0,Milk Frothers
344,2019-12-25,4595.0,Milk Frothers
345,2019-12-26,4355.0,Milk Frothers
346,2019-12-27,4355.0,Milk Frothers
347,2019-12-28,4355.0,Milk Frothers
348,2019-12-29,4355.0,Milk Frothers
349,2019-12-30,4355.0,Milk Frothers
350,2019-12-31,4355.0,Milk Frothers
351,2020-01-01,4355.0,Milk Frothers
352,2020-01-02,4048.0,Milk Frothers
353,2020-01-03,4557.0,Milk Frothers
354,2020-01-04,4557.0,Milk Frothers
355,2020-01-05,4557.0,Milk Frothers
356,2020-01-06,4457.0,Milk Frothers
357,2020-01-07,4457.0,Milk Frothers
358,2020-01-08,4457.0,Milk Frothers
359,2020-01-09,3666.0,Milk Frothers
360,2020-01-10,3512.0,Milk Frothers
361,2020-01-11,3512.0,Milk Frothers
362,2020-01-12,3512.0,Milk Frothers
363,2020-01-13,3512.0,Milk Frothers
364,2020-01-14,5759.0,Milk Frothers
365,2020-01-15,6070.0,Milk Frothers
366,2020-01-16,6070.0,Milk Frothers
367,2020-01-17,5245.0,Milk Frothers
368,2020-01-18,5346.0,Milk Frothers
369,2020-01-19,5346.0,Milk Frothers
370,2020-01-20,5346.0,Milk Frothers
371,2020-01-21,5772.0,Milk Frothers
372,2020-01-22,5772.0,Milk Frothers
373,2020-01-23,6934.0,Milk Frothers
374,2020-01-24,6934.0,Milk Frothers
375,2020-01-25,5831.0,Milk Frothers
376,2020-01-26,5831.0,Milk Frothers
377,2020-01-27,8289.0,Milk Frothers
378,2020-01-28,8289.0,Milk Frothers
379,2020-01-29,8289.0,Milk Frothers
380,2020-01-30,8289.0,Milk Frothers
381,2020-01-31,8243.0,Milk Frothers
382,2020-02-01,6884.0,Milk Frothers
383,2020-02-02,6284.0,Milk Frothers
384,2020-02-03,4024.0,Milk Frothers
385,2020-02-04,4024.0,Milk Frothers
386,2020-02-05,4024.0,Milk Frothers
387,2020-02-06,4024.0,Milk Frothers
388,2020-02-07,6526.0,Milk Frothers
389,2020-02-08,6003.0,Milk Frothers
390,2020-02-09,6003.0,Milk Frothers
391,2020-02-10,6003.0,Milk Frothers
392,2020-02-11,6716.0,Milk Frothers
393,2020-02-12,6716.0,Milk Frothers
394,2020-02-13,6716.0,Milk Frothers
395,2020-02-14,7956.0,Milk Frothers
396,2020-02-15,7956.0,Milk Frothers
397,2020-02-16,7956.0,Milk Frothers
398,2020-02-17,5720.0,Milk Frothers
399,2020-02-18,5720.0,Milk Frothers
400,2020-02-19,5720.0,Milk Frothers
401,2020-02-20,6785.0,Milk Frothers
402,2020-02-21,4561.0,Milk Frothers
403,2020-02-22,4964.0,Milk Frothers
404,2020-02-23,4964.0,Milk Frothers
405,2020-02-24,5094.0,Milk Frothers
406,2020-02-25,5094.0,Milk Frothers
407,2020-02-26,5094.0,Milk Frothers
408,2020-02-27,4645.0,Milk Frothers
409,2020-02-28,5736.0,Milk Frothers
410,2020-02-29,5166.0,Milk Frothers
411,2020-03-01,5166.0,Milk Frothers
412,2020-03-02,5177.0,Milk Frothers
413,2020-03-03,4496.0,Milk Frothers
414,2020-03-04,4472.0,Milk Frothers
415,2020-03-05,4472.0,Milk Frothers
416,2020-03-06,4472.0,Milk Frothers
417,2020-03-07,5051.0,Milk Frothers
418,2020-03-08,5051.0,Milk Frothers
419,2020-03-09,-1.0,Milk Frothers
