,date,value,name_B07S4P1CQB
144,2019-10-21,156620.0,Beach Towels
145,2019-10-22,156620.0,Beach Towels
146,2019-10-23,156620.0,Beach Towels
147,2019-10-24,156620.0,Beach Towels
148,2019-10-25,483766.0,Beach Towels
149,2019-10-26,501286.0,Beach Towels
150,2019-10-27,501286.0,Beach Towels
151,2019-10-28,501286.0,Beach Towels
152,2019-10-29,507357.0,Beach Towels
153,2019-10-30,507357.0,Beach Towels
154,2019-10-31,507357.0,Beach Towels
155,2019-11-01,507357.0,Beach Towels
156,2019-11-02,507357.0,Beach Towels
157,2019-11-03,507357.0,Beach Towels
158,2019-11-04,507357.0,Beach Towels
159,2019-11-05,507357.0,Beach Towels
160,2019-11-06,660381.0,Beach Towels
161,2019-11-07,660381.0,Beach Towels
162,2019-11-08,660381.0,Beach Towels
163,2019-11-09,647730.0,Beach Towels
164,2019-11-10,647730.0,Beach Towels
165,2019-11-11,647730.0,Beach Towels
166,2019-11-12,647730.0,Beach Towels
167,2019-11-13,647730.0,Beach Towels
168,2019-11-14,647730.0,Beach Towels
169,2019-11-15,647730.0,Beach Towels
170,2019-11-16,647730.0,Beach Towels
171,2019-11-17,647730.0,Beach Towels
172,2019-11-18,647730.0,Beach Towels
173,2019-11-19,647730.0,Beach Towels
174,2019-11-20,647730.0,Beach Towels
175,2019-11-21,647730.0,Beach Towels
176,2019-11-22,647730.0,Beach Towels
177,2019-11-23,647730.0,Beach Towels
178,2019-11-24,647730.0,Beach Towels
179,2019-11-25,738371.0,Beach Towels
180,2019-11-26,754017.0,Beach Towels
181,2019-11-27,754017.0,Beach Towels
182,2019-11-28,754017.0,Beach Towels
183,2019-11-29,691414.0,Beach Towels
184,2019-11-30,691414.0,Beach Towels
185,2019-12-01,691414.0,Beach Towels
186,2019-12-02,691414.0,Beach Towels
187,2019-12-03,691414.0,Beach Towels
188,2019-12-04,881464.0,Beach Towels
189,2019-12-05,881464.0,Beach Towels
190,2019-12-06,881464.0,Beach Towels
191,2019-12-07,881464.0,Beach Towels
192,2019-12-08,881464.0,Beach Towels
193,2019-12-09,881464.0,Beach Towels
194,2019-12-10,881464.0,Beach Towels
195,2019-12-11,881464.0,Beach Towels
196,2019-12-12,881464.0,Beach Towels
197,2019-12-13,881464.0,Beach Towels
198,2019-12-14,881464.0,Beach Towels
199,2019-12-15,881464.0,Beach Towels
200,2019-12-16,871434.0,Beach Towels
201,2019-12-17,871434.0,Beach Towels
202,2019-12-18,871434.0,Beach Towels
203,2019-12-19,871434.0,Beach Towels
204,2019-12-20,764245.0,Beach Towels
205,2019-12-21,764245.0,Beach Towels
206,2019-12-22,764245.0,Beach Towels
207,2019-12-23,764245.0,Beach Towels
208,2019-12-24,764245.0,Beach Towels
209,2019-12-25,764245.0,Beach Towels
210,2019-12-26,764245.0,Beach Towels
211,2019-12-27,764245.0,Beach Towels
212,2019-12-28,764245.0,Beach Towels
213,2019-12-29,764245.0,Beach Towels
214,2019-12-30,764245.0,Beach Towels
215,2019-12-31,764245.0,Beach Towels
216,2020-01-01,764245.0,Beach Towels
217,2020-01-02,633910.0,Beach Towels
218,2020-01-03,633910.0,Beach Towels
219,2020-01-04,633910.0,Beach Towels
220,2020-01-05,633910.0,Beach Towels
221,2020-01-06,444863.0,Beach Towels
222,2020-01-07,444863.0,Beach Towels
223,2020-01-08,444863.0,Beach Towels
224,2020-01-09,444863.0,Beach Towels
225,2020-01-10,444863.0,Beach Towels
226,2020-01-11,444863.0,Beach Towels
227,2020-01-12,444863.0,Beach Towels
228,2020-01-13,444863.0,Beach Towels
229,2020-01-14,680161.0,Beach Towels
230,2020-01-15,680161.0,Beach Towels
231,2020-01-16,680161.0,Beach Towels
232,2020-01-17,680161.0,Beach Towels
233,2020-01-18,680161.0,Beach Towels
234,2020-01-19,680161.0,Beach Towels
235,2020-01-20,680161.0,Beach Towels
236,2020-01-21,680161.0,Beach Towels
237,2020-01-22,624616.0,Beach Towels
238,2020-01-23,624616.0,Beach Towels
239,2020-01-24,624616.0,Beach Towels
240,2020-01-25,624616.0,Beach Towels
241,2020-01-26,624616.0,Beach Towels
242,2020-01-27,624616.0,Beach Towels
243,2020-01-28,624616.0,Beach Towels
244,2020-01-29,624616.0,Beach Towels
245,2020-01-30,624616.0,Beach Towels
246,2020-01-31,624616.0,Beach Towels
247,2020-02-01,131710.0,Beach Towels
248,2020-02-02,131710.0,Beach Towels
249,2020-02-03,131710.0,Beach Towels
250,2020-02-04,131710.0,Beach Towels
251,2020-02-05,131710.0,Beach Towels
252,2020-02-06,52188.0,Beach Towels
253,2020-02-07,68066.0,Beach Towels
254,2020-02-08,68066.0,Beach Towels
255,2020-02-09,47955.0,Beach Towels
256,2020-02-10,47955.0,Beach Towels
257,2020-02-11,47955.0,Beach Towels
258,2020-02-12,47955.0,Beach Towels
259,2020-02-13,70969.0,Beach Towels
260,2020-02-14,70969.0,Beach Towels
261,2020-02-15,90120.0,Beach Towels
262,2020-02-16,90120.0,Beach Towels
263,2020-02-17,90120.0,Beach Towels
264,2020-02-18,45953.0,Beach Towels
265,2020-02-19,94624.0,Beach Towels
266,2020-02-20,94624.0,Beach Towels
267,2020-02-21,94624.0,Beach Towels
268,2020-02-22,94624.0,Beach Towels
269,2020-02-23,94624.0,Beach Towels
270,2020-02-24,94624.0,Beach Towels
271,2020-02-25,34853.0,Beach Towels
272,2020-02-26,34853.0,Beach Towels
273,2020-02-27,34853.0,Beach Towels
274,2020-02-28,34853.0,Beach Towels
275,2020-02-29,34853.0,Beach Towels
276,2020-03-01,34853.0,Beach Towels
277,2020-03-02,34853.0,Beach Towels
278,2020-03-03,34853.0,Beach Towels
279,2020-03-04,76962.0,Beach Towels
280,2020-03-05,68288.0,Beach Towels
281,2020-03-06,68288.0,Beach Towels
282,2020-03-07,68288.0,Beach Towels
283,2020-03-08,68288.0,Beach Towels
284,2020-03-09,71342.0,Beach Towels
285,2020-03-10,71342.0,Beach Towels
286,2020-03-11,71342.0,Beach Towels
287,2020-03-12,71342.0,Beach Towels
288,2020-03-13,71342.0,Beach Towels
289,2020-03-14,71342.0,Beach Towels
290,2020-03-15,58464.0,Beach Towels
291,2020-03-16,58464.0,Beach Towels
292,2020-03-17,58464.0,Beach Towels
293,2020-03-18,50076.0,Beach Towels
294,2020-03-19,50076.0,Beach Towels
295,2020-03-20,50076.0,Beach Towels
296,2020-03-21,60286.0,Beach Towels
297,2020-03-22,60286.0,Beach Towels
298,2020-03-23,60286.0,Beach Towels
299,2020-03-24,81118.0,Beach Towels
300,2020-03-25,81118.0,Beach Towels
301,2020-03-26,81118.0,Beach Towels
302,2020-03-27,81118.0,Beach Towels
303,2020-03-28,81118.0,Beach Towels
304,2020-03-29,34952.0,Beach Towels
305,2020-03-30,34952.0,Beach Towels
306,2020-03-31,34952.0,Beach Towels
307,2020-04-01,19347.0,Beach Towels
308,2020-04-02,19347.0,Beach Towels
309,2020-04-03,19347.0,Beach Towels
310,2020-04-04,19347.0,Beach Towels
311,2020-04-05,29621.0,Beach Towels
312,2020-04-06,29621.0,Beach Towels
313,2020-04-07,29621.0,Beach Towels
314,2020-04-08,29621.0,Beach Towels
315,2020-04-09,29621.0,Beach Towels
316,2020-04-10,41002.0,Beach Towels
317,2020-04-11,41002.0,Beach Towels
318,2020-04-12,41002.0,Beach Towels
319,2020-04-13,41002.0,Beach Towels
320,2020-04-14,41002.0,Beach Towels
321,2020-04-15,41002.0,Beach Towels
322,2020-04-16,41002.0,Beach Towels
323,2020-04-17,41002.0,Beach Towels
324,2020-04-18,41737.0,Beach Towels
325,2020-04-19,41737.0,Beach Towels
326,2020-04-20,41737.0,Beach Towels
327,2020-04-21,44084.0,Beach Towels
328,2020-04-22,44084.0,Beach Towels
329,2020-04-23,44084.0,Beach Towels
330,2020-04-24,44084.0,Beach Towels
331,2020-04-25,44084.0,Beach Towels
332,2020-04-26,44084.0,Beach Towels
333,2020-04-27,45215.0,Beach Towels
334,2020-04-28,45215.0,Beach Towels
335,2020-04-29,45215.0,Beach Towels
336,2020-04-30,45215.0,Beach Towels
337,2020-05-01,45215.0,Beach Towels
338,2020-05-02,24228.0,Beach Towels
339,2020-05-03,12019.0,Beach Towels
340,2020-05-04,12019.0,Beach Towels
341,2020-05-05,10589.0,Beach Towels
342,2020-05-06,10589.0,Beach Towels
343,2020-05-07,12706.0,Beach Towels
344,2020-05-08,12706.0,Beach Towels
345,2020-05-09,12706.0,Beach Towels
346,2020-05-10,12706.0,Beach Towels
347,2020-05-11,13624.0,Beach Towels
348,2020-05-12,13624.0,Beach Towels
349,2020-05-13,11143.0,Beach Towels
350,2020-05-14,11143.0,Beach Towels
351,2020-05-15,10420.0,Beach Towels
352,2020-05-16,10553.0,Beach Towels
353,2020-05-17,10553.0,Beach Towels
354,2020-05-18,5449.0,Beach Towels
355,2020-05-19,5934.0,Beach Towels
356,2020-05-20,5934.0,Beach Towels
357,2020-05-21,6360.0,Beach Towels
358,2020-05-22,5806.0,Beach Towels
359,2020-05-23,5739.0,Beach Towels
360,2020-05-24,5739.0,Beach Towels
361,2020-05-25,5739.0,Beach Towels
362,2020-05-26,4312.0,Beach Towels
363,2020-05-27,4651.0,Beach Towels
364,2020-05-28,4651.0,Beach Towels
365,2020-05-29,5264.0,Beach Towels
366,2020-05-30,3518.0,Beach Towels
367,2020-05-31,3518.0,Beach Towels
368,2020-06-01,3518.0,Beach Towels
369,2020-06-02,2841.0,Beach Towels
370,2020-06-03,3523.0,Beach Towels
371,2020-06-04,4335.0,Beach Towels
372,2020-06-05,3525.0,Beach Towels
373,2020-06-06,4285.0,Beach Towels
374,2020-06-07,2468.0,Beach Towels
375,2020-06-08,2192.0,Beach Towels
376,2020-06-09,1950.0,Beach Towels
377,2020-06-10,2500.0,Beach Towels
378,2020-06-11,2500.0,Beach Towels
379,2020-06-12,3150.0,Beach Towels
380,2020-06-13,3597.0,Beach Towels
381,2020-06-14,3354.0,Beach Towels
382,2020-06-15,3047.0,Beach Towels
383,2020-06-16,3083.0,Beach Towels
384,2020-06-17,3773.0,Beach Towels
385,2020-06-18,4792.0,Beach Towels
386,2020-06-19,5625.0,Beach Towels
387,2020-06-20,5625.0,Beach Towels
388,2020-06-21,7200.0,Beach Towels
389,2020-06-22,7200.0,Beach Towels
390,2020-06-23,7417.0,Beach Towels
391,2020-06-24,6807.0,Beach Towels
392,2020-06-25,8359.0,Beach Towels
393,2020-06-26,8359.0,Beach Towels
394,2020-06-27,7755.0,Beach Towels
395,2020-06-28,7755.0,Beach Towels
396,2020-06-29,5191.0,Beach Towels
397,2020-06-30,6162.0,Beach Towels
398,2020-07-01,6162.0,Beach Towels
399,2020-07-02,6162.0,Beach Towels
400,2020-07-03,10741.0,Beach Towels
401,2020-07-04,10741.0,Beach Towels
402,2020-07-05,10741.0,Beach Towels
403,2020-07-06,7181.0,Beach Towels
404,2020-07-07,7181.0,Beach Towels
405,2020-07-08,7181.0,Beach Towels
406,2020-07-09,13300.0,Beach Towels
407,2020-07-10,17861.0,Beach Towels
408,2020-07-11,17861.0,Beach Towels
409,2020-07-12,17861.0,Beach Towels
410,2020-07-13,14811.0,Beach Towels
411,2020-07-14,14811.0,Beach Towels
412,2020-07-15,14811.0,Beach Towels
413,2020-07-16,27943.0,Beach Towels
414,2020-07-17,27943.0,Beach Towels
415,2020-07-18,27943.0,Beach Towels
416,2020-07-19,27943.0,Beach Towels
417,2020-07-20,30487.0,Beach Towels
418,2020-07-21,36578.0,Beach Towels
419,2020-07-22,36578.0,Beach Towels
420,2020-07-23,36578.0,Beach Towels
421,2020-07-24,36578.0,Beach Towels
422,2020-07-25,52903.0,Beach Towels
423,2020-07-26,52903.0,Beach Towels
424,2020-07-27,52903.0,Beach Towels
425,2020-07-28,32470.0,Beach Towels
426,2020-07-29,38958.0,Beach Towels
427,2020-07-30,38958.0,Beach Towels
428,2020-07-31,38958.0,Beach Towels
429,2020-08-01,38958.0,Beach Towels
430,2020-08-02,38958.0,Beach Towels
431,2020-08-03,64538.0,Beach Towels
432,2020-08-04,64538.0,Beach Towels
433,2020-08-05,64538.0,Beach Towels
434,2020-08-06,64538.0,Beach Towels
435,2020-08-07,38403.0,Beach Towels
436,2020-08-08,38403.0,Beach Towels
437,2020-08-09,38403.0,Beach Towels
438,2020-08-10,38403.0,Beach Towels
439,2020-08-11,38403.0,Beach Towels
440,2020-08-12,38403.0,Beach Towels
441,2020-08-13,80901.0,Beach Towels
442,2020-08-14,80901.0,Beach Towels
443,2020-08-15,80901.0,Beach Towels
444,2020-08-16,80901.0,Beach Towels
445,2020-08-17,66429.0,Beach Towels
446,2020-08-18,66429.0,Beach Towels
447,2020-08-19,66429.0,Beach Towels
448,2020-08-20,88302.0,Beach Towels
449,2020-08-21,88302.0,Beach Towels
450,2020-08-22,111614.0,Beach Towels
451,2020-08-23,111614.0,Beach Towels
452,2020-08-24,111614.0,Beach Towels
453,2020-08-25,77192.0,Beach Towels
454,2020-08-26,77192.0,Beach Towels
455,2020-08-27,77192.0,Beach Towels
456,2020-08-28,77192.0,Beach Towels
457,2020-08-29,77192.0,Beach Towels
458,2020-08-30,77192.0,Beach Towels
459,2020-08-31,34327.0,Beach Towels
460,2020-09-01,34327.0,Beach Towels
461,2020-09-02,34327.0,Beach Towels
462,2020-09-03,23710.0,Beach Towels
463,2020-09-04,23710.0,Beach Towels
464,2020-09-05,23710.0,Beach Towels
465,2020-09-06,23710.0,Beach Towels
466,2020-09-07,23710.0,Beach Towels
467,2020-09-08,16885.0,Beach Towels
468,2020-09-09,16885.0,Beach Towels
469,2020-09-10,16885.0,Beach Towels
470,2020-09-11,23085.0,Beach Towels
471,2020-09-12,23085.0,Beach Towels
472,2020-09-13,32681.0,Beach Towels
473,2020-09-14,32681.0,Beach Towels
474,2020-09-15,34190.0,Beach Towels
475,2020-09-16,30661.0,Beach Towels
476,2020-09-17,30661.0,Beach Towels
477,2020-09-18,41773.0,Beach Towels
478,2020-09-19,49188.0,Beach Towels
479,2020-09-20,49188.0,Beach Towels
480,2020-09-21,49188.0,Beach Towels
481,2020-09-22,25488.0,Beach Towels
482,2020-09-23,25488.0,Beach Towels
483,2020-09-24,25488.0,Beach Towels
484,2020-09-25,25488.0,Beach Towels
485,2020-09-26,62328.0,Beach Towels
486,2020-09-27,62328.0,Beach Towels
487,2020-09-28,62328.0,Beach Towels
488,2020-09-29,40083.0,Beach Towels
489,2020-09-30,40083.0,Beach Towels
490,2020-10-01,40083.0,Beach Towels
491,2020-10-02,40083.0,Beach Towels
492,2020-10-03,40083.0,Beach Towels
493,2020-10-04,35989.0,Beach Towels
494,2020-10-05,35989.0,Beach Towels
495,2020-10-06,35989.0,Beach Towels
496,2020-10-07,43801.0,Beach Towels
497,2020-10-08,43801.0,Beach Towels
498,2020-10-09,43801.0,Beach Towels
499,2020-10-10,43801.0,Beach Towels
500,2020-10-11,43801.0,Beach Towels
501,2020-10-12,36388.0,Beach Towels
502,2020-10-13,36388.0,Beach Towels
503,2020-10-14,48172.0,Beach Towels
504,2020-10-15,65099.0,Beach Towels
505,2020-10-16,65099.0,Beach Towels
506,2020-10-17,65099.0,Beach Towels
507,2020-10-18,65099.0,Beach Towels
508,2020-10-19,24840.0,Beach Towels
509,2020-10-20,24840.0,Beach Towels
510,2020-10-21,58055.0,Beach Towels
511,2020-10-22,70839.0,Beach Towels
512,2020-10-23,70839.0,Beach Towels
513,2020-10-24,70839.0,Beach Towels
514,2020-10-25,70839.0,Beach Towels
515,2020-10-26,70839.0,Beach Towels
516,2020-10-27,45392.0,Beach Towels
517,2020-10-28,64136.0,Beach Towels
518,2020-10-29,64136.0,Beach Towels
519,2020-10-30,64136.0,Beach Towels
520,2020-10-31,53746.0,Beach Towels
521,2020-11-01,53746.0,Beach Towels
522,2020-11-02,150829.0,Beach Towels
523,2020-11-03,150829.0,Beach Towels
524,2020-11-04,42689.0,Beach Towels
525,2020-11-05,42689.0,Beach Towels
526,2020-11-06,35845.0,Beach Towels
527,2020-11-07,35845.0,Beach Towels
528,2020-11-08,35845.0,Beach Towels
529,2020-11-09,52353.0,Beach Towels
530,2020-11-10,52353.0,Beach Towels
531,2020-11-11,69896.0,Beach Towels
532,2020-11-12,49218.0,Beach Towels
533,2020-11-13,49218.0,Beach Towels
534,2020-11-14,49218.0,Beach Towels
535,2020-11-15,49218.0,Beach Towels
536,2020-11-16,39011.0,Beach Towels
537,2020-11-17,39011.0,Beach Towels
538,2020-11-18,39011.0,Beach Towels
539,2020-11-19,39011.0,Beach Towels
540,2020-11-20,33746.0,Beach Towels
541,2020-11-21,33746.0,Beach Towels
542,2020-11-22,33746.0,Beach Towels
543,2020-11-23,33746.0,Beach Towels
544,2020-11-24,33746.0,Beach Towels
545,2020-11-25,49770.0,Beach Towels
546,2020-11-26,49770.0,Beach Towels
547,2020-11-27,49770.0,Beach Towels
548,2020-11-28,49770.0,Beach Towels
549,2020-11-29,49770.0,Beach Towels
550,2020-11-30,33786.0,Beach Towels
551,2020-12-01,37908.0,Beach Towels
552,2020-12-02,37908.0,Beach Towels
553,2020-12-03,37908.0,Beach Towels
554,2020-12-04,37908.0,Beach Towels
555,2020-12-05,37908.0,Beach Towels
556,2020-12-06,37908.0,Beach Towels
557,2020-12-07,19206.0,Beach Towels
558,2020-12-08,19206.0,Beach Towels
559,2020-12-09,19416.0,Beach Towels
560,2020-12-10,19416.0,Beach Towels
561,2020-12-11,19416.0,Beach Towels
562,2020-12-12,19416.0,Beach Towels
563,2020-12-13,12026.0,Beach Towels
564,2020-12-14,12026.0,Beach Towels
565,2020-12-15,11317.0,Beach Towels
566,2020-12-16,11317.0,Beach Towels
567,2020-12-17,11317.0,Beach Towels
568,2020-12-18,14246.0,Beach Towels
569,2020-12-19,12961.0,Beach Towels
570,2020-12-20,12961.0,Beach Towels
571,2020-12-21,12961.0,Beach Towels
572,2020-12-22,12961.0,Beach Towels
573,2020-12-23,9945.0,Beach Towels
574,2020-12-24,15174.0,Beach Towels
575,2020-12-25,15174.0,Beach Towels
576,2020-12-26,15174.0,Beach Towels
577,2020-12-27,15174.0,Beach Towels
578,2020-12-28,16940.0,Beach Towels
579,2020-12-29,16940.0,Beach Towels
580,2020-12-30,16940.0,Beach Towels
581,2020-12-31,17383.0,Beach Towels
582,2021-01-01,22518.0,Beach Towels
583,2021-01-02,22518.0,Beach Towels
584,2021-01-03,22518.0,Beach Towels
585,2021-01-04,22518.0,Beach Towels
586,2021-01-05,22464.0,Beach Towels
587,2021-01-06,22464.0,Beach Towels
588,2021-01-07,24310.0,Beach Towels
589,2021-01-08,24310.0,Beach Towels
590,2021-01-09,24310.0,Beach Towels
591,2021-01-10,32408.0,Beach Towels
592,2021-01-11,25134.0,Beach Towels
593,2021-01-12,27940.0,Beach Towels
594,2021-01-13,18748.0,Beach Towels
595,2021-01-14,18748.0,Beach Towels
596,2021-01-15,18748.0,Beach Towels
597,2021-01-16,22194.0,Beach Towels
598,2021-01-17,22194.0,Beach Towels
599,2021-01-18,22194.0,Beach Towels
600,2021-01-19,22194.0,Beach Towels
601,2021-01-20,23016.0,Beach Towels
602,2021-01-21,26504.0,Beach Towels
603,2021-01-22,26504.0,Beach Towels
604,2021-01-23,26504.0,Beach Towels
605,2021-01-24,26504.0,Beach Towels
606,2021-01-25,26504.0,Beach Towels
607,2021-01-26,25301.0,Beach Towels
608,2021-01-27,23597.0,Beach Towels
609,2021-01-28,25930.0,Beach Towels
610,2021-01-29,20989.0,Beach Towels
611,2021-01-30,20989.0,Beach Towels
612,2021-01-31,20989.0,Beach Towels
613,2021-02-01,24284.0,Beach Towels
614,2021-02-02,24284.0,Beach Towels
615,2021-02-03,24284.0,Beach Towels
616,2021-02-04,24284.0,Beach Towels
617,2021-02-05,18391.0,Beach Towels
618,2021-02-06,23042.0,Beach Towels
619,2021-02-07,23042.0,Beach Towels
620,2021-02-08,23042.0,Beach Towels
621,2021-02-09,16094.0,Beach Towels
622,2021-02-10,16094.0,Beach Towels
623,2021-02-11,16094.0,Beach Towels
624,2021-02-12,16094.0,Beach Towels
625,2021-02-13,16501.0,Beach Towels
