,date,value,name_B07JJ9J27C
67,2020-07-31,2942.0,Bed Blankets
68,2020-08-01,2942.0,Bed Blankets
69,2020-08-02,4041.0,Bed Blankets
70,2020-08-03,3775.0,Bed Blankets
71,2020-08-04,3775.0,Bed Blankets
72,2020-08-05,4470.0,Bed Blankets
73,2020-08-06,4470.0,Bed Blankets
74,2020-08-07,2764.0,Bed Blankets
75,2020-08-08,2828.0,Bed Blankets
76,2020-08-09,2828.0,Bed Blankets
77,2020-08-10,3074.0,Bed Blankets
78,2020-08-11,3074.0,Bed Blankets
79,2020-08-12,3074.0,Bed Blankets
80,2020-08-13,3074.0,Bed Blankets
81,2020-08-14,3446.0,Bed Blankets
82,2020-08-15,3446.0,Bed Blankets
83,2020-08-16,3446.0,Bed Blankets
84,2020-08-17,2928.0,Bed Blankets
85,2020-08-18,2928.0,Bed Blankets
86,2020-08-19,2928.0,Bed Blankets
87,2020-08-20,3730.0,Bed Blankets
88,2020-08-21,3730.0,Bed Blankets
89,2020-08-22,3300.0,Bed Blankets
90,2020-08-23,3300.0,Bed Blankets
91,2020-08-24,3300.0,Bed Blankets
92,2020-08-25,3300.0,Bed Blankets
93,2020-08-26,3300.0,Bed Blankets
94,2020-08-27,3043.0,Bed Blankets
95,2020-08-28,3043.0,Bed Blankets
96,2020-08-29,3027.0,Bed Blankets
97,2020-08-30,2978.0,Bed Blankets
98,2020-08-31,3461.0,Bed Blankets
99,2020-09-01,3460.0,Bed Blankets
100,2020-09-02,3460.0,Bed Blankets
101,2020-09-03,3460.0,Bed Blankets
102,2020-09-04,3403.0,Bed Blankets
103,2020-09-05,3607.0,Bed Blankets
104,2020-09-06,3607.0,Bed Blankets
105,2020-09-07,3820.0,Bed Blankets
106,2020-09-08,3820.0,Bed Blankets
107,2020-09-09,3820.0,Bed Blankets
108,2020-09-10,2748.0,Bed Blankets
109,2020-09-11,2748.0,Bed Blankets
110,2020-09-12,2748.0,Bed Blankets
111,2020-09-13,2748.0,Bed Blankets
112,2020-09-14,2748.0,Bed Blankets
113,2020-09-15,2971.0,Bed Blankets
114,2020-09-16,3140.0,Bed Blankets
115,2020-09-17,2861.0,Bed Blankets
116,2020-09-18,2861.0,Bed Blankets
117,2020-09-19,3749.0,Bed Blankets
118,2020-09-20,2930.0,Bed Blankets
119,2020-09-21,2930.0,Bed Blankets
120,2020-09-22,2930.0,Bed Blankets
121,2020-09-23,2806.0,Bed Blankets
122,2020-09-24,2587.0,Bed Blankets
123,2020-09-25,2587.0,Bed Blankets
124,2020-09-26,2587.0,Bed Blankets
125,2020-09-27,3003.0,Bed Blankets
126,2020-09-28,3003.0,Bed Blankets
127,2020-09-29,3003.0,Bed Blankets
128,2020-09-30,2551.0,Bed Blankets
129,2020-10-01,2641.0,Bed Blankets
130,2020-10-02,2641.0,Bed Blankets
131,2020-10-03,2641.0,Bed Blankets
132,2020-10-04,2320.0,Bed Blankets
133,2020-10-05,2320.0,Bed Blankets
134,2020-10-06,2158.0,Bed Blankets
135,2020-10-07,2158.0,Bed Blankets
136,2020-10-08,2117.0,Bed Blankets
137,2020-10-09,1834.0,Bed Blankets
138,2020-10-10,2188.0,Bed Blankets
139,2020-10-11,2188.0,Bed Blankets
140,2020-10-12,2188.0,Bed Blankets
141,2020-10-13,2219.0,Bed Blankets
142,2020-10-14,2712.0,Bed Blankets
143,2020-10-15,2712.0,Bed Blankets
144,2020-10-16,2712.0,Bed Blankets
145,2020-10-17,2455.0,Bed Blankets
146,2020-10-18,2455.0,Bed Blankets
147,2020-10-19,2851.0,Bed Blankets
148,2020-10-20,2851.0,Bed Blankets
149,2020-10-21,2851.0,Bed Blankets
150,2020-10-22,2418.0,Bed Blankets
151,2020-10-23,2921.0,Bed Blankets
152,2020-10-24,3091.0,Bed Blankets
153,2020-10-25,2993.0,Bed Blankets
154,2020-10-26,2993.0,Bed Blankets
155,2020-10-27,2993.0,Bed Blankets
156,2020-10-28,2218.0,Bed Blankets
157,2020-10-29,2564.0,Bed Blankets
158,2020-10-30,2564.0,Bed Blankets
159,2020-10-31,2564.0,Bed Blankets
160,2020-11-01,2564.0,Bed Blankets
161,2020-11-02,1966.0,Bed Blankets
162,2020-11-03,1887.0,Bed Blankets
163,2020-11-04,1887.0,Bed Blankets
164,2020-11-05,1887.0,Bed Blankets
165,2020-11-06,1911.0,Bed Blankets
166,2020-11-07,1911.0,Bed Blankets
167,2020-11-08,1911.0,Bed Blankets
168,2020-11-09,2165.0,Bed Blankets
169,2020-11-10,2113.0,Bed Blankets
170,2020-11-11,1995.0,Bed Blankets
171,2020-11-12,2185.0,Bed Blankets
172,2020-11-13,2185.0,Bed Blankets
173,2020-11-14,2185.0,Bed Blankets
174,2020-11-15,2366.0,Bed Blankets
175,2020-11-16,2366.0,Bed Blankets
176,2020-11-17,2366.0,Bed Blankets
177,2020-11-18,2144.0,Bed Blankets
178,2020-11-19,2144.0,Bed Blankets
179,2020-11-20,1853.0,Bed Blankets
180,2020-11-21,2150.0,Bed Blankets
181,2020-11-22,2150.0,Bed Blankets
182,2020-11-23,2297.0,Bed Blankets
183,2020-11-24,2297.0,Bed Blankets
184,2020-11-25,2732.0,Bed Blankets
185,2020-11-26,2732.0,Bed Blankets
186,2020-11-27,2732.0,Bed Blankets
187,2020-11-28,3218.0,Bed Blankets
188,2020-11-29,3218.0,Bed Blankets
189,2020-11-30,3218.0,Bed Blankets
190,2020-12-01,5542.0,Bed Blankets
191,2020-12-02,5542.0,Bed Blankets
192,2020-12-03,5542.0,Bed Blankets
193,2020-12-04,4525.0,Bed Blankets
194,2020-12-05,4525.0,Bed Blankets
195,2020-12-06,4525.0,Bed Blankets
196,2020-12-07,3956.0,Bed Blankets
197,2020-12-08,4161.0,Bed Blankets
198,2020-12-09,4161.0,Bed Blankets
199,2020-12-10,4502.0,Bed Blankets
200,2020-12-11,4502.0,Bed Blankets
201,2020-12-12,4013.0,Bed Blankets
202,2020-12-13,4013.0,Bed Blankets
203,2020-12-14,4512.0,Bed Blankets
204,2020-12-15,4512.0,Bed Blankets
205,2020-12-16,4512.0,Bed Blankets
206,2020-12-17,3346.0,Bed Blankets
207,2020-12-18,3346.0,Bed Blankets
208,2020-12-19,2956.0,Bed Blankets
209,2020-12-20,2956.0,Bed Blankets
210,2020-12-21,2956.0,Bed Blankets
211,2020-12-22,3665.0,Bed Blankets
212,2020-12-23,3665.0,Bed Blankets
213,2020-12-24,3665.0,Bed Blankets
214,2020-12-25,3665.0,Bed Blankets
215,2020-12-26,3665.0,Bed Blankets
216,2020-12-27,2679.0,Bed Blankets
217,2020-12-28,2679.0,Bed Blankets
218,2020-12-29,2679.0,Bed Blankets
219,2020-12-30,2679.0,Bed Blankets
220,2020-12-31,2325.0,Bed Blankets
221,2021-01-01,2325.0,Bed Blankets
222,2021-01-02,2145.0,Bed Blankets
223,2021-01-03,2145.0,Bed Blankets
224,2021-01-04,1925.0,Bed Blankets
225,2021-01-05,1925.0,Bed Blankets
226,2021-01-06,1925.0,Bed Blankets
227,2021-01-07,1925.0,Bed Blankets
228,2021-01-08,2083.0,Bed Blankets
229,2021-01-09,2083.0,Bed Blankets
230,2021-01-10,2575.0,Bed Blankets
231,2021-01-11,2192.0,Bed Blankets
232,2021-01-12,2236.0,Bed Blankets
233,2021-01-13,2236.0,Bed Blankets
234,2021-01-14,2198.0,Bed Blankets
235,2021-01-15,2198.0,Bed Blankets
236,2021-01-16,2198.0,Bed Blankets
237,2021-01-17,2198.0,Bed Blankets
238,2021-01-18,1697.0,Bed Blankets
239,2021-01-19,1697.0,Bed Blankets
240,2021-01-20,2379.0,Bed Blankets
241,2021-01-21,2609.0,Bed Blankets
242,2021-01-22,2510.0,Bed Blankets
243,2021-01-23,2652.0,Bed Blankets
244,2021-01-24,2652.0,Bed Blankets
245,2021-01-25,2852.0,Bed Blankets
246,2021-01-26,2852.0,Bed Blankets
247,2021-01-27,2852.0,Bed Blankets
248,2021-01-28,3166.0,Bed Blankets
249,2021-01-29,3166.0,Bed Blankets
250,2021-01-30,3166.0,Bed Blankets
251,2021-01-31,4392.0,Bed Blankets
252,2021-02-01,4392.0,Bed Blankets
253,2021-02-02,5304.0,Bed Blankets
254,2021-02-03,5737.0,Bed Blankets
255,2021-02-04,5737.0,Bed Blankets
256,2021-02-05,5737.0,Bed Blankets
257,2021-02-06,5737.0,Bed Blankets
258,2021-02-07,4985.0,Bed Blankets
259,2021-02-08,4985.0,Bed Blankets
260,2021-02-09,4985.0,Bed Blankets
261,2021-02-10,5223.0,Bed Blankets
262,2021-02-11,5223.0,Bed Blankets
263,2021-02-12,5223.0,Bed Blankets
264,2021-02-13,3985.0,Bed Blankets
265,2021-02-14,3427.0,Bed Blankets
266,2021-02-15,3427.0,Bed Blankets
267,2021-02-16,3427.0,Bed Blankets
268,2021-02-17,3192.0,Bed Blankets
269,2021-02-18,3192.0,Bed Blankets
270,2021-02-19,2529.0,Bed Blankets
271,2021-02-20,2529.0,Bed Blankets
272,2021-02-21,2529.0,Bed Blankets
273,2021-02-22,3604.0,Bed Blankets
274,2021-02-23,3604.0,Bed Blankets
275,2021-02-24,3994.0,Bed Blankets
276,2021-02-25,3994.0,Bed Blankets
277,2021-02-26,4359.0,Bed Blankets
278,2021-02-27,4359.0,Bed Blankets
279,2021-02-28,4359.0,Bed Blankets
280,2021-03-01,4499.0,Bed Blankets
281,2021-03-02,4499.0,Bed Blankets
282,2021-03-03,4499.0,Bed Blankets
283,2021-03-04,4495.0,Bed Blankets
284,2021-03-05,4495.0,Bed Blankets
285,2021-03-06,4495.0,Bed Blankets
286,2021-03-07,4912.0,Bed Blankets
287,2021-03-08,4912.0,Bed Blankets
288,2021-03-09,3693.0,Bed Blankets
289,2021-03-10,3693.0,Bed Blankets
290,2021-03-11,3693.0,Bed Blankets
291,2021-03-12,3467.0,Bed Blankets
292,2021-03-13,3542.0,Bed Blankets
293,2021-03-14,3542.0,Bed Blankets
294,2021-03-15,3542.0,Bed Blankets
295,2021-03-16,2945.0,Bed Blankets
296,2021-03-17,2945.0,Bed Blankets
297,2021-03-18,3058.0,Bed Blankets
298,2021-03-19,3058.0,Bed Blankets
299,2021-03-20,3058.0,Bed Blankets
300,2021-03-21,3775.0,Bed Blankets
301,2021-03-22,3775.0,Bed Blankets
302,2021-03-23,3775.0,Bed Blankets
303,2021-03-24,2808.0,Bed Blankets
304,2021-03-25,2808.0,Bed Blankets
305,2021-03-26,2808.0,Bed Blankets
306,2021-03-27,2360.0,Bed Blankets
307,2021-03-28,2886.0,Bed Blankets
308,2021-03-29,2886.0,Bed Blankets
309,2021-03-30,2886.0,Bed Blankets
310,2021-03-31,2623.0,Bed Blankets
311,2021-04-01,2806.0,Bed Blankets
312,2021-04-02,2907.0,Bed Blankets
313,2021-04-03,2839.0,Bed Blankets
314,2021-04-04,2839.0,Bed Blankets
315,2021-04-05,3112.0,Bed Blankets
316,2021-04-06,3112.0,Bed Blankets
317,2021-04-07,3420.0,Bed Blankets
318,2021-04-08,3653.0,Bed Blankets
319,2021-04-09,3303.0,Bed Blankets
320,2021-04-10,3496.0,Bed Blankets
321,2021-04-11,3496.0,Bed Blankets
322,2021-04-12,3686.0,Bed Blankets
323,2021-04-13,2928.0,Bed Blankets
324,2021-04-14,2804.0,Bed Blankets
325,2021-04-15,2936.0,Bed Blankets
326,2021-04-16,2936.0,Bed Blankets
327,2021-04-17,2950.0,Bed Blankets
328,2021-04-18,2950.0,Bed Blankets
329,2021-04-19,2747.0,Bed Blankets
330,2021-04-20,3044.0,Bed Blankets
331,2021-04-21,2916.0,Bed Blankets
332,2021-04-22,2534.0,Bed Blankets
333,2021-04-23,2611.0,Bed Blankets
334,2021-04-24,2604.0,Bed Blankets
335,2021-04-25,2407.0,Bed Blankets
336,2021-04-26,3391.0,Bed Blankets
337,2021-04-27,3247.0,Bed Blankets
338,2021-04-28,3247.0,Bed Blankets
339,2021-04-29,3141.0,Bed Blankets
340,2021-04-30,3320.0,Bed Blankets
341,2021-05-01,3526.0,Bed Blankets
342,2021-05-02,3526.0,Bed Blankets
343,2021-05-03,4154.0,Bed Blankets
344,2021-05-04,3257.0,Bed Blankets
345,2021-05-05,2904.0,Bed Blankets
346,2021-05-06,3180.0,Bed Blankets
347,2021-05-07,3054.0,Bed Blankets
348,2021-05-08,2780.0,Bed Blankets
349,2021-05-09,2768.0,Bed Blankets
350,2021-05-10,3536.0,Bed Blankets
351,2021-05-11,3548.0,Bed Blankets
352,2021-05-12,3995.0,Bed Blankets
353,2021-05-13,3513.0,Bed Blankets
354,2021-05-14,4145.0,Bed Blankets
355,2021-05-15,1980.0,Bed Blankets
356,2021-05-16,3519.0,Bed Blankets
357,2021-05-17,3279.0,Bed Blankets
358,2021-05-18,3279.0,Bed Blankets
359,2021-05-19,3144.0,Bed Blankets
360,2021-05-20,3540.0,Bed Blankets
361,2021-05-21,3900.0,Bed Blankets
362,2021-05-22,3199.0,Bed Blankets
363,2021-05-23,3199.0,Bed Blankets
364,2021-05-24,4020.0,Bed Blankets
365,2021-05-25,3308.0,Bed Blankets
366,2021-05-26,3308.0,Bed Blankets
367,2021-05-27,2599.0,Bed Blankets
368,2021-05-28,2348.0,Bed Blankets
369,2021-05-29,2543.0,Bed Blankets
370,2021-05-30,2543.0,Bed Blankets
371,2021-05-31,2420.0,Bed Blankets
372,2021-06-01,2555.0,Bed Blankets
373,2021-06-02,3032.0,Bed Blankets
374,2021-06-03,2505.0,Bed Blankets
375,2021-06-04,2610.0,Bed Blankets
376,2021-06-05,2366.0,Bed Blankets
377,2021-06-06,2667.0,Bed Blankets
378,2021-06-07,2735.0,Bed Blankets
379,2021-06-08,2306.0,Bed Blankets
380,2021-06-09,2257.0,Bed Blankets
381,2021-06-10,2202.0,Bed Blankets
382,2021-06-11,2202.0,Bed Blankets
383,2021-06-12,1995.0,Bed Blankets
384,2021-06-13,2242.0,Bed Blankets
385,2021-06-14,2242.0,Bed Blankets
386,2021-06-15,2550.0,Bed Blankets
387,2021-06-16,2550.0,Bed Blankets
388,2021-06-17,2550.0,Bed Blankets
389,2021-06-18,3007.0,Bed Blankets
390,2021-06-19,3007.0,Bed Blankets
391,2021-06-20,2636.0,Bed Blankets
392,2021-06-21,2718.0,Bed Blankets
393,2021-06-22,2718.0,Bed Blankets
394,2021-06-23,3571.0,Bed Blankets
395,2021-06-24,3571.0,Bed Blankets
396,2021-06-25,2805.0,Bed Blankets
397,2021-06-26,2512.0,Bed Blankets
398,2021-06-27,2512.0,Bed Blankets
399,2021-06-28,2772.0,Bed Blankets
400,2021-06-29,2772.0,Bed Blankets
401,2021-06-30,2488.0,Bed Blankets
402,2021-07-01,2460.0,Bed Blankets
403,2021-07-02,2460.0,Bed Blankets
404,2021-07-03,2545.0,Bed Blankets
405,2021-07-04,2545.0,Bed Blankets
406,2021-07-05,2545.0,Bed Blankets
407,2021-07-06,2799.0,Bed Blankets
408,2021-07-07,2799.0,Bed Blankets
409,2021-07-08,2664.0,Bed Blankets
410,2021-07-09,2664.0,Bed Blankets
411,2021-07-10,2664.0,Bed Blankets
412,2021-07-11,3344.0,Bed Blankets
