,date,value,name_B0853F2BRQ
481,2021-06-22,11206.0,Sheet & Pillowcase Sets
482,2021-06-23,11206.0,Sheet & Pillowcase Sets
483,2021-06-24,11206.0,Sheet & Pillowcase Sets
484,2021-06-25,13021.0,Sheet & Pillowcase Sets
485,2021-06-26,13021.0,Sheet & Pillowcase Sets
486,2021-06-27,16392.0,Sheet & Pillowcase Sets
487,2021-06-28,16392.0,Sheet & Pillowcase Sets
488,2021-06-29,12348.0,Sheet & Pillowcase Sets
489,2021-06-30,14228.0,Sheet & Pillowcase Sets
490,2021-07-01,12528.0,Sheet & Pillowcase Sets
491,2021-07-02,12528.0,Sheet & Pillowcase Sets
492,2021-07-03,12821.0,Sheet & Pillowcase Sets
493,2021-07-04,12821.0,Sheet & Pillowcase Sets
494,2021-07-05,12821.0,Sheet & Pillowcase Sets
495,2021-07-06,13099.0,Sheet & Pillowcase Sets
496,2021-07-07,13099.0,Sheet & Pillowcase Sets
497,2021-07-08,7408.0,Sheet & Pillowcase Sets
