,date,value,name_B07P9RMKT5
56,2020-07-18,3421.0,Treats
57,2020-07-19,3121.0,Treats
58,2020-07-20,2873.0,Treats
59,2020-07-21,3102.0,Treats
60,2020-07-22,3107.0,Treats
61,2020-07-23,3152.0,Treats
62,2020-07-24,3297.0,Treats
63,2020-07-25,3097.0,Treats
64,2020-07-26,2757.0,Treats
65,2020-07-27,2757.0,Treats
66,2020-07-28,2677.0,Treats
67,2020-07-29,2677.0,Treats
68,2020-07-30,3101.0,Treats
69,2020-07-31,3245.0,Treats
70,2020-08-01,3469.0,Treats
71,2020-08-02,3469.0,Treats
72,2020-08-03,3185.0,Treats
73,2020-08-04,3349.0,Treats
74,2020-08-05,3081.0,Treats
75,2020-08-06,2924.0,Treats
76,2020-08-07,3096.0,Treats
77,2020-08-08,3096.0,Treats
78,2020-08-09,3432.0,Treats
79,2020-08-10,3432.0,Treats
80,2020-08-11,2618.0,Treats
81,2020-08-12,3086.0,Treats
82,2020-08-13,3051.0,Treats
83,2020-08-14,3051.0,Treats
84,2020-08-15,3051.0,Treats
85,2020-08-16,2882.0,Treats
86,2020-08-17,3268.0,Treats
87,2020-08-18,3268.0,Treats
88,2020-08-19,3426.0,Treats
89,2020-08-20,2961.0,Treats
90,2020-08-21,2850.0,Treats
91,2020-08-22,2990.0,Treats
92,2020-08-23,3006.0,Treats
93,2020-08-24,2522.0,Treats
94,2020-08-25,2835.0,Treats
95,2020-08-26,3294.0,Treats
96,2020-08-27,3254.0,Treats
97,2020-08-28,3254.0,Treats
98,2020-08-29,3254.0,Treats
99,2020-08-30,2804.0,Treats
100,2020-08-31,2640.0,Treats
101,2020-09-01,2656.0,Treats
102,2020-09-02,2656.0,Treats
103,2020-09-03,2484.0,Treats
104,2020-09-04,2484.0,Treats
105,2020-09-05,2663.0,Treats
106,2020-09-06,2663.0,Treats
107,2020-09-07,2554.0,Treats
108,2020-09-08,2733.0,Treats
109,2020-09-09,2314.0,Treats
110,2020-09-10,2414.0,Treats
111,2020-09-11,2414.0,Treats
112,2020-09-12,2706.0,Treats
113,2020-09-13,2457.0,Treats
114,2020-09-14,2603.0,Treats
115,2020-09-15,2632.0,Treats
116,2020-09-16,3031.0,Treats
117,2020-09-17,2987.0,Treats
118,2020-09-18,3142.0,Treats
119,2020-09-19,3046.0,Treats
120,2020-09-20,3019.0,Treats
121,2020-09-21,3069.0,Treats
122,2020-09-22,3154.0,Treats
123,2020-09-23,3405.0,Treats
124,2020-09-24,3405.0,Treats
125,2020-09-25,2568.0,Treats
126,2020-09-26,2798.0,Treats
127,2020-09-27,2798.0,Treats
128,2020-09-28,2798.0,Treats
129,2020-09-29,2695.0,Treats
130,2020-09-30,2695.0,Treats
131,2020-10-01,2958.0,Treats
132,2020-10-02,2798.0,Treats
133,2020-10-03,2994.0,Treats
134,2020-10-04,2994.0,Treats
135,2020-10-05,3011.0,Treats
136,2020-10-06,3105.0,Treats
137,2020-10-07,3068.0,Treats
138,2020-10-08,2967.0,Treats
139,2020-10-09,2273.0,Treats
140,2020-10-10,2593.0,Treats
141,2020-10-11,2593.0,Treats
142,2020-10-12,2964.0,Treats
143,2020-10-13,3091.0,Treats
144,2020-10-14,3003.0,Treats
145,2020-10-15,3440.0,Treats
146,2020-10-16,3207.0,Treats
147,2020-10-17,3076.0,Treats
148,2020-10-18,3076.0,Treats
149,2020-10-19,3076.0,Treats
150,2020-10-20,2850.0,Treats
151,2020-10-21,2850.0,Treats
152,2020-10-22,2623.0,Treats
153,2020-10-23,2285.0,Treats
154,2020-10-24,2285.0,Treats
155,2020-10-25,2274.0,Treats
156,2020-10-26,2477.0,Treats
157,2020-10-27,2477.0,Treats
158,2020-10-28,2575.0,Treats
159,2020-10-29,2575.0,Treats
160,2020-10-30,2652.0,Treats
161,2020-10-31,2652.0,Treats
162,2020-11-01,2652.0,Treats
163,2020-11-02,2620.0,Treats
164,2020-11-03,2477.0,Treats
165,2020-11-04,2430.0,Treats
166,2020-11-05,2571.0,Treats
167,2020-11-06,2571.0,Treats
168,2020-11-07,2571.0,Treats
169,2020-11-08,2340.0,Treats
170,2020-11-09,2340.0,Treats
171,2020-11-10,2213.0,Treats
172,2020-11-11,2359.0,Treats
173,2020-11-12,2134.0,Treats
174,2020-11-13,2368.0,Treats
175,2020-11-14,2053.0,Treats
176,2020-11-15,2110.0,Treats
177,2020-11-16,2102.0,Treats
178,2020-11-17,2102.0,Treats
179,2020-11-18,2336.0,Treats
180,2020-11-19,1915.0,Treats
181,2020-11-20,2068.0,Treats
182,2020-11-21,2068.0,Treats
183,2020-11-22,1691.0,Treats
184,2020-11-23,1816.0,Treats
185,2020-11-24,1774.0,Treats
186,2020-11-25,1834.0,Treats
187,2020-11-26,1986.0,Treats
188,2020-11-27,1992.0,Treats
189,2020-11-28,1746.0,Treats
190,2020-11-29,1603.0,Treats
191,2020-11-30,1482.0,Treats
192,2020-12-01,1622.0,Treats
193,2020-12-02,1563.0,Treats
194,2020-12-03,1568.0,Treats
195,2020-12-04,1379.0,Treats
196,2020-12-05,1337.0,Treats
197,2020-12-06,1337.0,Treats
198,2020-12-07,1499.0,Treats
199,2020-12-08,1355.0,Treats
200,2020-12-09,1355.0,Treats
201,2020-12-10,1480.0,Treats
202,2020-12-11,1289.0,Treats
203,2020-12-12,1192.0,Treats
204,2020-12-13,1452.0,Treats
205,2020-12-14,1641.0,Treats
206,2020-12-15,1548.0,Treats
207,2020-12-16,1366.0,Treats
208,2020-12-17,1134.0,Treats
209,2020-12-18,1144.0,Treats
210,2020-12-19,1205.0,Treats
211,2020-12-20,1005.0,Treats
212,2020-12-21,1346.0,Treats
213,2020-12-22,1602.0,Treats
214,2020-12-23,1772.0,Treats
215,2020-12-24,1772.0,Treats
216,2020-12-25,2118.0,Treats
217,2020-12-26,2151.0,Treats
218,2020-12-27,2151.0,Treats
219,2020-12-28,2692.0,Treats
220,2020-12-29,2441.0,Treats
221,2020-12-30,2972.0,Treats
222,2020-12-31,2972.0,Treats
223,2021-01-01,2701.0,Treats
224,2021-01-02,2701.0,Treats
225,2021-01-03,2701.0,Treats
226,2021-01-04,2439.0,Treats
227,2021-01-05,2439.0,Treats
228,2021-01-06,2007.0,Treats
229,2021-01-07,2007.0,Treats
230,2021-01-08,2472.0,Treats
231,2021-01-09,2472.0,Treats
232,2021-01-10,2489.0,Treats
233,2021-01-11,2282.0,Treats
234,2021-01-12,2282.0,Treats
235,2021-01-13,2511.0,Treats
236,2021-01-14,2848.0,Treats
237,2021-01-15,2795.0,Treats
238,2021-01-16,3219.0,Treats
239,2021-01-17,3219.0,Treats
240,2021-01-18,3031.0,Treats
241,2021-01-19,3110.0,Treats
242,2021-01-20,2889.0,Treats
243,2021-01-21,3101.0,Treats
244,2021-01-22,2563.0,Treats
245,2021-01-23,2696.0,Treats
246,2021-01-24,2945.0,Treats
247,2021-01-25,2945.0,Treats
248,2021-01-26,3100.0,Treats
249,2021-01-27,2631.0,Treats
250,2021-01-28,2578.0,Treats
251,2021-01-29,2995.0,Treats
252,2021-01-30,2995.0,Treats
253,2021-01-31,2995.0,Treats
254,2021-02-01,2669.0,Treats
255,2021-02-02,2646.0,Treats
256,2021-02-03,2610.0,Treats
257,2021-02-04,2521.0,Treats
258,2021-02-05,2521.0,Treats
259,2021-02-06,2465.0,Treats
260,2021-02-07,2220.0,Treats
261,2021-02-08,2341.0,Treats
262,2021-02-09,2502.0,Treats
263,2021-02-10,2550.0,Treats
264,2021-02-11,2402.0,Treats
265,2021-02-12,2388.0,Treats
266,2021-02-13,1855.0,Treats
267,2021-02-14,2245.0,Treats
268,2021-02-15,2245.0,Treats
269,2021-02-16,2332.0,Treats
270,2021-02-17,2571.0,Treats
271,2021-02-18,2571.0,Treats
272,2021-02-19,1966.0,Treats
273,2021-02-20,2056.0,Treats
274,2021-02-21,2056.0,Treats
275,2021-02-22,2032.0,Treats
276,2021-02-23,2032.0,Treats
277,2021-02-24,1954.0,Treats
278,2021-02-25,1935.0,Treats
279,2021-02-26,2143.0,Treats
280,2021-02-27,2143.0,Treats
281,2021-02-28,2049.0,Treats
282,2021-03-01,2036.0,Treats
283,2021-03-02,2536.0,Treats
284,2021-03-03,2536.0,Treats
285,2021-03-04,2285.0,Treats
286,2021-03-05,2285.0,Treats
287,2021-03-06,2824.0,Treats
288,2021-03-07,2863.0,Treats
289,2021-03-08,3231.0,Treats
290,2021-03-09,3106.0,Treats
291,2021-03-10,3106.0,Treats
292,2021-03-11,3215.0,Treats
293,2021-03-12,3215.0,Treats
294,2021-03-13,2886.0,Treats
295,2021-03-14,2886.0,Treats
296,2021-03-15,3484.0,Treats
297,2021-03-16,3484.0,Treats
298,2021-03-17,3345.0,Treats
299,2021-03-18,3119.0,Treats
300,2021-03-19,3922.0,Treats
301,2021-03-20,3922.0,Treats
302,2021-03-21,4010.0,Treats
303,2021-03-22,4420.0,Treats
304,2021-03-23,3567.0,Treats
305,2021-03-24,3339.0,Treats
306,2021-03-25,4048.0,Treats
307,2021-03-26,3184.0,Treats
308,2021-03-27,4395.0,Treats
309,2021-03-28,4395.0,Treats
310,2021-03-29,4395.0,Treats
311,2021-03-30,3598.0,Treats
312,2021-03-31,3598.0,Treats
313,2021-04-01,3179.0,Treats
314,2021-04-02,3179.0,Treats
315,2021-04-03,3179.0,Treats
316,2021-04-04,3544.0,Treats
317,2021-04-05,3922.0,Treats
318,2021-04-06,3843.0,Treats
319,2021-04-07,3878.0,Treats
320,2021-04-08,3878.0,Treats
321,2021-04-09,4385.0,Treats
322,2021-04-10,4317.0,Treats
323,2021-04-11,4317.0,Treats
324,2021-04-12,3928.0,Treats
325,2021-04-13,3928.0,Treats
326,2021-04-14,3667.0,Treats
327,2021-04-15,3667.0,Treats
328,2021-04-16,3990.0,Treats
329,2021-04-17,3990.0,Treats
330,2021-04-18,4332.0,Treats
331,2021-04-19,4371.0,Treats
332,2021-04-20,4371.0,Treats
333,2021-04-21,3000.0,Treats
334,2021-04-22,3000.0,Treats
335,2021-04-23,3000.0,Treats
336,2021-04-24,3316.0,Treats
337,2021-04-25,3256.0,Treats
338,2021-04-26,3297.0,Treats
339,2021-04-27,3476.0,Treats
340,2021-04-28,3476.0,Treats
341,2021-04-29,3606.0,Treats
342,2021-04-30,2908.0,Treats
343,2021-05-01,2908.0,Treats
344,2021-05-02,2908.0,Treats
345,2021-05-03,3491.0,Treats
346,2021-05-04,3974.0,Treats
347,2021-05-05,2813.0,Treats
348,2021-05-06,2875.0,Treats
349,2021-05-07,2875.0,Treats
350,2021-05-08,2965.0,Treats
351,2021-05-09,3499.0,Treats
352,2021-05-10,3499.0,Treats
353,2021-05-11,3459.0,Treats
354,2021-05-12,3474.0,Treats
355,2021-05-13,3474.0,Treats
356,2021-05-14,2968.0,Treats
357,2021-05-15,2968.0,Treats
358,2021-05-16,4379.0,Treats
359,2021-05-17,4379.0,Treats
360,2021-05-18,3446.0,Treats
361,2021-05-19,3394.0,Treats
362,2021-05-20,3351.0,Treats
363,2021-05-21,3344.0,Treats
364,2021-05-22,3344.0,Treats
365,2021-05-23,3212.0,Treats
366,2021-05-24,3210.0,Treats
367,2021-05-25,2923.0,Treats
368,2021-05-26,3454.0,Treats
369,2021-05-27,3279.0,Treats
370,2021-05-28,3078.0,Treats
371,2021-05-29,3078.0,Treats
372,2021-05-30,3447.0,Treats
373,2021-05-31,3305.0,Treats
374,2021-06-01,2900.0,Treats
375,2021-06-02,2614.0,Treats
376,2021-06-03,2614.0,Treats
377,2021-06-04,3403.0,Treats
378,2021-06-05,3403.0,Treats
379,2021-06-06,2562.0,Treats
380,2021-06-07,2542.0,Treats
381,2021-06-08,2772.0,Treats
382,2021-06-09,3241.0,Treats
383,2021-06-10,3580.0,Treats
384,2021-06-11,3037.0,Treats
385,2021-06-12,3526.0,Treats
386,2021-06-13,3526.0,Treats
387,2021-06-14,3722.0,Treats
388,2021-06-15,3972.0,Treats
389,2021-06-16,3404.0,Treats
390,2021-06-17,3404.0,Treats
391,2021-06-18,3158.0,Treats
392,2021-06-19,3158.0,Treats
393,2021-06-20,2857.0,Treats
394,2021-06-21,3304.0,Treats
395,2021-06-22,4187.0,Treats
396,2021-06-23,4187.0,Treats
397,2021-06-24,3433.0,Treats
398,2021-06-25,3433.0,Treats
399,2021-06-26,4103.0,Treats
400,2021-06-27,4144.0,Treats
401,2021-06-28,3616.0,Treats
402,2021-06-29,3862.0,Treats
403,2021-06-30,3862.0,Treats
404,2021-07-01,3862.0,Treats
405,2021-07-02,4314.0,Treats
406,2021-07-03,4314.0,Treats
407,2021-07-04,4314.0,Treats
408,2021-07-05,4126.0,Treats
409,2021-07-06,4418.0,Treats
410,2021-07-07,3527.0,Treats
411,2021-07-08,3773.0,Treats
412,2021-07-09,4241.0,Treats
413,2021-07-10,4545.0,Treats
414,2021-07-11,4633.0,Treats
