,date,value,name_B07JFJR8WG
63,2019-05-14,18970.0,All-Purpose Cleaners
64,2019-05-15,18970.0,All-Purpose Cleaners
65,2019-05-16,20917.0,All-Purpose Cleaners
66,2019-05-17,20526.0,All-Purpose Cleaners
67,2019-05-18,20246.0,All-Purpose Cleaners
68,2019-05-19,31314.0,All-Purpose Cleaners
69,2019-05-20,21437.0,All-Purpose Cleaners
70,2019-05-21,21437.0,All-Purpose Cleaners
71,2019-05-22,21933.0,All-Purpose Cleaners
72,2019-05-23,21306.0,All-Purpose Cleaners
73,2019-05-24,23019.0,All-Purpose Cleaners
74,2019-05-25,27409.0,All-Purpose Cleaners
75,2019-05-26,15524.0,All-Purpose Cleaners
76,2019-05-27,24720.0,All-Purpose Cleaners
77,2019-05-28,16358.0,All-Purpose Cleaners
78,2019-05-29,26602.0,All-Purpose Cleaners
79,2019-05-30,24301.0,All-Purpose Cleaners
80,2019-05-31,29942.0,All-Purpose Cleaners
81,2019-06-01,15557.0,All-Purpose Cleaners
82,2019-06-02,24345.0,All-Purpose Cleaners
83,2019-06-03,19404.0,All-Purpose Cleaners
84,2019-06-04,21975.0,All-Purpose Cleaners
85,2019-06-05,15304.0,All-Purpose Cleaners
86,2019-06-06,22005.0,All-Purpose Cleaners
87,2019-06-07,21371.0,All-Purpose Cleaners
88,2019-06-08,21573.0,All-Purpose Cleaners
89,2019-06-09,23818.0,All-Purpose Cleaners
90,2019-06-10,21960.0,All-Purpose Cleaners
91,2019-06-11,21435.0,All-Purpose Cleaners
92,2019-06-12,18368.0,All-Purpose Cleaners
93,2019-06-13,25741.0,All-Purpose Cleaners
94,2019-06-14,20378.0,All-Purpose Cleaners
95,2019-06-15,18822.0,All-Purpose Cleaners
96,2019-06-16,23460.0,All-Purpose Cleaners
97,2019-06-17,39000.0,All-Purpose Cleaners
98,2019-06-18,38605.0,All-Purpose Cleaners
99,2019-06-19,24467.0,All-Purpose Cleaners
100,2019-06-20,16629.0,All-Purpose Cleaners
101,2019-06-21,15889.0,All-Purpose Cleaners
102,2019-06-22,28044.0,All-Purpose Cleaners
103,2019-06-23,24167.0,All-Purpose Cleaners
104,2019-06-24,16613.0,All-Purpose Cleaners
105,2019-06-25,20219.0,All-Purpose Cleaners
106,2019-06-26,20219.0,All-Purpose Cleaners
107,2019-06-27,28393.0,All-Purpose Cleaners
108,2019-06-28,19261.0,All-Purpose Cleaners
109,2019-06-29,-1.0,All-Purpose Cleaners
110,2019-06-30,-1.0,All-Purpose Cleaners
111,2019-07-01,-1.0,All-Purpose Cleaners
112,2019-07-02,-1.0,All-Purpose Cleaners
113,2019-07-03,-1.0,All-Purpose Cleaners
114,2019-07-04,-1.0,All-Purpose Cleaners
115,2019-07-05,-1.0,All-Purpose Cleaners
116,2019-07-06,-1.0,All-Purpose Cleaners
117,2019-07-07,-1.0,All-Purpose Cleaners
118,2019-07-08,-1.0,All-Purpose Cleaners
119,2019-07-09,-1.0,All-Purpose Cleaners
120,2019-07-10,-1.0,All-Purpose Cleaners
121,2019-07-11,-1.0,All-Purpose Cleaners
122,2019-07-12,-1.0,All-Purpose Cleaners
123,2019-07-13,-1.0,All-Purpose Cleaners
124,2019-07-14,-1.0,All-Purpose Cleaners
125,2019-07-15,-1.0,All-Purpose Cleaners
126,2019-07-16,-1.0,All-Purpose Cleaners
127,2019-07-17,-1.0,All-Purpose Cleaners
128,2019-07-18,-1.0,All-Purpose Cleaners
129,2019-07-19,-1.0,All-Purpose Cleaners
130,2019-07-20,-1.0,All-Purpose Cleaners
131,2019-07-21,-1.0,All-Purpose Cleaners
132,2019-07-22,-1.0,All-Purpose Cleaners
133,2019-07-23,-1.0,All-Purpose Cleaners
134,2019-07-24,-1.0,All-Purpose Cleaners
135,2019-07-25,-1.0,All-Purpose Cleaners
136,2019-07-26,-1.0,All-Purpose Cleaners
137,2019-07-27,-1.0,All-Purpose Cleaners
138,2019-07-28,-1.0,All-Purpose Cleaners
139,2019-07-29,-1.0,All-Purpose Cleaners
140,2019-07-30,-1.0,All-Purpose Cleaners
141,2019-07-31,-1.0,All-Purpose Cleaners
142,2019-08-01,-1.0,All-Purpose Cleaners
143,2019-08-02,-1.0,All-Purpose Cleaners
144,2019-08-03,-1.0,All-Purpose Cleaners
145,2019-08-04,-1.0,All-Purpose Cleaners
146,2019-08-05,-1.0,All-Purpose Cleaners
147,2019-08-06,-1.0,All-Purpose Cleaners
148,2019-08-07,-1.0,All-Purpose Cleaners
149,2019-08-08,-1.0,All-Purpose Cleaners
150,2019-08-09,-1.0,All-Purpose Cleaners
151,2019-08-10,-1.0,All-Purpose Cleaners
152,2019-08-11,-1.0,All-Purpose Cleaners
153,2019-08-12,-1.0,All-Purpose Cleaners
154,2019-08-13,-1.0,All-Purpose Cleaners
155,2019-08-14,-1.0,All-Purpose Cleaners
156,2019-08-15,-1.0,All-Purpose Cleaners
157,2019-08-16,-1.0,All-Purpose Cleaners
158,2019-08-17,-1.0,All-Purpose Cleaners
159,2019-08-18,-1.0,All-Purpose Cleaners
160,2019-08-19,-1.0,All-Purpose Cleaners
161,2019-08-20,-1.0,All-Purpose Cleaners
162,2019-08-21,-1.0,All-Purpose Cleaners
163,2019-08-22,-1.0,All-Purpose Cleaners
164,2019-08-23,-1.0,All-Purpose Cleaners
165,2019-08-24,-1.0,All-Purpose Cleaners
166,2019-08-25,-1.0,All-Purpose Cleaners
167,2019-08-26,-1.0,All-Purpose Cleaners
168,2019-08-27,-1.0,All-Purpose Cleaners
169,2019-08-28,-1.0,All-Purpose Cleaners
170,2019-08-29,-1.0,All-Purpose Cleaners
171,2019-08-30,-1.0,All-Purpose Cleaners
172,2019-08-31,-1.0,All-Purpose Cleaners
173,2019-09-01,-1.0,All-Purpose Cleaners
174,2019-09-02,-1.0,All-Purpose Cleaners
175,2019-09-03,-1.0,All-Purpose Cleaners
176,2019-09-04,-1.0,All-Purpose Cleaners
177,2019-09-05,-1.0,All-Purpose Cleaners
178,2019-09-06,-1.0,All-Purpose Cleaners
179,2019-09-07,-1.0,All-Purpose Cleaners
180,2019-09-08,-1.0,All-Purpose Cleaners
181,2019-09-09,-1.0,All-Purpose Cleaners
182,2019-09-10,-1.0,All-Purpose Cleaners
183,2019-09-11,-1.0,All-Purpose Cleaners
184,2019-09-12,-1.0,All-Purpose Cleaners
185,2019-09-13,-1.0,All-Purpose Cleaners
186,2019-09-14,-1.0,All-Purpose Cleaners
187,2019-09-15,-1.0,All-Purpose Cleaners
188,2019-09-16,-1.0,All-Purpose Cleaners
189,2019-09-17,-1.0,All-Purpose Cleaners
190,2019-09-18,-1.0,All-Purpose Cleaners
191,2019-09-19,-1.0,All-Purpose Cleaners
192,2019-09-20,-1.0,All-Purpose Cleaners
193,2019-09-21,-1.0,All-Purpose Cleaners
194,2019-09-22,-1.0,All-Purpose Cleaners
195,2019-09-23,-1.0,All-Purpose Cleaners
196,2019-09-24,-1.0,All-Purpose Cleaners
197,2019-09-25,-1.0,All-Purpose Cleaners
198,2019-09-26,-1.0,All-Purpose Cleaners
199,2019-09-27,-1.0,All-Purpose Cleaners
200,2019-09-28,-1.0,All-Purpose Cleaners
201,2019-09-29,-1.0,All-Purpose Cleaners
202,2019-09-30,-1.0,All-Purpose Cleaners
203,2019-10-01,-1.0,All-Purpose Cleaners
204,2019-10-02,-1.0,All-Purpose Cleaners
205,2019-10-03,-1.0,All-Purpose Cleaners
206,2019-10-04,-1.0,All-Purpose Cleaners
207,2019-10-05,-1.0,All-Purpose Cleaners
208,2019-10-06,-1.0,All-Purpose Cleaners
209,2019-10-07,-1.0,All-Purpose Cleaners
210,2019-10-08,-1.0,All-Purpose Cleaners
211,2019-10-09,-1.0,All-Purpose Cleaners
212,2019-10-10,109896.0,All-Purpose Cleaners
213,2019-10-11,109896.0,All-Purpose Cleaners
214,2019-10-12,109896.0,All-Purpose Cleaners
215,2019-10-13,165458.0,All-Purpose Cleaners
216,2019-10-14,165458.0,All-Purpose Cleaners
217,2019-10-15,186208.0,All-Purpose Cleaners
218,2019-10-16,186208.0,All-Purpose Cleaners
219,2019-10-17,122559.0,All-Purpose Cleaners
220,2019-10-18,148084.0,All-Purpose Cleaners
221,2019-10-19,148084.0,All-Purpose Cleaners
222,2019-10-20,93640.0,All-Purpose Cleaners
223,2019-10-21,93640.0,All-Purpose Cleaners
224,2019-10-22,102384.0,All-Purpose Cleaners
225,2019-10-23,56892.0,All-Purpose Cleaners
226,2019-10-24,49336.0,All-Purpose Cleaners
227,2019-10-25,40004.0,All-Purpose Cleaners
228,2019-10-26,81541.0,All-Purpose Cleaners
229,2019-10-27,81541.0,All-Purpose Cleaners
230,2019-10-28,124408.0,All-Purpose Cleaners
231,2019-10-29,124408.0,All-Purpose Cleaners
232,2019-10-30,73015.0,All-Purpose Cleaners
233,2019-10-31,80182.0,All-Purpose Cleaners
234,2019-11-01,80182.0,All-Purpose Cleaners
235,2019-11-02,147010.0,All-Purpose Cleaners
236,2019-11-03,147010.0,All-Purpose Cleaners
237,2019-11-04,108594.0,All-Purpose Cleaners
238,2019-11-05,108594.0,All-Purpose Cleaners
239,2019-11-06,130645.0,All-Purpose Cleaners
240,2019-11-07,130645.0,All-Purpose Cleaners
241,2019-11-08,95543.0,All-Purpose Cleaners
242,2019-11-09,95543.0,All-Purpose Cleaners
243,2019-11-10,95543.0,All-Purpose Cleaners
244,2019-11-11,95543.0,All-Purpose Cleaners
245,2019-11-12,95543.0,All-Purpose Cleaners
246,2019-11-13,93099.0,All-Purpose Cleaners
247,2019-11-14,93099.0,All-Purpose Cleaners
248,2019-11-15,93099.0,All-Purpose Cleaners
249,2019-11-16,111138.0,All-Purpose Cleaners
250,2019-11-17,111138.0,All-Purpose Cleaners
251,2019-11-18,109441.0,All-Purpose Cleaners
252,2019-11-19,109441.0,All-Purpose Cleaners
253,2019-11-20,109441.0,All-Purpose Cleaners
254,2019-11-21,61919.0,All-Purpose Cleaners
255,2019-11-22,93416.0,All-Purpose Cleaners
256,2019-11-23,74635.0,All-Purpose Cleaners
257,2019-11-24,74635.0,All-Purpose Cleaners
258,2019-11-25,101369.0,All-Purpose Cleaners
259,2019-11-26,132421.0,All-Purpose Cleaners
260,2019-11-27,132421.0,All-Purpose Cleaners
261,2019-11-28,132421.0,All-Purpose Cleaners
262,2019-11-29,132421.0,All-Purpose Cleaners
263,2019-11-30,92219.0,All-Purpose Cleaners
264,2019-12-01,92219.0,All-Purpose Cleaners
265,2019-12-02,92219.0,All-Purpose Cleaners
266,2019-12-03,151932.0,All-Purpose Cleaners
267,2019-12-04,151932.0,All-Purpose Cleaners
268,2019-12-05,105148.0,All-Purpose Cleaners
269,2019-12-06,105148.0,All-Purpose Cleaners
270,2019-12-07,105148.0,All-Purpose Cleaners
271,2019-12-08,105148.0,All-Purpose Cleaners
272,2019-12-09,77029.0,All-Purpose Cleaners
273,2019-12-10,77029.0,All-Purpose Cleaners
274,2019-12-11,77029.0,All-Purpose Cleaners
275,2019-12-12,28873.0,All-Purpose Cleaners
276,2019-12-13,28873.0,All-Purpose Cleaners
277,2019-12-14,28873.0,All-Purpose Cleaners
278,2019-12-15,27652.0,All-Purpose Cleaners
279,2019-12-16,38898.0,All-Purpose Cleaners
280,2019-12-17,49877.0,All-Purpose Cleaners
281,2019-12-18,47213.0,All-Purpose Cleaners
282,2019-12-19,47213.0,All-Purpose Cleaners
283,2019-12-20,47213.0,All-Purpose Cleaners
284,2019-12-21,75372.0,All-Purpose Cleaners
285,2019-12-22,75372.0,All-Purpose Cleaners
286,2019-12-23,101094.0,All-Purpose Cleaners
287,2019-12-24,101094.0,All-Purpose Cleaners
288,2019-12-25,101094.0,All-Purpose Cleaners
289,2019-12-26,45297.0,All-Purpose Cleaners
290,2019-12-27,45297.0,All-Purpose Cleaners
291,2019-12-28,95396.0,All-Purpose Cleaners
292,2019-12-29,95396.0,All-Purpose Cleaners
293,2019-12-30,95396.0,All-Purpose Cleaners
294,2019-12-31,95396.0,All-Purpose Cleaners
295,2020-01-01,53558.0,All-Purpose Cleaners
296,2020-01-02,53558.0,All-Purpose Cleaners
297,2020-01-03,53558.0,All-Purpose Cleaners
298,2020-01-04,99077.0,All-Purpose Cleaners
299,2020-01-05,99077.0,All-Purpose Cleaners
300,2020-01-06,99077.0,All-Purpose Cleaners
301,2020-01-07,42348.0,All-Purpose Cleaners
302,2020-01-08,42348.0,All-Purpose Cleaners
303,2020-01-09,42348.0,All-Purpose Cleaners
304,2020-01-10,74441.0,All-Purpose Cleaners
305,2020-01-11,74441.0,All-Purpose Cleaners
306,2020-01-12,74441.0,All-Purpose Cleaners
307,2020-01-13,74441.0,All-Purpose Cleaners
308,2020-01-14,74441.0,All-Purpose Cleaners
309,2020-01-15,103644.0,All-Purpose Cleaners
310,2020-01-16,103644.0,All-Purpose Cleaners
311,2020-01-17,46774.0,All-Purpose Cleaners
312,2020-01-18,46774.0,All-Purpose Cleaners
313,2020-01-19,70287.0,All-Purpose Cleaners
314,2020-01-20,70287.0,All-Purpose Cleaners
315,2020-01-21,70287.0,All-Purpose Cleaners
316,2020-01-22,70287.0,All-Purpose Cleaners
317,2020-01-23,70287.0,All-Purpose Cleaners
318,2020-01-24,70287.0,All-Purpose Cleaners
319,2020-01-25,59320.0,All-Purpose Cleaners
320,2020-01-26,59320.0,All-Purpose Cleaners
321,2020-01-27,59320.0,All-Purpose Cleaners
322,2020-01-28,59320.0,All-Purpose Cleaners
323,2020-01-29,59320.0,All-Purpose Cleaners
324,2020-01-30,100459.0,All-Purpose Cleaners
325,2020-01-31,100459.0,All-Purpose Cleaners
326,2020-02-01,100459.0,All-Purpose Cleaners
327,2020-02-02,100459.0,All-Purpose Cleaners
328,2020-02-03,100459.0,All-Purpose Cleaners
329,2020-02-04,66399.0,All-Purpose Cleaners
330,2020-02-05,64635.0,All-Purpose Cleaners
331,2020-02-06,64635.0,All-Purpose Cleaners
332,2020-02-07,61114.0,All-Purpose Cleaners
333,2020-02-08,61114.0,All-Purpose Cleaners
334,2020-02-09,61114.0,All-Purpose Cleaners
335,2020-02-10,61114.0,All-Purpose Cleaners
336,2020-02-11,62933.0,All-Purpose Cleaners
337,2020-02-12,124202.0,All-Purpose Cleaners
338,2020-02-13,124202.0,All-Purpose Cleaners
339,2020-02-14,101806.0,All-Purpose Cleaners
340,2020-02-15,101806.0,All-Purpose Cleaners
341,2020-02-16,101806.0,All-Purpose Cleaners
342,2020-02-17,101806.0,All-Purpose Cleaners
343,2020-02-18,101806.0,All-Purpose Cleaners
344,2020-02-19,101806.0,All-Purpose Cleaners
345,2020-02-20,38338.0,All-Purpose Cleaners
346,2020-02-21,38338.0,All-Purpose Cleaners
347,2020-02-22,38338.0,All-Purpose Cleaners
348,2020-02-23,38338.0,All-Purpose Cleaners
349,2020-02-24,38338.0,All-Purpose Cleaners
350,2020-02-25,38338.0,All-Purpose Cleaners
351,2020-02-26,53510.0,All-Purpose Cleaners
352,2020-02-27,53510.0,All-Purpose Cleaners
353,2020-02-28,53510.0,All-Purpose Cleaners
354,2020-02-29,47506.0,All-Purpose Cleaners
355,2020-03-01,38192.0,All-Purpose Cleaners
356,2020-03-02,31523.0,All-Purpose Cleaners
357,2020-03-03,31523.0,All-Purpose Cleaners
358,2020-03-04,8651.0,All-Purpose Cleaners
359,2020-03-05,8651.0,All-Purpose Cleaners
360,2020-03-06,8651.0,All-Purpose Cleaners
361,2020-03-07,8651.0,All-Purpose Cleaners
362,2020-03-08,8651.0,All-Purpose Cleaners
363,2020-03-09,8651.0,All-Purpose Cleaners
364,2020-03-10,-1.0,All-Purpose Cleaners
365,2020-03-11,-1.0,All-Purpose Cleaners
366,2020-03-12,-1.0,All-Purpose Cleaners
367,2020-03-13,-1.0,All-Purpose Cleaners
368,2020-03-14,-1.0,All-Purpose Cleaners
369,2020-03-15,-1.0,All-Purpose Cleaners
370,2020-03-16,-1.0,All-Purpose Cleaners
371,2020-03-17,-1.0,All-Purpose Cleaners
372,2020-03-18,-1.0,All-Purpose Cleaners
373,2020-03-19,-1.0,All-Purpose Cleaners
374,2020-03-20,-1.0,All-Purpose Cleaners
375,2020-03-21,-1.0,All-Purpose Cleaners
376,2020-03-22,-1.0,All-Purpose Cleaners
377,2020-03-23,-1.0,All-Purpose Cleaners
378,2020-03-24,-1.0,All-Purpose Cleaners
379,2020-03-25,-1.0,All-Purpose Cleaners
380,2020-03-26,-1.0,All-Purpose Cleaners
381,2020-03-27,-1.0,All-Purpose Cleaners
382,2020-03-28,-1.0,All-Purpose Cleaners
383,2020-03-29,-1.0,All-Purpose Cleaners
384,2020-03-30,-1.0,All-Purpose Cleaners
385,2020-03-31,-1.0,All-Purpose Cleaners
386,2020-04-01,-1.0,All-Purpose Cleaners
387,2020-04-02,-1.0,All-Purpose Cleaners
388,2020-04-03,-1.0,All-Purpose Cleaners
389,2020-04-04,-1.0,All-Purpose Cleaners
390,2020-04-05,-1.0,All-Purpose Cleaners
391,2020-04-06,-1.0,All-Purpose Cleaners
392,2020-04-07,-1.0,All-Purpose Cleaners
393,2020-04-08,-1.0,All-Purpose Cleaners
394,2020-04-09,-1.0,All-Purpose Cleaners
395,2020-04-10,-1.0,All-Purpose Cleaners
396,2020-04-11,-1.0,All-Purpose Cleaners
397,2020-04-12,-1.0,All-Purpose Cleaners
398,2020-04-13,-1.0,All-Purpose Cleaners
399,2020-04-14,-1.0,All-Purpose Cleaners
400,2020-04-15,-1.0,All-Purpose Cleaners
401,2020-04-16,-1.0,All-Purpose Cleaners
402,2020-04-17,-1.0,All-Purpose Cleaners
403,2020-04-18,-1.0,All-Purpose Cleaners
404,2020-04-19,-1.0,All-Purpose Cleaners
405,2020-04-20,-1.0,All-Purpose Cleaners
406,2020-04-21,-1.0,All-Purpose Cleaners
407,2020-04-22,-1.0,All-Purpose Cleaners
408,2020-04-23,-1.0,All-Purpose Cleaners
409,2020-04-24,-1.0,All-Purpose Cleaners
410,2020-04-25,-1.0,All-Purpose Cleaners
411,2020-04-26,-1.0,All-Purpose Cleaners
412,2020-04-27,-1.0,All-Purpose Cleaners
413,2020-04-28,-1.0,All-Purpose Cleaners
414,2020-04-29,-1.0,All-Purpose Cleaners
415,2020-04-30,-1.0,All-Purpose Cleaners
416,2020-05-01,-1.0,All-Purpose Cleaners
417,2020-05-02,-1.0,All-Purpose Cleaners
418,2020-05-03,-1.0,All-Purpose Cleaners
419,2020-05-04,-1.0,All-Purpose Cleaners
420,2020-05-05,-1.0,All-Purpose Cleaners
421,2020-05-06,-1.0,All-Purpose Cleaners
422,2020-05-07,-1.0,All-Purpose Cleaners
423,2020-05-08,-1.0,All-Purpose Cleaners
424,2020-05-09,-1.0,All-Purpose Cleaners
425,2020-05-10,-1.0,All-Purpose Cleaners
426,2020-05-11,-1.0,All-Purpose Cleaners
427,2020-05-12,-1.0,All-Purpose Cleaners
428,2020-05-13,-1.0,All-Purpose Cleaners
429,2020-05-14,-1.0,All-Purpose Cleaners
430,2020-05-15,-1.0,All-Purpose Cleaners
431,2020-05-16,-1.0,All-Purpose Cleaners
432,2020-05-17,-1.0,All-Purpose Cleaners
433,2020-05-18,-1.0,All-Purpose Cleaners
434,2020-05-19,-1.0,All-Purpose Cleaners
435,2020-05-20,-1.0,All-Purpose Cleaners
436,2020-05-21,-1.0,All-Purpose Cleaners
437,2020-05-22,-1.0,All-Purpose Cleaners
438,2020-05-23,-1.0,All-Purpose Cleaners
439,2020-05-24,12341.0,All-Purpose Cleaners
440,2020-05-25,12341.0,All-Purpose Cleaners
441,2020-05-26,10725.0,All-Purpose Cleaners
442,2020-05-27,10725.0,All-Purpose Cleaners
443,2020-05-28,10725.0,All-Purpose Cleaners
444,2020-05-29,10635.0,All-Purpose Cleaners
445,2020-05-30,13374.0,All-Purpose Cleaners
446,2020-05-31,13374.0,All-Purpose Cleaners
447,2020-06-01,13374.0,All-Purpose Cleaners
448,2020-06-02,33587.0,All-Purpose Cleaners
449,2020-06-03,33587.0,All-Purpose Cleaners
450,2020-06-04,33587.0,All-Purpose Cleaners
451,2020-06-05,8960.0,All-Purpose Cleaners
452,2020-06-06,8960.0,All-Purpose Cleaners
453,2020-06-07,8960.0,All-Purpose Cleaners
454,2020-06-08,10765.0,All-Purpose Cleaners
455,2020-06-09,15505.0,All-Purpose Cleaners
456,2020-06-10,15505.0,All-Purpose Cleaners
457,2020-06-11,15505.0,All-Purpose Cleaners
458,2020-06-12,21798.0,All-Purpose Cleaners
459,2020-06-13,21798.0,All-Purpose Cleaners
460,2020-06-14,15351.0,All-Purpose Cleaners
461,2020-06-15,15351.0,All-Purpose Cleaners
462,2020-06-16,15351.0,All-Purpose Cleaners
463,2020-06-17,47096.0,All-Purpose Cleaners
464,2020-06-18,47096.0,All-Purpose Cleaners
465,2020-06-19,47096.0,All-Purpose Cleaners
466,2020-06-20,19242.0,All-Purpose Cleaners
467,2020-06-21,19242.0,All-Purpose Cleaners
468,2020-06-22,9815.0,All-Purpose Cleaners
469,2020-06-23,9815.0,All-Purpose Cleaners
470,2020-06-24,9815.0,All-Purpose Cleaners
471,2020-06-25,8932.0,All-Purpose Cleaners
472,2020-06-26,8932.0,All-Purpose Cleaners
473,2020-06-27,8932.0,All-Purpose Cleaners
474,2020-06-28,8932.0,All-Purpose Cleaners
475,2020-06-29,6594.0,All-Purpose Cleaners
476,2020-06-30,6663.0,All-Purpose Cleaners
477,2020-07-01,6663.0,All-Purpose Cleaners
478,2020-07-02,8068.0,All-Purpose Cleaners
479,2020-07-03,8068.0,All-Purpose Cleaners
480,2020-07-04,8068.0,All-Purpose Cleaners
481,2020-07-05,7116.0,All-Purpose Cleaners
482,2020-07-06,7116.0,All-Purpose Cleaners
483,2020-07-07,7715.0,All-Purpose Cleaners
484,2020-07-08,6441.0,All-Purpose Cleaners
485,2020-07-09,6441.0,All-Purpose Cleaners
486,2020-07-10,8318.0,All-Purpose Cleaners
487,2020-07-11,8881.0,All-Purpose Cleaners
488,2020-07-12,10076.0,All-Purpose Cleaners
489,2020-07-13,10076.0,All-Purpose Cleaners
490,2020-07-14,7674.0,All-Purpose Cleaners
491,2020-07-15,7674.0,All-Purpose Cleaners
492,2020-07-16,7744.0,All-Purpose Cleaners
493,2020-07-17,8952.0,All-Purpose Cleaners
494,2020-07-18,8952.0,All-Purpose Cleaners
495,2020-07-19,8952.0,All-Purpose Cleaners
496,2020-07-20,5539.0,All-Purpose Cleaners
497,2020-07-21,5539.0,All-Purpose Cleaners
498,2020-07-22,5803.0,All-Purpose Cleaners
499,2020-07-23,5803.0,All-Purpose Cleaners
500,2020-07-24,7845.0,All-Purpose Cleaners
501,2020-07-25,7845.0,All-Purpose Cleaners
502,2020-07-26,7845.0,All-Purpose Cleaners
503,2020-07-27,8353.0,All-Purpose Cleaners
504,2020-07-28,8353.0,All-Purpose Cleaners
505,2020-07-29,8353.0,All-Purpose Cleaners
506,2020-07-30,9324.0,All-Purpose Cleaners
507,2020-07-31,9438.0,All-Purpose Cleaners
508,2020-08-01,9438.0,All-Purpose Cleaners
509,2020-08-02,6023.0,All-Purpose Cleaners
510,2020-08-03,6558.0,All-Purpose Cleaners
511,2020-08-04,6558.0,All-Purpose Cleaners
512,2020-08-05,6558.0,All-Purpose Cleaners
513,2020-08-06,7991.0,All-Purpose Cleaners
514,2020-08-07,7991.0,All-Purpose Cleaners
515,2020-08-08,7991.0,All-Purpose Cleaners
516,2020-08-09,15393.0,All-Purpose Cleaners
517,2020-08-10,15393.0,All-Purpose Cleaners
518,2020-08-11,15393.0,All-Purpose Cleaners
519,2020-08-12,11296.0,All-Purpose Cleaners
520,2020-08-13,11296.0,All-Purpose Cleaners
521,2020-08-14,11296.0,All-Purpose Cleaners
522,2020-08-15,10195.0,All-Purpose Cleaners
523,2020-08-16,7360.0,All-Purpose Cleaners
524,2020-08-17,8603.0,All-Purpose Cleaners
525,2020-08-18,8603.0,All-Purpose Cleaners
526,2020-08-19,7353.0,All-Purpose Cleaners
527,2020-08-20,7353.0,All-Purpose Cleaners
528,2020-08-21,6875.0,All-Purpose Cleaners
529,2020-08-22,7782.0,All-Purpose Cleaners
530,2020-08-23,7782.0,All-Purpose Cleaners
531,2020-08-24,9401.0,All-Purpose Cleaners
532,2020-08-25,9401.0,All-Purpose Cleaners
533,2020-08-26,9401.0,All-Purpose Cleaners
534,2020-08-27,14071.0,All-Purpose Cleaners
535,2020-08-28,14071.0,All-Purpose Cleaners
536,2020-08-29,14071.0,All-Purpose Cleaners
