,date,value,name_B08D6LSCQ7
54,2020-09-13,29875.0,Duvet Cover Sets
55,2020-09-14,29875.0,Duvet Cover Sets
56,2020-09-15,29875.0,Duvet Cover Sets
57,2020-09-16,39484.0,Duvet Cover Sets
58,2020-09-17,39484.0,Duvet Cover Sets
59,2020-09-18,39484.0,Duvet Cover Sets
60,2020-09-19,39484.0,Duvet Cover Sets
61,2020-09-20,34686.0,Duvet Cover Sets
62,2020-09-21,34686.0,Duvet Cover Sets
63,2020-09-22,34686.0,Duvet Cover Sets
64,2020-09-23,36839.0,Duvet Cover Sets
65,2020-09-24,39719.0,Duvet Cover Sets
66,2020-09-25,41487.0,Duvet Cover Sets
67,2020-09-26,41487.0,Duvet Cover Sets
68,2020-09-27,41487.0,Duvet Cover Sets
69,2020-09-28,37604.0,Duvet Cover Sets
70,2020-09-29,26856.0,Duvet Cover Sets
71,2020-09-30,26856.0,Duvet Cover Sets
72,2020-10-01,31139.0,Duvet Cover Sets
73,2020-10-02,31139.0,Duvet Cover Sets
74,2020-10-03,30037.0,Duvet Cover Sets
75,2020-10-04,30037.0,Duvet Cover Sets
76,2020-10-05,30037.0,Duvet Cover Sets
77,2020-10-06,30037.0,Duvet Cover Sets
78,2020-10-07,30037.0,Duvet Cover Sets
79,2020-10-08,26601.0,Duvet Cover Sets
80,2020-10-09,26601.0,Duvet Cover Sets
81,2020-10-10,26601.0,Duvet Cover Sets
82,2020-10-11,26601.0,Duvet Cover Sets
83,2020-10-12,24631.0,Duvet Cover Sets
84,2020-10-13,24631.0,Duvet Cover Sets
85,2020-10-14,8155.0,Duvet Cover Sets
86,2020-10-15,7456.0,Duvet Cover Sets
87,2020-10-16,7456.0,Duvet Cover Sets
88,2020-10-17,13300.0,Duvet Cover Sets
89,2020-10-18,13300.0,Duvet Cover Sets
90,2020-10-19,13300.0,Duvet Cover Sets
91,2020-10-20,16874.0,Duvet Cover Sets
92,2020-10-21,16874.0,Duvet Cover Sets
93,2020-10-22,20441.0,Duvet Cover Sets
94,2020-10-23,21121.0,Duvet Cover Sets
95,2020-10-24,21121.0,Duvet Cover Sets
96,2020-10-25,21121.0,Duvet Cover Sets
97,2020-10-26,21389.0,Duvet Cover Sets
98,2020-10-27,21389.0,Duvet Cover Sets
99,2020-10-28,21389.0,Duvet Cover Sets
100,2020-10-29,23192.0,Duvet Cover Sets
101,2020-10-30,25815.0,Duvet Cover Sets
102,2020-10-31,25815.0,Duvet Cover Sets
103,2020-11-01,25815.0,Duvet Cover Sets
104,2020-11-02,21112.0,Duvet Cover Sets
105,2020-11-03,21112.0,Duvet Cover Sets
106,2020-11-04,21112.0,Duvet Cover Sets
107,2020-11-05,21112.0,Duvet Cover Sets
108,2020-11-06,21112.0,Duvet Cover Sets
109,2020-11-07,21988.0,Duvet Cover Sets
110,2020-11-08,21988.0,Duvet Cover Sets
111,2020-11-09,21988.0,Duvet Cover Sets
112,2020-11-10,21988.0,Duvet Cover Sets
113,2020-11-11,32228.0,Duvet Cover Sets
114,2020-11-12,32228.0,Duvet Cover Sets
115,2020-11-13,32228.0,Duvet Cover Sets
116,2020-11-14,32228.0,Duvet Cover Sets
117,2020-11-15,32228.0,Duvet Cover Sets
118,2020-11-16,46629.0,Duvet Cover Sets
119,2020-11-17,46629.0,Duvet Cover Sets
120,2020-11-18,46629.0,Duvet Cover Sets
121,2020-11-19,46629.0,Duvet Cover Sets
122,2020-11-20,46612.0,Duvet Cover Sets
123,2020-11-21,46612.0,Duvet Cover Sets
124,2020-11-22,46612.0,Duvet Cover Sets
125,2020-11-23,46612.0,Duvet Cover Sets
126,2020-11-24,46612.0,Duvet Cover Sets
127,2020-11-25,55395.0,Duvet Cover Sets
128,2020-11-26,36914.0,Duvet Cover Sets
129,2020-11-27,22512.0,Duvet Cover Sets
130,2020-11-28,22512.0,Duvet Cover Sets
131,2020-11-29,22512.0,Duvet Cover Sets
132,2020-11-30,22512.0,Duvet Cover Sets
133,2020-12-01,20745.0,Duvet Cover Sets
134,2020-12-02,20745.0,Duvet Cover Sets
135,2020-12-03,20745.0,Duvet Cover Sets
136,2020-12-04,23315.0,Duvet Cover Sets
137,2020-12-05,23315.0,Duvet Cover Sets
138,2020-12-06,23315.0,Duvet Cover Sets
139,2020-12-07,21121.0,Duvet Cover Sets
140,2020-12-08,21121.0,Duvet Cover Sets
141,2020-12-09,26603.0,Duvet Cover Sets
142,2020-12-10,28148.0,Duvet Cover Sets
143,2020-12-11,29530.0,Duvet Cover Sets
144,2020-12-12,28202.0,Duvet Cover Sets
145,2020-12-13,33649.0,Duvet Cover Sets
146,2020-12-14,37923.0,Duvet Cover Sets
147,2020-12-15,31315.0,Duvet Cover Sets
148,2020-12-16,36656.0,Duvet Cover Sets
149,2020-12-17,33893.0,Duvet Cover Sets
150,2020-12-18,37073.0,Duvet Cover Sets
151,2020-12-19,30608.0,Duvet Cover Sets
152,2020-12-20,37683.0,Duvet Cover Sets
153,2020-12-21,25060.0,Duvet Cover Sets
154,2020-12-22,28968.0,Duvet Cover Sets
155,2020-12-23,28968.0,Duvet Cover Sets
156,2020-12-24,32760.0,Duvet Cover Sets
157,2020-12-25,32727.0,Duvet Cover Sets
158,2020-12-26,27853.0,Duvet Cover Sets
159,2020-12-27,26800.0,Duvet Cover Sets
160,2020-12-28,29947.0,Duvet Cover Sets
161,2020-12-29,33909.0,Duvet Cover Sets
162,2020-12-30,24108.0,Duvet Cover Sets
163,2020-12-31,21167.0,Duvet Cover Sets
164,2021-01-01,31043.0,Duvet Cover Sets
165,2021-01-02,24815.0,Duvet Cover Sets
166,2021-01-03,26655.0,Duvet Cover Sets
167,2021-01-04,27933.0,Duvet Cover Sets
168,2021-01-05,33037.0,Duvet Cover Sets
169,2021-01-06,34356.0,Duvet Cover Sets
170,2021-01-07,44366.0,Duvet Cover Sets
171,2021-01-08,39795.0,Duvet Cover Sets
172,2021-01-09,51368.0,Duvet Cover Sets
173,2021-01-10,61771.0,Duvet Cover Sets
174,2021-01-11,56731.0,Duvet Cover Sets
175,2021-01-12,51939.0,Duvet Cover Sets
176,2021-01-13,56833.0,Duvet Cover Sets
177,2021-01-14,42265.0,Duvet Cover Sets
178,2021-01-15,42265.0,Duvet Cover Sets
179,2021-01-16,42265.0,Duvet Cover Sets
180,2021-01-17,44269.0,Duvet Cover Sets
181,2021-01-18,44269.0,Duvet Cover Sets
182,2021-01-19,44269.0,Duvet Cover Sets
183,2021-01-20,44269.0,Duvet Cover Sets
184,2021-01-21,44269.0,Duvet Cover Sets
185,2021-01-22,40733.0,Duvet Cover Sets
186,2021-01-23,38017.0,Duvet Cover Sets
187,2021-01-24,38017.0,Duvet Cover Sets
188,2021-01-25,38017.0,Duvet Cover Sets
189,2021-01-26,40871.0,Duvet Cover Sets
190,2021-01-27,40871.0,Duvet Cover Sets
191,2021-01-28,40551.0,Duvet Cover Sets
192,2021-01-29,33319.0,Duvet Cover Sets
193,2021-01-30,33319.0,Duvet Cover Sets
194,2021-01-31,30923.0,Duvet Cover Sets
195,2021-02-01,30923.0,Duvet Cover Sets
196,2021-02-02,30923.0,Duvet Cover Sets
197,2021-02-03,28203.0,Duvet Cover Sets
198,2021-02-04,28203.0,Duvet Cover Sets
199,2021-02-05,28203.0,Duvet Cover Sets
200,2021-02-06,28203.0,Duvet Cover Sets
201,2021-02-07,28203.0,Duvet Cover Sets
202,2021-02-08,19809.0,Duvet Cover Sets
203,2021-02-09,19809.0,Duvet Cover Sets
204,2021-02-10,19809.0,Duvet Cover Sets
205,2021-02-11,19809.0,Duvet Cover Sets
206,2021-02-12,19809.0,Duvet Cover Sets
207,2021-02-13,19809.0,Duvet Cover Sets
208,2021-02-14,22078.0,Duvet Cover Sets
209,2021-02-15,22078.0,Duvet Cover Sets
210,2021-02-16,21308.0,Duvet Cover Sets
211,2021-02-17,21308.0,Duvet Cover Sets
212,2021-02-18,18058.0,Duvet Cover Sets
213,2021-02-19,18058.0,Duvet Cover Sets
214,2021-02-20,21656.0,Duvet Cover Sets
215,2021-02-21,21656.0,Duvet Cover Sets
216,2021-02-22,29612.0,Duvet Cover Sets
217,2021-02-23,17595.0,Duvet Cover Sets
218,2021-02-24,15491.0,Duvet Cover Sets
219,2021-02-25,15491.0,Duvet Cover Sets
220,2021-02-26,15832.0,Duvet Cover Sets
221,2021-02-27,15832.0,Duvet Cover Sets
222,2021-02-28,15832.0,Duvet Cover Sets
223,2021-03-01,23272.0,Duvet Cover Sets
224,2021-03-02,19977.0,Duvet Cover Sets
225,2021-03-03,19977.0,Duvet Cover Sets
226,2021-03-04,19977.0,Duvet Cover Sets
227,2021-03-05,19977.0,Duvet Cover Sets
228,2021-03-06,19977.0,Duvet Cover Sets
229,2021-03-07,19977.0,Duvet Cover Sets
230,2021-03-08,20769.0,Duvet Cover Sets
231,2021-03-09,19194.0,Duvet Cover Sets
232,2021-03-10,17049.0,Duvet Cover Sets
233,2021-03-11,14473.0,Duvet Cover Sets
234,2021-03-12,14473.0,Duvet Cover Sets
235,2021-03-13,14473.0,Duvet Cover Sets
236,2021-03-14,14473.0,Duvet Cover Sets
237,2021-03-15,14473.0,Duvet Cover Sets
238,2021-03-16,13180.0,Duvet Cover Sets
239,2021-03-17,13180.0,Duvet Cover Sets
240,2021-03-18,13180.0,Duvet Cover Sets
241,2021-03-19,12092.0,Duvet Cover Sets
242,2021-03-20,12092.0,Duvet Cover Sets
243,2021-03-21,12092.0,Duvet Cover Sets
244,2021-03-22,13208.0,Duvet Cover Sets
245,2021-03-23,11265.0,Duvet Cover Sets
246,2021-03-24,9889.0,Duvet Cover Sets
247,2021-03-25,9889.0,Duvet Cover Sets
248,2021-03-26,9889.0,Duvet Cover Sets
249,2021-03-27,9889.0,Duvet Cover Sets
250,2021-03-28,9889.0,Duvet Cover Sets
251,2021-03-29,14896.0,Duvet Cover Sets
252,2021-03-30,14896.0,Duvet Cover Sets
253,2021-03-31,15381.0,Duvet Cover Sets
254,2021-04-01,19310.0,Duvet Cover Sets
255,2021-04-02,19310.0,Duvet Cover Sets
256,2021-04-03,19310.0,Duvet Cover Sets
257,2021-04-04,19310.0,Duvet Cover Sets
258,2021-04-05,12921.0,Duvet Cover Sets
259,2021-04-06,14192.0,Duvet Cover Sets
260,2021-04-07,19179.0,Duvet Cover Sets
261,2021-04-08,19179.0,Duvet Cover Sets
262,2021-04-09,18680.0,Duvet Cover Sets
263,2021-04-10,18680.0,Duvet Cover Sets
264,2021-04-11,18680.0,Duvet Cover Sets
265,2021-04-12,16163.0,Duvet Cover Sets
266,2021-04-13,12034.0,Duvet Cover Sets
267,2021-04-14,12034.0,Duvet Cover Sets
268,2021-04-15,12034.0,Duvet Cover Sets
269,2021-04-16,9931.0,Duvet Cover Sets
270,2021-04-17,9931.0,Duvet Cover Sets
271,2021-04-18,9931.0,Duvet Cover Sets
272,2021-04-19,14052.0,Duvet Cover Sets
273,2021-04-20,14052.0,Duvet Cover Sets
274,2021-04-21,14052.0,Duvet Cover Sets
275,2021-04-22,14052.0,Duvet Cover Sets
276,2021-04-23,14052.0,Duvet Cover Sets
277,2021-04-24,16504.0,Duvet Cover Sets
278,2021-04-25,17489.0,Duvet Cover Sets
279,2021-04-26,17489.0,Duvet Cover Sets
280,2021-04-27,23738.0,Duvet Cover Sets
281,2021-04-28,23738.0,Duvet Cover Sets
282,2021-04-29,23348.0,Duvet Cover Sets
283,2021-04-30,23348.0,Duvet Cover Sets
284,2021-05-01,18814.0,Duvet Cover Sets
285,2021-05-02,18814.0,Duvet Cover Sets
286,2021-05-03,22251.0,Duvet Cover Sets
287,2021-05-04,22251.0,Duvet Cover Sets
288,2021-05-05,22837.0,Duvet Cover Sets
289,2021-05-06,22837.0,Duvet Cover Sets
290,2021-05-07,20515.0,Duvet Cover Sets
291,2021-05-08,23428.0,Duvet Cover Sets
292,2021-05-09,23428.0,Duvet Cover Sets
293,2021-05-10,23428.0,Duvet Cover Sets
294,2021-05-11,18369.0,Duvet Cover Sets
295,2021-05-12,23065.0,Duvet Cover Sets
296,2021-05-13,19501.0,Duvet Cover Sets
297,2021-05-14,19501.0,Duvet Cover Sets
298,2021-05-15,25627.0,Duvet Cover Sets
299,2021-05-16,25627.0,Duvet Cover Sets
300,2021-05-17,25627.0,Duvet Cover Sets
301,2021-05-18,25627.0,Duvet Cover Sets
302,2021-05-19,24502.0,Duvet Cover Sets
303,2021-05-20,29772.0,Duvet Cover Sets
304,2021-05-21,29772.0,Duvet Cover Sets
305,2021-05-22,29772.0,Duvet Cover Sets
306,2021-05-23,31265.0,Duvet Cover Sets
307,2021-05-24,31265.0,Duvet Cover Sets
308,2021-05-25,31265.0,Duvet Cover Sets
309,2021-05-26,31265.0,Duvet Cover Sets
310,2021-05-27,29336.0,Duvet Cover Sets
311,2021-05-28,29336.0,Duvet Cover Sets
312,2021-05-29,24669.0,Duvet Cover Sets
313,2021-05-30,24669.0,Duvet Cover Sets
314,2021-05-31,24669.0,Duvet Cover Sets
315,2021-06-01,24669.0,Duvet Cover Sets
316,2021-06-02,24669.0,Duvet Cover Sets
317,2021-06-03,24669.0,Duvet Cover Sets
318,2021-06-04,24669.0,Duvet Cover Sets
319,2021-06-05,35520.0,Duvet Cover Sets
320,2021-06-06,35520.0,Duvet Cover Sets
321,2021-06-07,35520.0,Duvet Cover Sets
322,2021-06-08,36981.0,Duvet Cover Sets
323,2021-06-09,36981.0,Duvet Cover Sets
324,2021-06-10,36981.0,Duvet Cover Sets
325,2021-06-11,36981.0,Duvet Cover Sets
326,2021-06-12,36981.0,Duvet Cover Sets
327,2021-06-13,36981.0,Duvet Cover Sets
328,2021-06-14,51597.0,Duvet Cover Sets
329,2021-06-15,51597.0,Duvet Cover Sets
330,2021-06-16,51597.0,Duvet Cover Sets
331,2021-06-17,29569.0,Duvet Cover Sets
332,2021-06-18,29569.0,Duvet Cover Sets
333,2021-06-19,29569.0,Duvet Cover Sets
334,2021-06-20,29569.0,Duvet Cover Sets
335,2021-06-21,49604.0,Duvet Cover Sets
336,2021-06-22,21812.0,Duvet Cover Sets
337,2021-06-23,21812.0,Duvet Cover Sets
338,2021-06-24,21812.0,Duvet Cover Sets
339,2021-06-25,21812.0,Duvet Cover Sets
340,2021-06-26,21812.0,Duvet Cover Sets
341,2021-06-27,27363.0,Duvet Cover Sets
