,date,value,name_B07FX4GG6S
264,2019-05-07,-1.0,Laminators
265,2019-05-08,-1.0,Laminators
266,2019-05-09,-1.0,Laminators
267,2019-05-10,-1.0,Laminators
268,2019-05-11,-1.0,Laminators
269,2019-05-12,-1.0,Laminators
270,2019-05-13,-1.0,Laminators
271,2019-05-14,-1.0,Laminators
272,2019-05-15,-1.0,Laminators
273,2019-05-16,-1.0,Laminators
274,2019-05-17,-1.0,Laminators
275,2019-05-18,-1.0,Laminators
276,2019-05-19,-1.0,Laminators
277,2019-05-20,-1.0,Laminators
278,2019-05-21,-1.0,Laminators
279,2019-05-22,-1.0,Laminators
280,2019-05-23,-1.0,Laminators
281,2019-05-24,-1.0,Laminators
282,2019-05-25,-1.0,Laminators
283,2019-05-26,-1.0,Laminators
284,2019-05-27,-1.0,Laminators
285,2019-05-28,-1.0,Laminators
286,2019-05-29,-1.0,Laminators
287,2019-05-30,-1.0,Laminators
288,2019-05-31,-1.0,Laminators
289,2019-06-01,-1.0,Laminators
290,2019-06-02,-1.0,Laminators
291,2019-06-03,-1.0,Laminators
292,2019-06-04,-1.0,Laminators
293,2019-06-05,-1.0,Laminators
294,2019-06-06,-1.0,Laminators
295,2019-06-07,-1.0,Laminators
296,2019-06-08,-1.0,Laminators
297,2019-06-09,-1.0,Laminators
298,2019-06-10,-1.0,Laminators
299,2019-06-11,-1.0,Laminators
300,2019-06-12,-1.0,Laminators
301,2019-06-13,-1.0,Laminators
302,2019-06-14,-1.0,Laminators
303,2019-06-15,-1.0,Laminators
304,2019-06-16,-1.0,Laminators
305,2019-06-17,-1.0,Laminators
306,2019-06-18,-1.0,Laminators
307,2019-06-19,-1.0,Laminators
308,2019-06-20,-1.0,Laminators
309,2019-06-21,-1.0,Laminators
310,2019-06-22,-1.0,Laminators
311,2019-06-23,-1.0,Laminators
312,2019-06-24,-1.0,Laminators
313,2019-06-25,-1.0,Laminators
314,2019-06-26,-1.0,Laminators
315,2019-06-27,-1.0,Laminators
316,2019-06-28,-1.0,Laminators
317,2019-06-29,-1.0,Laminators
318,2019-06-30,-1.0,Laminators
319,2019-07-01,-1.0,Laminators
320,2019-07-02,-1.0,Laminators
321,2019-07-03,-1.0,Laminators
322,2019-07-04,-1.0,Laminators
323,2019-07-05,-1.0,Laminators
324,2019-07-06,-1.0,Laminators
325,2019-07-07,-1.0,Laminators
326,2019-07-08,-1.0,Laminators
327,2019-07-09,-1.0,Laminators
328,2019-07-10,-1.0,Laminators
329,2019-07-11,-1.0,Laminators
330,2019-07-12,-1.0,Laminators
331,2019-07-13,-1.0,Laminators
332,2019-07-14,-1.0,Laminators
333,2019-07-15,-1.0,Laminators
334,2019-07-16,-1.0,Laminators
335,2019-07-17,-1.0,Laminators
336,2019-07-18,-1.0,Laminators
337,2019-07-19,-1.0,Laminators
338,2019-07-20,-1.0,Laminators
339,2019-07-21,-1.0,Laminators
340,2019-07-22,-1.0,Laminators
341,2019-07-23,-1.0,Laminators
342,2019-07-24,-1.0,Laminators
343,2019-07-25,-1.0,Laminators
344,2019-07-26,-1.0,Laminators
345,2019-07-27,-1.0,Laminators
346,2019-07-28,-1.0,Laminators
347,2019-07-29,-1.0,Laminators
348,2019-07-30,-1.0,Laminators
349,2019-07-31,-1.0,Laminators
350,2019-08-01,-1.0,Laminators
351,2019-08-02,-1.0,Laminators
352,2019-08-03,-1.0,Laminators
353,2019-08-04,-1.0,Laminators
354,2019-08-05,-1.0,Laminators
355,2019-08-06,-1.0,Laminators
356,2019-08-07,-1.0,Laminators
357,2019-08-08,-1.0,Laminators
358,2019-08-09,-1.0,Laminators
359,2019-08-10,-1.0,Laminators
360,2019-08-11,-1.0,Laminators
361,2019-08-12,-1.0,Laminators
362,2019-08-13,-1.0,Laminators
363,2019-08-14,-1.0,Laminators
364,2019-08-15,-1.0,Laminators
365,2019-08-16,-1.0,Laminators
366,2019-08-17,-1.0,Laminators
367,2019-08-18,-1.0,Laminators
368,2019-08-19,-1.0,Laminators
369,2019-08-20,-1.0,Laminators
370,2019-08-21,-1.0,Laminators
371,2019-08-22,-1.0,Laminators
372,2019-08-23,-1.0,Laminators
373,2019-08-24,-1.0,Laminators
374,2019-08-25,-1.0,Laminators
375,2019-08-26,-1.0,Laminators
376,2019-08-27,-1.0,Laminators
377,2019-08-28,-1.0,Laminators
378,2019-08-29,-1.0,Laminators
379,2019-08-30,-1.0,Laminators
380,2019-08-31,-1.0,Laminators
381,2019-09-01,-1.0,Laminators
382,2019-09-02,-1.0,Laminators
383,2019-09-03,-1.0,Laminators
384,2019-09-04,-1.0,Laminators
385,2019-09-05,-1.0,Laminators
386,2019-09-06,-1.0,Laminators
387,2019-09-07,-1.0,Laminators
388,2019-09-08,-1.0,Laminators
389,2019-09-09,-1.0,Laminators
390,2019-09-10,-1.0,Laminators
391,2019-09-11,-1.0,Laminators
392,2019-09-12,-1.0,Laminators
393,2019-09-13,-1.0,Laminators
394,2019-09-14,-1.0,Laminators
395,2019-09-15,-1.0,Laminators
396,2019-09-16,-1.0,Laminators
397,2019-09-17,-1.0,Laminators
398,2019-09-18,-1.0,Laminators
399,2019-09-19,-1.0,Laminators
400,2019-09-20,-1.0,Laminators
401,2019-09-21,-1.0,Laminators
402,2019-09-22,-1.0,Laminators
403,2019-09-23,-1.0,Laminators
404,2019-09-24,-1.0,Laminators
405,2019-09-25,-1.0,Laminators
406,2019-09-26,-1.0,Laminators
407,2019-09-27,-1.0,Laminators
408,2019-09-28,-1.0,Laminators
409,2019-09-29,-1.0,Laminators
410,2019-09-30,-1.0,Laminators
411,2019-10-01,-1.0,Laminators
412,2019-10-02,-1.0,Laminators
413,2019-10-03,-1.0,Laminators
414,2019-10-04,-1.0,Laminators
415,2019-10-05,-1.0,Laminators
416,2019-10-06,-1.0,Laminators
417,2019-10-07,-1.0,Laminators
418,2019-10-08,-1.0,Laminators
419,2019-10-09,-1.0,Laminators
420,2019-10-10,-1.0,Laminators
421,2019-10-11,-1.0,Laminators
422,2019-10-12,-1.0,Laminators
423,2019-10-13,-1.0,Laminators
424,2019-10-14,-1.0,Laminators
425,2019-10-15,-1.0,Laminators
426,2019-10-16,-1.0,Laminators
427,2019-10-17,-1.0,Laminators
428,2019-10-18,-1.0,Laminators
429,2019-10-19,-1.0,Laminators
430,2019-10-20,-1.0,Laminators
431,2019-10-21,-1.0,Laminators
432,2019-10-22,-1.0,Laminators
433,2019-10-23,-1.0,Laminators
434,2019-10-24,-1.0,Laminators
435,2019-10-25,-1.0,Laminators
436,2019-10-26,-1.0,Laminators
437,2019-10-27,-1.0,Laminators
438,2019-10-28,-1.0,Laminators
439,2019-10-29,-1.0,Laminators
440,2019-10-30,-1.0,Laminators
441,2019-10-31,-1.0,Laminators
442,2019-11-01,-1.0,Laminators
443,2019-11-02,-1.0,Laminators
444,2019-11-03,-1.0,Laminators
445,2019-11-04,-1.0,Laminators
446,2019-11-05,-1.0,Laminators
447,2019-11-06,-1.0,Laminators
448,2019-11-07,-1.0,Laminators
449,2019-11-08,-1.0,Laminators
450,2019-11-09,-1.0,Laminators
451,2019-11-10,-1.0,Laminators
452,2019-11-11,-1.0,Laminators
453,2019-11-12,-1.0,Laminators
454,2019-11-13,-1.0,Laminators
455,2019-11-14,-1.0,Laminators
456,2019-11-15,-1.0,Laminators
457,2019-11-16,-1.0,Laminators
458,2019-11-17,-1.0,Laminators
459,2019-11-18,-1.0,Laminators
460,2019-11-19,-1.0,Laminators
461,2019-11-20,-1.0,Laminators
462,2019-11-21,-1.0,Laminators
463,2019-11-22,-1.0,Laminators
464,2019-11-23,-1.0,Laminators
465,2019-11-24,-1.0,Laminators
466,2019-11-25,-1.0,Laminators
467,2019-11-26,-1.0,Laminators
468,2019-11-27,-1.0,Laminators
469,2019-11-28,-1.0,Laminators
470,2019-11-29,-1.0,Laminators
471,2019-11-30,-1.0,Laminators
472,2019-12-01,-1.0,Laminators
473,2019-12-02,-1.0,Laminators
474,2019-12-03,-1.0,Laminators
475,2019-12-04,-1.0,Laminators
476,2019-12-05,-1.0,Laminators
477,2019-12-06,-1.0,Laminators
478,2019-12-07,-1.0,Laminators
479,2019-12-08,-1.0,Laminators
480,2019-12-09,-1.0,Laminators
481,2019-12-10,-1.0,Laminators
482,2019-12-11,-1.0,Laminators
483,2019-12-12,-1.0,Laminators
484,2019-12-13,-1.0,Laminators
485,2019-12-14,-1.0,Laminators
486,2019-12-15,-1.0,Laminators
487,2019-12-16,-1.0,Laminators
488,2019-12-17,-1.0,Laminators
489,2019-12-18,-1.0,Laminators
490,2019-12-19,-1.0,Laminators
491,2019-12-20,-1.0,Laminators
492,2019-12-21,-1.0,Laminators
493,2019-12-22,-1.0,Laminators
494,2019-12-23,-1.0,Laminators
495,2019-12-24,-1.0,Laminators
496,2019-12-25,-1.0,Laminators
497,2019-12-26,-1.0,Laminators
498,2019-12-27,-1.0,Laminators
499,2019-12-28,-1.0,Laminators
500,2019-12-29,-1.0,Laminators
501,2019-12-30,-1.0,Laminators
502,2019-12-31,-1.0,Laminators
503,2020-01-01,-1.0,Laminators
504,2020-01-02,-1.0,Laminators
505,2020-01-03,-1.0,Laminators
506,2020-01-04,-1.0,Laminators
507,2020-01-05,-1.0,Laminators
508,2020-01-06,-1.0,Laminators
509,2020-01-07,-1.0,Laminators
510,2020-01-08,-1.0,Laminators
511,2020-01-09,-1.0,Laminators
512,2020-01-10,-1.0,Laminators
513,2020-01-11,-1.0,Laminators
514,2020-01-12,-1.0,Laminators
515,2020-01-13,-1.0,Laminators
516,2020-01-14,-1.0,Laminators
517,2020-01-15,-1.0,Laminators
518,2020-01-16,-1.0,Laminators
519,2020-01-17,-1.0,Laminators
520,2020-01-18,-1.0,Laminators
521,2020-01-19,-1.0,Laminators
522,2020-01-20,-1.0,Laminators
523,2020-01-21,-1.0,Laminators
524,2020-01-22,-1.0,Laminators
525,2020-01-23,-1.0,Laminators
526,2020-01-24,-1.0,Laminators
527,2020-01-25,-1.0,Laminators
528,2020-01-26,-1.0,Laminators
529,2020-01-27,-1.0,Laminators
530,2020-01-28,-1.0,Laminators
531,2020-01-29,-1.0,Laminators
532,2020-01-30,-1.0,Laminators
533,2020-01-31,-1.0,Laminators
534,2020-02-01,-1.0,Laminators
535,2020-02-02,-1.0,Laminators
536,2020-02-03,-1.0,Laminators
537,2020-02-04,-1.0,Laminators
538,2020-02-05,-1.0,Laminators
539,2020-02-06,-1.0,Laminators
540,2020-02-07,-1.0,Laminators
541,2020-02-08,-1.0,Laminators
542,2020-02-09,-1.0,Laminators
543,2020-02-10,-1.0,Laminators
544,2020-02-11,-1.0,Laminators
545,2020-02-12,-1.0,Laminators
546,2020-02-13,-1.0,Laminators
547,2020-02-14,-1.0,Laminators
548,2020-02-15,-1.0,Laminators
549,2020-02-16,-1.0,Laminators
550,2020-02-17,-1.0,Laminators
551,2020-02-18,-1.0,Laminators
552,2020-02-19,-1.0,Laminators
553,2020-02-20,-1.0,Laminators
554,2020-02-21,-1.0,Laminators
555,2020-02-22,-1.0,Laminators
556,2020-02-23,-1.0,Laminators
557,2020-02-24,-1.0,Laminators
558,2020-02-25,-1.0,Laminators
559,2020-02-26,-1.0,Laminators
560,2020-02-27,-1.0,Laminators
561,2020-02-28,-1.0,Laminators
562,2020-02-29,-1.0,Laminators
563,2020-03-01,-1.0,Laminators
564,2020-03-02,-1.0,Laminators
565,2020-03-03,-1.0,Laminators
566,2020-03-04,-1.0,Laminators
567,2020-03-05,-1.0,Laminators
568,2020-03-06,-1.0,Laminators
569,2020-03-07,-1.0,Laminators
570,2020-03-08,-1.0,Laminators
571,2020-03-09,-1.0,Laminators
572,2020-03-10,-1.0,Laminators
573,2020-03-11,-1.0,Laminators
574,2020-03-12,-1.0,Laminators
575,2020-03-13,-1.0,Laminators
576,2020-03-14,-1.0,Laminators
577,2020-03-15,-1.0,Laminators
578,2020-03-16,-1.0,Laminators
579,2020-03-17,-1.0,Laminators
580,2020-03-18,-1.0,Laminators
581,2020-03-19,-1.0,Laminators
582,2020-03-20,-1.0,Laminators
583,2020-03-21,-1.0,Laminators
584,2020-03-22,-1.0,Laminators
585,2020-03-23,-1.0,Laminators
586,2020-03-24,-1.0,Laminators
587,2020-03-25,-1.0,Laminators
588,2020-03-26,-1.0,Laminators
589,2020-03-27,-1.0,Laminators
590,2020-03-28,-1.0,Laminators
591,2020-03-29,-1.0,Laminators
592,2020-03-30,-1.0,Laminators
593,2020-03-31,-1.0,Laminators
594,2020-04-01,-1.0,Laminators
595,2020-04-02,-1.0,Laminators
596,2020-04-03,-1.0,Laminators
597,2020-04-04,-1.0,Laminators
598,2020-04-05,-1.0,Laminators
599,2020-04-06,-1.0,Laminators
600,2020-04-07,-1.0,Laminators
601,2020-04-08,-1.0,Laminators
602,2020-04-09,-1.0,Laminators
603,2020-04-10,-1.0,Laminators
604,2020-04-11,-1.0,Laminators
605,2020-04-12,-1.0,Laminators
606,2020-04-13,-1.0,Laminators
607,2020-04-14,-1.0,Laminators
608,2020-04-15,-1.0,Laminators
609,2020-04-16,-1.0,Laminators
610,2020-04-17,-1.0,Laminators
611,2020-04-18,-1.0,Laminators
612,2020-04-19,-1.0,Laminators
613,2020-04-20,-1.0,Laminators
614,2020-04-21,-1.0,Laminators
615,2020-04-22,-1.0,Laminators
616,2020-04-23,-1.0,Laminators
617,2020-04-24,-1.0,Laminators
618,2020-04-25,-1.0,Laminators
619,2020-04-26,-1.0,Laminators
620,2020-04-27,-1.0,Laminators
621,2020-04-28,-1.0,Laminators
622,2020-04-29,-1.0,Laminators
623,2020-04-30,-1.0,Laminators
624,2020-05-01,-1.0,Laminators
625,2020-05-02,-1.0,Laminators
626,2020-05-03,-1.0,Laminators
627,2020-05-04,-1.0,Laminators
628,2020-05-05,-1.0,Laminators
629,2020-05-06,-1.0,Laminators
630,2020-05-07,-1.0,Laminators
631,2020-05-08,-1.0,Laminators
632,2020-05-09,-1.0,Laminators
633,2020-05-10,-1.0,Laminators
634,2020-05-11,-1.0,Laminators
635,2020-05-12,-1.0,Laminators
636,2020-05-13,-1.0,Laminators
637,2020-05-14,-1.0,Laminators
638,2020-05-15,-1.0,Laminators
639,2020-05-16,-1.0,Laminators
640,2020-05-17,-1.0,Laminators
641,2020-05-18,-1.0,Laminators
642,2020-05-19,-1.0,Laminators
643,2020-05-20,-1.0,Laminators
644,2020-05-21,-1.0,Laminators
645,2020-05-22,850.0,Laminators
646,2020-05-23,1038.0,Laminators
647,2020-05-24,902.0,Laminators
648,2020-05-25,902.0,Laminators
649,2020-05-26,900.0,Laminators
650,2020-05-27,959.0,Laminators
651,2020-05-28,773.0,Laminators
652,2020-05-29,608.0,Laminators
653,2020-05-30,608.0,Laminators
654,2020-05-31,608.0,Laminators
655,2020-06-01,673.0,Laminators
656,2020-06-02,653.0,Laminators
657,2020-06-03,653.0,Laminators
658,2020-06-04,653.0,Laminators
659,2020-06-05,669.0,Laminators
660,2020-06-06,647.0,Laminators
661,2020-06-07,836.0,Laminators
662,2020-06-08,979.0,Laminators
663,2020-06-09,979.0,Laminators
664,2020-06-10,979.0,Laminators
665,2020-06-11,508.0,Laminators
666,2020-06-12,357.0,Laminators
667,2020-06-13,357.0,Laminators
668,2020-06-14,357.0,Laminators
669,2020-06-15,1117.0,Laminators
670,2020-06-16,991.0,Laminators
671,2020-06-17,1140.0,Laminators
672,2020-06-18,1212.0,Laminators
673,2020-06-19,1155.0,Laminators
674,2020-06-20,1155.0,Laminators
675,2020-06-21,1102.0,Laminators
676,2020-06-22,725.0,Laminators
677,2020-06-23,725.0,Laminators
678,2020-06-24,652.0,Laminators
679,2020-06-25,652.0,Laminators
680,2020-06-26,613.0,Laminators
681,2020-06-27,613.0,Laminators
682,2020-06-28,613.0,Laminators
683,2020-06-29,456.0,Laminators
684,2020-06-30,793.0,Laminators
685,2020-07-01,847.0,Laminators
686,2020-07-02,903.0,Laminators
687,2020-07-03,1033.0,Laminators
688,2020-07-04,1020.0,Laminators
689,2020-07-05,1020.0,Laminators
690,2020-07-06,938.0,Laminators
691,2020-07-07,1152.0,Laminators
692,2020-07-08,1246.0,Laminators
693,2020-07-09,1364.0,Laminators
694,2020-07-10,1364.0,Laminators
695,2020-07-11,1220.0,Laminators
696,2020-07-12,1220.0,Laminators
697,2020-07-13,1537.0,Laminators
698,2020-07-14,1477.0,Laminators
699,2020-07-15,1477.0,Laminators
700,2020-07-16,816.0,Laminators
701,2020-07-17,816.0,Laminators
702,2020-07-18,1242.0,Laminators
703,2020-07-19,1345.0,Laminators
704,2020-07-20,1345.0,Laminators
705,2020-07-21,1679.0,Laminators
706,2020-07-22,1608.0,Laminators
707,2020-07-23,1608.0,Laminators
708,2020-07-24,1637.0,Laminators
709,2020-07-25,1637.0,Laminators
710,2020-07-26,1070.0,Laminators
711,2020-07-27,1455.0,Laminators
712,2020-07-28,1411.0,Laminators
713,2020-07-29,1644.0,Laminators
714,2020-07-30,1644.0,Laminators
715,2020-07-31,1566.0,Laminators
716,2020-08-01,1566.0,Laminators
717,2020-08-02,1566.0,Laminators
718,2020-08-03,1559.0,Laminators
719,2020-08-04,1807.0,Laminators
720,2020-08-05,1582.0,Laminators
721,2020-08-06,1582.0,Laminators
722,2020-08-07,1582.0,Laminators
723,2020-08-08,1582.0,Laminators
724,2020-08-09,1582.0,Laminators
725,2020-08-10,1790.0,Laminators
726,2020-08-11,1790.0,Laminators
727,2020-08-12,2005.0,Laminators
728,2020-08-13,2005.0,Laminators
729,2020-08-14,2005.0,Laminators
730,2020-08-15,1922.0,Laminators
731,2020-08-16,1922.0,Laminators
732,2020-08-17,1922.0,Laminators
733,2020-08-18,2170.0,Laminators
734,2020-08-19,1915.0,Laminators
735,2020-08-20,1915.0,Laminators
736,2020-08-21,1898.0,Laminators
