,date,value,name_B01HMW9UT0
197,2020-09-15,13737.0,Tights
198,2020-09-16,13737.0,Tights
199,2020-09-17,13737.0,Tights
200,2020-09-18,13737.0,Tights
201,2020-09-19,13737.0,Tights
202,2020-09-20,10828.0,Tights
203,2020-09-21,10828.0,Tights
204,2020-09-22,15437.0,Tights
205,2020-09-23,15437.0,Tights
206,2020-09-24,13635.0,Tights
207,2020-09-25,13635.0,Tights
208,2020-09-26,13635.0,Tights
209,2020-09-27,14627.0,Tights
210,2020-09-28,14627.0,Tights
211,2020-09-29,14627.0,Tights
212,2020-09-30,14627.0,Tights
213,2020-10-01,15657.0,Tights
214,2020-10-02,15657.0,Tights
215,2020-10-03,15657.0,Tights
216,2020-10-04,15657.0,Tights
217,2020-10-05,13800.0,Tights
218,2020-10-06,14917.0,Tights
219,2020-10-07,15088.0,Tights
220,2020-10-08,15088.0,Tights
221,2020-10-09,15088.0,Tights
222,2020-10-10,15088.0,Tights
223,2020-10-11,15088.0,Tights
224,2020-10-12,15088.0,Tights
225,2020-10-13,15088.0,Tights
226,2020-10-14,15088.0,Tights
227,2020-10-15,15088.0,Tights
228,2020-10-16,15088.0,Tights
229,2020-10-17,15088.0,Tights
230,2020-10-18,15088.0,Tights
231,2020-10-19,15088.0,Tights
232,2020-10-20,15088.0,Tights
233,2020-10-21,15088.0,Tights
234,2020-10-22,15088.0,Tights
235,2020-10-23,15088.0,Tights
236,2020-10-24,15088.0,Tights
237,2020-10-25,15088.0,Tights
238,2020-10-26,15088.0,Tights
239,2020-10-27,15088.0,Tights
240,2020-10-28,15088.0,Tights
241,2020-10-29,11819.0,Tights
242,2020-10-30,13461.0,Tights
243,2020-10-31,13314.0,Tights
244,2020-11-01,14554.0,Tights
245,2020-11-02,14554.0,Tights
246,2020-11-03,16408.0,Tights
247,2020-11-04,13854.0,Tights
248,2020-11-05,13854.0,Tights
249,2020-11-06,13854.0,Tights
250,2020-11-07,14283.0,Tights
251,2020-11-08,14283.0,Tights
252,2020-11-09,14283.0,Tights
253,2020-11-10,18516.0,Tights
254,2020-11-11,19525.0,Tights
255,2020-11-12,19525.0,Tights
256,2020-11-13,19525.0,Tights
257,2020-11-14,19525.0,Tights
258,2020-11-15,19525.0,Tights
259,2020-11-16,19525.0,Tights
260,2020-11-17,19525.0,Tights
261,2020-11-18,19525.0,Tights
262,2020-11-19,19525.0,Tights
263,2020-11-20,19525.0,Tights
264,2020-11-21,19525.0,Tights
265,2020-11-22,19525.0,Tights
266,2020-11-23,19525.0,Tights
267,2020-11-24,19525.0,Tights
268,2020-11-25,19525.0,Tights
269,2020-11-26,19525.0,Tights
270,2020-11-27,19525.0,Tights
271,2020-11-28,19525.0,Tights
272,2020-11-29,19525.0,Tights
273,2020-11-30,19525.0,Tights
274,2020-12-01,19525.0,Tights
275,2020-12-02,19525.0,Tights
276,2020-12-03,19525.0,Tights
277,2020-12-04,19525.0,Tights
278,2020-12-05,19525.0,Tights
279,2020-12-06,19525.0,Tights
280,2020-12-07,19525.0,Tights
281,2020-12-08,19525.0,Tights
282,2020-12-09,19525.0,Tights
283,2020-12-10,19525.0,Tights
284,2020-12-11,19525.0,Tights
285,2020-12-12,19525.0,Tights
286,2020-12-13,19525.0,Tights
287,2020-12-14,19525.0,Tights
288,2020-12-15,19525.0,Tights
289,2020-12-16,19525.0,Tights
290,2020-12-17,19525.0,Tights
291,2020-12-18,19525.0,Tights
292,2020-12-19,19525.0,Tights
293,2020-12-20,19525.0,Tights
294,2020-12-21,19525.0,Tights
295,2020-12-22,19525.0,Tights
296,2020-12-23,19525.0,Tights
297,2020-12-24,19525.0,Tights
298,2020-12-25,19525.0,Tights
299,2020-12-26,19525.0,Tights
300,2020-12-27,19525.0,Tights
301,2020-12-28,19525.0,Tights
302,2020-12-29,19525.0,Tights
303,2020-12-30,19525.0,Tights
304,2020-12-31,19525.0,Tights
305,2021-01-01,19525.0,Tights
306,2021-01-02,19525.0,Tights
307,2021-01-03,19525.0,Tights
308,2021-01-04,19525.0,Tights
309,2021-01-05,19525.0,Tights
310,2021-01-06,19525.0,Tights
311,2021-01-07,19525.0,Tights
312,2021-01-08,19525.0,Tights
313,2021-01-09,19525.0,Tights
314,2021-01-10,19525.0,Tights
315,2021-01-11,19525.0,Tights
316,2021-01-12,19525.0,Tights
317,2021-01-13,19525.0,Tights
318,2021-01-14,19525.0,Tights
319,2021-01-15,19525.0,Tights
320,2021-01-16,19525.0,Tights
321,2021-01-17,19525.0,Tights
322,2021-01-18,19525.0,Tights
323,2021-01-19,19525.0,Tights
324,2021-01-20,19525.0,Tights
325,2021-01-21,19525.0,Tights
326,2021-01-22,19525.0,Tights
327,2021-01-23,19525.0,Tights
328,2021-01-24,19525.0,Tights
329,2021-01-25,19525.0,Tights
330,2021-01-26,19525.0,Tights
331,2021-01-27,19525.0,Tights
332,2021-01-28,19525.0,Tights
333,2021-01-29,19525.0,Tights
334,2021-01-30,19525.0,Tights
335,2021-01-31,19525.0,Tights
336,2021-02-01,19525.0,Tights
337,2021-02-02,19525.0,Tights
338,2021-02-03,19525.0,Tights
339,2021-02-04,19525.0,Tights
340,2021-02-05,19525.0,Tights
341,2021-02-06,19525.0,Tights
342,2021-02-07,19525.0,Tights
343,2021-02-08,19525.0,Tights
344,2021-02-09,19525.0,Tights
345,2021-02-10,19525.0,Tights
346,2021-02-11,19525.0,Tights
347,2021-02-12,19525.0,Tights
348,2021-02-13,19525.0,Tights
349,2021-02-14,19525.0,Tights
350,2021-02-15,19525.0,Tights
351,2021-02-16,19525.0,Tights
352,2021-02-17,19525.0,Tights
353,2021-02-18,19525.0,Tights
354,2021-02-19,19525.0,Tights
355,2021-02-20,19525.0,Tights
356,2021-02-21,19525.0,Tights
357,2021-02-22,19525.0,Tights
358,2021-02-23,19525.0,Tights
359,2021-02-24,19525.0,Tights
360,2021-02-25,19525.0,Tights
361,2021-02-26,19525.0,Tights
362,2021-02-27,19525.0,Tights
363,2021-02-28,19525.0,Tights
364,2021-03-01,19525.0,Tights
365,2021-03-02,19525.0,Tights
366,2021-03-03,19525.0,Tights
367,2021-03-04,19525.0,Tights
368,2021-03-05,19525.0,Tights
369,2021-03-06,19525.0,Tights
370,2021-03-07,19525.0,Tights
371,2021-03-08,19525.0,Tights
372,2021-03-09,19525.0,Tights
373,2021-03-10,19525.0,Tights
374,2021-03-11,19525.0,Tights
375,2021-03-12,19525.0,Tights
376,2021-03-13,19525.0,Tights
377,2021-03-14,19525.0,Tights
378,2021-03-15,19525.0,Tights
379,2021-03-16,19525.0,Tights
380,2021-03-17,19525.0,Tights
381,2021-03-18,19525.0,Tights
382,2021-03-19,19525.0,Tights
383,2021-03-20,19525.0,Tights
384,2021-03-21,19525.0,Tights
385,2021-03-22,19525.0,Tights
386,2021-03-23,19525.0,Tights
387,2021-03-24,19525.0,Tights
388,2021-03-25,19525.0,Tights
389,2021-03-26,19525.0,Tights
390,2021-03-27,19525.0,Tights
391,2021-03-28,19525.0,Tights
392,2021-03-29,19525.0,Tights
393,2021-03-30,19525.0,Tights
394,2021-03-31,19525.0,Tights
395,2021-04-01,19525.0,Tights
396,2021-04-02,19525.0,Tights
397,2021-04-03,19525.0,Tights
398,2021-04-04,19525.0,Tights
399,2021-04-05,19525.0,Tights
400,2021-04-06,19525.0,Tights
401,2021-04-07,19525.0,Tights
402,2021-04-08,19525.0,Tights
403,2021-04-09,19525.0,Tights
404,2021-04-10,19525.0,Tights
405,2021-04-11,19525.0,Tights
406,2021-04-12,19525.0,Tights
407,2021-04-13,19525.0,Tights
408,2021-04-14,19525.0,Tights
409,2021-04-15,19525.0,Tights
410,2021-04-16,19525.0,Tights
411,2021-04-17,19525.0,Tights
412,2021-04-18,19525.0,Tights
413,2021-04-19,19525.0,Tights
414,2021-04-20,19525.0,Tights
415,2021-04-21,19525.0,Tights
416,2021-04-22,19525.0,Tights
417,2021-04-23,19525.0,Tights
418,2021-04-24,19525.0,Tights
419,2021-04-25,19525.0,Tights
420,2021-04-26,19525.0,Tights
421,2021-04-27,19525.0,Tights
422,2021-04-28,19525.0,Tights
423,2021-04-29,19525.0,Tights
424,2021-04-30,19525.0,Tights
425,2021-05-01,19525.0,Tights
426,2021-05-02,19525.0,Tights
427,2021-05-03,19525.0,Tights
428,2021-05-04,19525.0,Tights
429,2021-05-05,19525.0,Tights
430,2021-05-06,19525.0,Tights
431,2021-05-07,19525.0,Tights
432,2021-05-08,19525.0,Tights
433,2021-05-09,19525.0,Tights
434,2021-05-10,19525.0,Tights
435,2021-05-11,19525.0,Tights
436,2021-05-12,19525.0,Tights
437,2021-05-13,19525.0,Tights
438,2021-05-14,19525.0,Tights
439,2021-05-15,19525.0,Tights
440,2021-05-16,19525.0,Tights
441,2021-05-17,19525.0,Tights
442,2021-05-18,19525.0,Tights
443,2021-05-19,19525.0,Tights
444,2021-05-20,19525.0,Tights
445,2021-05-21,19525.0,Tights
446,2021-05-22,19525.0,Tights
447,2021-05-23,19525.0,Tights
448,2021-05-24,19525.0,Tights
449,2021-05-25,19525.0,Tights
450,2021-05-26,19525.0,Tights
451,2021-05-27,19525.0,Tights
452,2021-05-28,19525.0,Tights
453,2021-05-29,19525.0,Tights
454,2021-05-30,19525.0,Tights
455,2021-05-31,19525.0,Tights
456,2021-06-01,19525.0,Tights
457,2021-06-02,19525.0,Tights
458,2021-06-03,19525.0,Tights
459,2021-06-04,19525.0,Tights
460,2021-06-05,19525.0,Tights
461,2021-06-06,19525.0,Tights
462,2021-06-07,19525.0,Tights
463,2021-06-08,19525.0,Tights
464,2021-06-09,19525.0,Tights
465,2021-06-10,19525.0,Tights
466,2021-06-11,19525.0,Tights
467,2021-06-12,19525.0,Tights
468,2021-06-13,19525.0,Tights
469,2021-06-14,19525.0,Tights
470,2021-06-15,19525.0,Tights
471,2021-06-16,19525.0,Tights
472,2021-06-17,19525.0,Tights
473,2021-06-18,19525.0,Tights
474,2021-06-19,19525.0,Tights
475,2021-06-20,19525.0,Tights
476,2021-06-21,19525.0,Tights
477,2021-06-22,19525.0,Tights
478,2021-06-23,19525.0,Tights
479,2021-06-24,19525.0,Tights
480,2021-06-25,19525.0,Tights
481,2021-06-26,19525.0,Tights
482,2021-06-27,19525.0,Tights
483,2021-06-28,19525.0,Tights
484,2021-06-29,19525.0,Tights
485,2021-06-30,19525.0,Tights
486,2021-07-01,19525.0,Tights
487,2021-07-02,16415.0,Tights
488,2021-07-03,17155.0,Tights
489,2021-07-04,17155.0,Tights
490,2021-07-05,20131.0,Tights
491,2021-07-06,26849.0,Tights
492,2021-07-07,26849.0,Tights
493,2021-07-08,25284.0,Tights
494,2021-07-09,24326.0,Tights
495,2021-07-10,24326.0,Tights
496,2021-07-11,21946.0,Tights
