,date,value,name_B07YYZHL8T
189,2020-11-29,1437.0,Building Toys
190,2020-11-30,5056.0,Building Toys
191,2020-12-01,5056.0,Building Toys
192,2020-12-02,8350.0,Building Toys
193,2020-12-03,10373.0,Building Toys
194,2020-12-04,10373.0,Building Toys
195,2020-12-05,7697.0,Building Toys
196,2020-12-06,7697.0,Building Toys
197,2020-12-07,3874.0,Building Toys
198,2020-12-08,4320.0,Building Toys
199,2020-12-09,4542.0,Building Toys
200,2020-12-10,4910.0,Building Toys
201,2020-12-11,5725.0,Building Toys
202,2020-12-12,5725.0,Building Toys
203,2020-12-13,6063.0,Building Toys
204,2020-12-14,6353.0,Building Toys
205,2020-12-15,5632.0,Building Toys
206,2020-12-16,7375.0,Building Toys
207,2020-12-17,6849.0,Building Toys
208,2020-12-18,6849.0,Building Toys
209,2020-12-19,6981.0,Building Toys
210,2020-12-20,6020.0,Building Toys
211,2020-12-21,6020.0,Building Toys
212,2020-12-22,7735.0,Building Toys
213,2020-12-23,7527.0,Building Toys
214,2020-12-24,8364.0,Building Toys
215,2020-12-25,10445.0,Building Toys
216,2020-12-26,11746.0,Building Toys
217,2020-12-27,13523.0,Building Toys
218,2020-12-28,13704.0,Building Toys
219,2020-12-29,15406.0,Building Toys
220,2020-12-30,15786.0,Building Toys
221,2020-12-31,16194.0,Building Toys
222,2021-01-01,15106.0,Building Toys
223,2021-01-02,19016.0,Building Toys
224,2021-01-03,19016.0,Building Toys
225,2021-01-04,19016.0,Building Toys
226,2021-01-05,13967.0,Building Toys
227,2021-01-06,13967.0,Building Toys
228,2021-01-07,13967.0,Building Toys
229,2021-01-08,15845.0,Building Toys
230,2021-01-09,17068.0,Building Toys
231,2021-01-10,15878.0,Building Toys
232,2021-01-11,25441.0,Building Toys
233,2021-01-12,25441.0,Building Toys
234,2021-01-13,21513.0,Building Toys
235,2021-01-14,23675.0,Building Toys
236,2021-01-15,23470.0,Building Toys
237,2021-01-16,20866.0,Building Toys
238,2021-01-17,20866.0,Building Toys
239,2021-01-18,23397.0,Building Toys
240,2021-01-19,25264.0,Building Toys
241,2021-01-20,21179.0,Building Toys
242,2021-01-21,24011.0,Building Toys
243,2021-01-22,17212.0,Building Toys
244,2021-01-23,17212.0,Building Toys
245,2021-01-24,17212.0,Building Toys
246,2021-01-25,17212.0,Building Toys
247,2021-01-26,27242.0,Building Toys
248,2021-01-27,27242.0,Building Toys
249,2021-01-28,18194.0,Building Toys
250,2021-01-29,17801.0,Building Toys
251,2021-01-30,17801.0,Building Toys
252,2021-01-31,17801.0,Building Toys
253,2021-02-01,17801.0,Building Toys
254,2021-02-02,17801.0,Building Toys
255,2021-02-03,27863.0,Building Toys
256,2021-02-04,27863.0,Building Toys
257,2021-02-05,22714.0,Building Toys
258,2021-02-06,17679.0,Building Toys
259,2021-02-07,25169.0,Building Toys
260,2021-02-08,25169.0,Building Toys
261,2021-02-09,21571.0,Building Toys
262,2021-02-10,32308.0,Building Toys
263,2021-02-11,22304.0,Building Toys
264,2021-02-12,22304.0,Building Toys
265,2021-02-13,15495.0,Building Toys
266,2021-02-14,17074.0,Building Toys
267,2021-02-15,17808.0,Building Toys
268,2021-02-16,22859.0,Building Toys
269,2021-02-17,17906.0,Building Toys
270,2021-02-18,17737.0,Building Toys
271,2021-02-19,24382.0,Building Toys
272,2021-02-20,24382.0,Building Toys
273,2021-02-21,22360.0,Building Toys
274,2021-02-22,18964.0,Building Toys
275,2021-02-23,21283.0,Building Toys
276,2021-02-24,21283.0,Building Toys
277,2021-02-25,26188.0,Building Toys
278,2021-02-26,22371.0,Building Toys
279,2021-02-27,13101.0,Building Toys
280,2021-02-28,18462.0,Building Toys
281,2021-03-01,18462.0,Building Toys
282,2021-03-02,18064.0,Building Toys
283,2021-03-03,18064.0,Building Toys
284,2021-03-04,17163.0,Building Toys
285,2021-03-05,16369.0,Building Toys
286,2021-03-06,16369.0,Building Toys
287,2021-03-07,13834.0,Building Toys
288,2021-03-08,13834.0,Building Toys
289,2021-03-09,15112.0,Building Toys
290,2021-03-10,12378.0,Building Toys
291,2021-03-11,15091.0,Building Toys
292,2021-03-12,19111.0,Building Toys
293,2021-03-13,16190.0,Building Toys
294,2021-03-14,14259.0,Building Toys
295,2021-03-15,14259.0,Building Toys
296,2021-03-16,14259.0,Building Toys
297,2021-03-17,12827.0,Building Toys
298,2021-03-18,13217.0,Building Toys
299,2021-03-19,11231.0,Building Toys
300,2021-03-20,8157.0,Building Toys
301,2021-03-21,8157.0,Building Toys
302,2021-03-22,7828.0,Building Toys
303,2021-03-23,8041.0,Building Toys
304,2021-03-24,8041.0,Building Toys
305,2021-03-25,6781.0,Building Toys
306,2021-03-26,11638.0,Building Toys
307,2021-03-27,11638.0,Building Toys
308,2021-03-28,8317.0,Building Toys
309,2021-03-29,9658.0,Building Toys
310,2021-03-30,8440.0,Building Toys
311,2021-03-31,8440.0,Building Toys
312,2021-04-01,11351.0,Building Toys
313,2021-04-02,11351.0,Building Toys
314,2021-04-03,13119.0,Building Toys
315,2021-04-04,15716.0,Building Toys
316,2021-04-05,15943.0,Building Toys
317,2021-04-06,17071.0,Building Toys
318,2021-04-07,17373.0,Building Toys
319,2021-04-08,17373.0,Building Toys
320,2021-04-09,17373.0,Building Toys
321,2021-04-10,12742.0,Building Toys
322,2021-04-11,14504.0,Building Toys
323,2021-04-12,21129.0,Building Toys
324,2021-04-13,21022.0,Building Toys
325,2021-04-14,21788.0,Building Toys
326,2021-04-15,21788.0,Building Toys
327,2021-04-16,14100.0,Building Toys
328,2021-04-17,14923.0,Building Toys
329,2021-04-18,14923.0,Building Toys
330,2021-04-19,14923.0,Building Toys
331,2021-04-20,18831.0,Building Toys
332,2021-04-21,20977.0,Building Toys
333,2021-04-22,10973.0,Building Toys
334,2021-04-23,17208.0,Building Toys
335,2021-04-24,15448.0,Building Toys
336,2021-04-25,17275.0,Building Toys
337,2021-04-26,13725.0,Building Toys
338,2021-04-27,16644.0,Building Toys
339,2021-04-28,16644.0,Building Toys
340,2021-04-29,13136.0,Building Toys
341,2021-04-30,15092.0,Building Toys
342,2021-05-01,15092.0,Building Toys
343,2021-05-02,16351.0,Building Toys
344,2021-05-03,19703.0,Building Toys
345,2021-05-04,19703.0,Building Toys
346,2021-05-05,19703.0,Building Toys
347,2021-05-06,12670.0,Building Toys
348,2021-05-07,14554.0,Building Toys
349,2021-05-08,14627.0,Building Toys
350,2021-05-09,14627.0,Building Toys
351,2021-05-10,12681.0,Building Toys
352,2021-05-11,9415.0,Building Toys
353,2021-05-12,9415.0,Building Toys
354,2021-05-13,11575.0,Building Toys
355,2021-05-14,11575.0,Building Toys
356,2021-05-15,11340.0,Building Toys
357,2021-05-16,12071.0,Building Toys
358,2021-05-17,12071.0,Building Toys
359,2021-05-18,10527.0,Building Toys
360,2021-05-19,10527.0,Building Toys
361,2021-05-20,9924.0,Building Toys
362,2021-05-21,9924.0,Building Toys
363,2021-05-22,10270.0,Building Toys
364,2021-05-23,10270.0,Building Toys
365,2021-05-24,10103.0,Building Toys
366,2021-05-25,10103.0,Building Toys
367,2021-05-26,11925.0,Building Toys
368,2021-05-27,11925.0,Building Toys
369,2021-05-28,11925.0,Building Toys
370,2021-05-29,11029.0,Building Toys
371,2021-05-30,11871.0,Building Toys
372,2021-05-31,11871.0,Building Toys
373,2021-06-01,11871.0,Building Toys
374,2021-06-02,7703.0,Building Toys
375,2021-06-03,7703.0,Building Toys
376,2021-06-04,14519.0,Building Toys
377,2021-06-05,14519.0,Building Toys
378,2021-06-06,8173.0,Building Toys
379,2021-06-07,8583.0,Building Toys
380,2021-06-08,8583.0,Building Toys
381,2021-06-09,9463.0,Building Toys
382,2021-06-10,9463.0,Building Toys
383,2021-06-11,12031.0,Building Toys
384,2021-06-12,8414.0,Building Toys
385,2021-06-13,10125.0,Building Toys
386,2021-06-14,10125.0,Building Toys
387,2021-06-15,9391.0,Building Toys
388,2021-06-16,9391.0,Building Toys
389,2021-06-17,9642.0,Building Toys
390,2021-06-18,9642.0,Building Toys
391,2021-06-19,9642.0,Building Toys
392,2021-06-20,9642.0,Building Toys
393,2021-06-21,7330.0,Building Toys
394,2021-06-22,1238.0,Building Toys
395,2021-06-23,1238.0,Building Toys
396,2021-06-24,1238.0,Building Toys
397,2021-06-25,1844.0,Building Toys
398,2021-06-26,1844.0,Building Toys
399,2021-06-27,2205.0,Building Toys
400,2021-06-28,2842.0,Building Toys
401,2021-06-29,2865.0,Building Toys
402,2021-06-30,4260.0,Building Toys
403,2021-07-01,4260.0,Building Toys
404,2021-07-02,4446.0,Building Toys
405,2021-07-03,4446.0,Building Toys
406,2021-07-04,4002.0,Building Toys
407,2021-07-05,4002.0,Building Toys
408,2021-07-06,4262.0,Building Toys
409,2021-07-07,4262.0,Building Toys
410,2021-07-08,4262.0,Building Toys
411,2021-07-09,7289.0,Building Toys
412,2021-07-10,7186.0,Building Toys
