,date,value,name_B086HF8BPC
126,2020-10-22,14321.0,Pillow Inserts
127,2020-10-23,12515.0,Pillow Inserts
128,2020-10-24,12515.0,Pillow Inserts
129,2020-10-25,12515.0,Pillow Inserts
130,2020-10-26,12524.0,Pillow Inserts
131,2020-10-27,11490.0,Pillow Inserts
132,2020-10-28,9055.0,Pillow Inserts
133,2020-10-29,10167.0,Pillow Inserts
134,2020-10-30,9858.0,Pillow Inserts
135,2020-10-31,7634.0,Pillow Inserts
136,2020-11-01,7634.0,Pillow Inserts
137,2020-11-02,10029.0,Pillow Inserts
138,2020-11-03,10029.0,Pillow Inserts
139,2020-11-04,10029.0,Pillow Inserts
140,2020-11-05,8259.0,Pillow Inserts
141,2020-11-06,8259.0,Pillow Inserts
142,2020-11-07,8259.0,Pillow Inserts
143,2020-11-08,5415.0,Pillow Inserts
144,2020-11-09,5415.0,Pillow Inserts
145,2020-11-10,5415.0,Pillow Inserts
146,2020-11-11,4561.0,Pillow Inserts
147,2020-11-12,4865.0,Pillow Inserts
148,2020-11-13,4975.0,Pillow Inserts
149,2020-11-14,4975.0,Pillow Inserts
150,2020-11-15,4975.0,Pillow Inserts
151,2020-11-16,2884.0,Pillow Inserts
152,2020-11-17,2884.0,Pillow Inserts
153,2020-11-18,2623.0,Pillow Inserts
154,2020-11-19,2094.0,Pillow Inserts
155,2020-11-20,2028.0,Pillow Inserts
156,2020-11-21,1641.0,Pillow Inserts
157,2020-11-22,1641.0,Pillow Inserts
158,2020-11-23,1444.0,Pillow Inserts
159,2020-11-24,1219.0,Pillow Inserts
160,2020-11-25,1219.0,Pillow Inserts
161,2020-11-26,1439.0,Pillow Inserts
162,2020-11-27,2725.0,Pillow Inserts
163,2020-11-28,2725.0,Pillow Inserts
164,2020-11-29,3356.0,Pillow Inserts
165,2020-11-30,4358.0,Pillow Inserts
166,2020-12-01,4161.0,Pillow Inserts
167,2020-12-02,3733.0,Pillow Inserts
168,2020-12-03,3091.0,Pillow Inserts
169,2020-12-04,3091.0,Pillow Inserts
170,2020-12-05,3091.0,Pillow Inserts
171,2020-12-06,4458.0,Pillow Inserts
172,2020-12-07,4458.0,Pillow Inserts
173,2020-12-08,5066.0,Pillow Inserts
174,2020-12-09,4790.0,Pillow Inserts
175,2020-12-10,4626.0,Pillow Inserts
176,2020-12-11,3509.0,Pillow Inserts
177,2020-12-12,3509.0,Pillow Inserts
178,2020-12-13,3509.0,Pillow Inserts
179,2020-12-14,3956.0,Pillow Inserts
180,2020-12-15,3226.0,Pillow Inserts
181,2020-12-16,3226.0,Pillow Inserts
182,2020-12-17,5492.0,Pillow Inserts
183,2020-12-18,5492.0,Pillow Inserts
184,2020-12-19,5492.0,Pillow Inserts
185,2020-12-20,9262.0,Pillow Inserts
186,2020-12-21,8285.0,Pillow Inserts
187,2020-12-22,10730.0,Pillow Inserts
188,2020-12-23,10730.0,Pillow Inserts
189,2020-12-24,8710.0,Pillow Inserts
190,2020-12-25,7546.0,Pillow Inserts
191,2020-12-26,8537.0,Pillow Inserts
192,2020-12-27,8537.0,Pillow Inserts
193,2020-12-28,6415.0,Pillow Inserts
194,2020-12-29,6415.0,Pillow Inserts
195,2020-12-30,7294.0,Pillow Inserts
196,2020-12-31,7294.0,Pillow Inserts
197,2021-01-01,6485.0,Pillow Inserts
198,2021-01-02,6485.0,Pillow Inserts
199,2021-01-03,6180.0,Pillow Inserts
200,2021-01-04,6180.0,Pillow Inserts
201,2021-01-05,7256.0,Pillow Inserts
202,2021-01-06,5794.0,Pillow Inserts
203,2021-01-07,5991.0,Pillow Inserts
204,2021-01-08,5991.0,Pillow Inserts
205,2021-01-09,5991.0,Pillow Inserts
206,2021-01-10,7199.0,Pillow Inserts
207,2021-01-11,7947.0,Pillow Inserts
208,2021-01-12,7947.0,Pillow Inserts
209,2021-01-13,7947.0,Pillow Inserts
210,2021-01-14,9257.0,Pillow Inserts
211,2021-01-15,8756.0,Pillow Inserts
212,2021-01-16,9093.0,Pillow Inserts
213,2021-01-17,5641.0,Pillow Inserts
214,2021-01-18,5641.0,Pillow Inserts
215,2021-01-19,2877.0,Pillow Inserts
216,2021-01-20,2794.0,Pillow Inserts
217,2021-01-21,2800.0,Pillow Inserts
218,2021-01-22,2800.0,Pillow Inserts
219,2021-01-23,2242.0,Pillow Inserts
220,2021-01-24,2137.0,Pillow Inserts
221,2021-01-25,2137.0,Pillow Inserts
222,2021-01-26,2137.0,Pillow Inserts
223,2021-01-27,1497.0,Pillow Inserts
224,2021-01-28,1563.0,Pillow Inserts
225,2021-01-29,1563.0,Pillow Inserts
226,2021-01-30,1563.0,Pillow Inserts
227,2021-01-31,3215.0,Pillow Inserts
228,2021-02-01,4148.0,Pillow Inserts
229,2021-02-02,4148.0,Pillow Inserts
230,2021-02-03,8559.0,Pillow Inserts
231,2021-02-04,9068.0,Pillow Inserts
232,2021-02-05,9068.0,Pillow Inserts
233,2021-02-06,5049.0,Pillow Inserts
234,2021-02-07,5049.0,Pillow Inserts
235,2021-02-08,5440.0,Pillow Inserts
236,2021-02-09,5440.0,Pillow Inserts
237,2021-02-10,5440.0,Pillow Inserts
238,2021-02-11,7977.0,Pillow Inserts
239,2021-02-12,7977.0,Pillow Inserts
240,2021-02-13,7977.0,Pillow Inserts
241,2021-02-14,9989.0,Pillow Inserts
242,2021-02-15,9989.0,Pillow Inserts
243,2021-02-16,9989.0,Pillow Inserts
244,2021-02-17,17795.0,Pillow Inserts
245,2021-02-18,17795.0,Pillow Inserts
246,2021-02-19,23967.0,Pillow Inserts
247,2021-02-20,13451.0,Pillow Inserts
248,2021-02-21,9513.0,Pillow Inserts
249,2021-02-22,9568.0,Pillow Inserts
250,2021-02-23,9568.0,Pillow Inserts
251,2021-02-24,9568.0,Pillow Inserts
252,2021-02-25,8980.0,Pillow Inserts
253,2021-02-26,8980.0,Pillow Inserts
254,2021-02-27,8980.0,Pillow Inserts
255,2021-02-28,5330.0,Pillow Inserts
256,2021-03-01,6036.0,Pillow Inserts
257,2021-03-02,6063.0,Pillow Inserts
258,2021-03-03,6237.0,Pillow Inserts
259,2021-03-04,6149.0,Pillow Inserts
260,2021-03-05,9056.0,Pillow Inserts
261,2021-03-06,8071.0,Pillow Inserts
262,2021-03-07,8071.0,Pillow Inserts
263,2021-03-08,6380.0,Pillow Inserts
264,2021-03-09,8285.0,Pillow Inserts
265,2021-03-10,5784.0,Pillow Inserts
266,2021-03-11,5822.0,Pillow Inserts
267,2021-03-12,5822.0,Pillow Inserts
268,2021-03-13,8543.0,Pillow Inserts
269,2021-03-14,8543.0,Pillow Inserts
270,2021-03-15,12292.0,Pillow Inserts
271,2021-03-16,12292.0,Pillow Inserts
272,2021-03-17,12292.0,Pillow Inserts
273,2021-03-18,8966.0,Pillow Inserts
274,2021-03-19,8845.0,Pillow Inserts
275,2021-03-20,7641.0,Pillow Inserts
276,2021-03-21,7641.0,Pillow Inserts
277,2021-03-22,7641.0,Pillow Inserts
278,2021-03-23,10902.0,Pillow Inserts
279,2021-03-24,10902.0,Pillow Inserts
280,2021-03-25,12706.0,Pillow Inserts
281,2021-03-26,11960.0,Pillow Inserts
282,2021-03-27,11960.0,Pillow Inserts
283,2021-03-28,11960.0,Pillow Inserts
284,2021-03-29,10019.0,Pillow Inserts
285,2021-03-30,10935.0,Pillow Inserts
286,2021-03-31,8513.0,Pillow Inserts
287,2021-04-01,8513.0,Pillow Inserts
288,2021-04-02,8202.0,Pillow Inserts
289,2021-04-03,8202.0,Pillow Inserts
290,2021-04-04,11803.0,Pillow Inserts
291,2021-04-05,11803.0,Pillow Inserts
292,2021-04-06,10172.0,Pillow Inserts
293,2021-04-07,11010.0,Pillow Inserts
294,2021-04-08,11010.0,Pillow Inserts
295,2021-04-09,11010.0,Pillow Inserts
296,2021-04-10,9084.0,Pillow Inserts
297,2021-04-11,9833.0,Pillow Inserts
298,2021-04-12,11117.0,Pillow Inserts
299,2021-04-13,11117.0,Pillow Inserts
300,2021-04-14,11795.0,Pillow Inserts
301,2021-04-15,11795.0,Pillow Inserts
302,2021-04-16,11795.0,Pillow Inserts
303,2021-04-17,9852.0,Pillow Inserts
304,2021-04-18,9852.0,Pillow Inserts
305,2021-04-19,9735.0,Pillow Inserts
306,2021-04-20,9735.0,Pillow Inserts
307,2021-04-21,9725.0,Pillow Inserts
308,2021-04-22,9725.0,Pillow Inserts
309,2021-04-23,11218.0,Pillow Inserts
310,2021-04-24,11218.0,Pillow Inserts
311,2021-04-25,11522.0,Pillow Inserts
312,2021-04-26,12629.0,Pillow Inserts
313,2021-04-27,11951.0,Pillow Inserts
314,2021-04-28,11600.0,Pillow Inserts
315,2021-04-29,8683.0,Pillow Inserts
316,2021-04-30,8249.0,Pillow Inserts
317,2021-05-01,8249.0,Pillow Inserts
318,2021-05-02,8249.0,Pillow Inserts
319,2021-05-03,10880.0,Pillow Inserts
320,2021-05-04,12202.0,Pillow Inserts
321,2021-05-05,9050.0,Pillow Inserts
322,2021-05-06,9050.0,Pillow Inserts
323,2021-05-07,9326.0,Pillow Inserts
324,2021-05-08,9348.0,Pillow Inserts
325,2021-05-09,9348.0,Pillow Inserts
326,2021-05-10,11023.0,Pillow Inserts
327,2021-05-11,12111.0,Pillow Inserts
328,2021-05-12,12111.0,Pillow Inserts
329,2021-05-13,9986.0,Pillow Inserts
330,2021-05-14,7886.0,Pillow Inserts
331,2021-05-15,7886.0,Pillow Inserts
332,2021-05-16,12789.0,Pillow Inserts
333,2021-05-17,11447.0,Pillow Inserts
334,2021-05-18,10528.0,Pillow Inserts
335,2021-05-19,8949.0,Pillow Inserts
336,2021-05-20,8327.0,Pillow Inserts
337,2021-05-21,9269.0,Pillow Inserts
338,2021-05-22,9269.0,Pillow Inserts
339,2021-05-23,9669.0,Pillow Inserts
340,2021-05-24,11316.0,Pillow Inserts
341,2021-05-25,11761.0,Pillow Inserts
342,2021-05-26,11761.0,Pillow Inserts
343,2021-05-27,15765.0,Pillow Inserts
344,2021-05-28,16043.0,Pillow Inserts
345,2021-05-29,21690.0,Pillow Inserts
346,2021-05-30,26336.0,Pillow Inserts
347,2021-05-31,22170.0,Pillow Inserts
348,2021-06-01,17807.0,Pillow Inserts
349,2021-06-02,15759.0,Pillow Inserts
350,2021-06-03,16873.0,Pillow Inserts
351,2021-06-04,20397.0,Pillow Inserts
352,2021-06-05,16433.0,Pillow Inserts
353,2021-06-06,16433.0,Pillow Inserts
354,2021-06-07,27322.0,Pillow Inserts
355,2021-06-08,27869.0,Pillow Inserts
356,2021-06-09,28598.0,Pillow Inserts
357,2021-06-10,21851.0,Pillow Inserts
358,2021-06-11,18397.0,Pillow Inserts
359,2021-06-12,18397.0,Pillow Inserts
360,2021-06-13,15855.0,Pillow Inserts
361,2021-06-14,15855.0,Pillow Inserts
362,2021-06-15,20153.0,Pillow Inserts
363,2021-06-16,25565.0,Pillow Inserts
364,2021-06-17,28492.0,Pillow Inserts
365,2021-06-18,24868.0,Pillow Inserts
366,2021-06-19,25278.0,Pillow Inserts
367,2021-06-20,25278.0,Pillow Inserts
368,2021-06-21,21548.0,Pillow Inserts
369,2021-06-22,33902.0,Pillow Inserts
370,2021-06-23,33902.0,Pillow Inserts
371,2021-06-24,33964.0,Pillow Inserts
372,2021-06-25,35238.0,Pillow Inserts
373,2021-06-26,35238.0,Pillow Inserts
374,2021-06-27,35238.0,Pillow Inserts
375,2021-06-28,24204.0,Pillow Inserts
376,2021-06-29,29857.0,Pillow Inserts
377,2021-06-30,33062.0,Pillow Inserts
378,2021-07-01,39271.0,Pillow Inserts
379,2021-07-02,39271.0,Pillow Inserts
380,2021-07-03,31721.0,Pillow Inserts
381,2021-07-04,31721.0,Pillow Inserts
382,2021-07-05,41279.0,Pillow Inserts
383,2021-07-06,32259.0,Pillow Inserts
384,2021-07-07,31122.0,Pillow Inserts
385,2021-07-08,36274.0,Pillow Inserts
386,2021-07-09,46276.0,Pillow Inserts
387,2021-07-10,46276.0,Pillow Inserts
388,2021-07-11,29802.0,Pillow Inserts
