,date,value,name_B08HLQ7PQV
62,2020-11-15,7842.0,Garden Hoses
63,2020-11-16,6905.0,Garden Hoses
64,2020-11-17,6718.0,Garden Hoses
65,2020-11-18,8167.0,Garden Hoses
66,2020-11-19,8167.0,Garden Hoses
67,2020-11-20,8167.0,Garden Hoses
68,2020-11-21,8292.0,Garden Hoses
69,2020-11-22,8292.0,Garden Hoses
70,2020-11-23,8292.0,Garden Hoses
71,2020-11-24,7573.0,Garden Hoses
72,2020-11-25,10310.0,Garden Hoses
73,2020-11-26,11589.0,Garden Hoses
74,2020-11-27,11589.0,Garden Hoses
75,2020-11-28,11589.0,Garden Hoses
76,2020-11-29,11589.0,Garden Hoses
77,2020-11-30,12807.0,Garden Hoses
78,2020-12-01,12807.0,Garden Hoses
79,2020-12-02,12807.0,Garden Hoses
80,2020-12-03,11775.0,Garden Hoses
81,2020-12-04,11775.0,Garden Hoses
82,2020-12-05,11775.0,Garden Hoses
83,2020-12-06,11775.0,Garden Hoses
84,2020-12-07,10458.0,Garden Hoses
85,2020-12-08,10458.0,Garden Hoses
86,2020-12-09,10458.0,Garden Hoses
87,2020-12-10,13944.0,Garden Hoses
88,2020-12-11,13997.0,Garden Hoses
89,2020-12-12,13997.0,Garden Hoses
90,2020-12-13,13997.0,Garden Hoses
91,2020-12-14,13577.0,Garden Hoses
92,2020-12-15,13577.0,Garden Hoses
93,2020-12-16,13803.0,Garden Hoses
94,2020-12-17,13803.0,Garden Hoses
95,2020-12-18,13803.0,Garden Hoses
96,2020-12-19,13803.0,Garden Hoses
97,2020-12-20,13803.0,Garden Hoses
98,2020-12-21,13803.0,Garden Hoses
99,2020-12-22,15388.0,Garden Hoses
100,2020-12-23,15388.0,Garden Hoses
101,2020-12-24,17127.0,Garden Hoses
102,2020-12-25,17127.0,Garden Hoses
103,2020-12-26,17127.0,Garden Hoses
104,2020-12-27,15616.0,Garden Hoses
105,2020-12-28,15616.0,Garden Hoses
106,2020-12-29,15616.0,Garden Hoses
107,2020-12-30,15616.0,Garden Hoses
108,2020-12-31,15616.0,Garden Hoses
109,2021-01-01,3626.0,Garden Hoses
110,2021-01-02,9119.0,Garden Hoses
111,2021-01-03,9119.0,Garden Hoses
112,2021-01-04,9119.0,Garden Hoses
113,2021-01-05,15721.0,Garden Hoses
114,2021-01-06,15721.0,Garden Hoses
115,2021-01-07,15721.0,Garden Hoses
116,2021-01-08,15721.0,Garden Hoses
117,2021-01-09,8613.0,Garden Hoses
118,2021-01-10,8613.0,Garden Hoses
119,2021-01-11,8613.0,Garden Hoses
120,2021-01-12,8109.0,Garden Hoses
121,2021-01-13,8109.0,Garden Hoses
122,2021-01-14,9410.0,Garden Hoses
123,2021-01-15,9410.0,Garden Hoses
124,2021-01-16,8348.0,Garden Hoses
125,2021-01-17,8348.0,Garden Hoses
126,2021-01-18,8348.0,Garden Hoses
127,2021-01-19,2661.0,Garden Hoses
128,2021-01-20,2661.0,Garden Hoses
129,2021-01-21,3834.0,Garden Hoses
130,2021-01-22,4233.0,Garden Hoses
131,2021-01-23,4233.0,Garden Hoses
132,2021-01-24,8831.0,Garden Hoses
133,2021-01-25,8831.0,Garden Hoses
134,2021-01-26,6199.0,Garden Hoses
135,2021-01-27,6199.0,Garden Hoses
136,2021-01-28,8551.0,Garden Hoses
137,2021-01-29,8551.0,Garden Hoses
138,2021-01-30,8551.0,Garden Hoses
139,2021-01-31,8551.0,Garden Hoses
140,2021-02-01,7382.0,Garden Hoses
141,2021-02-02,8630.0,Garden Hoses
142,2021-02-03,8630.0,Garden Hoses
143,2021-02-04,8630.0,Garden Hoses
144,2021-02-05,6583.0,Garden Hoses
145,2021-02-06,6583.0,Garden Hoses
146,2021-02-07,678.0,Garden Hoses
147,2021-02-08,670.0,Garden Hoses
148,2021-02-09,670.0,Garden Hoses
149,2021-02-10,670.0,Garden Hoses
150,2021-02-11,1564.0,Garden Hoses
151,2021-02-12,1564.0,Garden Hoses
152,2021-02-13,2186.0,Garden Hoses
153,2021-02-14,2186.0,Garden Hoses
154,2021-02-15,2186.0,Garden Hoses
155,2021-02-16,2617.0,Garden Hoses
156,2021-02-17,2617.0,Garden Hoses
157,2021-02-18,2863.0,Garden Hoses
158,2021-02-19,2863.0,Garden Hoses
159,2021-02-20,4060.0,Garden Hoses
160,2021-02-21,4060.0,Garden Hoses
161,2021-02-22,4060.0,Garden Hoses
162,2021-02-23,2587.0,Garden Hoses
163,2021-02-24,2587.0,Garden Hoses
164,2021-02-25,2407.0,Garden Hoses
165,2021-02-26,2407.0,Garden Hoses
166,2021-02-27,2407.0,Garden Hoses
167,2021-02-28,2407.0,Garden Hoses
168,2021-03-01,1561.0,Garden Hoses
169,2021-03-02,1561.0,Garden Hoses
170,2021-03-03,1561.0,Garden Hoses
171,2021-03-04,1655.0,Garden Hoses
172,2021-03-05,1655.0,Garden Hoses
173,2021-03-06,1882.0,Garden Hoses
174,2021-03-07,1882.0,Garden Hoses
175,2021-03-08,1681.0,Garden Hoses
176,2021-03-09,1868.0,Garden Hoses
177,2021-03-10,1426.0,Garden Hoses
178,2021-03-11,1411.0,Garden Hoses
179,2021-03-12,1166.0,Garden Hoses
180,2021-03-13,1166.0,Garden Hoses
181,2021-03-14,1503.0,Garden Hoses
182,2021-03-15,1503.0,Garden Hoses
183,2021-03-16,1503.0,Garden Hoses
184,2021-03-17,1519.0,Garden Hoses
185,2021-03-18,1519.0,Garden Hoses
186,2021-03-19,1327.0,Garden Hoses
187,2021-03-20,1528.0,Garden Hoses
188,2021-03-21,1767.0,Garden Hoses
189,2021-03-22,6482.0,Garden Hoses
190,2021-03-23,11668.0,Garden Hoses
191,2021-03-24,11668.0,Garden Hoses
192,2021-03-25,3273.0,Garden Hoses
193,2021-03-26,3273.0,Garden Hoses
194,2021-03-27,2510.0,Garden Hoses
195,2021-03-28,2510.0,Garden Hoses
196,2021-03-29,1681.0,Garden Hoses
197,2021-03-30,2019.0,Garden Hoses
198,2021-03-31,2020.0,Garden Hoses
199,2021-04-01,1735.0,Garden Hoses
200,2021-04-02,1867.0,Garden Hoses
201,2021-04-03,1841.0,Garden Hoses
202,2021-04-04,1841.0,Garden Hoses
203,2021-04-05,1979.0,Garden Hoses
204,2021-04-06,1929.0,Garden Hoses
205,2021-04-07,1929.0,Garden Hoses
206,2021-04-08,1341.0,Garden Hoses
207,2021-04-09,1341.0,Garden Hoses
208,2021-04-10,1341.0,Garden Hoses
209,2021-04-11,2185.0,Garden Hoses
210,2021-04-12,2091.0,Garden Hoses
211,2021-04-13,2297.0,Garden Hoses
212,2021-04-14,4079.0,Garden Hoses
213,2021-04-15,4079.0,Garden Hoses
214,2021-04-16,4079.0,Garden Hoses
215,2021-04-17,7527.0,Garden Hoses
216,2021-04-18,7527.0,Garden Hoses
217,2021-04-19,7527.0,Garden Hoses
218,2021-04-20,7527.0,Garden Hoses
219,2021-04-21,7527.0,Garden Hoses
220,2021-04-22,17949.0,Garden Hoses
221,2021-04-23,17949.0,Garden Hoses
222,2021-04-24,17949.0,Garden Hoses
223,2021-04-25,17949.0,Garden Hoses
224,2021-04-26,13636.0,Garden Hoses
225,2021-04-27,13636.0,Garden Hoses
226,2021-04-28,13636.0,Garden Hoses
227,2021-04-29,13636.0,Garden Hoses
228,2021-04-30,13636.0,Garden Hoses
229,2021-05-01,13636.0,Garden Hoses
230,2021-05-02,13636.0,Garden Hoses
231,2021-05-03,13549.0,Garden Hoses
232,2021-05-04,13549.0,Garden Hoses
233,2021-05-05,13549.0,Garden Hoses
234,2021-05-06,17382.0,Garden Hoses
235,2021-05-07,17382.0,Garden Hoses
236,2021-05-08,17382.0,Garden Hoses
237,2021-05-09,15729.0,Garden Hoses
238,2021-05-10,15729.0,Garden Hoses
239,2021-05-11,17036.0,Garden Hoses
240,2021-05-12,17036.0,Garden Hoses
241,2021-05-13,17036.0,Garden Hoses
242,2021-05-14,15465.0,Garden Hoses
243,2021-05-15,15465.0,Garden Hoses
244,2021-05-16,9941.0,Garden Hoses
245,2021-05-17,9941.0,Garden Hoses
246,2021-05-18,9941.0,Garden Hoses
247,2021-05-19,11202.0,Garden Hoses
248,2021-05-20,13059.0,Garden Hoses
249,2021-05-21,13059.0,Garden Hoses
250,2021-05-22,13059.0,Garden Hoses
251,2021-05-23,6760.0,Garden Hoses
252,2021-05-24,8188.0,Garden Hoses
253,2021-05-25,8188.0,Garden Hoses
254,2021-05-26,8188.0,Garden Hoses
255,2021-05-27,7243.0,Garden Hoses
256,2021-05-28,7243.0,Garden Hoses
257,2021-05-29,13502.0,Garden Hoses
258,2021-05-30,13502.0,Garden Hoses
259,2021-05-31,13502.0,Garden Hoses
260,2021-06-01,10617.0,Garden Hoses
261,2021-06-02,9210.0,Garden Hoses
262,2021-06-03,11458.0,Garden Hoses
263,2021-06-04,11458.0,Garden Hoses
264,2021-06-05,11967.0,Garden Hoses
265,2021-06-06,10936.0,Garden Hoses
266,2021-06-07,11741.0,Garden Hoses
267,2021-06-08,11741.0,Garden Hoses
268,2021-06-09,12770.0,Garden Hoses
269,2021-06-10,17797.0,Garden Hoses
270,2021-06-11,17797.0,Garden Hoses
271,2021-06-12,17797.0,Garden Hoses
272,2021-06-13,10103.0,Garden Hoses
273,2021-06-14,10103.0,Garden Hoses
274,2021-06-15,10103.0,Garden Hoses
275,2021-06-16,13065.0,Garden Hoses
276,2021-06-17,14783.0,Garden Hoses
277,2021-06-18,14783.0,Garden Hoses
278,2021-06-19,14783.0,Garden Hoses
279,2021-06-20,7304.0,Garden Hoses
280,2021-06-21,5606.0,Garden Hoses
281,2021-06-22,234.0,Garden Hoses
282,2021-06-23,234.0,Garden Hoses
283,2021-06-24,234.0,Garden Hoses
284,2021-06-25,1479.0,Garden Hoses
285,2021-06-26,1479.0,Garden Hoses
286,2021-06-27,4532.0,Garden Hoses
287,2021-06-28,5943.0,Garden Hoses
288,2021-06-29,6390.0,Garden Hoses
289,2021-06-30,7493.0,Garden Hoses
290,2021-07-01,7493.0,Garden Hoses
291,2021-07-02,7493.0,Garden Hoses
292,2021-07-03,8502.0,Garden Hoses
293,2021-07-04,8502.0,Garden Hoses
294,2021-07-05,6431.0,Garden Hoses
295,2021-07-06,6431.0,Garden Hoses
296,2021-07-07,6431.0,Garden Hoses
297,2021-07-08,6431.0,Garden Hoses
298,2021-07-09,10856.0,Garden Hoses
299,2021-07-10,10856.0,Garden Hoses
300,2021-07-11,9866.0,Garden Hoses
