,date,value,name_B085L4YNX4
183,2020-09-08,1391.0,Grilling & Barbecue Utensils
184,2020-09-09,1391.0,Grilling & Barbecue Utensils
185,2020-09-10,1129.0,Grilling & Barbecue Utensils
186,2020-09-11,1129.0,Grilling & Barbecue Utensils
187,2020-09-12,1129.0,Grilling & Barbecue Utensils
188,2020-09-13,1523.0,Grilling & Barbecue Utensils
189,2020-09-14,1523.0,Grilling & Barbecue Utensils
190,2020-09-15,1711.0,Grilling & Barbecue Utensils
191,2020-09-16,1711.0,Grilling & Barbecue Utensils
192,2020-09-17,1711.0,Grilling & Barbecue Utensils
193,2020-09-18,1727.0,Grilling & Barbecue Utensils
194,2020-09-19,1727.0,Grilling & Barbecue Utensils
195,2020-09-20,1410.0,Grilling & Barbecue Utensils
196,2020-09-21,1229.0,Grilling & Barbecue Utensils
197,2020-09-22,1229.0,Grilling & Barbecue Utensils
198,2020-09-23,1068.0,Grilling & Barbecue Utensils
199,2020-09-24,1324.0,Grilling & Barbecue Utensils
200,2020-09-25,1445.0,Grilling & Barbecue Utensils
201,2020-09-26,1445.0,Grilling & Barbecue Utensils
202,2020-09-27,1600.0,Grilling & Barbecue Utensils
203,2020-09-28,1702.0,Grilling & Barbecue Utensils
204,2020-09-29,1702.0,Grilling & Barbecue Utensils
205,2020-09-30,1702.0,Grilling & Barbecue Utensils
206,2020-10-01,1661.0,Grilling & Barbecue Utensils
207,2020-10-02,1957.0,Grilling & Barbecue Utensils
208,2020-10-03,1957.0,Grilling & Barbecue Utensils
209,2020-10-04,1957.0,Grilling & Barbecue Utensils
210,2020-10-05,1911.0,Grilling & Barbecue Utensils
211,2020-10-06,1911.0,Grilling & Barbecue Utensils
212,2020-10-07,1911.0,Grilling & Barbecue Utensils
213,2020-10-08,1592.0,Grilling & Barbecue Utensils
214,2020-10-09,2626.0,Grilling & Barbecue Utensils
215,2020-10-10,2626.0,Grilling & Barbecue Utensils
216,2020-10-11,2626.0,Grilling & Barbecue Utensils
217,2020-10-12,1415.0,Grilling & Barbecue Utensils
218,2020-10-13,1415.0,Grilling & Barbecue Utensils
219,2020-10-14,1945.0,Grilling & Barbecue Utensils
220,2020-10-15,1945.0,Grilling & Barbecue Utensils
221,2020-10-16,1945.0,Grilling & Barbecue Utensils
222,2020-10-17,2431.0,Grilling & Barbecue Utensils
223,2020-10-18,2431.0,Grilling & Barbecue Utensils
224,2020-10-19,1610.0,Grilling & Barbecue Utensils
225,2020-10-20,1610.0,Grilling & Barbecue Utensils
226,2020-10-21,1610.0,Grilling & Barbecue Utensils
227,2020-10-22,2384.0,Grilling & Barbecue Utensils
228,2020-10-23,1877.0,Grilling & Barbecue Utensils
229,2020-10-24,1877.0,Grilling & Barbecue Utensils
230,2020-10-25,1877.0,Grilling & Barbecue Utensils
231,2020-10-26,1653.0,Grilling & Barbecue Utensils
232,2020-10-27,1653.0,Grilling & Barbecue Utensils
233,2020-10-28,1653.0,Grilling & Barbecue Utensils
234,2020-10-29,2421.0,Grilling & Barbecue Utensils
235,2020-10-30,2421.0,Grilling & Barbecue Utensils
236,2020-10-31,2425.0,Grilling & Barbecue Utensils
237,2020-11-01,2425.0,Grilling & Barbecue Utensils
238,2020-11-02,2090.0,Grilling & Barbecue Utensils
239,2020-11-03,2423.0,Grilling & Barbecue Utensils
240,2020-11-04,2423.0,Grilling & Barbecue Utensils
241,2020-11-05,2423.0,Grilling & Barbecue Utensils
242,2020-11-06,2423.0,Grilling & Barbecue Utensils
243,2020-11-07,2350.0,Grilling & Barbecue Utensils
244,2020-11-08,2350.0,Grilling & Barbecue Utensils
245,2020-11-09,2145.0,Grilling & Barbecue Utensils
246,2020-11-10,2187.0,Grilling & Barbecue Utensils
247,2020-11-11,2095.0,Grilling & Barbecue Utensils
248,2020-11-12,2095.0,Grilling & Barbecue Utensils
249,2020-11-13,2095.0,Grilling & Barbecue Utensils
250,2020-11-14,2196.0,Grilling & Barbecue Utensils
251,2020-11-15,2196.0,Grilling & Barbecue Utensils
252,2020-11-16,2196.0,Grilling & Barbecue Utensils
253,2020-11-17,1924.0,Grilling & Barbecue Utensils
254,2020-11-18,1924.0,Grilling & Barbecue Utensils
255,2020-11-19,1924.0,Grilling & Barbecue Utensils
256,2020-11-20,2139.0,Grilling & Barbecue Utensils
257,2020-11-21,2139.0,Grilling & Barbecue Utensils
258,2020-11-22,2139.0,Grilling & Barbecue Utensils
259,2020-11-23,2595.0,Grilling & Barbecue Utensils
260,2020-11-24,2595.0,Grilling & Barbecue Utensils
261,2020-11-25,2176.0,Grilling & Barbecue Utensils
262,2020-11-26,2132.0,Grilling & Barbecue Utensils
263,2020-11-27,2132.0,Grilling & Barbecue Utensils
264,2020-11-28,2132.0,Grilling & Barbecue Utensils
265,2020-11-29,1559.0,Grilling & Barbecue Utensils
266,2020-11-30,1559.0,Grilling & Barbecue Utensils
267,2020-12-01,1619.0,Grilling & Barbecue Utensils
268,2020-12-02,1619.0,Grilling & Barbecue Utensils
269,2020-12-03,1619.0,Grilling & Barbecue Utensils
270,2020-12-04,1619.0,Grilling & Barbecue Utensils
271,2020-12-05,1843.0,Grilling & Barbecue Utensils
272,2020-12-06,1843.0,Grilling & Barbecue Utensils
273,2020-12-07,1778.0,Grilling & Barbecue Utensils
274,2020-12-08,1778.0,Grilling & Barbecue Utensils
275,2020-12-09,1778.0,Grilling & Barbecue Utensils
276,2020-12-10,1881.0,Grilling & Barbecue Utensils
277,2020-12-11,1881.0,Grilling & Barbecue Utensils
278,2020-12-12,1949.0,Grilling & Barbecue Utensils
279,2020-12-13,1949.0,Grilling & Barbecue Utensils
280,2020-12-14,1949.0,Grilling & Barbecue Utensils
281,2020-12-15,1862.0,Grilling & Barbecue Utensils
282,2020-12-16,1862.0,Grilling & Barbecue Utensils
283,2020-12-17,1862.0,Grilling & Barbecue Utensils
284,2020-12-18,2682.0,Grilling & Barbecue Utensils
285,2020-12-19,2682.0,Grilling & Barbecue Utensils
286,2020-12-20,1728.0,Grilling & Barbecue Utensils
287,2020-12-21,1449.0,Grilling & Barbecue Utensils
288,2020-12-22,1912.0,Grilling & Barbecue Utensils
289,2020-12-23,1987.0,Grilling & Barbecue Utensils
290,2020-12-24,2151.0,Grilling & Barbecue Utensils
291,2020-12-25,2151.0,Grilling & Barbecue Utensils
292,2020-12-26,2151.0,Grilling & Barbecue Utensils
293,2020-12-27,2151.0,Grilling & Barbecue Utensils
294,2020-12-28,2151.0,Grilling & Barbecue Utensils
295,2020-12-29,1992.0,Grilling & Barbecue Utensils
296,2020-12-30,1992.0,Grilling & Barbecue Utensils
297,2020-12-31,1992.0,Grilling & Barbecue Utensils
298,2021-01-01,2377.0,Grilling & Barbecue Utensils
299,2021-01-02,2377.0,Grilling & Barbecue Utensils
300,2021-01-03,2377.0,Grilling & Barbecue Utensils
301,2021-01-04,2377.0,Grilling & Barbecue Utensils
302,2021-01-05,2267.0,Grilling & Barbecue Utensils
303,2021-01-06,2592.0,Grilling & Barbecue Utensils
304,2021-01-07,2592.0,Grilling & Barbecue Utensils
305,2021-01-08,2592.0,Grilling & Barbecue Utensils
306,2021-01-09,2592.0,Grilling & Barbecue Utensils
307,2021-01-10,2592.0,Grilling & Barbecue Utensils
308,2021-01-11,1543.0,Grilling & Barbecue Utensils
309,2021-01-12,1543.0,Grilling & Barbecue Utensils
310,2021-01-13,2047.0,Grilling & Barbecue Utensils
311,2021-01-14,2047.0,Grilling & Barbecue Utensils
312,2021-01-15,2047.0,Grilling & Barbecue Utensils
313,2021-01-16,2047.0,Grilling & Barbecue Utensils
314,2021-01-17,2047.0,Grilling & Barbecue Utensils
315,2021-01-18,2018.0,Grilling & Barbecue Utensils
316,2021-01-19,2018.0,Grilling & Barbecue Utensils
317,2021-01-20,2018.0,Grilling & Barbecue Utensils
318,2021-01-21,2018.0,Grilling & Barbecue Utensils
319,2021-01-22,2843.0,Grilling & Barbecue Utensils
320,2021-01-23,2843.0,Grilling & Barbecue Utensils
321,2021-01-24,2382.0,Grilling & Barbecue Utensils
322,2021-01-25,2382.0,Grilling & Barbecue Utensils
323,2021-01-26,2382.0,Grilling & Barbecue Utensils
324,2021-01-27,2278.0,Grilling & Barbecue Utensils
325,2021-01-28,2278.0,Grilling & Barbecue Utensils
326,2021-01-29,2278.0,Grilling & Barbecue Utensils
327,2021-01-30,3050.0,Grilling & Barbecue Utensils
328,2021-01-31,3050.0,Grilling & Barbecue Utensils
329,2021-02-01,2728.0,Grilling & Barbecue Utensils
330,2021-02-02,2728.0,Grilling & Barbecue Utensils
331,2021-02-03,3601.0,Grilling & Barbecue Utensils
332,2021-02-04,3601.0,Grilling & Barbecue Utensils
333,2021-02-05,3601.0,Grilling & Barbecue Utensils
334,2021-02-06,3463.0,Grilling & Barbecue Utensils
335,2021-02-07,3463.0,Grilling & Barbecue Utensils
336,2021-02-08,2367.0,Grilling & Barbecue Utensils
337,2021-02-09,2367.0,Grilling & Barbecue Utensils
338,2021-02-10,2367.0,Grilling & Barbecue Utensils
339,2021-02-11,4089.0,Grilling & Barbecue Utensils
340,2021-02-12,4089.0,Grilling & Barbecue Utensils
341,2021-02-13,3563.0,Grilling & Barbecue Utensils
342,2021-02-14,3563.0,Grilling & Barbecue Utensils
343,2021-02-15,3563.0,Grilling & Barbecue Utensils
344,2021-02-16,3672.0,Grilling & Barbecue Utensils
345,2021-02-17,3672.0,Grilling & Barbecue Utensils
346,2021-02-18,2744.0,Grilling & Barbecue Utensils
347,2021-02-19,2744.0,Grilling & Barbecue Utensils
348,2021-02-20,2995.0,Grilling & Barbecue Utensils
349,2021-02-21,3455.0,Grilling & Barbecue Utensils
350,2021-02-22,3455.0,Grilling & Barbecue Utensils
351,2021-02-23,3455.0,Grilling & Barbecue Utensils
352,2021-02-24,2959.0,Grilling & Barbecue Utensils
353,2021-02-25,2959.0,Grilling & Barbecue Utensils
354,2021-02-26,2959.0,Grilling & Barbecue Utensils
355,2021-02-27,2668.0,Grilling & Barbecue Utensils
356,2021-02-28,2668.0,Grilling & Barbecue Utensils
357,2021-03-01,2668.0,Grilling & Barbecue Utensils
358,2021-03-02,2783.0,Grilling & Barbecue Utensils
359,2021-03-03,2783.0,Grilling & Barbecue Utensils
360,2021-03-04,2614.0,Grilling & Barbecue Utensils
361,2021-03-05,2614.0,Grilling & Barbecue Utensils
362,2021-03-06,3376.0,Grilling & Barbecue Utensils
363,2021-03-07,3376.0,Grilling & Barbecue Utensils
364,2021-03-08,3376.0,Grilling & Barbecue Utensils
365,2021-03-09,1959.0,Grilling & Barbecue Utensils
366,2021-03-10,1959.0,Grilling & Barbecue Utensils
367,2021-03-11,1959.0,Grilling & Barbecue Utensils
368,2021-03-12,2963.0,Grilling & Barbecue Utensils
369,2021-03-13,2587.0,Grilling & Barbecue Utensils
370,2021-03-14,2587.0,Grilling & Barbecue Utensils
371,2021-03-15,2587.0,Grilling & Barbecue Utensils
372,2021-03-16,2957.0,Grilling & Barbecue Utensils
373,2021-03-17,2957.0,Grilling & Barbecue Utensils
374,2021-03-18,2957.0,Grilling & Barbecue Utensils
375,2021-03-19,3349.0,Grilling & Barbecue Utensils
376,2021-03-20,3349.0,Grilling & Barbecue Utensils
377,2021-03-21,3349.0,Grilling & Barbecue Utensils
378,2021-03-22,2026.0,Grilling & Barbecue Utensils
379,2021-03-23,2026.0,Grilling & Barbecue Utensils
380,2021-03-24,2026.0,Grilling & Barbecue Utensils
381,2021-03-25,1400.0,Grilling & Barbecue Utensils
382,2021-03-26,1400.0,Grilling & Barbecue Utensils
383,2021-03-27,1400.0,Grilling & Barbecue Utensils
384,2021-03-28,1987.0,Grilling & Barbecue Utensils
385,2021-03-29,1962.0,Grilling & Barbecue Utensils
386,2021-03-30,1962.0,Grilling & Barbecue Utensils
387,2021-03-31,1962.0,Grilling & Barbecue Utensils
388,2021-04-01,1759.0,Grilling & Barbecue Utensils
389,2021-04-02,1759.0,Grilling & Barbecue Utensils
390,2021-04-03,1759.0,Grilling & Barbecue Utensils
391,2021-04-04,1572.0,Grilling & Barbecue Utensils
392,2021-04-05,1572.0,Grilling & Barbecue Utensils
393,2021-04-06,1572.0,Grilling & Barbecue Utensils
394,2021-04-07,1479.0,Grilling & Barbecue Utensils
395,2021-04-08,1735.0,Grilling & Barbecue Utensils
396,2021-04-09,1735.0,Grilling & Barbecue Utensils
397,2021-04-10,2350.0,Grilling & Barbecue Utensils
398,2021-04-11,2350.0,Grilling & Barbecue Utensils
399,2021-04-12,1350.0,Grilling & Barbecue Utensils
400,2021-04-13,1350.0,Grilling & Barbecue Utensils
401,2021-04-14,1467.0,Grilling & Barbecue Utensils
402,2021-04-15,1467.0,Grilling & Barbecue Utensils
403,2021-04-16,1696.0,Grilling & Barbecue Utensils
404,2021-04-17,1696.0,Grilling & Barbecue Utensils
405,2021-04-18,1696.0,Grilling & Barbecue Utensils
406,2021-04-19,1127.0,Grilling & Barbecue Utensils
407,2021-04-20,1308.0,Grilling & Barbecue Utensils
408,2021-04-21,1308.0,Grilling & Barbecue Utensils
409,2021-04-22,1341.0,Grilling & Barbecue Utensils
410,2021-04-23,1341.0,Grilling & Barbecue Utensils
411,2021-04-24,1455.0,Grilling & Barbecue Utensils
412,2021-04-25,1455.0,Grilling & Barbecue Utensils
413,2021-04-26,1347.0,Grilling & Barbecue Utensils
414,2021-04-27,1347.0,Grilling & Barbecue Utensils
415,2021-04-28,1348.0,Grilling & Barbecue Utensils
416,2021-04-29,1348.0,Grilling & Barbecue Utensils
417,2021-04-30,2068.0,Grilling & Barbecue Utensils
418,2021-05-01,1980.0,Grilling & Barbecue Utensils
419,2021-05-02,1980.0,Grilling & Barbecue Utensils
420,2021-05-03,1396.0,Grilling & Barbecue Utensils
421,2021-05-04,1396.0,Grilling & Barbecue Utensils
422,2021-05-05,2057.0,Grilling & Barbecue Utensils
423,2021-05-06,1792.0,Grilling & Barbecue Utensils
424,2021-05-07,1907.0,Grilling & Barbecue Utensils
425,2021-05-08,1907.0,Grilling & Barbecue Utensils
426,2021-05-09,1555.0,Grilling & Barbecue Utensils
427,2021-05-10,1555.0,Grilling & Barbecue Utensils
428,2021-05-11,1306.0,Grilling & Barbecue Utensils
429,2021-05-12,1306.0,Grilling & Barbecue Utensils
430,2021-05-13,1316.0,Grilling & Barbecue Utensils
431,2021-05-14,1575.0,Grilling & Barbecue Utensils
432,2021-05-15,1575.0,Grilling & Barbecue Utensils
433,2021-05-16,2116.0,Grilling & Barbecue Utensils
434,2021-05-17,2116.0,Grilling & Barbecue Utensils
435,2021-05-18,1009.0,Grilling & Barbecue Utensils
436,2021-05-19,1009.0,Grilling & Barbecue Utensils
437,2021-05-20,803.0,Grilling & Barbecue Utensils
438,2021-05-21,803.0,Grilling & Barbecue Utensils
439,2021-05-22,975.0,Grilling & Barbecue Utensils
440,2021-05-23,975.0,Grilling & Barbecue Utensils
441,2021-05-24,916.0,Grilling & Barbecue Utensils
442,2021-05-25,916.0,Grilling & Barbecue Utensils
443,2021-05-26,657.0,Grilling & Barbecue Utensils
444,2021-05-27,657.0,Grilling & Barbecue Utensils
445,2021-05-28,742.0,Grilling & Barbecue Utensils
446,2021-05-29,941.0,Grilling & Barbecue Utensils
447,2021-05-30,941.0,Grilling & Barbecue Utensils
448,2021-05-31,695.0,Grilling & Barbecue Utensils
449,2021-06-01,695.0,Grilling & Barbecue Utensils
450,2021-06-02,742.0,Grilling & Barbecue Utensils
451,2021-06-03,742.0,Grilling & Barbecue Utensils
452,2021-06-04,889.0,Grilling & Barbecue Utensils
453,2021-06-05,889.0,Grilling & Barbecue Utensils
454,2021-06-06,805.0,Grilling & Barbecue Utensils
455,2021-06-07,761.0,Grilling & Barbecue Utensils
456,2021-06-08,1071.0,Grilling & Barbecue Utensils
457,2021-06-09,1155.0,Grilling & Barbecue Utensils
458,2021-06-10,1152.0,Grilling & Barbecue Utensils
459,2021-06-11,1152.0,Grilling & Barbecue Utensils
460,2021-06-12,1556.0,Grilling & Barbecue Utensils
461,2021-06-13,1711.0,Grilling & Barbecue Utensils
462,2021-06-14,1711.0,Grilling & Barbecue Utensils
463,2021-06-15,1711.0,Grilling & Barbecue Utensils
464,2021-06-16,1595.0,Grilling & Barbecue Utensils
465,2021-06-17,1595.0,Grilling & Barbecue Utensils
466,2021-06-18,1364.0,Grilling & Barbecue Utensils
467,2021-06-19,1364.0,Grilling & Barbecue Utensils
468,2021-06-20,1506.0,Grilling & Barbecue Utensils
469,2021-06-21,1284.0,Grilling & Barbecue Utensils
470,2021-06-22,948.0,Grilling & Barbecue Utensils
471,2021-06-23,948.0,Grilling & Barbecue Utensils
472,2021-06-24,1272.0,Grilling & Barbecue Utensils
473,2021-06-25,1272.0,Grilling & Barbecue Utensils
474,2021-06-26,1458.0,Grilling & Barbecue Utensils
475,2021-06-27,1458.0,Grilling & Barbecue Utensils
476,2021-06-28,1458.0,Grilling & Barbecue Utensils
477,2021-06-29,1232.0,Grilling & Barbecue Utensils
478,2021-06-30,1232.0,Grilling & Barbecue Utensils
479,2021-07-01,1205.0,Grilling & Barbecue Utensils
480,2021-07-02,1205.0,Grilling & Barbecue Utensils
481,2021-07-03,1205.0,Grilling & Barbecue Utensils
482,2021-07-04,2744.0,Grilling & Barbecue Utensils
