,date,value,name_B082KCKS72
110,2020-07-21,25095.0,Quilt Sets
111,2020-07-22,25095.0,Quilt Sets
112,2020-07-23,28602.0,Quilt Sets
113,2020-07-24,28602.0,Quilt Sets
114,2020-07-25,28602.0,Quilt Sets
115,2020-07-26,28602.0,Quilt Sets
116,2020-07-27,26149.0,Quilt Sets
117,2020-07-28,28102.0,Quilt Sets
118,2020-07-29,24909.0,Quilt Sets
119,2020-07-30,24909.0,Quilt Sets
120,2020-07-31,33264.0,Quilt Sets
121,2020-08-01,33264.0,Quilt Sets
122,2020-08-02,33264.0,Quilt Sets
123,2020-08-03,33264.0,Quilt Sets
124,2020-08-04,33264.0,Quilt Sets
125,2020-08-05,33264.0,Quilt Sets
126,2020-08-06,32112.0,Quilt Sets
127,2020-08-07,30635.0,Quilt Sets
128,2020-08-08,30635.0,Quilt Sets
129,2020-08-09,30635.0,Quilt Sets
130,2020-08-10,23800.0,Quilt Sets
131,2020-08-11,24149.0,Quilt Sets
132,2020-08-12,24149.0,Quilt Sets
133,2020-08-13,24149.0,Quilt Sets
134,2020-08-14,24149.0,Quilt Sets
135,2020-08-15,33421.0,Quilt Sets
136,2020-08-16,33421.0,Quilt Sets
137,2020-08-17,28378.0,Quilt Sets
138,2020-08-18,28378.0,Quilt Sets
139,2020-08-19,28378.0,Quilt Sets
140,2020-08-20,34584.0,Quilt Sets
141,2020-08-21,42154.0,Quilt Sets
142,2020-08-22,42154.0,Quilt Sets
143,2020-08-23,42154.0,Quilt Sets
144,2020-08-24,42154.0,Quilt Sets
145,2020-08-25,42154.0,Quilt Sets
146,2020-08-26,40012.0,Quilt Sets
147,2020-08-27,32194.0,Quilt Sets
148,2020-08-28,53574.0,Quilt Sets
149,2020-08-29,53574.0,Quilt Sets
150,2020-08-30,53574.0,Quilt Sets
151,2020-08-31,74717.0,Quilt Sets
152,2020-09-01,74717.0,Quilt Sets
153,2020-09-02,74717.0,Quilt Sets
154,2020-09-03,67810.0,Quilt Sets
155,2020-09-04,67810.0,Quilt Sets
156,2020-09-05,67810.0,Quilt Sets
157,2020-09-06,67810.0,Quilt Sets
158,2020-09-07,67810.0,Quilt Sets
159,2020-09-08,67283.0,Quilt Sets
160,2020-09-09,68550.0,Quilt Sets
161,2020-09-10,68550.0,Quilt Sets
162,2020-09-11,68550.0,Quilt Sets
163,2020-09-12,68550.0,Quilt Sets
164,2020-09-13,70012.0,Quilt Sets
165,2020-09-14,62839.0,Quilt Sets
166,2020-09-15,62839.0,Quilt Sets
167,2020-09-16,62839.0,Quilt Sets
168,2020-09-17,62839.0,Quilt Sets
169,2020-09-18,62839.0,Quilt Sets
170,2020-09-19,82773.0,Quilt Sets
171,2020-09-20,82773.0,Quilt Sets
172,2020-09-21,82773.0,Quilt Sets
173,2020-09-22,86255.0,Quilt Sets
174,2020-09-23,86255.0,Quilt Sets
175,2020-09-24,86255.0,Quilt Sets
176,2020-09-25,86255.0,Quilt Sets
177,2020-09-26,173888.0,Quilt Sets
178,2020-09-27,173888.0,Quilt Sets
179,2020-09-28,173888.0,Quilt Sets
180,2020-09-29,173888.0,Quilt Sets
181,2020-09-30,173888.0,Quilt Sets
182,2020-10-01,173888.0,Quilt Sets
183,2020-10-02,173888.0,Quilt Sets
184,2020-10-03,100900.0,Quilt Sets
185,2020-10-04,100900.0,Quilt Sets
186,2020-10-05,100900.0,Quilt Sets
187,2020-10-06,73586.0,Quilt Sets
188,2020-10-07,73586.0,Quilt Sets
189,2020-10-08,73586.0,Quilt Sets
190,2020-10-09,73586.0,Quilt Sets
191,2020-10-10,73586.0,Quilt Sets
192,2020-10-11,73586.0,Quilt Sets
193,2020-10-12,73586.0,Quilt Sets
194,2020-10-13,84599.0,Quilt Sets
195,2020-10-14,84599.0,Quilt Sets
196,2020-10-15,84599.0,Quilt Sets
197,2020-10-16,38025.0,Quilt Sets
198,2020-10-17,38025.0,Quilt Sets
199,2020-10-18,38025.0,Quilt Sets
200,2020-10-19,98150.0,Quilt Sets
201,2020-10-20,98150.0,Quilt Sets
202,2020-10-21,123529.0,Quilt Sets
203,2020-10-22,123529.0,Quilt Sets
204,2020-10-23,127673.0,Quilt Sets
205,2020-10-24,127673.0,Quilt Sets
206,2020-10-25,127673.0,Quilt Sets
207,2020-10-26,127673.0,Quilt Sets
208,2020-10-27,127673.0,Quilt Sets
209,2020-10-28,122622.0,Quilt Sets
210,2020-10-29,122622.0,Quilt Sets
211,2020-10-30,122622.0,Quilt Sets
212,2020-10-31,122622.0,Quilt Sets
213,2020-11-01,122622.0,Quilt Sets
214,2020-11-02,122622.0,Quilt Sets
215,2020-11-03,122622.0,Quilt Sets
216,2020-11-04,90513.0,Quilt Sets
217,2020-11-05,90513.0,Quilt Sets
218,2020-11-06,79547.0,Quilt Sets
219,2020-11-07,71767.0,Quilt Sets
220,2020-11-08,71767.0,Quilt Sets
221,2020-11-09,71767.0,Quilt Sets
222,2020-11-10,58007.0,Quilt Sets
223,2020-11-11,58007.0,Quilt Sets
224,2020-11-12,58007.0,Quilt Sets
225,2020-11-13,58007.0,Quilt Sets
226,2020-11-14,47978.0,Quilt Sets
227,2020-11-15,47978.0,Quilt Sets
228,2020-11-16,47978.0,Quilt Sets
229,2020-11-17,47978.0,Quilt Sets
230,2020-11-18,47978.0,Quilt Sets
231,2020-11-19,47978.0,Quilt Sets
232,2020-11-20,37921.0,Quilt Sets
233,2020-11-21,68471.0,Quilt Sets
234,2020-11-22,57495.0,Quilt Sets
235,2020-11-23,57495.0,Quilt Sets
236,2020-11-24,57495.0,Quilt Sets
237,2020-11-25,57495.0,Quilt Sets
238,2020-11-26,56147.0,Quilt Sets
239,2020-11-27,56147.0,Quilt Sets
240,2020-11-28,56147.0,Quilt Sets
241,2020-11-29,56147.0,Quilt Sets
242,2020-11-30,56147.0,Quilt Sets
243,2020-12-01,33323.0,Quilt Sets
244,2020-12-02,48747.0,Quilt Sets
245,2020-12-03,48747.0,Quilt Sets
246,2020-12-04,48747.0,Quilt Sets
247,2020-12-05,48747.0,Quilt Sets
248,2020-12-06,67059.0,Quilt Sets
249,2020-12-07,67059.0,Quilt Sets
250,2020-12-08,61118.0,Quilt Sets
251,2020-12-09,61118.0,Quilt Sets
252,2020-12-10,61118.0,Quilt Sets
253,2020-12-11,61118.0,Quilt Sets
254,2020-12-12,61118.0,Quilt Sets
255,2020-12-13,61118.0,Quilt Sets
256,2020-12-14,50498.0,Quilt Sets
257,2020-12-15,48994.0,Quilt Sets
258,2020-12-16,55982.0,Quilt Sets
259,2020-12-17,62145.0,Quilt Sets
260,2020-12-18,62145.0,Quilt Sets
261,2020-12-19,49985.0,Quilt Sets
262,2020-12-20,49985.0,Quilt Sets
263,2020-12-21,49985.0,Quilt Sets
264,2020-12-22,63185.0,Quilt Sets
265,2020-12-23,63185.0,Quilt Sets
266,2020-12-24,36725.0,Quilt Sets
267,2020-12-25,36725.0,Quilt Sets
268,2020-12-26,36725.0,Quilt Sets
269,2020-12-27,36725.0,Quilt Sets
270,2020-12-28,36725.0,Quilt Sets
271,2020-12-29,24309.0,Quilt Sets
272,2020-12-30,24309.0,Quilt Sets
273,2020-12-31,24309.0,Quilt Sets
274,2021-01-01,24309.0,Quilt Sets
275,2021-01-02,32916.0,Quilt Sets
276,2021-01-03,32916.0,Quilt Sets
277,2021-01-04,32916.0,Quilt Sets
278,2021-01-05,32916.0,Quilt Sets
279,2021-01-06,34399.0,Quilt Sets
280,2021-01-07,34399.0,Quilt Sets
281,2021-01-08,34399.0,Quilt Sets
282,2021-01-09,34399.0,Quilt Sets
283,2021-01-10,34399.0,Quilt Sets
284,2021-01-11,37295.0,Quilt Sets
285,2021-01-12,40822.0,Quilt Sets
286,2021-01-13,40822.0,Quilt Sets
287,2021-01-14,40822.0,Quilt Sets
288,2021-01-15,40498.0,Quilt Sets
289,2021-01-16,51240.0,Quilt Sets
290,2021-01-17,33356.0,Quilt Sets
291,2021-01-18,33356.0,Quilt Sets
292,2021-01-19,33356.0,Quilt Sets
293,2021-01-20,49110.0,Quilt Sets
294,2021-01-21,49110.0,Quilt Sets
295,2021-01-22,55790.0,Quilt Sets
296,2021-01-23,55790.0,Quilt Sets
297,2021-01-24,55790.0,Quilt Sets
298,2021-01-25,46479.0,Quilt Sets
299,2021-01-26,46479.0,Quilt Sets
300,2021-01-27,46479.0,Quilt Sets
301,2021-01-28,26803.0,Quilt Sets
302,2021-01-29,26803.0,Quilt Sets
303,2021-01-30,42105.0,Quilt Sets
304,2021-01-31,42105.0,Quilt Sets
305,2021-02-01,39782.0,Quilt Sets
306,2021-02-02,39782.0,Quilt Sets
307,2021-02-03,39782.0,Quilt Sets
308,2021-02-04,39782.0,Quilt Sets
309,2021-02-05,39782.0,Quilt Sets
310,2021-02-06,39782.0,Quilt Sets
311,2021-02-07,39782.0,Quilt Sets
312,2021-02-08,48814.0,Quilt Sets
313,2021-02-09,48814.0,Quilt Sets
314,2021-02-10,48814.0,Quilt Sets
315,2021-02-11,25598.0,Quilt Sets
316,2021-02-12,29900.0,Quilt Sets
317,2021-02-13,29900.0,Quilt Sets
318,2021-02-14,29900.0,Quilt Sets
319,2021-02-15,29900.0,Quilt Sets
320,2021-02-16,29900.0,Quilt Sets
321,2021-02-17,29900.0,Quilt Sets
322,2021-02-18,33571.0,Quilt Sets
323,2021-02-19,33571.0,Quilt Sets
324,2021-02-20,33571.0,Quilt Sets
325,2021-02-21,33571.0,Quilt Sets
326,2021-02-22,57018.0,Quilt Sets
327,2021-02-23,39908.0,Quilt Sets
328,2021-02-24,49569.0,Quilt Sets
329,2021-02-25,49569.0,Quilt Sets
330,2021-02-26,44094.0,Quilt Sets
331,2021-02-27,44094.0,Quilt Sets
332,2021-02-28,44094.0,Quilt Sets
333,2021-03-01,33109.0,Quilt Sets
334,2021-03-02,33109.0,Quilt Sets
335,2021-03-03,33109.0,Quilt Sets
336,2021-03-04,33295.0,Quilt Sets
337,2021-03-05,39518.0,Quilt Sets
338,2021-03-06,39518.0,Quilt Sets
339,2021-03-07,39518.0,Quilt Sets
340,2021-03-08,33575.0,Quilt Sets
341,2021-03-09,33575.0,Quilt Sets
342,2021-03-10,33575.0,Quilt Sets
343,2021-03-11,50754.0,Quilt Sets
344,2021-03-12,50754.0,Quilt Sets
345,2021-03-13,50754.0,Quilt Sets
346,2021-03-14,50754.0,Quilt Sets
347,2021-03-15,50754.0,Quilt Sets
348,2021-03-16,35125.0,Quilt Sets
349,2021-03-17,35125.0,Quilt Sets
350,2021-03-18,56668.0,Quilt Sets
351,2021-03-19,56668.0,Quilt Sets
352,2021-03-20,56668.0,Quilt Sets
353,2021-03-21,56668.0,Quilt Sets
354,2021-03-22,56668.0,Quilt Sets
355,2021-03-23,37395.0,Quilt Sets
356,2021-03-24,37395.0,Quilt Sets
357,2021-03-25,37395.0,Quilt Sets
358,2021-03-26,37395.0,Quilt Sets
359,2021-03-27,37395.0,Quilt Sets
360,2021-03-28,37395.0,Quilt Sets
361,2021-03-29,37395.0,Quilt Sets
362,2021-03-30,43468.0,Quilt Sets
363,2021-03-31,39450.0,Quilt Sets
364,2021-04-01,41808.0,Quilt Sets
365,2021-04-02,43985.0,Quilt Sets
366,2021-04-03,43985.0,Quilt Sets
367,2021-04-04,26060.0,Quilt Sets
368,2021-04-05,26060.0,Quilt Sets
369,2021-04-06,26060.0,Quilt Sets
370,2021-04-07,26060.0,Quilt Sets
371,2021-04-08,26060.0,Quilt Sets
372,2021-04-09,36361.0,Quilt Sets
373,2021-04-10,36361.0,Quilt Sets
374,2021-04-11,36361.0,Quilt Sets
375,2021-04-12,36361.0,Quilt Sets
376,2021-04-13,36361.0,Quilt Sets
377,2021-04-14,36361.0,Quilt Sets
378,2021-04-15,36361.0,Quilt Sets
379,2021-04-16,41469.0,Quilt Sets
380,2021-04-17,41469.0,Quilt Sets
381,2021-04-18,41469.0,Quilt Sets
382,2021-04-19,41469.0,Quilt Sets
383,2021-04-20,41469.0,Quilt Sets
384,2021-04-21,38079.0,Quilt Sets
385,2021-04-22,25075.0,Quilt Sets
386,2021-04-23,25075.0,Quilt Sets
387,2021-04-24,25075.0,Quilt Sets
388,2021-04-25,41177.0,Quilt Sets
389,2021-04-26,41177.0,Quilt Sets
390,2021-04-27,41177.0,Quilt Sets
391,2021-04-28,67017.0,Quilt Sets
392,2021-04-29,67017.0,Quilt Sets
393,2021-04-30,67017.0,Quilt Sets
394,2021-05-01,67017.0,Quilt Sets
395,2021-05-02,33317.0,Quilt Sets
396,2021-05-03,33317.0,Quilt Sets
397,2021-05-04,35066.0,Quilt Sets
398,2021-05-05,35066.0,Quilt Sets
399,2021-05-06,35066.0,Quilt Sets
400,2021-05-07,38824.0,Quilt Sets
401,2021-05-08,53099.0,Quilt Sets
402,2021-05-09,53099.0,Quilt Sets
403,2021-05-10,58717.0,Quilt Sets
404,2021-05-11,70536.0,Quilt Sets
405,2021-05-12,60478.0,Quilt Sets
406,2021-05-13,60478.0,Quilt Sets
407,2021-05-14,60478.0,Quilt Sets
408,2021-05-15,57437.0,Quilt Sets
409,2021-05-16,57437.0,Quilt Sets
410,2021-05-17,57437.0,Quilt Sets
411,2021-05-18,57437.0,Quilt Sets
412,2021-05-19,68734.0,Quilt Sets
413,2021-05-20,43840.0,Quilt Sets
414,2021-05-21,43840.0,Quilt Sets
415,2021-05-22,44870.0,Quilt Sets
416,2021-05-23,44870.0,Quilt Sets
417,2021-05-24,44870.0,Quilt Sets
418,2021-05-25,44870.0,Quilt Sets
419,2021-05-26,50278.0,Quilt Sets
420,2021-05-27,50278.0,Quilt Sets
421,2021-05-28,47202.0,Quilt Sets
422,2021-05-29,46814.0,Quilt Sets
423,2021-05-30,46814.0,Quilt Sets
424,2021-05-31,46814.0,Quilt Sets
425,2021-06-01,57926.0,Quilt Sets
426,2021-06-02,48917.0,Quilt Sets
427,2021-06-03,48917.0,Quilt Sets
428,2021-06-04,51578.0,Quilt Sets
429,2021-06-05,51578.0,Quilt Sets
430,2021-06-06,53720.0,Quilt Sets
431,2021-06-07,53720.0,Quilt Sets
432,2021-06-08,53720.0,Quilt Sets
433,2021-06-09,46827.0,Quilt Sets
434,2021-06-10,46827.0,Quilt Sets
435,2021-06-11,46827.0,Quilt Sets
436,2021-06-12,33682.0,Quilt Sets
437,2021-06-13,33682.0,Quilt Sets
438,2021-06-14,31215.0,Quilt Sets
439,2021-06-15,31215.0,Quilt Sets
440,2021-06-16,31215.0,Quilt Sets
441,2021-06-17,40241.0,Quilt Sets
442,2021-06-18,40241.0,Quilt Sets
443,2021-06-19,40241.0,Quilt Sets
444,2021-06-20,40241.0,Quilt Sets
445,2021-06-21,38637.0,Quilt Sets
446,2021-06-22,38637.0,Quilt Sets
447,2021-06-23,21138.0,Quilt Sets
448,2021-06-24,26662.0,Quilt Sets
449,2021-06-25,26662.0,Quilt Sets
450,2021-06-26,26662.0,Quilt Sets
451,2021-06-27,26662.0,Quilt Sets
452,2021-06-28,26662.0,Quilt Sets
453,2021-06-29,24916.0,Quilt Sets
454,2021-06-30,22956.0,Quilt Sets
455,2021-07-01,22848.0,Quilt Sets
456,2021-07-02,17074.0,Quilt Sets
457,2021-07-03,17074.0,Quilt Sets
458,2021-07-04,17074.0,Quilt Sets
459,2021-07-05,17074.0,Quilt Sets
460,2021-07-06,20098.0,Quilt Sets
461,2021-07-07,22535.0,Quilt Sets
462,2021-07-08,22535.0,Quilt Sets
463,2021-07-09,22337.0,Quilt Sets
464,2021-07-10,22337.0,Quilt Sets
465,2021-07-11,19752.0,Quilt Sets
